Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq17-0,small,"Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Sadler en Alek Skarlatos, en de Brit Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden van zon trein die op het Centraal Station op het punt stond te vertrekken.  Worden de passagiers daar nu ook elektronisch bekeken, jasje uittrekken, broekriem afdoen, poortje door, laptop openen, enz","Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony <extra_id_0> Skarlatos, en de Brit <extra_id_1> de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden van zon <extra_id_2> het <extra_id_3> het punt stond te vertrekken. Worden de passagiers daar nu ook <extra_id_4> jasje uittrekken, <extra_id_5> door, <extra_id_6>","Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Rhodes en Skarlatos, en de Brit mannen van de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden van zon het vliegtuig op het punt stond te vertrekken. Worden de passagiers daar nu ook in een jasje uittrekken, dan gaat het door, aldus de vliegtuigmaatschappij.","['Sadler en Alek', 'Chris Norman in', 'trein die op', 'Centraal Station op', 'elektronisch bekeken,', 'broekriem afdoen', 'poortje', 'laptop openen', 'enz']","['Rhodes en', 'mannen van', '', 'vliegtuig op', 'in een', 'dan gaat het', 'vliegtuigmaatschappij.']",20,30,1,"[0.7142857142857143, 0.8666666666666667, 1.0, 0.7368421052631579, 0.7619047619047619, 0.875, 0.9090909090909091]",0.84,nrc
seq18-0,small,Zware gevechten PKK en Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en het Turkse leger hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak.  De PKK zegt zaterdag een Turkse gevechtshelikopter te hebben neergeschoten bij de Iraaks-Turkse grens,Zware gevechten PKK en Turkse leger in N-Irak Rebellen <extra_id_0> Arbeiderspartij PKK <extra_id_1> leger hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak. De PKK zegt zaterdag een Turkse gevechtshelikopter <extra_id_2> bij <extra_id_3>,Zware gevechten PKK en Turkse leger in N-Irak Rebellen Arbeiderspartij PKK en Turkse leger hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak. De PKK zegt zaterdag een Turkse gevechtshelikopter te bellen bij de PKK.,"['van de Koerdische', 'en het Turkse', 'te hebben neergeschoten', 'de Iraaks-Turkse grens']","['', 'en Turkse', 'te bellen', 'PKK.']",12,30,1,"[1.0, 0.3076923076923077, 0.6956521739130435, 1.0]",0.75,nrc
seq19-0,small,"Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV.  De Franse president Chirac hoorde gisteren aan de Rivira welwillend het pleidooi van de Spaanse premier Aznar aan om mee te kunnen doen met de eerste ploeg landen die in 1999 de Economische en Monetaire Unie binnengaat","Chiracs <extra_id_0> steeds verder vast PARIJS, 5 NOV. De Franse president Chirac hoorde gisteren aan de <extra_id_1> pleidooi <extra_id_2> premier <extra_id_3> mee te <extra_id_4> met de eerste ploeg landen die in 1999 de Economische en Monetaire Unie binnengaat","Chiracs pakt steeds verder vast PARIJS, 5 NOV. De Franse president Chirac hoorde gisteren aan de Franse pleidooi om de Franse premier te mee te voegen met de eerste ploeg landen die in 1999 de Economische en Monetaire Unie binnengaat","['economisch beleid loopt', 'Rivira welwillend het', 'van de Spaanse', 'Aznar aan om', 'kunnen doen']","['pakt', 'Franse', 'om de Franse', 'te', 'voegen']",14,30,1,"[0.9565217391304348, 0.8095238095238095, 0.42857142857142855, 1.0, 0.7272727272727273]",0.78,nrc
seq20-0,small,"Oranje kiest voor aanval tegen Denen Bondscoach Frank Rijkaard brengt vanavond in de oefeninterland tegen Denemarken een zeer offensief elftal in het veld.  In de spits keert Nederlands duurste voetballer aller tijden, Jerrel Hasselbaink, terug",Oranje kiest voor aanval tegen Denen Bondscoach Frank Rijkaard brengt vanavond in de oefeninterland tegen Denemarken <extra_id_0> elftal in het veld. <extra_id_1> keert Nederlands duurste voetballer aller <extra_id_2>,Oranje kiest voor aanval tegen Denen Bondscoach Frank Rijkaard brengt vanavond in de oefeninterland tegen Denemarken het elftal in het veld. Oranje keert Nederlands duurste voetballer aller tijd terug.,"['een zeer offensief', 'In de spits', 'tijden', 'Jerrel Hasselbaink', 'terug']","['het', 'Oranje', 'terug.']",10,30,1,"[0.9444444444444444, 1.0, 0.8333333333333334]",0.93,nrc
seq21-0,small,"Stayer De Jong toont vormbehoud tijdens gedevalueerde strijd GRONINGEN, 12 FEBR.  Rintje Ritsma, Gianni Romme en Bob de Jong zijn afgelopen weekeinde in Groningen op de NK afstanden kampioen op respectievelijk de 1","Stayer De Jong toont vormbehoud tijdens gedevalueerde <extra_id_0> FEBR. Rintje Ritsma, Gianni Romme en Bob <extra_id_1> weekeinde in Groningen <extra_id_2> afstanden kampioen op respectievelijk de 1","Stayer De Jong toont vormbehoud tijdens gedevalueerde wedstrijden van FEBR. Rintje Ritsma, Gianni Romme en Bob de Jong spelen dit weekeinde in Groningen en afstanden kampioen op respectievelijk de 1","['strijd GRONINGEN', '12', 'de Jong zijn afgelopen', 'op de NK']","['wedstrijden van', 'de Jong spelen dit', 'en']",10,30,1,"[0.8125, 1.0, 0.9090909090909091]",0.91,nrc
seq22-0,small,Zomaar een nieuwsbericht van deze maand: Hillary Clinton bleek een priv-adres te hebben gebruikt voor e-mails over onder andere de aanval op de Amerikaanse ambassade in Benghazi in 2011.  Een commissie eiste de openbaarmaking van die mails,Zomaar een nieuwsbericht van deze <extra_id_0> bleek een priv-adres te hebben gebruikt voor e-mails over onder andere de aanval op de <extra_id_1> Benghazi <extra_id_2> Een <extra_id_3> openbaarmaking van die mails,Zomaar een nieuwsbericht van deze krant bleek een priv-adres te hebben gebruikt voor e-mails over onder andere de aanval op de ambassade in Benghazi Een reactie op de openbaarmaking van die mails,"['maand: Hillary Clinton', 'Amerikaanse ambassade in', 'in 2011.', 'commissie eiste de']","['krant', 'ambassade in', '', 'reactie op de']",11,30,1,"[0.8636363636363636, 0.5, 1.0, 0.6666666666666666]",0.76,nrc
seq23-0,small,"Lener van laatste instantie zoekt nieuwe rol Het Internationaal Monetair Fonds heeft een nieuwe vijand: marginalisering.  In de sterk veranderde wereldeconomie moet het IMF op zoek naar een nieuwe rol, nu minder landen een beroep doen op het fonds",Lener van laatste instantie zoekt nieuwe rol Het Internationaal Monetair Fonds <extra_id_0> vijand: marginalisering. In de sterk veranderde <extra_id_1> IMF op zoek naar een nieuwe <extra_id_2> landen <extra_id_3> op het fonds,Lener van laatste instantie zoekt nieuwe rol Het Internationaal Monetair Fonds gaat over een vijand: marginalisering. In de sterk veranderde landen is het IMF op zoek naar een nieuwe rol in de landen die op het fonds,"['heeft een nieuwe', 'wereldeconomie moet het', 'rol', 'nu minder', 'een beroep doen']","['gaat over een', 'landen is het', 'rol in de', 'die']",12,30,1,"[0.75, 0.6521739130434783, 0.6666666666666666, 0.7777777777777778]",0.71,nrc
seq24-0,small,"Zuid-Korea beschuldigt noorden van moorden SEOUL, 9 OKT.  Het Zuidkoreaanse ministerie van Defensie heeft Noord-Korea beschuldigd verantwoordelijk te zijn voor de dood van drie mensen in een oostelijk berggebied in het land","Zuid-Korea <extra_id_0> moorden SEOUL, 9 OKT. Het <extra_id_1> Defensie heeft Noord-Korea beschuldigd verantwoordelijk <extra_id_2> dood van drie mensen in een oostelijk berggebied in het land","Zuid-Korea beschuldigd van moorden SEOUL, 9 OKT. Het ministerie van Defensie heeft Noord-Korea beschuldigd verantwoordelijk voor de dood van drie mensen in een oostelijk berggebied in het land","['beschuldigt noorden van', 'Zuidkoreaanse ministerie van', 'te zijn voor de']","['beschuldigd van', 'ministerie van', 'voor de']",10,30,1,"[0.34782608695652173, 0.5, 0.5333333333333333]",0.46,nrc
seq25-0,small,"Vroeger werd gedacht dat onze hersenen vooral rijpen voor de geboorte en in de eerste levensmaanden.  Maar niets is minder waar, zegt ontwikkelingspsycholoog dr","Vroeger werd <extra_id_0> vooral rijpen <extra_id_1> en in de eerste levensmaanden. Maar niets is minder waar, zegt ontwikkelingspsycholoog dr","Vroeger werd het vooral rijpen in de eerste levensjaren en in de eerste levensmaanden. Maar niets is minder waar, zegt ontwikkelingspsycholoog dr","['gedacht dat onze hersenen', 'voor de geboorte']","['het', 'in de eerste levensjaren']",7,30,1,"[0.92, 0.7916666666666666]",0.86,nrc
seq26-0,small,Britse luchtmachtpiloot overlijdt na crash bij vliegshow Hulpverleningsauto's waren vanmiddag op weg naar de plek van de crash bij Bournemouth.  Foto AP ,Britse luchtmachtpiloot overlijdt na crash bij <extra_id_0> vanmiddag op weg naar <extra_id_1> crash bij Bournemouth. Foto AP,Britse luchtmachtpiloot overlijdt na crash bij Bournemouth vanmiddag op weg naar een crash bij Bournemouth. Foto AP,"['""vliegshow Hulpverleningsauto\'s waren""', 'de plek van de']","['Bournemouth', 'een']",7,30,1,"[0.8421052631578947, 0.7857142857142857]",0.81,nrc
seq27-0,small,"Socialer kabinet, maar niet radicaal Het nieuwe kabinet wil veel gaan verspijkeren in de staatshuishouding.  Met veel aandacht voor oude wijken, zorg en onderwijs","Socialer kabinet, <extra_id_0> Het <extra_id_1> gaan verspijkeren in de staatshuishouding. Met veel aandacht voor oude wijken, zorg en onderwijs","Socialer kabinet, gaat Het nieuwe kabinet gaan verspijkeren in de staatshuishouding. Met veel aandacht voor oude wijken, zorg en onderwijs","['maar niet radicaal', 'nieuwe kabinet wil veel']","['gaat', 'nieuwe kabinet']",7,30,1,"[0.8333333333333334, 0.391304347826087]",0.61,nrc
seq28-0,small,Forum Barcelona voor vrede etcetera Het zomerfestival Forum 2004 in Barcelona moet een cultureel spektakel worden.  Maar stadspromotie en stadsontwikkeling overheersen,Forum Barcelona voor vrede etcetera Het zomerfestival Forum 2004 in Barcelona moet een <extra_id_0> Maar <extra_id_1> overheersen,Forum Barcelona voor vrede etcetera Het zomerfestival Forum 2004 in Barcelona moet een nieuwe Maar overheersen,"['cultureel spektakel worden.', 'stadspromotie en stadsontwikkeling']","['nieuwe', '']",6,30,1,"[0.8888888888888888, 1.0]",0.94,nrc
seq29-0,small,"Schikking is dankbare munitie De Nederlandse justitie heeft haar onderzoek naar Ahold afgesloten.  Het juridische gevecht wordt scherper, de afstand tussen ex-bestuurders en bedrijf groter","Schikking is dankbare munitie De Nederlandse <extra_id_0> onderzoek naar Ahold afgesloten. <extra_id_1> wordt scherper, de afstand tussen <extra_id_2> bedrijf groter","Schikking is dankbare munitie De Nederlandse overheid heeft onderzoek naar Ahold afgesloten. De snelheid wordt scherper, de afstand tussen bedrijven en het bedrijf groter","['justitie heeft haar', 'Het juridische gevecht', 'ex-bestuurders en']","['overheid heeft', 'De snelheid', 'bedrijven en het']",8,30,1,"[0.631578947368421, 0.7727272727272727, 0.8823529411764706]",0.76,nrc
seq30-0,small,"Nu valt het wel mee met de uniformiteit van die sleetse parade.  Het recentste jaarboek is zelfs een kleine revolutie, want voor het eerst is het nieuwe traditionalisme, dat Nederland heeft overspoeld, sterk vertegenwoordigd","<extra_id_0> wel mee met de uniformiteit van die sleetse parade. Het recentste jaarboek <extra_id_1> kleine revolutie, want voor het eerst is het nieuwe traditionalisme, dat <extra_id_2> vertegenwoordigd","gaat wel mee met de uniformiteit van die sleetse parade. Het recentste jaarboek is een kleine revolutie, want voor het eerst is het nieuwe traditionalisme, dat zich vertegenwoordigd","['Nu valt het', 'is zelfs een', 'Nederland heeft overspoeld', 'sterk']","['gaat', 'is een', 'zich']",10,30,1,"[0.8181818181818182, 0.5, 0.9615384615384616]",0.76,nrc
seq31-0,small,"Verzekeraar ASR wil uitvoeringsinstelling ROTTERDAM, 19 AUG.  De middelgrote verzekeraar ASR (voorheen Stad Rotterdam) is van plan een eigen uitvoeringsinstelling (uvi) voor werknemersverenigingen op te richten","Verzekeraar ASR wil uitvoeringsinstelling ROTTERDAM, <extra_id_0> middelgrote verzekeraar ASR (voorheen Stad Rotterdam) is van plan een eigen uitvoeringsinstelling <extra_id_1> werknemersverenigingen <extra_id_2>","Verzekeraar ASR wil uitvoeringsinstelling ROTTERDAM, ANP Een middelgrote verzekeraar ASR (voorheen Stad Rotterdam) is van plan een eigen uitvoeringsinstelling voor werknemersverenigingen","['19 AUG. De', '(uvi) voor', 'op te richten']","['ANP Een', 'voor', '']",8,30,1,"[0.8, 0.6, 1.0]",0.8,nrc
seq32-0,small,Internationale waarnemers hebben op een nieuwe locatie uraniumdeeltjes aangetroffen in Iran.  Isral en de VS zeggen al langer dat Teheran zich niet aan de afspraken van het atoomakkoord houdt,Internationale waarnemers hebben op een nieuwe locatie uraniumdeeltjes aangetroffen in Iran. Isral en de VS <extra_id_0> dat Teheran <extra_id_1> de <extra_id_2> atoomakkoord houdt,Internationale waarnemers hebben op een nieuwe locatie uraniumdeeltjes aangetroffen in Iran. Isral en de VS hebben bevestigd dat Teheran in de strijd tegen atoomakkoord houdt,"['zeggen al langer', 'zich niet aan', 'afspraken van het']","['hebben bevestigd', 'in', 'strijd tegen']",9,30,1,"[0.75, 0.8461538461538461, 0.7647058823529411]",0.79,nrc
seq33-0,small,"Uitglijder OM-topman in mediahype Harm Brouwer, de baas van het openbaar ministerie, deed in een tv-interview curieuze uitspraken.  Daar komt hij van terug: Ik ben eerlijk en zeg ronduit: de fout lag bij mij","Uitglijder OM-topman in mediahype Harm Brouwer, de baas van het openbaar <extra_id_0> tv-interview curieuze uitspraken. Daar <extra_id_1> terug: Ik ben <extra_id_2> ronduit: de fout lag bij mij","Uitglijder OM-topman in mediahype Harm Brouwer, de baas van het openbaar in een tv-interview curieuze uitspraken. Daar komt terug: Ik ben er ronduit: de fout lag bij mij","['ministerie', 'deed in een', 'komt hij van', 'eerlijk en zeg']","['in een', 'komt', 'er']",10,30,1,"[0.7, 1.0, 1.0]",0.9,nrc
