Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq15-0,small,"Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, mooiste en opvallendste posts van BNers en celebritys.","Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek <extra_id_0> redactie het web voor je af voor <extra_id_1> opvallendste posts van BNers en celebritys.","Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek staan de redactie het web voor je af voor de opvallendste posts van BNers en celebritys.","['Regiobytes struint de', 'de gekste', 'mooiste en']","['staan de', 'de']",7,20.0,11,"[0.7142857142857143, 0.7777777777777778]",0.75,ad
seq16-0,small,.  Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen <extra_id_0> lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen hun lijf. Deze keer kwamen ze,['wekelijks iemand tegen het'],['hun'],4,20.0,11,[0.9615384615384616],0.96,ad
seq17-0,small,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) <extra_id_0> de <extra_id_1> het Albert <extra_id_2> Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is de directeur van het Albert in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,"['is intensivist op', 'ic van', 'Schweitzer ziekenhuis in']","['is', 'directeur van', 'in']",8,20.0,11,"[0.8823529411764706, 0.5384615384615384, 0.9166666666666666]",0.78,ad
seq18-0,small,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een <extra_id_0> deze te vergroten en er <extra_id_1>","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een knop om deze te vergroten en er te vinden.","['van de beelden om', 'doorheen te bladeren.']","['knop om', 'vinden.']",7,20.0,10,"[0.7647058823529411, 0.7619047619047619]",0.76,ad
seq19-0,small,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze duels in een apart liveblog te volgen. Hier brengen we je op de hoogte van al het overige WK-nieuws.,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze <extra_id_0> apart liveblog te volgen. Hier brengen <extra_id_1> de hoogte van al het <extra_id_2>,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze week een apart liveblog te volgen. Hier brengen we u op de hoogte van al het WK.,"['duels in een', 'we je op', 'overige WK-nieuws.']","['week een', 'we u op', 'WK.']",8,20.0,10,"[0.5833333333333334, 0.25, 0.8333333333333334]",0.56,ad
seq20-0,small,. We houden je op de hoogte in ons liveblog. De gebeurtenissen van de afgelopen dagen lees je hier terug.,. We houden je op de hoogte in ons <extra_id_0> de afgelopen dagen lees je hier terug.,. We houden je op de hoogte in ons nieuws de afgelopen dagen lees je hier terug.,['liveblog. De gebeurtenissen van'],['nieuws'],4,20.0,10,[0.8709677419354839],0.87,ad
seq21-0,small,In de rubriek En nu ik! worden bekenden en onbekenden uit het Groene Hart geportretteerd. Vandaag:,In de rubriek En nu ik! worden bekenden en onbekenden uit <extra_id_0> geportretteerd. Vandaag:,In de rubriek En nu ik! worden bekenden en onbekenden uit de krant geportretteerd. Vandaag:,['het Groene Hart'],['de krant'],3,20.0,10,[0.6666666666666666],0.67,ad
seq22-0,small,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken en delen op social media. Dit artikel wordt gedurende de dag vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden <extra_id_0> rubriek Sportbytes kijken we wat bekende sporters meemaken <extra_id_1> social media. Dit artikel wordt gedurende de dag vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden In de rubriek Sportbytes kijken we wat bekende sporters meemaken op social media. Dit artikel wordt gedurende de dag vernieuwd.,"['en zalen. In de', 'en delen op']","['In de', 'op']",7,20.0,10,"[0.6666666666666666, 0.8181818181818182]",0.74,ad
seq23-0,small,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit <extra_id_0> gedurende <extra_id_1>,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit kan gedurende,"['artikel wordt', 'de dag vernieuwd.']","['kan', '']",5,20.0,10,"[0.9230769230769231, 1.0]",0.96,ad
seq24-0,small,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz <extra_id_0> met 7 vragen.,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz Utrecht met 7 vragen.,['en test je kennis'],['Utrecht'],4,20.0,10,[0.8823529411764706],0.88,ad
seq25-0,small,". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/",". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a <extra_id_0>",". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://t.co/axyyfHaEPO"">","['href=""https://twitter.com/hashtag/']","['href=""https://t.co/axyyfHaEPO"">']",1,20.0,10,[0.5294117647058824],0.53,ad
seq26-0,small,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks <extra_id_0> lijf. Deze keer kwamen ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks hun lijf. Deze keer kwamen ze,['iemand tegen het'],['hun'],3,20.0,10,[0.9375],0.94,ad
seq27-0,small,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de Oude Kerk zo scheef en wa,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat <extra_id_0> scheef en wa,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat mysterie scheef en wa,['de Oude Kerk zo'],['mysterie'],4,20.0,9,[0.8666666666666667],0.87,ad
seq28-0,small,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks op een rijtje welke evenementen speciale aandacht verdienen.,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten <extra_id_0> rijtje welke <extra_id_1> verdienen.,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten we op een rijtje welke sporten er geld verdienen.,"['wij dagelijks op een', 'evenementen speciale aandacht']","['we op een', 'sporten er geld']",7,20.0,9,"[0.55, 0.7586206896551724]",0.65,ad
seq29-0,small,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks <extra_id_0> nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks bekend nieuws. Vandaag:,['een kijkje achter het'],['bekend'],4,20.0,9,[0.8571428571428571],0.86,ad
seq30-0,small,"In deze serie zoeken we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze serie zoeken we BNers op <extra_id_0> schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze serie zoeken we BNers op die schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:",['die eens in de'],['die'],4,20.0,9,[0.7857142857142857],0.79,ad
seq31-0,small,"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug. 18-05","Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral <extra_id_0> door. In TransferTalk houden we alle geruchten <extra_id_1> al het transfernieuws van de voorbije dagen en <extra_id_2>","Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de regels door. In TransferTalk houden we alle geruchten en al het transfernieuws van de voorbije dagen en tijden.","['de transfergeruchten gewoon', 'bij. Lees hier', 'weken terug. 18-05']","['de regels', 'en', 'tijden.']",9,20.0,9,"[0.7407407407407407, 0.9285714285714286, 0.8888888888888888]",0.85,ad
seq32-0,small,maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier <extra_id_0> mogelijk betrokken zijn bij <extra_id_1>,maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier personen die mogelijk betrokken zijn bij de zaak.,"['mannen opgepakt die', 'de uitbraakpoging.']","['personen die', 'zaak.']",5,20.0,9,"[0.631578947368421, 0.7777777777777778]",0.7,ad
seq33-0,small,"Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Wie beter <extra_id_0> hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat <extra_id_1> te komen. Zij geven hn beste tips. Vandaag:","Wie beter werkt en hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat om te komen. Zij geven hn beste tips. Vandaag:","['dan de baas weet', 'helpt om verder']","['werkt en', 'om']",7,20.0,9,"[0.8125, 0.8666666666666667]",0.84,ad
seq34-0,small,"De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak.","De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans <extra_id_0> van een doodnormale Rotterdamse rechtszaak.","De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans is de auteur van een doodnormale Rotterdamse rechtszaak.",['doet elke week verslag'],['is de auteur'],4,20.0,9,[0.8181818181818182],0.82,ad
seq35-0,small,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is het nieuws van,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en <extra_id_0> Dit is het nieuws van,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en Eindhoven te hebben gemaakte. Dit is het nieuws van,['omstreken vandaag te volgen?'],['Eindhoven te hebben gemaakte.'],4,20.0,9,[0.8275862068965517],0.83,ad
seq36-0,small,Kamp Amersfoort was in de oorlog voor velen een helse plek. Wie waren zij en wat overkwam hen? In deel,Kamp Amersfoort was in de oorlog voor velen <extra_id_0> waren zij en wat overkwam hen? In deel,Kamp Amersfoort was in de oorlog voor velen Waar waren zij en wat overkwam hen? In deel,['een helse plek. Wie'],['Waar'],4,20.0,9,[1.0],1.0,ad
seq37-0,small,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen voor een leuker leven.,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen <extra_id_0> leven.,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen in het leven.,['voor een leuker'],['in het'],3,20.0,9,[0.8],0.8,ad
seq38-0,small,over de voortgang van de coronacrisis. Het kabinet krijgt ruime steun van de bevolking voor de aanpak van het virus.,over de voortgang van de coronacrisis. <extra_id_0> steun van de bevolking voor de aanpak van het virus.,over de voortgang van de coronacrisis. Verdere steun van de bevolking voor de aanpak van het virus.,['Het kabinet krijgt ruime'],['Verdere'],4,20.0,9,[0.8333333333333334],0.83,ad
seq39-0,small,"Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie heeft zeventien verdachten aangehouden.","Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. <extra_id_0> drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie <extra_id_1> aangehouden.","Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. Volgens drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie is aangehouden.","['In het', 'heeft zeventien verdachten']","['Volgens', 'is']",5,20.0,9,"[0.8571428571428571, 0.9615384615384616]",0.91,ad
seq40-0,small,In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In <extra_id_0> tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In het vervolg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,['de rubriek Van wieg'],['het vervolg'],4,20.0,9,[0.8421052631578947],0.84,ad
seq41-0,small,"maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bosch zal deze journalistieke keuzes op regelmatige basis toelichten op deze plek. Vandaag:","maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van <extra_id_0> journalistieke keuzes op regelmatige basis toelichten op <extra_id_1>","maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van der Velden wil journalistieke keuzes op regelmatige basis toelichten op","['den Bosch zal deze', 'deze plek. Vandaag:']","['der Velden wil', '']",7,20.0,9,"[0.7777777777777778, 1.0]",0.89,ad
seq42-0,small,"Hans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:",Hans van der Beek doet elke dag verslag <extra_id_0> andere belangrijke bijeenkomsten in Amsterdam. Vandaag:,Hans van der Beek doet elke dag verslag van andere belangrijke bijeenkomsten in Amsterdam. Vandaag:,"['van feesten', 'presentaties en']",['van'],4,20.0,9,[0.7272727272727273],0.73,ad
seq43-0,small,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden verschillende Duitse media.,De deelnemers aan de internationale Libi-conferentie <extra_id_0> het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden <extra_id_1> media.,De deelnemers aan de internationale Libi-conferentie zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden de media.,"['in Berlijn zijn', 'verschillende Duitse']","['zijn', 'de']",5,20.0,9,"[0.7333333333333333, 0.9]",0.82,ad
seq44-0,small,Columnist Dennis Captein schrijft elke zaterdag een column over het leven in Alphen. Vandaag schrijft hij over,Columnist Dennis Captein schrijft elke zaterdag een column over het leven in <extra_id_0> hij over,Columnist Dennis Captein schrijft elke zaterdag een column over het leven in de krant. In deze column vertelt hij over,['Alphen. Vandaag schrijft'],['de krant. In deze column vertelt'],3,20.0,9,[0.78125],0.78,ad
seq45-0,small,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt met de jaren. Omdat <extra_id_0> een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt met de jaren. Omdat hij een eind op weg is, beantwoordt hij uw vragen.",['acteur Joost Prinsen (75)'],['hij'],4,20.0,9,[0.96],0.96,ad
seq46-0,small,De transferperiode in Europa is geopend en dus regent het nieuwtjes over spelers die hun contract verlengen of juist wisselen van club. Mis de komende maanden niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode in Europa is geopend en dus regent <extra_id_0> spelers die hun contract verlengen of juist wisselen van club. Mis de komende maanden niets van alle geruchten en <extra_id_1> onze dagelijkse <extra_id_2>,De transferperiode in Europa is geopend en dus regent het aantal spelers die hun contract verlengen of juist wisselen van club. Mis de komende maanden niets van alle geruchten en blijf onze dagelijkse competitie.,"['het nieuwtjes over', 'voltooide transfers in', 'rubriek TransferTalk.']","['het aantal', 'blijf', 'competitie.']",8,20.0,9,"[0.7222222222222222, 0.8636363636363636, 0.8571428571428571]",0.81,ad
seq47-0,small,Leo van der Velde schrijft wekelijks een brief aan kleindochter Rachel (7) waarin hij haar vertelt over het Den Haag van toen.,Leo van der Velde schrijft wekelijks een brief aan kleindochter <extra_id_0> haar vertelt over het Den Haag van toen.,Leo van der Velde schrijft wekelijks een brief aan kleindochter die haar vertelt over het Den Haag van toen.,['Rachel (7) waarin hij'],['die'],4,20.0,9,[0.9523809523809523],0.95,ad
seq48-0,small,"- Elk dorp kent ze: mensen die iets bijzonders doen voor de gemeenschap. In hun werk, hobby of als vrijwilliger. Deze week:","- Elk dorp kent ze: mensen die iets <extra_id_0> gemeenschap. In hun werk, hobby of als vrijwilliger. Deze week:","- Elk dorp kent ze: mensen die iets doen in hun gemeenschap. In hun werk, hobby of als vrijwilliger. Deze week:",['bijzonders doen voor de'],['doen in hun'],4,20.0,9,[0.782608695652174],0.78,ad
