Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het het aanstaande kabinet wel heel lastig. Want als de nieuwe premier niet op de volgende Europese top van 27 juni verschijnt, staat hij al meteen 1-0 achter, schrijft politiek verslaggever Hans van Soest in dit commentaar.","En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het het aanstaande kabinet <extra_id_0> Want als de nieuwe premier niet <extra_id_1> Europese top van 27 juni verschijnt, staat hij al meteen 1-0 achter, <extra_id_2> Hans van Soest in dit commentaar.","['wel heel lastig.', 'op de volgende', 'schrijft politiek verslaggever']",9,15.0,1
Zon 22.000 kinderen worden jaarlijks voor korte of langere periode opgevangen door pleegouders. Een uitgebreide screening moet ervoor zorgen dat ze geschikt zijn om deze zorg te dragen. Hoe kon het in Vlaardingen dan toch zo misgaan?,Zon 22.000 kinderen worden jaarlijks <extra_id_0> langere periode opgevangen door pleegouders. Een uitgebreide screening moet ervoor zorgen dat ze geschikt zijn om deze zorg te <extra_id_1> het in Vlaardingen dan toch zo misgaan?,"['voor korte of', 'dragen. Hoe kon']",6,15.0,1
"Garry Conille, nog geen twee weken geleden als tijdelijke premier van Hati aangesteld, is zaterdag in het ziekenhuis in Port-au-Prince opgenomen.","Garry Conille, nog geen twee weken geleden als tijdelijke premier van Hati aangesteld, is zaterdag <extra_id_0> in Port-au-Prince opgenomen.",['in het ziekenhuis'],3,15.0,1
Inbrekers hebben afgelopen nacht voor ongeveer een half miljoen euro aan juwelen buitgemaakt bij de luxe juwelier Bulgari in Rome.,Inbrekers hebben afgelopen nacht voor ongeveer een half miljoen euro aan juwelen buitgemaakt bij de <extra_id_0> in Rome.,['luxe juwelier Bulgari'],3,15.0,1
De van televisie bekende Henritte Momma is eind vorige maand op 90-jarige leeftijd overleden. Miljoenen Nederlanders leerden haar de afgelopen jaren kennen als de liefdevolle en zorgzame moeder van de autistische kunstenaar Kees Momma.,De van televisie bekende Henritte Momma is eind vorige maand op 90-jarige leeftijd <extra_id_0> Nederlanders leerden haar de afgelopen jaren <extra_id_1> liefdevolle en zorgzame moeder van de autistische kunstenaar Kees Momma.,"['overleden. Miljoenen', 'kennen als de']",5,15.0,1
"Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start het RIVM een nieuw onderzoek. Het rijksinstituut wil weten of nog meer eieren van hobbykippen schadelijke hoeveelheden van de chemische stoffen bevatten.","Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start <extra_id_0> nieuw onderzoek. Het rijksinstituut wil weten of nog meer eieren <extra_id_1> hoeveelheden van de chemische stoffen bevatten.","['het RIVM een', 'van hobbykippen schadelijke']",6,15.0,1
Voor deze rubriek sturen lezers fotos in van hun ouders. Deze keer stuurde Peter Boomsma (1960) een door F.C.D. Popken gemaakte foto in van zijn ouders Hennie Boomsma-Wieten (1932-1999) en Jelle Boomsma (1927-2010).,Voor deze rubriek sturen lezers fotos in van hun ouders. <extra_id_0> stuurde Peter Boomsma (1960) een <extra_id_1> gemaakte foto in van zijn ouders Hennie Boomsma-Wieten (1932-1999) en Jelle Boomsma (1927-2010).,"['Deze keer', 'door F.C.D. Popken']",5,15.0,1
De Luxemburgse Vicky Krieps is een van de meest gewilde actrices van Europa. Ze is gespecialiseerd in personages die alleen hun blik hebben en zo mannen een spiegel voorhouden.,De Luxemburgse Vicky Krieps is een van de meest gewilde actrices van Europa. <extra_id_0> personages die alleen hun blik hebben en zo mannen een spiegel voorhouden.,['Ze is gespecialiseerd in'],4,15.0,1
"Het Nederlandse poststelsel moet op de schop omdat PostNL wettelijke normen structureel niet haalt, volgens de minister.","Het Nederlandse poststelsel moet op de schop omdat PostNL wettelijke <extra_id_0> haalt, volgens de minister.",['normen structureel niet'],3,15.0,1
Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,Is dit fascisme? Het is de vraag die telkens terugkomt. <extra_id_0> homeopathische verdunning: <extra_id_1> fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,"['Baudets opmerking over', 'is dit']",5,15.0,1
"China plant een golf aan nieuwe ruimtemissies naar planetoden. Voor de wetenschap en om grondstoffen te winnen. Maar hoe leg je daar aan? Met borende pootjes, lassos of toch weer een harpoen?","China plant een golf aan nieuwe ruimtemissies naar planetoden. Voor de wetenschap en om grondstoffen te <extra_id_0> leg je daar aan? Met borende pootjes, lassos of <extra_id_1> een harpoen?","['winnen. Maar hoe', 'toch weer']",5,15.0,1
Vier grote zonnepanelenbedrijven van Booking.com-miljonair Kees Koolen zijn failliet. Dat heeft grote gevolgen voor duizenden klanten. Hoe heeft dit kunnen gebeuren?,Vier grote zonnepanelenbedrijven van Booking.com-miljonair Kees Koolen zijn failliet. Dat heeft grote gevolgen voor <extra_id_0> heeft dit kunnen gebeuren?,['duizenden klanten. Hoe'],3,15.0,1
"Door het eindeloos lange premierschap van Mark Rutte zaten tekenaars jarenlang aan de politicus vast. Wat hebben zij over Rutte als tekenobject te zeggen, nu hij bijna vertrekt? Vooruitstekende kin, spleetoogjes: je zet hem relatief makkelijk neer.","Door het eindeloos lange premierschap van Mark Rutte zaten tekenaars jarenlang aan de politicus vast. Wat hebben zij over Rutte als tekenobject te zeggen, nu hij bijna vertrekt? Vooruitstekende <extra_id_0> zet <extra_id_1> neer.","['kin, spleetoogjes: je', 'hem relatief makkelijk']",6,15.0,1
"Voor zijn kinderboekje over klimaatverandering kreeg lector Kees Klomp de Over Hoop Prijs. Scholen knnen het niet weghouden bij kinderen, het onderwerp is overal.",Voor zijn kinderboekje over klimaatverandering kreeg lector Kees Klomp de Over Hoop Prijs. Scholen knnen het niet <extra_id_0> onderwerp is overal.,"['weghouden bij kinderen, het']",4,15.0,1
PSV heeft als verrassing vrijdag voor de ingang van het Philips Stadion een bronzen beeld onthuld om de jarenlange samenwerking met Guus Meeuwis passend af te sluiten. Volgende week begint de zanger aan zijn laatste reeks Groots-concerten.,PSV heeft als verrassing vrijdag voor de ingang van het Philips Stadion een bronzen beeld onthuld om de jarenlange samenwerking met Guus Meeuwis passend af <extra_id_0> week <extra_id_1> aan zijn laatste reeks Groots-concerten.,"['te sluiten. Volgende', 'begint de zanger']",6,15.0,1
In 2015 was het onmogelijk dat Barack Obama de hand van William Ruto zou schudden. Op zoek naar nieuwe partners in Afrika maken de Amerikanen de president van Kenia nu het hof.,In 2015 was het onmogelijk dat Barack Obama de hand van William <extra_id_0> Op zoek naar nieuwe partners in Afrika maken de Amerikanen de president van Kenia <extra_id_1> hof.,"['Ruto zou schudden.', 'nu het']",5,15.0,1
Ilya Sutskever vertrekt bij OpenAI. De mede-oprichter was lange tijd het geweten van het AI-bedrijf. Vorig jaar stond hij lijnrecht tegenover topman Sam Altman. Sutskevers afscheid overschaduwt alle opwinding over de nieuwe superchatbot van OpenAI.,Ilya Sutskever vertrekt bij OpenAI. De mede-oprichter was lange tijd het geweten van het AI-bedrijf. Vorig jaar stond hij <extra_id_0> topman Sam Altman. Sutskevers afscheid overschaduwt alle opwinding over <extra_id_1> van OpenAI.,"['lijnrecht tegenover', 'de nieuwe superchatbot']",5,15.0,1
"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord <extra_id_0> kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En <extra_id_1> nog een beetje door, totdat er onverwacht een lange zin volgt.","['van het', 'zo gaat het']",5,15.0,1
"Stoelen, banken, pallets, fietsen  de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.","Stoelen, banken, pallets, fietsen de barricades die zijn opgeworpen door <extra_id_0> universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.",['de demonstranten die het'],4,15.0,1
"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur.","Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok <extra_id_0> kleur.","['bij sok, kleur bij']",4,15.0,1
In 2015 was het onmogelijk dat Barack Obama de hand van William Ruto zou schudden.,In 2015 was het onmogelijk dat Barack <extra_id_0> hand van William Ruto zou schudden.,['Obama de'],2,15.0,1
"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop. Volgens dermatologen is dat echt te veel voor onze huid.","Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en <extra_id_0> is dat echt te veel voor onze huid.",['veel sop. Volgens dermatologen'],4,15.0,1
"Nog nooit kregen zo weinig babys borstvoeding. Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad. Ik doe het meestal in de auto, de ramen zijn geblindeerd.","Nog nooit kregen zo weinig babys borstvoeding. Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad. Ik <extra_id_0> de auto, de ramen zijn geblindeerd.",['doe het meestal in'],4,15.0,1
"Zelden zo weinig gedubd over mijn stem als bij deze Europese verkiezingen; er moet een flink tegenwicht komen tegen Europees radicaal- en extreemrechts, en de fractie van de socialisten en democraten is daar, ook getalsmatig het best toe uitgerust.","Zelden zo weinig gedubd over mijn stem als bij deze Europese <extra_id_0> een flink tegenwicht komen tegen Europees radicaal- en extreemrechts, en de fractie van de <extra_id_1> is daar, ook getalsmatig het best toe uitgerust.","['verkiezingen; er moet', 'socialisten en democraten']",6,15.0,1
In Maastricht zijn drie studenten al zeven dagen in hongerstaking om het universiteitsbestuur te dwingen alle banden met Isral te verbreken. Hongerstaker Alex verloor al 6 kilo aan gewicht. We zagen geen andere oplossing.,In Maastricht zijn drie studenten al zeven dagen in hongerstaking om <extra_id_0> te dwingen alle banden met Isral te verbreken. Hongerstaker Alex verloor al 6 <extra_id_1> We zagen geen andere oplossing.,"['het universiteitsbestuur', 'kilo aan gewicht.']",5,15.0,1
Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In en rond Seoul en in de grensstreek werden zondagochtend tientallen ballonnen gevonden.,Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In <extra_id_0> in de grensstreek werden zondagochtend tientallen ballonnen gevonden.,['en rond Seoul en'],4,15.0,1
"In de steden duiken cokelabs op in appartementen, garageboxen of zelfs boven een kinderdagverblijf. Midden in de dichtbevolkte wijken, zoals in Rotterdam waar een flat explodeerde.","In de <extra_id_0> in appartementen, garageboxen of zelfs boven een kinderdagverblijf. Midden in de dichtbevolkte wijken, zoals in Rotterdam waar een flat explodeerde.",['steden duiken cokelabs op'],4,15.0,1
Eerder deze maand kondigde French Gates aan dat ze de Bill & Melinda Gates Foundation (BMGF) ging verlaten.,Eerder deze maand kondigde French Gates <extra_id_0> de Bill & Melinda Gates Foundation (BMGF) ging verlaten.,['aan dat ze'],3,15.0,1
"Stoelen, banken, pallets, fietsen  de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.","Stoelen, banken, pallets, fietsen de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken <extra_id_0> ME.",['weinig partij voor de'],4,15.0,1
"Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor het gros van de mensen in het verleden een utopie. Het zag er wellicht romantisch uit zon lieflijk huisje, maar er werd bittere armoede geleden.","Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor het gros van de mensen in het verleden <extra_id_0> zag er wellicht romantisch uit zon lieflijk huisje, <extra_id_1> bittere armoede geleden.","['een utopie. Het', 'maar er werd']",6,15.0,1
"Griekenland stuurt asielzoekers die al aan land zijn terug de zee op en laat hen achter in rubberbootjes, hebben ngos en journalisten gedocumenteerd.","Griekenland stuurt asielzoekers die al aan land zijn terug de zee op en <extra_id_0> in rubberbootjes, hebben ngos en journalisten gedocumenteerd.",['laat hen achter'],3,15.0,1
De elfde editie van de Willem IV Rally was een groot succes. Dat meldt Arne Verwoert van de organisatie. Dit jaar is er ruim 11.500 euro opgehaald voor het Ronald McDonald Huis Sophia Rotterdam.,De elfde editie van de Willem IV Rally was een groot succes. Dat meldt Arne Verwoert <extra_id_0> organisatie. Dit jaar <extra_id_1> 11.500 euro opgehaald voor het Ronald McDonald Huis Sophia Rotterdam.,"['van de', 'is er ruim']",5,15.0,1
Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken.,Een groep hardnekkige <extra_id_0> toiletgebouw in een Utrechts park gekaapt <extra_id_1> hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken.,"['verslaafden heeft het', 'en daar']",5,15.0,1
Cees Dekker | hoogleraar biofysica Hoe is het leven ontstaan? Synthetische cellen maken dat inzichtelijk. Als je zoiets zelf bouwt ga je begrijpen hoe het werkt.,Cees Dekker | hoogleraar biofysica Hoe is <extra_id_0> cellen maken dat inzichtelijk. Als je zoiets zelf bouwt ga je begrijpen hoe het werkt.,['het leven ontstaan? Synthetische'],4,15.0,1
De herdenking van de landing van de geallieerden in Normandi roept vragen op over waar het Westen anno 2024 staat.,De herdenking van de landing van de geallieerden in Normandi roept vragen <extra_id_0> het Westen anno 2024 staat.,['op over waar'],3,15.0,1
Politiek verslaggever Hans van Soest schrijft wekelijks over Haagse zaken die ons allemaal aangaan. In deze aflevering: Nog altijd is er geen regeling voor zware beroepen.,Politiek verslaggever Hans van Soest schrijft wekelijks over Haagse zaken die <extra_id_0> deze aflevering: Nog altijd is er geen regeling voor zware beroepen.,['ons allemaal aangaan. In'],4,15.0,1
Na eerdere problemen rond de vergunning mag de bouw van een boorplatform in de Noordzee worden hervat. Milieuorganisaties hadden een rechtszaak aangespannen om de bouw tegen te houden.,Na eerdere problemen rond de vergunning mag de bouw van een boorplatform in de Noordzee worden hervat. Milieuorganisaties hadden een rechtszaak aangespannen om de <extra_id_0>,['bouw tegen te houden.'],4,15.0,1
Daan en het ongelijk van de rommelmarktheks Uren samen spelen is verruild voor me-time op eigen kamers. Daan Rot schrijft in weekendmagazine Mezza wekelijks over zijn persoonlijk leven,Daan en het ongelijk van de rommelmarktheks Uren samen spelen is <extra_id_0> eigen kamers. Daan Rot schrijft in weekendmagazine Mezza wekelijks over zijn persoonlijk leven,['verruild voor me-time op'],4,15.0,1
Inwoners van het Friese Waadhoeke hebben tot maandochtend moeten wachten op de verkiezingsuitslag van de Europese verkiezingen. Die lag veilig opgeborgen in een kluis in het gemeentehuis waar in het weekend een tijdslot op zit.,Inwoners van het Friese Waadhoeke hebben tot maandochtend moeten wachten op de verkiezingsuitslag <extra_id_0> Europese verkiezingen. Die lag veilig opgeborgen in een kluis in het gemeentehuis waar in het weekend <extra_id_1> zit.,"['van de', 'een tijdslot op']",5,15.0,1
Een beruchte hackersgroep stelt gevoelige informatie van in totaal 560 miljoen klanten van Ticketmaster te hebben gestolen. De groep eist omgerekend zon 460 duizend euro losgeld van het Amerikaanse kaartverkoopbedrijf.,Een beruchte hackersgroep stelt gevoelige informatie van in <extra_id_0> van Ticketmaster te hebben gestolen. De groep eist omgerekend zon 460 duizend euro losgeld van het Amerikaanse kaartverkoopbedrijf.,['totaal 560 miljoen klanten'],4,15.0,1
"Honderden paginas aan ambtelijk commentaar op het Hoofdlijnenakkoord van PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn grote vraagtekens op allerlei terreinen, van het buitenlandbeleid en defensie tot landbouw en sociale zekerheid.","Honderden paginas aan ambtelijk commentaar <extra_id_0> van PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn <extra_id_1> op allerlei terreinen, van het buitenlandbeleid en defensie tot landbouw en sociale zekerheid.","['op het Hoofdlijnenakkoord', 'grote vraagtekens']",5,15.0,1
"Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start het RIVM een nieuw onderzoek.","Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek <extra_id_0> Dordrecht, start het RIVM een nieuw onderzoek.",['van Chemours in'],3,15.0,1
De gemeente Voorne aan Zee wil dat er over de huisvesting van arbeidsmigranten goede afspraken komen.,De gemeente Voorne aan Zee wil dat er over de huisvesting van arbeidsmigranten <extra_id_0> komen.,['goede afspraken'],2,15.0,1
Aan het veluweplein in Den Haag zijn zondagochtend drie personen aangehouden na een crash met een gesloten motor. De kruising was langere tijd afgesloten vanwege politieonderzoek.,Aan het veluweplein in Den Haag zijn zondagochtend drie personen aangehouden na een crash met een gesloten <extra_id_0> langere tijd afgesloten vanwege politieonderzoek.,['motor. De kruising was'],4,15.0,1
"Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het Westen wat uit de gratie geraakt, maar is door de oorlog in Oekrane weer terug.","Door middel van misleiding kunnen legers zich <extra_id_0> dan ze zijn. Het concept was bij het Westen wat uit de gratie geraakt, maar is door de oorlog in <extra_id_1>","['groter maken', 'Oekrane weer terug.']",5,15.0,1
"Eerder deze maand kondigde French Gates aan dat ze de Bill & Melinda Gates Foundation (BMGF) ging verlaten. Ze zei al dat ze actief wilde blijven als filantroop, maar dat ze later zou aankondigen op welke manier.","Eerder deze maand kondigde French <extra_id_0> ze de Bill & Melinda Gates Foundation (BMGF) ging verlaten. Ze zei al dat ze actief wilde blijven als filantroop, <extra_id_1> later zou aankondigen op welke manier.","['Gates aan dat', 'maar dat ze']",6,15.0,1
Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken. Normale bezoekers van het park worden door de verslaafden geweerd bij het toilet.,Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze <extra_id_0> en onbestraft het verbod om drugs op straat te gebruiken. Normale bezoekers van <extra_id_1> de verslaafden geweerd bij het toilet.,"['omzeilen zo ongestoord', 'het park worden door']",7,15.0,1
"Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het Westen wat uit de gratie geraakt, maar is door de oorlog in Oekrane weer terug.","Door middel van misleiding kunnen legers zich groter maken dan <extra_id_0> Het concept was bij het Westen wat uit de gratie geraakt, <extra_id_1> de oorlog in Oekrane weer terug.","['ze zijn.', 'maar is door']",5,15.0,1
"Een nieuwbouwwoning die in een ochtendje op zijn plek wordt gezet. Met vloerverwarming, badkamer en al. n voor een scherpe prijs.","Een nieuwbouwwoning die <extra_id_0> op zijn plek wordt gezet. Met vloerverwarming, badkamer en al. n voor een scherpe prijs.",['in een ochtendje'],3,15.0,1
"Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen hebben bij verschillende mensen",Dubbele seksuele moraal <extra_id_0> laat vrouwen ook kinderen hebben bij verschillende mensen,"['is achterhaald,']",2,15.0,1
"Bij het St. Antonius Ziekenhuis in Nieuwegein stortte een deel van een parkeergarage in. Het ongeval doet denken aan een soortgelijk incident in Eindhoven, zeven jaar geleden. Volgens experts schiet het toezicht in de bouwsector tekort: er is een vacum waar het op constructiecontroles aankomt.","Bij het St. Antonius Ziekenhuis in Nieuwegein stortte een deel van een parkeergarage <extra_id_0> denken aan een soortgelijk incident in Eindhoven, zeven jaar <extra_id_1> schiet het toezicht in de bouwsector tekort: er is een vacum waar het op constructiecontroles aankomt.","['in. Het ongeval doet', 'geleden. Volgens experts']",7,15.0,1
"Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n het onderhoud van dijken en gemalen in het grootste waterschap van Nederland, moet worden opgesplitst. Er komen aparte organisaties voor beide taken.","Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n het onderhoud van dijken en gemalen in het grootste waterschap <extra_id_0> opgesplitst. Er komen aparte organisaties voor beide taken.","['van Nederland, moet worden']",4,15.0,1
Op de laatste dag van de competitie heeft het door problemen geteisterde Vitesse goed nieuws te melden. Supporters hebben bijna 2 miljoen euro ingezameld met een crowdfundingsactie.,Op de laatste dag van de competitie heeft het door problemen geteisterde Vitesse <extra_id_0> Supporters hebben bijna 2 miljoen euro ingezameld met een crowdfundingsactie.,['goed nieuws te melden.'],4,15.0,1
Deze donderdagmiddag neemt de Europese Centrale Bank 99 procent zeker een besluit waar de financile markten al maanden smachtend naar uitkijken: een renteverlaging.,Deze donderdagmiddag neemt de Europese Centrale Bank 99 procent zeker een besluit waar de financile markten al maanden smachtend <extra_id_0> renteverlaging.,['naar uitkijken: een'],3,15.0,1
"Novak Djokovic heeft zich geplaatst voor de vierde ronde (achtste finales) op Roland Garros, maar de nummer 1 van de wereld moest er lang op wachten. Het publiek ook: de laatste bal vloog pas zondagnacht om 6 minuten over 3 over het net.",Novak Djokovic heeft zich geplaatst voor de vierde <extra_id_0> op <extra_id_1> de nummer 1 van de wereld moest er lang op wachten. Het publiek ook: de laatste bal vloog pas zondagnacht om 6 minuten over 3 over het net.,"['ronde (achtste finales)', 'Roland Garros, maar']",6,15.0,1
Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken. Normale bezoekers van het park worden door de verslaafden geweerd bij het toilet.,Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken. <extra_id_0> park worden door de verslaafden <extra_id_1> toilet.,"['Normale bezoekers van het', 'geweerd bij het']",7,15.0,1
"OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te hebben geput uit de film Her, waarvoor Johansson de stem van computersysteem Samantha insprak.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf <extra_id_0> veel inspiratie te hebben <extra_id_1> film Her, waarvoor Johansson de stem van computersysteem Samantha insprak.","['lijkt iets te', 'geput uit de']",6,15.0,1
"De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, onder meer via apps op smartphones. De Autoriteit Persoonsgegevens maakt zich zorgen.","De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, onder meer via apps op smartphones. De Autoriteit Persoonsgegevens <extra_id_0>",['maakt zich zorgen.'],3,15.0,1
