Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,large,"De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen op Max Verstappen en co? Bekijk hieronder de F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.",De eerste race van het seizoen zit <extra_id_0> mogen we ons weer verheugen op <extra_id_1> co? <extra_id_2> F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.,De eerste race van het seizoen zit er op en dus mogen we ons weer verheugen op de co? F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.,"['er op', 'maar wanneer', 'Max Verstappen en', 'Bekijk hieronder de']","['er op en dus', 'de', '']",10,30,12,"[0.5833333333333334, 0.9166666666666666, 1.0]",0.83
seq11-0,large,"BN'er@homeNederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","BN'er@homeNederland zit voorlopig vooral thuis en veel <extra_id_0> Wat lezen, luisteren of kijken zij <extra_id_1> te komen? Vandaag geeft","BN'er@homeNederland zit voorlopig vooral thuis en veel thuis. Wat lezen, luisteren of kijken zij om thuis te komen? Vandaag geeft","['BNers dus ook.', 'om de dag door']","['thuis.', 'om thuis']",7,30,11,"[0.8571428571428571, 0.7857142857142857]",0.82
seq12-0,large,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook <extra_id_0> Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In <extra_id_1> je alle artikelen over <extra_id_2> de Drechtsteden. Mist <extra_id_3> de <extra_id_4> 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In deze gids vind je alle artikelen over de coronacrisis in de Drechtsteden. Mist je de gids? 1,"['gevolgen voor de', 'ons dossier vind', 'het coronavirus in', 'u iets? Tip', 'redactie: dd.redactie@ad.nl.']","['gevolgen voor de', 'deze gids vind', 'de coronacrisis in', 'je', 'gids?']",14,30,11,"[0.0, 0.625, 0.3333333333333333, 0.9090909090909091, 0.9285714285714286]",0.56
seq13-0,large,"Deze zomer staat in het teken van onze Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v  2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.","Deze zomer staat in het <extra_id_0> Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v 2499,-) tot <extra_id_1> vouchers voor Fletcher Hotels of het e-book <extra_id_2> je <extra_id_3>","Deze zomer staat in het teken van de Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v 2499,-) tot aan vouchers voor Fletcher Hotels of het e-book van je droomreis.","['teken van onze', 'aan VVV cadeaukaarten,', 'van Saskia Noort,', 'wilt niets missen.']","['teken van de', 'aan', 'van', 'droomreis.']",12,30,11,"[0.21428571428571427, 0.8636363636363636, 0.8235294117647058, 0.7777777777777778]",0.67
seq14-0,large,. Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,. <extra_id_0> aan <extra_id_1> sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,. Meld je aan voor onze sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,"['Meld je', 'voor de AD']","['Meld je', 'voor onze']",5,30,11,"[0.0, 0.5]",0.25
seq15-0,large,"Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, mooiste en opvallendste posts van BNers en celebritys.","Korte updates <extra_id_0> op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint <extra_id_1> het web voor je af voor de <extra_id_2> opvallendste <extra_id_3> en celebritys.","Korte updates van je op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint onze redactie het web voor je af voor de meest opvallendste plekken en celebritys.","['van de sterren', 'de redactie', 'gekste', 'mooiste en', 'posts van BNers']","['van je', 'onze redactie', 'meest', 'plekken']",11,30,11,"[0.6428571428571429, 0.23076923076923078, 0.5, 0.8]",0.54
seq16-0,large,.  Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd <extra_id_0> lopen wekelijks iemand tegen <extra_id_1> keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en fotograaf Pieter van de Strasse lopen wekelijks iemand tegen Dit keer kwamen ze,"['en verslaggever Robin Nanninga', 'het lijf. Deze']","['en fotograaf Pieter van de Strasse', 'Dit']",7,30,11,"[0.7647058823529411, 0.9285714285714286]",0.85
seq17-0,large,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. <extra_id_0> is intensivist <extra_id_1> van het Albert Schweitzer ziekenhuis in Dordrecht en geeft <extra_id_2> in <extra_id_3> 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Willemijn van der Laan is intensivist van het Albert Schweitzer ziekenhuis in Dordrecht en geeft interviews in de krant. 1,"['Michael Frank (53)', 'op de ic', 'dagelijks een inkijkje', 'zijn werk. Deel']","['Willemijn van der Laan', '', 'interviews', 'de krant.']",12,30,11,"[0.8181818181818182, 1.0, 0.8636363636363636, 0.8666666666666667]",0.89
seq18-0,large,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In <extra_id_0> de opvallendste, <extra_id_1> bijzondere fotos geselecteerd. Klik op <extra_id_2> om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In de nieuwsrubriek zijn de opvallendste, meest bijzondere fotos geselecteerd. Klik op de foto om deze te vergroten en er doorheen te bladeren.","['deze rubriek worden', 'mooiste of meest', 'een van de beelden']","['de nieuwsrubriek zijn', 'meest', 'de foto']",10,30,10,"[0.5238095238095238, 0.6875, 0.8333333333333334]",0.68
seq19-0,large,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze duels in een apart liveblog te volgen. Hier brengen we je op de hoogte van al het overige WK-nieuws.,Het WK dendert in volle vaart door. <extra_id_0> opnieuw drie wedstrijden op <extra_id_1> zijn deze duels in een apart liveblog te volgen. Hier <extra_id_2> op de <extra_id_3> al het overige WK-nieuws.,Het WK dendert in volle vaart door. Er zijn opnieuw drie wedstrijden op het programma. Inmiddels zijn deze duels in een apart liveblog te volgen. Hier op de pagina al het overige WK-nieuws.,"['Vandaag staan er', 'het programma. Uiteraard', 'brengen we je', 'hoogte van']","['Er zijn', 'het programma. Inmiddels', '', 'pagina']",11,30,10,"[0.875, 0.375, 1.0, 0.8]",0.76
seq20-0,large,. We houden je op de hoogte in ons liveblog. De gebeurtenissen van de afgelopen dagen lees je hier terug.,. We houden je op de hoogte in ons liveblog. <extra_id_0> de afgelopen dagen <extra_id_1> terug.,. We houden je op de hoogte in ons liveblog. De resultaten van de afgelopen dagen zijn hier terug.,"['De gebeurtenissen van', 'lees je hier']","['De resultaten van', 'zijn hier']",6,30,10,"[0.42857142857142855, 0.5]",0.46
seq21-0,large,In de rubriek En nu ik! worden bekenden en onbekenden uit het Groene Hart geportretteerd. Vandaag:,In de rubriek <extra_id_0> ik! worden bekenden en onbekenden <extra_id_1> Hart geportretteerd. Vandaag:,In de rubriek Dat ben ik! worden bekenden en onbekenden van het Rode Hart geportretteerd. Vandaag:,"['En nu', 'uit het Groene']","['Dat ben', 'van het Rode']",5,30,10,"[0.8571428571428571, 0.5]",0.68
seq22-0,large,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken en delen op social media. Dit artikel wordt gedurende de dag vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken <extra_id_0> sporters meemaken en delen op <extra_id_1> artikel <extra_id_2> vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat sporters meemaken en delen op social media. Dit artikel is vernieuwd.,"['we wat bekende', 'social media. Dit', 'wordt gedurende de dag']","['we wat', 'social media. Dit', 'is']",10,30,10,"[0.5714285714285714, 0.0, 1.0]",0.52
seq23-0,large,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters <extra_id_0> op sociale media. <extra_id_1> wordt <extra_id_2> vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters doen op sociale media. De rubriek wordt regelmatig vernieuwd.,"['meemaken n delen', 'Dit artikel', 'gedurende de dag']","['doen', 'De rubriek', 'regelmatig']",8,30,10,"[0.8125, 0.7272727272727273, 0.75]",0.76
seq24-0,large,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,Hoe goed heb jij <extra_id_0> nieuws uit Utrecht gevolgd? Speel de quiz en test <extra_id_1> 7 vragen.,Hoe goed heb jij het nieuws uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,"['deze week het', 'je kennis met']","['het', 'je kennis met']",6,30,10,"[0.7692307692307693, 0.0]",0.38
seq25-0,large,". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/",". <a <extra_id_0> href=""https://twitter.com/hashtag/",". <a href="" href=""https://twitter.com/hashtag/","['href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a']","['href=""']",2,30,10,[0.9016393442622951],0.9
seq26-0,large,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga <extra_id_0> iemand tegen het lijf. <extra_id_1> ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen iemand tegen het lijf. Dat zijn ze,"['lopen wekelijks', 'Deze keer kwamen']","['lopen', 'Dat zijn']",5,30,10,"[0.6666666666666666, 0.8125]",0.74
seq27-0,large,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de Oude Kerk zo scheef en wa,In Delftse <extra_id_0> antwoorden op voor de hand liggende vragen. Waarom <extra_id_1> Kerk zo scheef en wa,In Delftse Kerk zoekt men antwoorden op voor de hand liggende vragen. Waarom is de Kerk zo scheef en wa,"['mysteries geven we', 'staat de Oude']","['Kerk zoekt men', 'is de']",6,30,9,"[0.7777777777777778, 0.7692307692307693]",0.77
seq28-0,large,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks op een rijtje welke evenementen speciale aandacht verdienen.,Vrijwel elke dag <extra_id_0> van de <extra_id_1> het lastig om nog bij te houden wat cht interessant is. Daarom <extra_id_2> op een rijtje welke evenementen speciale aandacht verdienen.,Vrijwel elke dag is er een evenement van de week en daardoor is het lastig om nog bij te houden wat cht interessant is. Daarom zetten we op een rijtje welke evenementen speciale aandacht verdienen.,"['staat de sportwereld bol', 'evenementen en wordt', 'zetten wij dagelijks']","['is er een evenement', 'week en daardoor is', 'zetten we']",10,30,9,"[0.8333333333333334, 0.8, 0.55]",0.73
seq29-0,large,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico <extra_id_0> Wichard Maassen <extra_id_1> een kijkje achter het nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico van der Wichard Maassen neemt een kijkje achter het nieuws. Vandaag:,"['Brons en verslaggever', 'nemen wekelijks']","['van der', 'neemt']",5,30,9,"[0.8095238095238095, 0.8]",0.8
seq30-0,large,"In deze serie zoeken we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze <extra_id_0> BNers op die eens in de schijnwerpers stonden, maar nu verdwenen <extra_id_1> podium. Vandaag:","In deze reeks treden BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","['serie zoeken we', 'zijn van het']","['reeks treden', 'zijn van het']",6,30,9,"[0.6666666666666666, 0.0]",0.33
seq31-0,large,"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug. 18-05","Het voetbal ligt op <extra_id_0> in alle grote competities nog stil, maar <extra_id_1> gaan de zaken en vooral de transfergeruchten gewoon door. <extra_id_2> we alle geruchten bij. Lees hier al het transfernieuws <extra_id_3> dagen <extra_id_4> 18-05","Het voetbal ligt op dit moment in alle grote competities nog stil, maar in de clubs gaan de zaken en vooral de transfergeruchten gewoon door. In dit artikel lichten we alle geruchten bij. Lees hier al het transfernieuws van de afgelopen dagen 18-05","['Duitsland na', 'ondanks de coronacrisis', 'In TransferTalk houden', 'van de voorbije', 'en weken terug.']","['dit moment', 'in de clubs', 'In dit artikel lichten', 'van de afgelopen', '']",14,30,9,"[0.75, 0.6956521739130435, 0.7272727272727273, 0.5, 1.0]",0.73
seq32-0,large,maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,maffia-kopstuk Omar L. te laten ontsnappen. Die <extra_id_0> politie heeft vier mannen opgepakt die mogelijk betrokken zijn <extra_id_1>,maffia-kopstuk Omar L. te laten ontsnappen. Die lokale politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de...,"['poging is mislukt. De', 'bij de uitbraakpoging.']","['lokale', 'de...']",7,30,9,"[0.8571428571428571, 0.8636363636363636]",0.86
seq33-0,large,"Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om <extra_id_0> en wat <extra_id_1> komen. Zij <extra_id_2> tips. Vandaag:","Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om en wat je laat komen. Zij geven je tips. Vandaag:","['meer loon vraagt', 'helpt om verder te', 'geven hn beste']","['', 'je laat', 'geven je']",10,30,9,"[1.0, 0.8333333333333334, 0.5]",0.78
seq34-0,large,"De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak.",De zware jongens halen de <extra_id_0> niet. Sander Sonnemans doet elke week verslag van <extra_id_1> rechtszaak.,De zware jongens halen de winst niet. Sander Sonnemans doet elke week verslag van een rechtszaak.,"['voorpaginas', 'de boefjes', 'een doodnormale Rotterdamse']","['winst', 'een']",6,30,9,"[0.8181818181818182, 0.8]",0.81
seq35-0,large,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is het nieuws van,Ben je er <extra_id_0> al het nieuws <extra_id_1> omstreken vandaag te volgen? Dit is het nieuws van,Ben je er klaar voor om al het nieuws van Utrecht en omstreken vandaag te volgen? Dit is het nieuws van,"['niet aan toegekomen om', 'uit Rotterdam en']","['klaar voor om', 'van Utrecht en']",7,30,9,"[0.6363636363636364, 0.625]",0.63
seq36-0,large,Kamp Amersfoort was in de oorlog voor velen een helse plek. Wie waren zij en wat overkwam hen? In deel,Kamp Amersfoort was in de oorlog voor velen een helse plek. <extra_id_0> en wat <extra_id_1> deel,Kamp Amersfoort was in de oorlog voor velen een helse plek. Hoe en wat Lees het eerste deel,"['Wie waren zij', 'overkwam hen? In']","['Hoe', 'Lees het eerste']",6,30,9,"[0.9230769230769231, 0.8125]",0.87
seq37-0,large,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen voor een leuker leven.,David en Arjan (r.) van geluksplatform 365 <extra_id_0> delen hun lessen voor <extra_id_1>,David en Arjan (r.) van geluksplatform 365 dagen delen hun lessen voor de...,"['Dagen Succesvol', 'een leuker leven.']","['dagen', 'de...']",5,30,9,"[0.7333333333333333, 0.8823529411764706]",0.81
seq38-0,large,over de voortgang van de coronacrisis. Het kabinet krijgt ruime steun van de bevolking voor de aanpak van het virus.,over de voortgang van de <extra_id_0> krijgt ruime <extra_id_1> bevolking voor de aanpak van het virus.,over de voortgang van de behandeling en krijgt ruime steun van de bevolking voor de aanpak van het virus.,"['coronacrisis. Het kabinet', 'steun van de']","['behandeling en', 'steun van de']",6,30,9,"[0.8, 0.0]",0.4
seq39-0,large,"Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie heeft zeventien verdachten aangehouden.","<extra_id_0> cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, <extra_id_1> De politie <extra_id_2> aangehouden.","werd de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zogenaamde'schuim'. De politie heeft drie mensen aangehouden.","['Nijeveen de grootste', 'zoals kleding.', 'heeft zeventien verdachten']","['werd de grootste', ""zogenaamde'schuim'."", 'heeft drie mensen']",8,30,9,"[0.35, 0.7368421052631579, 0.5384615384615384]",0.54
seq40-0,large,In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek Van <extra_id_0> vertellen we het <extra_id_1> familiebericht. Deze keer het levensverhaal van,In de rubriek Van het gezin vertellen we het verhaal van een familiebericht. Deze keer het levensverhaal van,"['wieg tot graf', 'verhaal achter een']","['het gezin', 'verhaal van een']",6,30,9,"[0.7692307692307693, 0.3333333333333333]",0.55
seq41-0,large,"maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bosch zal deze journalistieke keuzes op regelmatige basis toelichten op deze plek. Vandaag:","<extra_id_0> afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den <extra_id_1> journalistieke keuzes op regelmatige basis toelichten <extra_id_2> Vandaag:","maken afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bergh zal zijn journalistieke keuzes op regelmatige basis toelichten Vandaag:","['maakt elke dag vele', 'Bosch zal deze', 'op deze plek.']","['maken', 'Bergh zal zijn', '']",10,30,9,"[0.7894736842105263, 0.5, 1.0]",0.76
seq42-0,large,"Hans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","Hans van der Beek doet elke dag verslag van feesten, presentaties <extra_id_0> belangrijke bijeenkomsten <extra_id_1>","Hans van der Beek doet elke dag verslag van feesten, presentaties en belangrijke bijeenkomsten","['en andere', 'in Amsterdam. Vandaag:']","['en', '']",5,30,9,"[0.7777777777777778, 1.0]",0.89
seq43-0,large,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden verschillende Duitse media.,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het <extra_id_0> wapenstilstand in het Noord-Afrikaanse land. <extra_id_1> Duitse media.,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het niet eens met een wapenstilstand in het Noord-Afrikaanse land. Dat melden Duitse media.,"['eens geworden over een', 'Dat melden verschillende']","['niet eens met een', 'Dat melden']",7,30,9,"[0.5909090909090909, 0.5833333333333334]",0.59
seq44-0,large,Columnist Dennis Captein schrijft elke zaterdag een column over het leven in Alphen. Vandaag schrijft hij over,Columnist Dennis <extra_id_0> zaterdag <extra_id_1> over het leven in Alphen. Vandaag schrijft hij over,Columnist Dennis van der Laan schrijft al zaterdag over het leven in Alphen. Vandaag schrijft hij over,"['Captein schrijft elke', 'een column']","['van der Laan schrijft al', '']",5,30,9,"[0.5, 1.0]",0.75
seq45-0,large,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","<extra_id_0> de jaren. <extra_id_1> Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","met de jaren. Nu Willem Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","['Wijsheid komt met', 'Omdat acteur Joost']","['met', 'Nu Willem']",6,30,9,"[0.8235294117647058, 0.9444444444444444]",0.88
