Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,base,"De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen op Max Verstappen en co? Bekijk hieronder de F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.",De eerste race van het seizoen zit <extra_id_0> mogen we ons weer verheugen op <extra_id_1> co? <extra_id_2> F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.,De eerste race van het seizoen zit in de planning. Hoe lang mogen we ons weer verheugen op de co? Check de F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.,"['er op', 'maar wanneer', 'Max Verstappen en', 'Bekijk hieronder de']","['in de planning. Hoe lang', 'de', 'Check de']",10,30.0,12,"[0.875, 0.9166666666666666, 0.8823529411764706]",0.89
seq11-0,base,"BN'er@homeNederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","BN'er@homeNederland zit voorlopig vooral thuis en veel <extra_id_0> Wat lezen, luisteren of kijken zij <extra_id_1> te komen? Vandaag geeft","BN'er@homeNederland zit voorlopig vooral thuis en veel vragen. Wat lezen, luisteren of kijken zij om te komen? Vandaag geeft","['BNers dus ook.', 'om de dag door']","['vragen.', 'om']",7,30.0,11,"[0.8571428571428571, 0.8571428571428571]",0.86
seq12-0,base,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook <extra_id_0> Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In <extra_id_1> je alle artikelen over <extra_id_2> de Drechtsteden. Mist <extra_id_3> de <extra_id_4> 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In dit artikel vind je alle artikelen over de coronacrisis in de Drechtsteden. Mist je de Drechtsteden? 1,"['gevolgen voor de', 'ons dossier vind', 'het coronavirus in', 'u iets? Tip', 'redactie: dd.redactie@ad.nl.']","['gevolgen voor de', 'dit artikel vind', 'de coronacrisis in', 'je', 'Drechtsteden?']",14,30.0,11,"[0.0, 0.5625, 0.3333333333333333, 0.9090909090909091, 0.7857142857142857]",0.52
seq13-0,base,"Deze zomer staat in het teken van onze Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v  2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.","Deze zomer staat in het <extra_id_0> Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v 2499,-) tot <extra_id_1> vouchers voor Fletcher Hotels of het e-book <extra_id_2> je <extra_id_3>","Deze zomer staat in het teken van Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v 2499,-) tot kortings vouchers voor Fletcher Hotels of het e-book voor je nieuwe vakantie. Bekijk hier meer","['teken van onze', 'aan VVV cadeaukaarten,', 'van Saskia Noort,', 'wilt niets missen.']","['teken van', 'kortings', 'voor', 'meer']",12,30.0,11,"[0.35714285714285715, 0.8636363636363636, 0.7647058823529411, 0.8888888888888888]",0.72
seq14-0,base,. Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,. <extra_id_0> aan <extra_id_1> sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,. Meld je aan voor de sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,"['Meld je', 'voor de AD']","['Meld je', 'voor de']",5,30.0,11,"[0.0, 0.3]",0.15
seq15-0,base,"Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, mooiste en opvallendste posts van BNers en celebritys.","Korte updates <extra_id_0> op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint <extra_id_1> het web voor je af voor de <extra_id_2> opvallendste <extra_id_3> en celebritys.","Korte updates van bekende gezichten op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint ik het web voor je af voor de meest opvallendste trends en celebritys.","['van de sterren', 'de redactie', 'gekste', 'mooiste en', 'posts van BNers']","['van bekende gezichten', 'ik', 'meest', 'trends']",11,30.0,11,"[0.5714285714285714, 0.9090909090909091, 0.5, 0.9]",0.72
seq16-0,base,.  Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd <extra_id_0> lopen wekelijks iemand tegen <extra_id_1> keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en haar man lopen wekelijks iemand tegen Deze keer kwamen ze,"['en verslaggever Robin Nanninga', 'het lijf. Deze']","['en haar man', 'Deze']",7,30.0,11,"[0.7333333333333333, 0.7142857142857143]",0.72
seq17-0,base,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. <extra_id_0> is intensivist <extra_id_1> van het Albert Schweitzer ziekenhuis in Dordrecht en geeft <extra_id_2> in <extra_id_3> 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Deze man is intensivist in de afdeling ICU van het Albert Schweitzer ziekenhuis in Dordrecht en geeft advies in de 1,"['Michael Frank (53)', 'op de ic', 'dagelijks een inkijkje', 'zijn werk. Deel']","['Deze man', 'in de afdeling ICU', 'advies', 'de']",12,30.0,11,"[0.7777777777777778, 0.7222222222222222, 0.8636363636363636, 0.9333333333333333]",0.82
seq18-0,base,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In <extra_id_0> de opvallendste, <extra_id_1> bijzondere fotos geselecteerd. Klik op <extra_id_2> om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze lijst zijn de opvallendste, meest bijzondere fotos geselecteerd. Klik op een foto om deze te vergroten en er doorheen te bladeren.","['deze rubriek worden', 'mooiste of meest', 'een van de beelden']","['deze lijst zijn', 'meest', 'een foto']",10,30.0,10,"[0.631578947368421, 0.6875, 0.7777777777777778]",0.7
seq19-0,base,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze duels in een apart liveblog te volgen. Hier brengen we je op de hoogte van al het overige WK-nieuws.,Het WK dendert in volle vaart door. <extra_id_0> opnieuw drie wedstrijden op <extra_id_1> zijn deze duels in een apart liveblog te volgen. Hier <extra_id_2> op de <extra_id_3> al het overige WK-nieuws.,Het WK dendert in volle vaart door. Er staan opnieuw drie wedstrijden op het programma. Daarnaast zijn deze duels in een apart liveblog te volgen. Hier op de hoogte van al het overige WK-nieuws.,"['Vandaag staan er', 'het programma. Uiteraard', 'brengen we je', 'hoogte van']","['Er staan', 'het programma. Daarnaast', '', 'hoogte van']",11,30.0,10,"[0.625, 0.2916666666666667, 1.0, 0.0]",0.48
seq20-0,base,. We houden je op de hoogte in ons liveblog. De gebeurtenissen van de afgelopen dagen lees je hier terug.,. We houden je op de hoogte in ons liveblog. <extra_id_0> de afgelopen dagen <extra_id_1> terug.,. We houden je op de hoogte in ons liveblog. Over de afgelopen dagen lees je terug.,"['De gebeurtenissen van', 'lees je hier']","['Over', 'lees je']",6,30.0,10,"[0.9047619047619048, 0.4166666666666667]",0.66
seq21-0,base,In de rubriek En nu ik! worden bekenden en onbekenden uit het Groene Hart geportretteerd. Vandaag:,In de rubriek <extra_id_0> ik! worden bekenden en onbekenden <extra_id_1> Hart geportretteerd. Vandaag:,In de rubriek 'Ik ben ik! worden bekenden en onbekenden van het Hart geportretteerd. Vandaag:,"['En nu', 'uit het Groene']","[""'Ik ben"", 'van het']",5,30.0,10,"[0.8571428571428571, 0.7142857142857143]",0.79
seq22-0,base,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken en delen op social media. Dit artikel wordt gedurende de dag vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken <extra_id_0> sporters meemaken en delen op <extra_id_1> artikel <extra_id_2> vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat sporters meemaken en delen op hun wedstrijden. Dit artikel is vernieuwd.,"['we wat bekende', 'social media. Dit', 'wordt gedurende de dag']","['we wat', 'hun wedstrijden. Dit', 'is']",10,30.0,10,"[0.5714285714285714, 0.7, 1.0]",0.76
seq23-0,base,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters <extra_id_0> op sociale media. <extra_id_1> wordt <extra_id_2> vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters berichten op sociale media. De lijst wordt hier vernieuwd.,"['meemaken n delen', 'Dit artikel', 'gedurende de dag']","['berichten', 'De lijst', 'hier']",8,30.0,10,"[0.8125, 0.7272727272727273, 0.9375]",0.83
seq24-0,base,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,Hoe goed heb jij <extra_id_0> nieuws uit Utrecht gevolgd? Speel de quiz en test <extra_id_1> 7 vragen.,Hoe goed heb jij het nieuws uit Utrecht gevolgd? Speel de quiz en test de 7 vragen.,"['deze week het', 'je kennis met']","['het', 'de']",6,30.0,10,"[0.7692307692307693, 0.9230769230769231]",0.85
seq25-0,base,". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/",". <a <extra_id_0> href=""https://twitter.com/hashtag/",". <a target=""_blank"" href=""https://twitter.com/hashtag/","['href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a']","['target=""_blank""']",2,30.0,10,[0.9344262295081968],0.93
seq26-0,base,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga <extra_id_0> iemand tegen het lijf. <extra_id_1> ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen iemand tegen het lijf. Wat doen ze,"['lopen wekelijks', 'Deze keer kwamen']","['lopen', 'Wat doen']",5,30.0,10,"[0.6666666666666666, 0.8125]",0.74
seq27-0,base,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de Oude Kerk zo scheef en wa,In Delftse <extra_id_0> antwoorden op voor de hand liggende vragen. Waarom <extra_id_1> Kerk zo scheef en wa,In Delftse Kerk staan antwoorden op voor de hand liggende vragen. Waarom is de Kerk zo scheef en wa,"['mysteries geven we', 'staat de Oude']","['Kerk staan', 'is de']",6,30.0,9,"[0.7777777777777778, 0.7692307692307693]",0.77
seq28-0,base,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks op een rijtje welke evenementen speciale aandacht verdienen.,Vrijwel elke dag <extra_id_0> van de <extra_id_1> het lastig om nog bij te houden wat cht interessant is. Daarom <extra_id_2> op een rijtje welke evenementen speciale aandacht verdienen.,Vrijwel elke dag is er een evenement van de week. Dat maakt het lastig om nog bij te houden wat cht interessant is. Daarom staat op een rijtje welke evenementen speciale aandacht verdienen.,"['staat de sportwereld bol', 'evenementen en wordt', 'zetten wij dagelijks']","['is er een evenement', 'week. Dat maakt', 'staat']",10,30.0,9,"[0.8333333333333334, 0.8, 0.9]",0.84
seq29-0,base,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico <extra_id_0> Wichard Maassen <extra_id_1> een kijkje achter het nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico van Wichard Maassen neemt een kijkje achter het nieuws. Vandaag:,"['Brons en verslaggever', 'nemen wekelijks']","['van', 'neemt']",5,30.0,9,"[0.9047619047619048, 0.8]",0.85
seq30-0,base,"In deze serie zoeken we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze <extra_id_0> BNers op die eens in de schijnwerpers stonden, maar nu verdwenen <extra_id_1> podium. Vandaag:","In deze serie treden BNers op die eens in de schijnwerpers stonden, maar nu verdwenen van het podium. Vandaag:","['serie zoeken we', 'zijn van het']","['serie treden', 'van het']",6,30.0,9,"[0.4, 0.4166666666666667]",0.41
seq31-0,base,"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug. 18-05","Het voetbal ligt op <extra_id_0> in alle grote competities nog stil, maar <extra_id_1> gaan de zaken en vooral de transfergeruchten gewoon door. <extra_id_2> we alle geruchten bij. Lees hier al het transfernieuws <extra_id_3> dagen <extra_id_4> 18-05","Het voetbal ligt op dit moment in alle grote competities nog stil, maar in de praktijk gaan de zaken en vooral de transfergeruchten gewoon door. Hieronder houden we alle geruchten bij. Lees hier al het transfernieuws van de afgelopen dagen 18-05","['Duitsland na', 'ondanks de coronacrisis', 'In TransferTalk houden', 'van de voorbije', 'en weken terug.']","['dit moment', 'in de praktijk', 'Hieronder houden', 'van de afgelopen', '']",14,30.0,9,"[0.75, 0.6521739130434783, 0.5, 0.5, 1.0]",0.68
seq32-0,base,maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,maffia-kopstuk Omar L. te laten ontsnappen. Die <extra_id_0> politie heeft vier mannen opgepakt die mogelijk betrokken zijn <extra_id_1>,maffia-kopstuk Omar L. te laten ontsnappen. Die Limburgse politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de...,"['poging is mislukt. De', 'bij de uitbraakpoging.']","['Limburgse', 'de...']",7,30.0,9,"[0.8095238095238095, 0.8636363636363636]",0.84
seq33-0,base,"Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om <extra_id_0> en wat <extra_id_1> komen. Zij <extra_id_2> tips. Vandaag:","Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om en wat je moet doen om beter te komen. Zij geven tips. Vandaag:","['meer loon vraagt', 'helpt om verder te', 'geven hn beste']","['', 'je moet doen om beter te', 'geven']",10,30.0,9,"[1.0, 0.5416666666666666, 0.6428571428571429]",0.73
seq34-0,base,"De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak.",De zware jongens halen de <extra_id_0> niet. Sander Sonnemans doet elke week verslag van <extra_id_1> rechtszaak.,De zware jongens halen de rechters niet. Sander Sonnemans doet elke week verslag van zijn rechtszaak.,"['voorpaginas', 'de boefjes', 'een doodnormale Rotterdamse']","['rechters', 'zijn']",6,30.0,9,"[0.8181818181818182, 0.9]",0.86
seq35-0,base,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is het nieuws van,Ben je er <extra_id_0> al het nieuws <extra_id_1> omstreken vandaag te volgen? Dit is het nieuws van,Ben je er nog niet al het nieuws uit alle omstreken vandaag te volgen? Dit is het nieuws van,"['niet aan toegekomen om', 'uit Rotterdam en']","['nog niet', 'uit alle']",7,30.0,9,"[0.8181818181818182, 0.625]",0.72
seq36-0,base,Kamp Amersfoort was in de oorlog voor velen een helse plek. Wie waren zij en wat overkwam hen? In deel,Kamp Amersfoort was in de oorlog voor velen een helse plek. <extra_id_0> en wat <extra_id_1> deel,Kamp Amersfoort was in de oorlog voor velen een helse plek. Een mooi en wat een deel,"['Wie waren zij', 'overkwam hen? In']","['Een mooi', 'een']",6,30.0,9,"[0.8461538461538461, 0.8125]",0.83
seq37-0,base,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen voor een leuker leven.,David en Arjan (r.) van geluksplatform 365 <extra_id_0> delen hun lessen voor <extra_id_1>,David en Arjan (r.) van geluksplatform 365 dagen delen hun lessen voor de kinderen.,"['Dagen Succesvol', 'een leuker leven.']","['dagen', 'kinderen.']",5,30.0,9,"[0.7333333333333333, 0.6470588235294118]",0.69
seq38-0,base,over de voortgang van de coronacrisis. Het kabinet krijgt ruime steun van de bevolking voor de aanpak van het virus.,over de voortgang van de <extra_id_0> krijgt ruime <extra_id_1> bevolking voor de aanpak van het virus.,over de voortgang van de maatregelen. Nederland krijgt ruime ondersteuning van de bevolking voor de aanpak van het virus.,"['coronacrisis. Het kabinet', 'steun van de']","['maatregelen. Nederland', 'ondersteuning van de']",6,30.0,9,"[0.84, 0.4]",0.62
seq39-0,base,"Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie heeft zeventien verdachten aangehouden.","<extra_id_0> cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, <extra_id_1> De politie <extra_id_2> aangehouden.","een cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals cocaïne. De politie heeft aangehouden.","['Nijeveen de grootste', 'zoals kleding.', 'heeft zeventien verdachten']","['een', 'zoals cocaïne.', 'heeft']",8,30.0,9,"[0.85, 0.42857142857142855, 0.8076923076923077]",0.7
seq40-0,base,In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek Van <extra_id_0> vertellen we het <extra_id_1> familiebericht. Deze keer het levensverhaal van,In de rubriek Van vertellen we het eerste familiebericht. Deze keer het levensverhaal van,"['wieg tot graf', 'verhaal achter een']","['', 'eerste']",6,30.0,9,"[1.0, 0.7777777777777778]",0.89
seq41-0,base,"maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bosch zal deze journalistieke keuzes op regelmatige basis toelichten op deze plek. Vandaag:","<extra_id_0> afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den <extra_id_1> journalistieke keuzes op regelmatige basis toelichten <extra_id_2> Vandaag:","zijn afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Berg heeft zijn journalistieke keuzes op regelmatige basis toelichten Vandaag:","['maakt elke dag vele', 'Bosch zal deze', 'op deze plek.']","['zijn', 'Berg heeft zijn', '']",10,30.0,9,"[1.0, 0.8, 1.0]",0.93
seq42-0,base,"Hans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","Hans van der Beek doet elke dag verslag van feesten, presentaties <extra_id_0> belangrijke bijeenkomsten <extra_id_1>","Hans van der Beek doet elke dag verslag van feesten, presentaties en belangrijke bijeenkomsten","['en andere', 'in Amsterdam. Vandaag:']","['en', '']",5,30.0,9,"[0.7777777777777778, 1.0]",0.89
seq43-0,base,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden verschillende Duitse media.,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het <extra_id_0> wapenstilstand in het Noord-Afrikaanse land. <extra_id_1> Duitse media.,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het doelwit van de wapenstilstand in het Noord-Afrikaanse land. Dat melden Duitse media.,"['eens geworden over een', 'Dat melden verschillende']","['doelwit van de', 'Dat melden']",7,30.0,9,"[0.7727272727272727, 0.5833333333333334]",0.68
seq44-0,base,Columnist Dennis Captein schrijft elke zaterdag een column over het leven in Alphen. Vandaag schrijft hij over,Columnist Dennis <extra_id_0> zaterdag <extra_id_1> over het leven in Alphen. Vandaag schrijft hij over,Columnist Dennis van der Linden schrijft zaterdag over het leven in Alphen. Vandaag schrijft hij over,"['Captein schrijft elke', 'een column']","['van der Linden schrijft', '']",5,30.0,9,"[0.6521739130434783, 1.0]",0.83
seq45-0,base,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","<extra_id_0> de jaren. <extra_id_1> Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","door de jaren. Als Pieter Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","['Wijsheid komt met', 'Omdat acteur Joost']","['door', 'Als Pieter']",6,30.0,9,"[0.8823529411764706, 0.8333333333333334]",0.86
