Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"Tijdens het snoeien van de tuin komt dr.  Alzheimer op bezoek Toine Heijmans 17 augustus 2018, 15:00 De vader van Toine Heijmans in Frankrijk, 1983","Tijdens het snoeien van de tuin <extra_id_0> op bezoek <extra_id_1> augustus 2018, 15:00 De vader van Toine Heijmans in Frankrijk, 1983","['komt dr. Alzheimer', 'Toine Heijmans 17']",6,25.0,1
"Vooruit: een voor allen, en allen voor een Het uitstellen van besluiten is een hogere kunst in het Midden-Oosten.  Leven met het mes op de keel is een alledaags gevoel voor Isralis, Palestijnen en andere buurtbewoners","Vooruit: een voor allen, <extra_id_0> een Het uitstellen van besluiten is een hogere kunst in het Midden-Oosten. Leven met het mes op de <extra_id_1> alledaags gevoel <extra_id_2> en andere buurtbewoners","['en allen voor', 'keel is een', 'voor Isralis, Palestijnen']",9,25.0,1
"Oud-Kamervoorzitter Brazili 15 jaar cel in voor corruptie De voormalige Kamervoorzitter van Brazili, Eduardo Cunha, is donderdag schuldig bevonden aan corruptie en veroordeeld tot een gevangenisstraf van ruim vijftien jaar.  Cunha, die in september uit zijn ambt werd gezet, speelde een sleutelrol in het gedwongen vertrek van president Dilma Rousseff","Oud-Kamervoorzitter Brazili 15 jaar cel in voor corruptie De voormalige Kamervoorzitter van Brazili, Eduardo Cunha, is donderdag <extra_id_0> corruptie en veroordeeld tot een gevangenisstraf van ruim vijftien jaar. Cunha, die in september uit zijn <extra_id_1> speelde een sleutelrol in <extra_id_2> van <extra_id_3>","['schuldig bevonden aan', 'ambt werd gezet,', 'het gedwongen vertrek', 'president Dilma Rousseff']",12,25.0,1
Time roept Angela Merkel uit tot 'Persoon van het Jaar' De Duitse bondskanselier Angela Merkel is door Time Magazine verkozen tot persoon van het jaar.  Dat heeft het tijschrift woensdag bekendgemaakt in de Amerikaanse ochtendshow Today Show,Time roept Angela Merkel uit tot 'Persoon van het Jaar' De Duitse bondskanselier Angela Merkel is door Time Magazine verkozen tot persoon van het <extra_id_0> het <extra_id_1> in de <extra_id_2> Show,"['jaar. Dat heeft', 'tijschrift woensdag bekendgemaakt', 'Amerikaanse ochtendshow Today']",9,25.0,1
"Left, alone is onderhoudend, maar te bescheiden De componist die met sopraan Barbara Hannigan wereldfaam verwierf, brengt nu een ongewoon, onderhoudend pianostuk.  Merlijn Kerkhof 12 december 2016, 2:00 Pianist Alexandre Tharaud","Left, alone is onderhoudend, maar te bescheiden De componist die met sopraan Barbara Hannigan wereldfaam verwierf, brengt nu een ongewoon, <extra_id_0> Kerkhof 12 <extra_id_1> 2:00 <extra_id_2>","['onderhoudend pianostuk. Merlijn', 'december 2016,', 'Pianist Alexandre Tharaud']",8,25.0,1
"Joost de Vries 1 september 2017, 11:49 SP-Tweede Kamerlid Sharon Gesthuizen en Jan Marijnissen.  Beeld anp Uit idealisme sloot Gesthuizen zich als jonge vrouw van halverwege de twintig aan bij de SP","Joost de Vries 1 september 2017, 11:49 SP-Tweede Kamerlid <extra_id_0> Jan Marijnissen. <extra_id_1> idealisme sloot Gesthuizen zich als jonge vrouw van halverwege de twintig aan <extra_id_2> SP","['Sharon Gesthuizen en', 'Beeld anp Uit', 'bij de']",8,25.0,1
"Webcamlieveling oehoe laat zich even niet zien VAN ONZE VERSLAGGEVER CASPAR JANSSEN 3 maart 2014, 0:00 AMSTERDAM - De oehoe wil niet in beeld, dit ","Webcamlieveling oehoe laat zich even niet zien VAN ONZE VERSLAGGEVER CASPAR JANSSEN <extra_id_0> 0:00 AMSTERDAM - <extra_id_1> niet in beeld, dit","['3 maart 2014,', 'De oehoe wil']",6,25.0,1
"Redactie 27 augustus 2016, 21:30 De Turkse president Recep Tayyip Erdogan en minister-president Mark Rutte tijdens een gezamenlijke persconferentie in 2011.  Beeld anp Een Turkse consul-generaal stuurde een paar weken geleden een brief aan enkele burgemeesters in de Rijnmond over hoe te handelen bij demonstraties van tegenstanders van de Turkse regering","Redactie 27 augustus 2016, 21:30 De Turkse president Recep Tayyip Erdogan en minister-president Mark <extra_id_0> gezamenlijke persconferentie in 2011. Beeld anp Een Turkse consul-generaal stuurde een paar weken geleden een brief aan enkele burgemeesters in <extra_id_1> te handelen <extra_id_2> tegenstanders van <extra_id_3>","['Rutte tijdens een', 'de Rijnmond over hoe', 'bij demonstraties van', 'de Turkse regering']",13,25.0,1
"'Laat je patint niet barsten' De zorgverlener kijkt alleen maar in z'n paperassen en niet meer naar de patint, zegt ethica Annelies van Heijst.  Zij pleit voor presentiezorg: houd mensen weg uit die peperdure ziekenhuismolen maar blijf ze wel nabij","'Laat je patint niet barsten' De zorgverlener kijkt alleen maar in z'n paperassen en niet meer naar de patint, zegt <extra_id_0> Heijst. Zij <extra_id_1> mensen weg uit die peperdure ziekenhuismolen maar <extra_id_2> nabij","['ethica Annelies van', 'pleit voor presentiezorg: houd', 'blijf ze wel']",10,25.0,1
"Voor wie snel de knop omzet en breed zoekt, is er gerust uitzicht op ander werk.  En echt niet alleen voor de jongeren","Voor wie snel de knop omzet en breed zoekt, is er gerust <extra_id_0> werk. En echt <extra_id_1> de jongeren","['uitzicht op ander', 'niet alleen voor']",6,25.0,1
"Uit eten Bar-Bistro Madeleine Bij Bar-Bistro Madeleine in Utrecht mag alles Niks fijner dan een restaurant waar ze precis alles serveren waarvan je nog niet wist dat je er zin in had.  Met grote goedgezindheid, sjeu en smaak: Madeleine in Utrecht is een echte aanrader",Uit eten Bar-Bistro Madeleine Bij Bar-Bistro Madeleine in Utrecht mag alles Niks fijner dan een restaurant waar ze precis alles serveren waarvan je nog niet wist dat je <extra_id_0> had. Met <extra_id_1> sjeu en smaak: <extra_id_2> is <extra_id_3>,"['er zin in', 'grote goedgezindheid,', 'Madeleine in Utrecht', 'een echte aanrader']",11,25.0,1
"30 jaar na Tsjernobylramp duiken opeens radioactieve wilde zwijnen op in Zweden Zwijnen eten truffels die straling bevatten van de Tsjernobylramp in 1986 Eric Van Den Outenaar 9 oktober 2017, 19:06 Een wild zwijn.  Foto anp De nieuwkomers steken hun snuiten diep in de aarde en verorberen truffels en paddenstoelensoorten die na al die jaren nog relatief hoge concentraties bevatten van de radioactieve stof Cesium-137","30 jaar na Tsjernobylramp duiken opeens radioactieve wilde zwijnen op <extra_id_0> eten truffels die straling <extra_id_1> in 1986 Eric Van Den Outenaar 9 oktober 2017, 19:06 Een wild zwijn. Foto anp De nieuwkomers steken hun snuiten diep in de aarde en verorberen truffels en paddenstoelensoorten die na al die <extra_id_2> hoge <extra_id_3> de <extra_id_4>","['in Zweden Zwijnen', 'bevatten van de Tsjernobylramp', 'jaren nog relatief', 'concentraties bevatten van', 'radioactieve stof Cesium-137']",16,25.0,1
"De huidige president van de Europese Centrale Bank (ECB) dreigt een uniek record neer te zetten.  Mario Draghi heeft als hij dit najaar aftreedt, in zijn hele ambtstermijn van acht jaar nooit de rente verhoogd","De huidige president van de Europese Centrale Bank (ECB) dreigt een uniek <extra_id_0> zetten. Mario Draghi heeft als hij dit najaar aftreedt, in zijn hele ambtstermijn <extra_id_1> nooit <extra_id_2>","['record neer te', 'van acht jaar', 'de rente verhoogd']",9,25.0,1
"Advertentie van Open Universiteit Hoogleraar Lilian Lechner: Sociale media kunnen het welzijn van eenzame ouderen verhogen Nederland vergrijst en telt steeds meer alleenwonende ouderen.  Sociale media kunnen helpen om bij hen gevoelens van eenzaamheid en onveiligheid te voorkomen, stelt gezondheidspsychologe Lilian Lechner",Advertentie van Open Universiteit Hoogleraar Lilian Lechner: Sociale media kunnen het welzijn van eenzame ouderen verhogen Nederland vergrijst en telt steeds meer alleenwonende ouderen. Sociale media <extra_id_0> hen gevoelens van eenzaamheid en <extra_id_1> stelt <extra_id_2>,"['kunnen helpen om bij', 'onveiligheid te voorkomen,', 'gezondheidspsychologe Lilian Lechner']",10,25.0,1
Shorttracker Sjinkie Knegt kan zich vandaag bij de Olympische Spelen opmaken voor zijn eerste finale.  De Fries bereikte de eindstrijd op de 1000 meter,Shorttracker <extra_id_0> zich vandaag bij de Olympische Spelen opmaken voor zijn eerste finale. <extra_id_1> de eindstrijd op de 1000 meter,"['Sjinkie Knegt kan', 'De Fries bereikte']",6,25.0,1
Patstelling rond verkoop blank kalfsvlees Het staakt-het-vuren in het kalfsvleesconflict lijkt een kortstondig leven beschoren.  Een woordvoerster van Wakker Dier liet vrijdag weten dat de dierenwelzijnsorganisatie zeer waarschijnlijk haar campagne tegen de verkoop van blank kalfsvlees hervat,Patstelling rond verkoop blank kalfsvlees Het staakt-het-vuren in het kalfsvleesconflict lijkt een kortstondig leven beschoren. Een woordvoerster van Wakker <extra_id_0> weten dat de dierenwelzijnsorganisatie zeer waarschijnlijk <extra_id_1> de verkoop van <extra_id_2>,"['Dier liet vrijdag', 'haar campagne tegen', 'blank kalfsvlees hervat']",9,25.0,1
"Arthur van Amerongen 13 juli 2015, 2:00 Het is nu zo heet dat mijn gekko's smelten.  Op de radio waarschuwt het Instituto Portugues do Mar e da Atmosfera voor bosbranden",Arthur van Amerongen 13 juli <extra_id_0> Het is nu zo heet dat mijn gekko's smelten. Op de radio waarschuwt <extra_id_1> do Mar e <extra_id_2> bosbranden,"['2015, 2:00', 'het Instituto Portugues', 'da Atmosfera voor']",8,25.0,1
De tolerantie ontmaskerd Tegelijk met de WTC-torens lijkt de mythe van de Nederlandse tolerantie te zijn ingestort.  Onderhuids heeft altijd wantrouwen gesluimerd jegens moslims,De tolerantie ontmaskerd Tegelijk met de WTC-torens lijkt de mythe van <extra_id_0> te zijn ingestort. Onderhuids <extra_id_1> gesluimerd jegens moslims,"['de Nederlandse tolerantie', 'heeft altijd wantrouwen']",6,25.0,1
"Jan Pieter Ekker 15 april 2004, 0:00 Toen Jan Decleir vorig jaar op het Nederlands Film Festival een Gouden Kalf voor zijn gehele oeuvre kreeg, sprak hij de hoop uit dat het eerbetoon geen fin de carrire zou betekenen.  Het was misplaatste angst; Decleir, van 14 februari 1946, speelde sindsdien alweer een groot aantal memorabele rollen","Jan Pieter Ekker 15 april <extra_id_0> Jan Decleir vorig jaar op het Nederlands Film Festival een Gouden Kalf voor zijn gehele <extra_id_1> hij de hoop uit dat <extra_id_2> geen fin de carrire zou betekenen. Het was misplaatste angst; Decleir, van 14 februari 1946, speelde <extra_id_3> groot <extra_id_4>","['2004, 0:00 Toen', 'oeuvre kreeg, sprak', 'het eerbetoon', 'sindsdien alweer een', 'aantal memorabele rollen']",14,25.0,1
"Fractievoorzitter Sybrand Buma op een CDA-congres in Nijmegen.   ANP Door: Robert Giebels 4 november 2017, 17:24 ","Fractievoorzitter Sybrand <extra_id_0> in Nijmegen. ANP Door: Robert Giebels 4 november 2017, 17:24",['Buma op een CDA-congres'],4,25.0,1
Interview Rachid Guernaoui In Marokko is Rachid Guernaoui analfabeet: Ik zou niet eens weten hoe ik een buskaartje moet kopen Rachid Gernaoui Beeld Casper Kofi Als kind kon Haagse wethouder Rachid Guernaoui (46) moeilijk aansluiting vinden bij de Nederlandse cultuur.  Nu voelt hij zich Hollander,Interview Rachid Guernaoui In Marokko is Rachid Guernaoui analfabeet: Ik zou niet eens weten hoe <extra_id_0> buskaartje moet kopen Rachid Gernaoui Beeld Casper <extra_id_1> kon Haagse wethouder Rachid Guernaoui (46) moeilijk <extra_id_2> de <extra_id_3> voelt hij zich Hollander,"['ik een', 'Kofi Als kind', 'aansluiting vinden bij', 'Nederlandse cultuur. Nu']",11,25.0,1
"Vijf korhoenders uitgezet in Salland, 'meer zullen volgen' Op de Sallandse Heuvelrug lopen sinds vanavond vijf wilde, Zweedse korhoenders rond.  De uitgezette vogels moeten voorkomen dat de Nederlandse populatie uitsterft","Vijf korhoenders uitgezet in Salland, 'meer zullen volgen' Op de Sallandse Heuvelrug lopen sinds vanavond vijf wilde, <extra_id_0> rond. De <extra_id_1> voorkomen dat de <extra_id_2>","['Zweedse korhoenders', 'uitgezette vogels moeten', 'Nederlandse populatie uitsterft']",8,25.0,1
"Eurofondsen zijn laagrenderende vluchtheuvel De onrust op de valutamarkten houdt ook de Nederlandse fondsbelegger flink bezig.  Een groot deel van de gangbare beleggingsfondsen belegt namelijk in Amerikaanse aandelen, obligaties of andere waardepapieren",Eurofondsen zijn laagrenderende vluchtheuvel De onrust op de valutamarkten <extra_id_0> Nederlandse fondsbelegger flink bezig. Een groot deel van de gangbare <extra_id_1> namelijk in <extra_id_2> of andere waardepapieren,"['houdt ook de', 'beleggingsfondsen belegt', 'Amerikaanse aandelen, obligaties']",8,25.0,1
Hackers foppen Samsung opnieuw: Galaxy S8 kan worden ontgrendeld met geprinte iris Na de gezichtsherkenning van de Galaxy S8 blijken hackers nu ook de irisscanner te kunnen foppen via een printje.  Beide ontgrendelingsmethodes zijn doorgevoerd op het nieuwste toestel van Samsung,Hackers foppen Samsung opnieuw: Galaxy S8 kan worden ontgrendeld met geprinte iris Na de gezichtsherkenning van de Galaxy S8 blijken hackers <extra_id_0> irisscanner <extra_id_1> een <extra_id_2> zijn doorgevoerd op het nieuwste toestel van Samsung,"['nu ook de', 'te kunnen foppen via', 'printje. Beide ontgrendelingsmethodes']",10,25.0,1
"Huiver voor DNA in strafproces is overdreven Het gebruik van DNA-materiaal in het strafproces is geen inbreuk op de lichamelijke integriteit, meent Boris O.  Dittrich",Huiver voor DNA in strafproces is overdreven <extra_id_0> DNA-materiaal in het strafproces is geen inbreuk op de <extra_id_1> Boris O. Dittrich,"['Het gebruik van', 'lichamelijke integriteit, meent']",6,25.0,1
Lerarenopleiding doodt alle talent en motivatie De universitaire leraren-opleiding heeft geen inhoud en duldt geen kritisch denkvermogen.  Marijn van Dijk en studeerde Nederlands aan de Universiteit van Amsterdam en volgde de Master Leraar Voorbereidend Hoger Onderwijs aan de VU,Lerarenopleiding doodt alle talent en motivatie <extra_id_0> heeft geen inhoud en duldt geen kritisch denkvermogen. Marijn van Dijk en studeerde Nederlands aan de <extra_id_1> volgde de Master Leraar Voorbereidend Hoger Onderwijs <extra_id_2>,"['De universitaire leraren-opleiding', 'Universiteit van Amsterdam en', 'aan de VU']",10,25.0,1
"Poetin: Rusland op eenzame hoogte met nieuwe, hypersonische raket Redactie 28 december 2019, 4:36 De Russische president Vladimir Poetin (midden) tijdens een bespreking met de Russische militaire leiders dinsdag in het nationale defensie-controlecentrum in Moskou.  Beeld AP Vandaag hebben we een unieke situatie in onze nieuwe en recente geschiedenis","Poetin: <extra_id_0> hoogte met nieuwe, hypersonische raket Redactie 28 december 2019, 4:36 De Russische <extra_id_1> (midden) tijdens een bespreking met de Russische militaire leiders dinsdag in het nationale defensie-controlecentrum in <extra_id_2> Vandaag hebben we een <extra_id_3> onze nieuwe en recente geschiedenis","['Rusland op eenzame', 'president Vladimir Poetin', 'Moskou. Beeld AP', 'unieke situatie in']",12,25.0,1
Politie N-Ierland maakt op valreep bom onschadelijk In Noord-Ierland is zondag op het nippertje een bomaanslag verijdeld.  Een zware autobom (,Politie N-Ierland <extra_id_0> valreep bom onschadelijk In Noord-Ierland is zondag op het nippertje een <extra_id_1> zware autobom (,"['maakt op', 'bomaanslag verijdeld. Een']",5,25.0,1
"Kieren in het gordijn HET HERMETISCH GESLOTEN NOORD-KOREA LIJKT VOORZICHTIG CONTACT TE ZOEKEN MET HET WESTEN.  VERSLAGGEVER NELL WESTERLAKEN REISDE DOOR DE LAATSTE ORWELLIAANSE REPUBLIEK OP AARDE, LOGEERDE IN LEGE HOTELS EN ONTSNAPTE AAN HAAR BEWAKERS","Kieren in het gordijn <extra_id_0> NOORD-KOREA LIJKT <extra_id_1> ZOEKEN MET HET WESTEN. VERSLAGGEVER NELL <extra_id_2> DE LAATSTE ORWELLIAANSE REPUBLIEK OP AARDE, LOGEERDE IN LEGE HOTELS EN ONTSNAPTE AAN HAAR BEWAKERS","['HET HERMETISCH GESLOTEN', 'VOORZICHTIG CONTACT TE', 'WESTERLAKEN REISDE DOOR']",9,25.0,1
"Facebook heeft toch niet zon zin in strengere Europese privacyregels voor al zijn gebruikers Laurens Verhagen 19 april 2018, 22:13 Mark Zuckerberg, CEO ","Facebook heeft toch niet zon zin in strengere Europese privacyregels voor al <extra_id_0> Verhagen 19 <extra_id_1> Mark Zuckerberg, CEO","['zijn gebruikers Laurens', 'april 2018, 22:13']",6,25.0,1
"Waar ter wereld je ook bent: mensen eten allemaal hetzelfde Het voedingspatroon van de wereldbewoners wordt steeds meer hetzelfde, blijkt uit onderzoek van onder meer Wageningen Universiteit.  Dat is een bedreiging voor de landbouw en wellicht ook voor de menselijke gezondheid, schrijven de onderzoekers in PNAS","Waar ter wereld je ook bent: mensen eten allemaal hetzelfde Het <extra_id_0> wereldbewoners wordt steeds meer hetzelfde, blijkt uit <extra_id_1> meer Wageningen Universiteit. Dat is een bedreiging <extra_id_2> en wellicht <extra_id_3> menselijke gezondheid, schrijven de onderzoekers in PNAS","['voedingspatroon van de', 'onderzoek van onder', 'voor de landbouw', 'ook voor de']",12,25.0,1
"Anneke Stoffelen en Sybren Kooistra 20 november 2014, 2:00 Meerdere gemeenten zijn van plan om een deel van de zorg te laten afhangen van vrienden en familie.  Beeld anp Het inschakelen van de sociale ","Anneke Stoffelen en Sybren Kooistra <extra_id_0> 2014, 2:00 Meerdere gemeenten zijn van plan om een deel <extra_id_1> te laten <extra_id_2> en familie. Beeld anp Het inschakelen van de sociale","['20 november', 'van de zorg', 'afhangen van vrienden']",8,25.0,1
"Carmen Wijnen 4 oktober 2014, 2:00 De site interiorjunkie. com, een interieur- en lifestyleblog, gebaseerd op Jacobs' 'passie voor interieur'","Carmen Wijnen <extra_id_0> 2014, 2:00 De site interiorjunkie. com, een interieur- en lifestyleblog, gebaseerd op <extra_id_1> interieur'","['4 oktober', ""Jacobs' 'passie voor""]",5,25.0,1
"18 augustus 2017, 23:00 Theater Alles is anders bij de Nederlandse vrouwenhockeyploeg na de exodus van bepalende internationals, die afscheid namen met een zilveren medaille op ","18 augustus 2017, 23:00 Theater Alles is anders bij <extra_id_0> na de exodus van bepalende internationals, die afscheid namen met <extra_id_1> op","['de Nederlandse vrouwenhockeyploeg', 'een zilveren medaille']",6,25.0,1
Ad Smit.   Klaas Jan van der Weij / de Volkskrant Amsterdamse politiechef ontslagen wegens priv-uitgaven met politiegeld Korpschef Akerboom: 'Gedragingen zijn onaanvaardbaar' De Amsterdamse politiecommissaris Ad Smit is ontslagen 'wegens zeer ernstig plichtsverzuim',Ad Smit. Klaas Jan van der Weij <extra_id_0> Volkskrant Amsterdamse politiechef ontslagen wegens priv-uitgaven met politiegeld Korpschef <extra_id_1> onaanvaardbaar' De Amsterdamse politiecommissaris Ad Smit <extra_id_2> zeer ernstig plichtsverzuim',"['/ de', ""Akerboom: 'Gedragingen zijn"", ""is ontslagen 'wegens""]",8,25.0,1
"Rembrandt twijfelde bij maken 'De Staalmeesters' Rembrandt heeft zijn wereldberoemde late werk De Staalmeesters tweemaal in detail uitgewerkt, tot hij voor de compositie koos die nu in het Rijksmuseum hangt.  Dit bevestigt onderzoek met nieuwe scantechnieken waarmee de verflagen zijn onderzocht","Rembrandt twijfelde bij maken 'De Staalmeesters' Rembrandt heeft zijn wereldberoemde late werk De Staalmeesters tweemaal in detail uitgewerkt, tot hij voor de compositie koos die nu in het <extra_id_0> bevestigt onderzoek <extra_id_1> de <extra_id_2>","['Rijksmuseum hangt. Dit', 'met nieuwe scantechnieken waarmee', 'verflagen zijn onderzocht']",10,25.0,1
"Er is een knus Amerikaans pretpark waar christelijke waarden regeren n homo's welkom zijn.  Het heet Dollywood en is, jawel, van Dolly Parton","Er is een knus Amerikaans pretpark waar christelijke waarden regeren <extra_id_0> zijn. Het heet Dollywood en is, jawel, <extra_id_1>","[""n homo's welkom"", 'van Dolly Parton']",6,25.0,1
"Lezersbrieven Dinsdag 11 december Straks zijn er geen overlevenden meer die de verschrikkingen nog kunnen navertellen De ingezonden lezersbrieven van dinsdag 11 december.  Redactie 10 december 2018, 18:44 Schoolklas bij de gedenkplaat voor Nederlandse slachtoffers in Auschwitz","Lezersbrieven Dinsdag 11 december Straks zijn er geen overlevenden meer die <extra_id_0> kunnen navertellen De ingezonden lezersbrieven van <extra_id_1> Redactie 10 december 2018, <extra_id_2> de gedenkplaat voor Nederlandse slachtoffers in Auschwitz","['de verschrikkingen nog', 'dinsdag 11 december.', '18:44 Schoolklas bij']",9,25.0,1
"Morid twijfelde over zijn geloof, zijn vriendin verlinkte hem in een volle moskee in Afghanistan Het persoonlijke verhaal van een Afghaanse vluchteling Morid moest vluchten uit Afghanistan toen zijn vriendin radicaliseerde en hem verlinkte met een stiekem opgenomen geluidsbandje.  Janny Groen 5 december 2017, 2:00 Morid Aziz, afvallige Afghaanse student (23)","Morid twijfelde over zijn <extra_id_0> hem in een volle moskee <extra_id_1> persoonlijke verhaal van een Afghaanse vluchteling Morid moest vluchten uit Afghanistan toen <extra_id_2> en hem verlinkte <extra_id_3> opgenomen geluidsbandje. Janny Groen 5 december 2017, 2:00 Morid Aziz, afvallige Afghaanse student (23)","['geloof, zijn vriendin verlinkte', 'in Afghanistan Het', 'zijn vriendin radicaliseerde', 'met een stiekem']",13,25.0,1
"Hoe Jelte Jett werd Het wonderjoch dat afgelopen zomer de festivalpodia veroverde, heeft zijn eerste album klaar.  Wie gaat er schuil achter Jett Rebel",Hoe Jelte Jett werd Het wonderjoch dat afgelopen zomer de <extra_id_0> zijn eerste album klaar. Wie gaat <extra_id_1> Jett Rebel,"['festivalpodia veroverde, heeft', 'er schuil achter']",6,25.0,1
"A Chorus Line is muzikaal niet opzienbarend Halverwege de jaren zeventig verkeerde Broadway in een crisis, die parallel liep aan de economische narigheid.  Zingende acteurs en dansers stonden in een lange rij om een rol(letje) te bemachtigen","A Chorus Line is muzikaal niet opzienbarend Halverwege de jaren zeventig verkeerde <extra_id_0> crisis, <extra_id_1> aan de economische narigheid. Zingende acteurs en <extra_id_2> een lange rij om een rol(letje) te bemachtigen","['Broadway in een', 'die parallel liep', 'dansers stonden in']",9,25.0,1
