Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"De Achterpagina bezoekt bijzondere kleedkamers.  Vandaag het mooiste voetbalstadion van Nederland, De Kuip in Rotterdam, thuishaven van Feyenoord","De Achterpagina bezoekt bijzondere kleedkamers. <extra_id_0> van Nederland, De Kuip in Rotterdam, thuishaven van Feyenoord",['Vandaag het mooiste voetbalstadion'],4,25.0,1
Van koffie tot herone Screenshot '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen in de afgelopen 100 jaar op een rij.  Het begint braaf in de Verenigde Staten: in 1912 klaagt de Amerikaanse overheid Coca Cola aan voor het toevoegen van cafene aan hun dranken,Van koffie tot <extra_id_0> Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen in de afgelopen 100 jaar op een <extra_id_1> braaf in de Verenigde Staten: in 1912 klaagt <extra_id_2> Coca Cola <extra_id_3> toevoegen <extra_id_4> hun dranken,"[""herone Screenshot '100"", 'rij. Het begint', 'de Amerikaanse overheid', 'aan voor het', 'van cafene aan']",15,25.0,1
"Identiteit Laat biologie niet je identiteit bepalen, schrijft Sophie Rutenfrans.  Immers, je cyclus bepaalt niet wie je bent","Identiteit Laat biologie niet je identiteit bepalen, schrijft Sophie Rutenfrans. Immers, je <extra_id_0> je bent",['cyclus bepaalt niet wie'],4,25.0,1
"Een paar weken geleden, op n van de eerste zomerdagen, maakten mijn dochter en ik een tochtje door de stad op een waterfiets.  Vertrekkend vanaf het waterfietsstation tegenover het Amricain, passeerden wij de duiven die onder de brug bij de Leidsegracht zaten te broeden","Een paar weken geleden, op n van de eerste zomerdagen, maakten mijn dochter en ik een <extra_id_0> stad op een waterfiets. Vertrekkend <extra_id_1> waterfietsstation tegenover het Amricain, passeerden wij de duiven die onder <extra_id_2> de Leidsegracht <extra_id_3>","['tochtje door de', 'vanaf het', 'de brug bij', 'zaten te broeden']",11,25.0,1
KPN laat Duitse markt schieten KPN verdient miljarden met de verkoop van het Duitse dochterbedrijf E-Plus.  De koper Telefnica moet de strijd nu aangaan met grote Duitse concurrenten,KPN laat Duitse markt schieten KPN <extra_id_0> verkoop van het Duitse dochterbedrijf E-Plus. <extra_id_1> moet de strijd nu aangaan met grote Duitse concurrenten,"['verdient miljarden met de', 'De koper Telefnica']",7,25.0,1
Opnieuw strijd om Eksit  al is de poptempel al 34 jaar dicht Over het fameuze Rotterdamse jongerencentrum (1970-1981) is een historiografische controverse ontbrand door het boek Eksit van journalist Kees Vermeer.  De Sex Pistols op 14 december 1977 tijdens een historisch en volledig uitverkocht optreden in Eksit,Opnieuw strijd om Eksit al is de poptempel al 34 jaar dicht Over het fameuze Rotterdamse jongerencentrum <extra_id_0> historiografische <extra_id_1> het boek Eksit van journalist Kees <extra_id_2> Pistols op 14 december 1977 tijdens een historisch en volledig uitverkocht <extra_id_3>,"['(1970-1981) is een', 'controverse ontbrand door', 'Vermeer. De Sex', 'optreden in Eksit']",12,25.0,1
Aidsvoorlichting voor vrachtwagenchauffeurs; Verhalenbundel van allochtone schrijvers Het land in mij.  Nieuwe verhalen van jonge schrijvers op de grens van twee werelden,Aidsvoorlichting voor vrachtwagenchauffeurs; Verhalenbundel van allochtone schrijvers <extra_id_0> mij. Nieuwe verhalen <extra_id_1> op de grens van twee werelden,"['Het land in', 'van jonge schrijvers']",6,25.0,1
"Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Sadler en Alek Skarlatos, en de Brit Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden van zon trein die op het Centraal Station op het punt stond te vertrekken.  Worden de passagiers daar nu ook elektronisch bekeken, jasje uittrekken, broekriem afdoen, poortje door, laptop openen, enz","Een paar dagen nadat de dappere <extra_id_0> Anthony Sadler en Alek Skarlatos, en de Brit Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de <extra_id_1> zon trein die op het Centraal <extra_id_2> het punt stond te vertrekken. Worden de passagiers daar <extra_id_3> bekeken, jasje <extra_id_4> poortje <extra_id_5> enz","['Amerikanen Spencer Stone,', 'televisie beelden van', 'Station op', 'nu ook elektronisch', 'uittrekken, broekriem afdoen,', 'door, laptop openen,']",17,25.0,1
Zware gevechten PKK en Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en het Turkse leger hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak.  De PKK zegt zaterdag een Turkse gevechtshelikopter te hebben neergeschoten bij de Iraaks-Turkse grens,Zware gevechten PKK en Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en het Turkse leger hebben afgelopen weekeinde zware <extra_id_0> Noord-Irak. De PKK zegt <extra_id_1> gevechtshelikopter te hebben <extra_id_2> grens,"['gevechten geleverd in', 'zaterdag een Turkse', 'neergeschoten bij de Iraaks-Turkse']",10,25.0,1
"Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV.  De Franse president Chirac hoorde gisteren aan de Rivira welwillend het pleidooi van de Spaanse premier Aznar aan om mee te kunnen doen met de eerste ploeg landen die in 1999 de Economische en Monetaire Unie binnengaat","Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV. De Franse president Chirac hoorde gisteren aan de Rivira welwillend het pleidooi van de <extra_id_0> aan om mee te kunnen doen met <extra_id_1> landen die in <extra_id_2> en <extra_id_3>","['Spaanse premier Aznar', 'de eerste ploeg', '1999 de Economische', 'Monetaire Unie binnengaat']",12,25.0,1
"Oranje kiest voor aanval tegen Denen Bondscoach Frank Rijkaard brengt vanavond in de oefeninterland tegen Denemarken een zeer offensief elftal in het veld.  In de spits keert Nederlands duurste voetballer aller tijden, Jerrel Hasselbaink, terug","Oranje kiest voor aanval <extra_id_0> Frank Rijkaard brengt vanavond in de oefeninterland tegen Denemarken <extra_id_1> elftal in het veld. In de spits keert <extra_id_2> aller tijden, Jerrel Hasselbaink, terug","['tegen Denen Bondscoach', 'een zeer offensief', 'Nederlands duurste voetballer']",9,25.0,1
"Stayer De Jong toont vormbehoud tijdens gedevalueerde strijd GRONINGEN, 12 FEBR.  Rintje Ritsma, Gianni Romme en Bob de Jong zijn afgelopen weekeinde in Groningen op de NK afstanden kampioen op respectievelijk de 1","Stayer De Jong toont vormbehoud tijdens gedevalueerde strijd GRONINGEN, 12 FEBR. Rintje Ritsma, <extra_id_0> en Bob de <extra_id_1> weekeinde in Groningen op de NK afstanden kampioen <extra_id_2> 1","['Gianni Romme', 'Jong zijn afgelopen', 'op respectievelijk de']",8,25.0,1
Zomaar een nieuwsbericht van deze maand: Hillary Clinton bleek een priv-adres te hebben gebruikt voor e-mails over onder andere de aanval op de Amerikaanse ambassade in Benghazi in 2011.  Een commissie eiste de openbaarmaking van die mails,Zomaar een nieuwsbericht van deze maand: Hillary Clinton bleek <extra_id_0> hebben gebruikt voor e-mails over onder andere de <extra_id_1> Amerikaanse ambassade in Benghazi in <extra_id_2> eiste de openbaarmaking van die mails,"['een priv-adres te', 'aanval op de', '2011. Een commissie']",9,25.0,1
"Lener van laatste instantie zoekt nieuwe rol Het Internationaal Monetair Fonds heeft een nieuwe vijand: marginalisering.  In de sterk veranderde wereldeconomie moet het IMF op zoek naar een nieuwe rol, nu minder landen een beroep doen op het fonds","Lener van laatste instantie zoekt nieuwe rol Het Internationaal Monetair Fonds heeft een nieuwe <extra_id_0> de sterk veranderde wereldeconomie moet het <extra_id_1> naar een nieuwe rol, nu minder landen een <extra_id_2> fonds","['vijand: marginalisering. In', 'IMF op zoek', 'beroep doen op het']",10,25.0,1
"Kerry: wel steun VS aan Irak, maar geen troepen De Amerikaanse minister van Buitenlandse Zaken John Kerry spreekt met de pers na een ontmoeting met de Palestijnse president Mahmoud Abbas Foto AP/ Brendan Smialowski De Verenigde Staten zullen Irak steunen in zijn gevecht tegen de militanten gelieerd aan Al-Qaeda die momenteel de macht hebben gegrepen in steden in het westen van het land, maar zullen geen troepen sturen.  Het is hun gevecht, zei de Amerikaanse minister van Buitenlandse Zaken John Kerry vanochtend in reactie op de gebeurtenissen, meldt persbureau AP","Kerry: wel <extra_id_0> maar geen troepen De Amerikaanse minister van Buitenlandse Zaken John Kerry spreekt met de pers na een ontmoeting met de Palestijnse president Mahmoud Abbas Foto AP/ Brendan Smialowski De Verenigde <extra_id_1> steunen in zijn gevecht tegen <extra_id_2> aan Al-Qaeda die momenteel de macht hebben gegrepen in steden in het westen van het land, maar zullen geen troepen sturen. Het is hun gevecht, <extra_id_3> minister van Buitenlandse <extra_id_4> vanochtend <extra_id_5> de <extra_id_6> AP","['steun VS aan Irak,', 'Staten zullen Irak', 'de militanten gelieerd', 'zei de Amerikaanse', 'Zaken John Kerry', 'in reactie op', 'gebeurtenissen, meldt persbureau']",22,25.0,1
"Zuid-Korea beschuldigt noorden van moorden SEOUL, 9 OKT.  Het Zuidkoreaanse ministerie van Defensie heeft Noord-Korea beschuldigd verantwoordelijk te zijn voor de dood van drie mensen in een oostelijk berggebied in het land","Zuid-Korea beschuldigt noorden van moorden SEOUL, 9 OKT. Het Zuidkoreaanse ministerie van Defensie heeft Noord-Korea beschuldigd verantwoordelijk te zijn <extra_id_0> van drie mensen <extra_id_1> oostelijk <extra_id_2> land","['voor de dood', 'in een', 'berggebied in het']",8,25.0,1
"Vroeger werd gedacht dat onze hersenen vooral rijpen voor de geboorte en in de eerste levensmaanden.  Maar niets is minder waar, zegt ontwikkelingspsycholoog dr","Vroeger werd gedacht dat onze <extra_id_0> voor de geboorte en <extra_id_1> levensmaanden. Maar niets is minder waar, zegt ontwikkelingspsycholoog dr","['hersenen vooral rijpen', 'in de eerste']",6,25.0,1
Britse luchtmachtpiloot overlijdt na crash bij vliegshow Hulpverleningsauto's waren vanmiddag op weg naar de plek van de crash bij Bournemouth.  Foto AP ,Britse luchtmachtpiloot overlijdt <extra_id_0> vliegshow Hulpverleningsauto's <extra_id_1> weg naar de plek van de crash bij Bournemouth. Foto AP,"['na crash bij', 'waren vanmiddag op']",6,25.0,1
"Socialer kabinet, maar niet radicaal Het nieuwe kabinet wil veel gaan verspijkeren in de staatshuishouding.  Met veel aandacht voor oude wijken, zorg en onderwijs","Socialer kabinet, maar niet radicaal Het nieuwe kabinet <extra_id_0> verspijkeren in de staatshuishouding. Met veel aandacht voor oude wijken, <extra_id_1>","['wil veel gaan', 'zorg en onderwijs']",6,25.0,1
Forum Barcelona voor vrede etcetera Het zomerfestival Forum 2004 in Barcelona moet een cultureel spektakel worden.  Maar stadspromotie en stadsontwikkeling overheersen,Forum Barcelona voor vrede etcetera Het zomerfestival Forum 2004 <extra_id_0> een cultureel spektakel worden. Maar stadspromotie en <extra_id_1>,"['in Barcelona moet', 'stadsontwikkeling overheersen']",5,25.0,1
"Schikking is dankbare munitie De Nederlandse justitie heeft haar onderzoek naar Ahold afgesloten.  Het juridische gevecht wordt scherper, de afstand tussen ex-bestuurders en bedrijf groter","Schikking is dankbare munitie De Nederlandse <extra_id_0> onderzoek naar Ahold afgesloten. Het juridische gevecht wordt scherper, de afstand tussen ex-bestuurders <extra_id_1>","['justitie heeft haar', 'en bedrijf groter']",6,25.0,1
"Nu valt het wel mee met de uniformiteit van die sleetse parade.  Het recentste jaarboek is zelfs een kleine revolutie, want voor het eerst is het nieuwe traditionalisme, dat Nederland heeft overspoeld, sterk vertegenwoordigd","Nu valt het wel mee met de uniformiteit van die sleetse parade. <extra_id_0> is zelfs een kleine revolutie, want voor het eerst is <extra_id_1> traditionalisme, dat <extra_id_2> sterk vertegenwoordigd","['Het recentste jaarboek', 'het nieuwe', 'Nederland heeft overspoeld,']",8,25.0,1
"Verzekeraar ASR wil uitvoeringsinstelling ROTTERDAM, 19 AUG.  De middelgrote verzekeraar ASR (voorheen Stad Rotterdam) is van plan een eigen uitvoeringsinstelling (uvi) voor werknemersverenigingen op te richten","Verzekeraar ASR wil uitvoeringsinstelling ROTTERDAM, 19 AUG. De middelgrote verzekeraar ASR (voorheen Stad Rotterdam) is van plan <extra_id_0> (uvi) voor werknemersverenigingen <extra_id_1>","['een eigen uitvoeringsinstelling', 'op te richten']",6,25.0,1
Internationale waarnemers hebben op een nieuwe locatie uraniumdeeltjes aangetroffen in Iran.  Isral en de VS zeggen al langer dat Teheran zich niet aan de afspraken van het atoomakkoord houdt,Internationale waarnemers hebben op een nieuwe locatie uraniumdeeltjes aangetroffen <extra_id_0> en de VS zeggen <extra_id_1> zich niet aan de afspraken van het atoomakkoord houdt,"['in Iran. Isral', 'al langer dat Teheran']",7,25.0,1
"Uitglijder OM-topman in mediahype Harm Brouwer, de baas van het openbaar ministerie, deed in een tv-interview curieuze uitspraken.  Daar komt hij van terug: Ik ben eerlijk en zeg ronduit: de fout lag bij mij","Uitglijder OM-topman in mediahype Harm Brouwer, de baas van het openbaar ministerie, deed in <extra_id_0> curieuze uitspraken. Daar <extra_id_1> terug: Ik <extra_id_2> zeg ronduit: de fout lag bij mij","['een tv-interview', 'komt hij van', 'ben eerlijk en']",8,25.0,1
"In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste uitdaging van de literatuur.  Maar dat het raadsel van het kwaad wordt opgelost, daarvoor hoeft niemand bang te zijn, stelt Arnold Heumakers vast na lezing van sthetik des Bsen","In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste <extra_id_0> literatuur. Maar dat het raadsel van het kwaad wordt opgelost, daarvoor hoeft niemand <extra_id_1> stelt <extra_id_2> na <extra_id_3> des Bsen","['uitdaging van de', 'bang te zijn,', 'Arnold Heumakers vast', 'lezing van sthetik']",12,25.0,1
`Laat eigen net voor publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden.  Omroepen hebben dan geen eigen net meer,<extra_id_0> publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden. Omroepen <extra_id_1> eigen net meer,"['`Laat eigen net voor', 'hebben dan geen']",7,25.0,1
In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het fictieve dorpje Greendale.  De muziek heeft hij nu van film voorzien,In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd <extra_id_0> fictieve <extra_id_1> muziek heeft hij nu van film voorzien,"['conceptalbum over het', 'dorpje Greendale. De']",6,25.0,1
"Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen euro betalen aan zijn zakelijke aartsrivaal Carlo De Benedetti.  De rechtbank in Milaan bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft omgekocht, om zich Mondadori toe te eigenen, de grootste uitgeverij Itali","Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen euro betalen aan zijn zakelijke aartsrivaal Carlo De <extra_id_0> in <extra_id_1> dat de Italiaanse premier in 1991 <extra_id_2> omgekocht, om zich Mondadori <extra_id_3> de grootste uitgeverij Itali","['Benedetti. De rechtbank', 'Milaan bevestigde daarmee', 'een rechter heeft', 'toe te eigenen,']",12,25.0,1
"Een meerderheid van de burgers in de wereld heeft geen vertrouwen in politieke leiders.  Dit blijkt uit de Gallup-enqute `De stem van het volk', die is uitgevoerd in opdracht van het Wereld Economisch Forum",Een meerderheid van de burgers in de <extra_id_0> geen vertrouwen <extra_id_1> Dit blijkt uit de Gallup-enqute `De stem van het <extra_id_2> uitgevoerd in opdracht van het Wereld Economisch Forum,"['wereld heeft', 'in politieke leiders.', ""volk', die is""]",8,25.0,1
De olympische lobby kent geen grenzen In Kopenhagen wordt morgen besloten welke stad de Olympische Spelen van 2016 mag organiseren.  Chicago is favoriet,De olympische lobby <extra_id_0> In Kopenhagen wordt morgen besloten welke stad de Olympische Spelen van 2016 <extra_id_1> is favoriet,"['kent geen grenzen', 'mag organiseren. Chicago']",6,25.0,1
"Clinton had bloedprop achter rechteroor, zal volledig herstellen Clinton in juli van dit jaar.  Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit tussen haar hersenen en schedel, achter het rechteroor","Clinton had bloedprop achter rechteroor, zal volledig herstellen Clinton in juli van dit jaar. Foto AFP / Karen Bleier De bloedprop die gevonden is bij <extra_id_0> tussen <extra_id_1> schedel, <extra_id_2>","['Hillary Clinton zit', 'haar hersenen en', 'achter het rechteroor']",9,25.0,1
"Het was een slecht jaar voor de Europese banken, maar gelukkig ook weer niet zo heel slecht.  Geen enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank en Bankgesellschaft Berlin, op de rand van de afgrond stonden","Het was een <extra_id_0> Europese banken, maar gelukkig ook weer niet zo heel slecht. Geen enkele <extra_id_1> om, <extra_id_2> banken, Schmidt Bank en Bankgesellschaft Berlin, op de rand van de afgrond stonden","['slecht jaar voor de', 'beursgenoteerde bank viel', 'hoewel twee Duitse']",10,25.0,1
"Wat rechercheurs niet lukte, kreeg tolk voor elkaar (Gerectificeerd) Een politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde misdaad.  Zelfs nadat hij door de AIVD was bestempeld als onbetrouwbaar","Wat rechercheurs niet lukte, kreeg tolk voor elkaar (Gerectificeerd) <extra_id_0> mee aan grote onderzoeken naar Turkse georganiseerde misdaad. Zelfs <extra_id_1> de AIVD was bestempeld <extra_id_2>","['Een politietolk werkte', 'nadat hij door', 'als onbetrouwbaar']",8,25.0,1
"Doden door Zweedse band Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is ,, beneden de maat''","Doden door Zweedse band <extra_id_0> van de Zweedse band (vastbinden) <extra_id_1> is ,, beneden de maat''","['Het gebruik', 'in de gehandicaptenzorg']",5,25.0,1
"Goed hoor, dat je hardloopt.  Maar je baas wordt gek van de blessures Ziekteverzuim is te makkelijk in Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)","Goed hoor, <extra_id_0> Maar je baas wordt gek van de blessures Ziekteverzuim is te <extra_id_1> zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)","['dat je hardloopt.', 'makkelijk in Nederland,']",6,25.0,1
Duitsland Binnen een week werden bij de Duitse natuurorganisatie Nabu 20. 000 dode of zieke pimpelmezen geregistreerd,Duitsland Binnen een week werden bij de <extra_id_0> 000 dode of zieke pimpelmezen geregistreerd,['Duitse natuurorganisatie Nabu 20.'],4,25.0,1
"Banken benaderen klanten actief om hypotheek open te breken Om te voorkomen dat klanten weglopen, bieden banken klanten actief aan om de rente op hun hypotheek te verlagen.  Dat melden diverse hypotheekverstrekkers desgevraagd",Banken benaderen klanten actief om hypotheek open te breken Om te voorkomen <extra_id_0> bieden banken klanten actief aan om de rente op hun <extra_id_1> Dat melden <extra_id_2> desgevraagd,"['dat klanten weglopen,', 'hypotheek te verlagen.', 'diverse hypotheekverstrekkers']",8,25.0,1
"Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij de overheid.  De situatie is zorgelijk, zo stelt de Raad voor Ruimtelijk, Milieu- en Natuuronderzoek (RMNO)","Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij de overheid. De <extra_id_0> zo <extra_id_1> Raad voor Ruimtelijk, Milieu- <extra_id_2>","['situatie is zorgelijk,', 'stelt de', 'en Natuuronderzoek (RMNO)']",8,25.0,1
"AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord.  De Alkmaarse voetbalploeg, tweede in de competitie, wist zoals zo vaak dit seizoen ","AZ en Ajax verkleinen achterstand AZ <extra_id_0> overwinning op FC Twente dit weekeinde twee punten <extra_id_1> PSV, dat gelijkspeelde bij <extra_id_2> voetbalploeg, tweede in de competitie, wist zoals zo vaak dit seizoen","['is dankzij een gemakkelijke', 'ingelopen op lijstaanvoerder', 'Feyenoord. De Alkmaarse']",10,25.0,1
Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten.  Het Nederlandse mediabedrijf nam gisteren Authentic Entertainment over,Endemol lijft weer tv-maker in VS <extra_id_0> opnieuw uit in <extra_id_1> Het Nederlandse mediabedrijf nam gisteren Authentic Entertainment over,"['in Endemol breidt', 'de Verenigde Staten.']",6,25.0,1
"De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme.  Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en geeft de internationale troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als de vredes- en ordehandhavers die ze behoren te zijn","De chaos op de grond zal <extra_id_0> door verdwijnen, maar al bij al <extra_id_1> tot enig optimisme. Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de <extra_id_2> de Amerikaanse militairen en geeft de internationale troepenmacht de gelegenheid zich sterker dan voorheen te <extra_id_3> vredes- <extra_id_4> behoren te zijn","['er niet meteen', 'stemt de resolutie', 'overheersende invloed van', 'ontplooien als de', 'en ordehandhavers die ze']",16,25.0,1
"Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst course racing, dat over vier jaar olympisch is: Kitesurfen is in de toekomst alleen maar belangrijker.  Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites","<extra_id_0> een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst course racing, dat over vier jaar <extra_id_1> Kitesurfen is in de toekomst alleen maar belangrijker. Ik denk zelfs dat het grootste deel <extra_id_2> dan <extra_id_3> kites","['Alle zeilers met', 'olympisch is:', 'van de zeilklassen', 'is overgegaan op']",11,25.0,1
"Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de Fleetstreet van Amsterdam.  Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest in, op een dag besloot op de Boerenpartij te gaan stemmen","Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig <extra_id_0> toen <extra_id_1> journalistencaf was en de Nieuwezijds Voorburgwal de Fleetstreet <extra_id_2> was een leuke, dwarse man, wars <extra_id_3> correctheid, die dan ook, geheel tegen de tijdgeest in, op een dag <extra_id_4> Boerenpartij te gaan stemmen","['caf Scheltema bezocht,', 'het nog een', 'van Amsterdam. Het', 'van elke politieke', 'besloot op de']",15,25.0,1
