Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
Juist of niet juist Waarom moet je alles in de politiek kunnen uitleggen.  Als interviewer spreek ik met enige regelmaat politici,Juist of niet juist Waarom moet je alles in de <extra_id_0> uitleggen. Als interviewer <extra_id_1> enige regelmaat politici,"['politiek kunnen', 'spreek ik met']",5,25.0,1
"Indonesische kinderen mogen niet buiten fietsen Jakarta - De cartoonheld op Abangs mosterdgele shirt staat strak gespannen om zijn buik en wanneer hij lacht, ontbloot hij zijn zwarte tandjes.  Hij is al vier, maar krijgt nog iedere nacht twee keer een fles poedermelk, lacht zijn moeder","Indonesische kinderen mogen niet buiten fietsen Jakarta - De cartoonheld op <extra_id_0> staat strak gespannen om zijn <extra_id_1> hij lacht, ontbloot <extra_id_2> tandjes. Hij is al vier, maar krijgt nog iedere nacht twee <extra_id_3> poedermelk, lacht zijn moeder","['Abangs mosterdgele shirt', 'buik en wanneer', 'hij zijn zwarte', 'keer een fles']",12,25.0,1
Waarom ik gedaan heb wat ik heb gedaan is een zaak die niemand aangaat.  Het is mijn strikt persoonlijke verhaal,Waarom ik gedaan heb wat ik heb gedaan is een zaak die niemand aangaat. <extra_id_0> mijn <extra_id_1>,"['Het is', 'strikt persoonlijke verhaal']",5,25.0,1
"mijn hart en mijn maag zitten in afrika, mijn verstand hier in nederland DE EERSTE JAREN in Nederland zat ik nog met veel bitterheid en woede en behoefte aan wraak.  Het ironische is dat toen ik erover begon te schrijven de behoefte aan wraak verviel","mijn hart en mijn maag zitten in afrika, mijn verstand hier <extra_id_0> EERSTE JAREN in Nederland zat ik nog met veel bitterheid en woede en behoefte aan wraak. Het ironische is dat <extra_id_1> erover <extra_id_2> de <extra_id_3> verviel","['in nederland DE', 'toen ik', 'begon te schrijven', 'behoefte aan wraak']",11,25.0,1
"Een vierkant is een vierkant Geen schilderszwier, geen artistiek evenwicht.  Sol LeWitt toont dat ondoorgrondelijk abstract ook kan ontroeren","Een vierkant is een vierkant Geen schilderszwier, geen artistiek <extra_id_0> LeWitt toont <extra_id_1> ook kan ontroeren","['evenwicht. Sol', 'dat ondoorgrondelijk abstract']",5,25.0,1
De stand van zaken vlak voor het Eerste-Kamerdebat over de nieuwe zorgwet Hoogervorst toont zich arrogant Het conflict tussen de huisartsen en minis ter Hoogervorst van Volksgezondheid gaat k over het afgeven van privacy gegevens aan verzekeraars.  Een week voor het debat in de Eerste Kamer over de nieuwe Zorg verzekeringswet is het wantrouwen in de minister groter dan ooit,De stand van zaken vlak voor het Eerste-Kamerdebat over de nieuwe zorgwet Hoogervorst toont zich <extra_id_0> tussen de huisartsen en minis ter Hoogervorst van Volksgezondheid gaat k <extra_id_1> van privacy gegevens aan verzekeraars. Een week voor het debat in de Eerste <extra_id_2> nieuwe Zorg verzekeringswet is <extra_id_3> de minister <extra_id_4>,"['arrogant Het conflict', 'over het afgeven', 'Kamer over de', 'het wantrouwen in', 'groter dan ooit']",15,25.0,1
Rubriek TELEVISIE China Opvallend in de golf China-documentaires is dat vaker dan je zou denken mensen op straat voor de camera kritische geluiden laten horen; waar anderen boos over worden die dan een eind aan de opnamen proberen te maken.  Elke cameraploeg lijkt gevolgd met en door argusogen van de staat,Rubriek TELEVISIE China Opvallend in de golf China-documentaires is dat vaker dan <extra_id_0> op straat voor de camera kritische geluiden laten horen; waar anderen boos over worden die dan <extra_id_1> de opnamen proberen te maken. Elke <extra_id_2> met <extra_id_3> van de staat,"['je zou denken mensen', 'een eind aan', 'cameraploeg lijkt gevolgd', 'en door argusogen']",13,25.0,1
Dichters & Denkers Marianne Vogel: Baard boven baard Heren en damesromans Docente Neerlandistiek Marianne Vogel betreurt in haar proefschrift de ongelijkwaardigheid van vrouwen en mannen in de Nederlandse literatuur.  Een stap verder op weg naar extreme politieke correctheid,Dichters & <extra_id_0> boven baard Heren en damesromans Docente Neerlandistiek Marianne Vogel betreurt in haar proefschrift de ongelijkwaardigheid van vrouwen <extra_id_1> de Nederlandse <extra_id_2> verder op weg naar extreme politieke correctheid,"['Denkers Marianne Vogel: Baard', 'en mannen in', 'literatuur. Een stap']",10,25.0,1
"26 april 2000 Jaargang 124, Nr.  17 Ger Groot, 26 april 2000 Gijs Pothof, 26 april 2000 Paul Frentrop, 26 april 2000 Onderwijsgestapo De macht van de Onderwijsinspectie neemt weer toe","26 april 2000 Jaargang <extra_id_0> Ger Groot, <extra_id_1> 2000 Gijs Pothof, 26 <extra_id_2> Frentrop, 26 april 2000 Onderwijsgestapo De macht van de Onderwijsinspectie neemt weer toe","['124, Nr. 17', '26 april', 'april 2000 Paul']",8,25.0,1
"Liever een luie lezer dan geen lezer, liet hoogleraar moderne letterkunde Marita Mathijsen twee jaar geleden optekenen in de Volkskrant.  Jongeren beleven geen plezier meer aan klassiekers uit de Nederlandse literatuur","Liever een luie <extra_id_0> lezer, liet hoogleraar moderne letterkunde Marita Mathijsen twee jaar geleden optekenen in de Volkskrant. <extra_id_1> geen plezier meer aan klassiekers uit <extra_id_2>","['lezer dan geen', 'Jongeren beleven', 'de Nederlandse literatuur']",8,25.0,1
"De veerkracht van een woonbuurt ALS EEN WIJK stil is, heerst er angst.  Dan zijn de mensen bang dat ze gepakt worden als ze iets over iemand melden","De veerkracht van een woonbuurt ALS EEN WIJK stil is, heerst er angst. Dan zijn de mensen bang dat <extra_id_0> als <extra_id_1> melden","['ze gepakt worden', 'ze iets over iemand']",7,25.0,1
En als ik de vertrouwde aanblik tussen het geboomte mis als ik op het Amstel Station af sjees en wil weten hoeveel tijd ik nog heb: waar is de grote klok op de gevel gebleven.  En ik wil twitteren als ik me erger aan iemands tweet: nou dat weer,En als ik de vertrouwde aanblik tussen het geboomte mis als ik op het Amstel Station af sjees en wil weten hoeveel tijd ik nog heb: waar is de <extra_id_0> de gevel <extra_id_1> wil <extra_id_2> me erger <extra_id_3> nou dat weer,"['grote klok op', 'gebleven. En ik', 'twitteren als ik', 'aan iemands tweet:']",12,25.0,1
"Inderdaad, eo: de vrouw beslist Als je aan de vooravond van je veertigste verjaardag, op de bank gezeten, aan de hand van het journaal en Nova constateert dat op de politieke agenda van vandaag abortus en softdrugs hoog genoteerd staan, ofte wel dezelfde zaken waarvoor je 25 jaar geleden je eerste schreden op het pad van de politieke participatie zette, is niet een gevoel van vertrouwdheid maar een welhaast buitenaardse vervreemding het gevolg.  Want het mag dan alom bekend zijn dat de geschiedenis zich herhaalt, de omloopsnelheid wordt wel erg hoog op deze manier","Inderdaad, eo: de vrouw beslist <extra_id_0> de vooravond van je <extra_id_1> de bank gezeten, aan de hand van het journaal en <extra_id_2> op de politieke agenda van vandaag abortus en softdrugs hoog genoteerd staan, ofte wel dezelfde zaken waarvoor je 25 jaar geleden je eerste schreden op het pad van de politieke participatie zette, is niet een gevoel van vertrouwdheid maar een welhaast <extra_id_3> gevolg. Want het mag dan <extra_id_4> dat de <extra_id_5> de omloopsnelheid <extra_id_6> hoog <extra_id_7>","['Als je aan', 'veertigste verjaardag, op', 'Nova constateert dat', 'buitenaardse vervreemding het', 'alom bekend zijn', 'geschiedenis zich herhaalt,', 'wordt wel erg', 'op deze manier']",24,25.0,1
"De twee crises van Oostenrijk HET BEHOORT TOT het wezen van een crisis dat ze niet met haar oplossing begint.  Net zo behoort het kennelijk tot het wezen van een crisis in haar concrete Oostenrijkse variant dat deze vanzelfsprekende premisse stomme verbazing, ja zelfs hysterie uitlokt","De twee crises van Oostenrijk HET BEHOORT TOT het wezen van <extra_id_0> ze niet met haar oplossing begint. Net zo behoort het kennelijk tot het wezen van een crisis in <extra_id_1> variant <extra_id_2> premisse stomme verbazing, <extra_id_3> uitlokt","['een crisis dat', 'haar concrete Oostenrijkse', 'dat deze vanzelfsprekende', 'ja zelfs hysterie']",12,25.0,1
"24 augustus 2016 Jaargang 140, Nr.  34 Opration Burkini Vroeger was het Brigitte Bardot in tweedelig zwempak, nu zijn het moslimas die het land van oe-la-la bezighouden","24 augustus 2016 Jaargang 140, Nr. 34 Opration <extra_id_0> het Brigitte Bardot in tweedelig zwempak, nu zijn het moslimas die het <extra_id_1>","['Burkini Vroeger was', 'land van oe-la-la bezighouden']",7,25.0,1
"Vorige week, de dag nadat het overlijden van Joost Zwagerman bekend was gemaakt, schreef ik vlug een stukje voor de website van De Groene.  Het was zon typisch Ik weet nog dat-stukje, het eerste dat in me opkwam als ik aan Joost Zwagerman dacht","Vorige <extra_id_0> nadat het overlijden van Joost Zwagerman bekend was gemaakt, schreef ik vlug een stukje voor de website van De Groene. Het was zon typisch <extra_id_1> dat-stukje, <extra_id_2> in me <extra_id_3> ik aan Joost Zwagerman dacht","['week, de dag', 'Ik weet nog', 'het eerste dat', 'opkwam als']",11,25.0,1
"Lab Europese verkiezingen Middagje vissen in Brussel In de aanloop naar de Europese verkiezingen op 22 mei beschrijft Betto van Waarden, voormalig stagiair en beleidsmedewerker bij Directoraat-Generaal Onderwijs en Cultuur van de Europese Commissie, de dagelijkse praktijk van de politieke besluitvorming in Brussel.  Ik hoop dat je een koffie hebt gepakt voor de vergadering",Lab Europese verkiezingen Middagje vissen in Brussel In de aanloop naar de Europese verkiezingen op 22 mei beschrijft <extra_id_0> voormalig stagiair en beleidsmedewerker bij Directoraat-Generaal <extra_id_1> Cultuur van de Europese <extra_id_2> praktijk van de politieke besluitvorming in Brussel. Ik <extra_id_3> een <extra_id_4> voor de vergadering,"['Betto van Waarden,', 'Onderwijs en', 'Commissie, de dagelijkse', 'hoop dat je', 'koffie hebt gepakt']",14,25.0,1
"Het meisje kan er niets aan doen Het universum van Eefje Wentelteefje is de wonderbaarlijke werkelijkheid van een meisje van een jaar of tien dat de hoofdrol speelt in strips, poppen kastvoorstellingen en inmiddels ook tv-films.  Haar geestelijk vader heet Jeroen de Leijer","Het meisje kan er niets aan doen Het universum van Eefje Wentelteefje is de wonderbaarlijke werkelijkheid van een meisje van een <extra_id_0> tien dat <extra_id_1> in strips, poppen kastvoorstellingen en inmiddels <extra_id_2> geestelijk <extra_id_3> de Leijer","['jaar of', 'de hoofdrol speelt', 'ook tv-films. Haar', 'vader heet Jeroen']",11,25.0,1
"Duitse wereldmarktleiders bouwen hun eigen scholen Zelfs nu, als we op een ochtend in april tussen het laatste groepje scholieren zitten die de film nog niet hebben gezien, breken nog lachsalvos in de bioscoopzaal los.  Fack ju Ghte heet hij; of, in beter Duits: Fuck you, Goethe, met meer dan zes miljoen bezoekers verreweg de populairste Duitse film van het jaar 2013","Duitse wereldmarktleiders bouwen hun eigen scholen Zelfs nu, als we op een ochtend in april tussen het laatste groepje <extra_id_0> film nog niet hebben gezien, breken nog lachsalvos in de bioscoopzaal los. Fack <extra_id_1> hij; of, in beter Duits: Fuck you, <extra_id_2> dan zes miljoen bezoekers verreweg <extra_id_3> film <extra_id_4> 2013","['scholieren zitten die de', 'ju Ghte heet', 'Goethe, met meer', 'de populairste Duitse', 'van het jaar']",16,25.0,1
Opera: Peter Grimes Roddels rond de dorpspomp De prachtige opera Peter Grimes van Benjamin Britten beklijft uiteindelijk niet.  Debet is een al te plat realisme en een gebrek aan verbeeldingskracht,Opera: Peter Grimes Roddels rond de dorpspomp <extra_id_0> opera Peter Grimes van Benjamin Britten beklijft uiteindelijk niet. Debet is een al te <extra_id_1> een <extra_id_2>,"['De prachtige', 'plat realisme en', 'gebrek aan verbeeldingskracht']",8,25.0,1
"Hannah van Wieringen, De kermis van Gravezuid.  De Harmonie 2012 Debutante Hannah van Wieringen schreef met De kermis van Gravezuid verhalen die zich bij elkaar aandienen als een roman","Hannah van Wieringen, De kermis van Gravezuid. De Harmonie 2012 Debutante Hannah van Wieringen <extra_id_0> van Gravezuid verhalen <extra_id_1> elkaar aandienen als een roman","['schreef met De kermis', 'die zich bij']",7,25.0,1
"Postliberaal Onderzoek van de Wiardi Beckman Stichting, het wetenschappelijk bureau van de Partij van de Arbeid, stuurt de sociaal-democratie een interessante kant op.  Dat het zo zou uitpakken konden de pvda en haar wetenschappelijk instituut, de Wiardi Beckman Stichting, niet weten toen ze hetVan Waarde-project opzetten","Postliberaal Onderzoek van de Wiardi Beckman Stichting, het wetenschappelijk bureau van de <extra_id_0> Arbeid, stuurt de sociaal-democratie een interessante kant op. Dat het zo zou uitpakken konden de pvda en haar wetenschappelijk <extra_id_1> Beckman <extra_id_2> toen <extra_id_3> opzetten","['Partij van de', 'instituut, de Wiardi', 'Stichting, niet weten', 'ze hetVan Waarde-project']",12,25.0,1
"18 juli 2018 Jaargang 142, Nr.  29-30 Deze week met bijlage: Buitenkunst in Amsterdam Ook al is alle wildernis verdwenen, onze hunkering ernaar is springlevend Jaap Tielbeke, 18 juli 2018 In Brazili heeft de hond vele functies: mascotte, statussymbool, familielid en deurbel","18 juli 2018 Jaargang 142, Nr. 29-30 Deze week met bijlage: Buitenkunst in Amsterdam <extra_id_0> alle wildernis verdwenen, onze hunkering ernaar is springlevend Jaap Tielbeke, 18 juli <extra_id_1> de hond vele <extra_id_2> familielid en deurbel","['Ook al is', '2018 In Brazili heeft', 'functies: mascotte, statussymbool,']",10,25.0,1
"Londen  Het is uitgevonden door een Duitse scheikundige, Justus von Liebig, wordt geproduceerd in Nieuw-Zeeland en gesmeerd op Brits brood: Marmite.  Voor de ene eilandbewoner is het een delicatesse, voor de ander is dit bijproduct van bierbrouwerijen niet te pruimen","Londen Het is uitgevonden door een Duitse scheikundige, <extra_id_0> geproduceerd in Nieuw-Zeeland en gesmeerd <extra_id_1> Marmite. Voor de ene eilandbewoner is het een delicatesse, voor <extra_id_2> dit bijproduct van bierbrouwerijen niet te pruimen","['Justus von Liebig, wordt', 'op Brits brood:', 'de ander is']",10,25.0,1
"Bloody Sunday is nog niet vergeten Dumdum Derry Bloody Sunday, het bloedbad in het Noord-Ierse Derry, is nog niet vergeten.  Deze week begonnen de openbare hoorzittingen van het tweede onderzoekstribunaal","Bloody Sunday <extra_id_0> niet vergeten <extra_id_1> Sunday, het bloedbad in het Noord-Ierse Derry, is nog niet vergeten. Deze week begonnen de openbare <extra_id_2> tweede onderzoekstribunaal","['is nog', 'Dumdum Derry Bloody', 'hoorzittingen van het']",8,25.0,1
"Redactioneel Hoofdcommentaar: Israel David is een Goliath geworden Isral is in oorlog, zegt Ariel Sharon.  De Isralische president heeft een vastberaden blik","Redactioneel Hoofdcommentaar: Israel David is een <extra_id_0> is in oorlog, zegt <extra_id_1> Isralische president heeft een vastberaden blik","['Goliath geworden Isral', 'Ariel Sharon. De']",6,25.0,1
Het Turkse volk lacht om de wolvenherder Istanbul - Devlet Bahceli is de man waar het om gaat.  De prestatie van deze grijze wolvenherder gaat de toekomst van Turkije bepalen,Het Turkse volk lacht om de wolvenherder Istanbul - Devlet Bahceli is de man waar het om gaat. De <extra_id_0> grijze <extra_id_1> de <extra_id_2> bepalen,"['prestatie van deze', 'wolvenherder gaat', 'toekomst van Turkije']",8,25.0,1
Nummer 51-52-1is een extra dik kerstnummer voor drie weken.  Het volgende nummer van De Groene Amsterdammer verschijnt woensdag 8 januari 2003,Nummer 51-52-1is een extra dik kerstnummer voor <extra_id_0> Het volgende nummer van <extra_id_1> verschijnt woensdag 8 januari 2003,"['drie weken.', 'De Groene Amsterdammer']",5,25.0,1
"Een coup in Itali Het wordt erop of eronder voor de euro.  Vergeleken met de strijd die nu in Itali tussen politiek en markten is opgelaaid, zijn de gebeurtenissen van mei 2015 kinderspel",Een coup in Itali Het wordt erop of eronder voor de euro. Vergeleken met de strijd die nu <extra_id_0> politiek en markten <extra_id_1> zijn de <extra_id_2> 2015 kinderspel,"['in Itali tussen', 'is opgelaaid,', 'gebeurtenissen van mei']",8,25.0,1
Vanzelfsprekend heb ik gisteravond met veel belangstelling jouw verhaalover ons NRC Handelsblad gelezen in De Groene Amsterdammer.  En ik wil meteen zeggen: dat kwam hard aan,Vanzelfsprekend heb ik gisteravond met veel belangstelling jouw verhaalover ons NRC Handelsblad gelezen in De Groene <extra_id_0> wil meteen <extra_id_1> hard aan,"['Amsterdammer. En ik', 'zeggen: dat kwam']",6,25.0,1
Weinig mensensoorten twijfelen zo vaak aan zichzelf als literaire critici.  Waar zijn ze eigenlijk goed voor,Weinig mensensoorten twijfelen zo vaak aan zichzelf als literaire critici. Waar <extra_id_0> voor,['zijn ze eigenlijk goed'],4,25.0,1
"Cinestud van 30 maart t/m 4 april in Kriterion (amsterdam) Packing is onderdeel van een drieluik over opgroeien in Iran en het afstudeerwerk van Karamizade dat volgende week vertoond wordt op Cinestud, het oudste internationale studentenfilmfestival, dat dit jaar vijftig jaar bestaat.  Voor deze editie bekeken de organisatoren 550 ingezonden examenfilms, afkomstig uit alle delen van de wereld","Cinestud van 30 <extra_id_0> april <extra_id_1> Packing is onderdeel van een drieluik over opgroeien in Iran <extra_id_2> afstudeerwerk van Karamizade dat volgende <extra_id_3> op Cinestud, het oudste <extra_id_4> dit jaar vijftig jaar bestaat. Voor deze editie bekeken de organisatoren 550 ingezonden examenfilms, afkomstig uit alle delen van de wereld","['maart t/m 4', 'in Kriterion (amsterdam)', 'en het', 'week vertoond wordt', 'internationale studentenfilmfestival, dat']",14,25.0,1
"1 november 2011 Jaargang 135, Nr.  Mediafonds Wietkwekers en terugmeppende homos Het eigentijdse tv-drama is ongekend populair","1 november 2011 Jaargang 135, Nr. Mediafonds Wietkwekers en terugmeppende <extra_id_0> is ongekend populair",['homos Het eigentijdse tv-drama'],4,25.0,1
"Shakespeare: De tragedie van de macho Maak een zwaard van me De tijdloosheid van Shakespeare blijkt uit de eerste verfilming van zijn Romeinse stuk Coriolanus, een werk waarin de psychologie van de zichzelf overschattende soldaat onder het vergrootglas komt.  Caius Martius Coriolanus is net als John James Rambo een banneling wiens eigen notie van mannelijkheid, waardigheid en nobiliteit aan scherven ligt","Shakespeare: <extra_id_0> de macho Maak een zwaard van me De tijdloosheid van Shakespeare blijkt uit de eerste verfilming van zijn Romeinse stuk <extra_id_1> waarin de psychologie van de zichzelf overschattende soldaat onder het vergrootglas komt. Caius Martius Coriolanus is net als John <extra_id_2> banneling wiens <extra_id_3> mannelijkheid, waardigheid en nobiliteit <extra_id_4>","['De tragedie van', 'Coriolanus, een werk', 'James Rambo een', 'eigen notie van', 'aan scherven ligt']",15,25.0,1
PRIVACY EN PSYCHE SOMS WORDT TIJDENS een rechtszitting glashelder dat er tussen de strijdende partijen een onoverbrugbare kloof gaapt.  Dat was het geval bij de zaak die deze week door psychiaters en psychotherapeuten werd aangespannen tegen de Nederlandse Zorgautoriteit (Nza),PRIVACY EN PSYCHE SOMS WORDT TIJDENS een rechtszitting glashelder dat er tussen de strijdende partijen een onoverbrugbare kloof gaapt. <extra_id_0> geval bij de zaak die deze <extra_id_1> psychotherapeuten werd aangespannen tegen de <extra_id_2>,"['Dat was het', 'week door psychiaters en', 'Nederlandse Zorgautoriteit (Nza)']",10,25.0,1
Essay Essay: Dicht John Kerry de kloof tussen de VS en Europa.  Zal 2 november een keerpunt in de transatlantische betrekkingen betekenen,Essay Essay: Dicht John Kerry de kloof tussen de VS en Europa. Zal 2 <extra_id_0> in <extra_id_1> betekenen,"['november een keerpunt', 'de transatlantische betrekkingen']",6,25.0,1
Onzalige gelukzaligheid Iedere dag loop ik langs het bord voor de sigarenboer op de hoek van de straat.  Het leunt op een veer en klappert in de wind,Onzalige gelukzaligheid Iedere dag loop ik langs het bord voor de sigarenboer op <extra_id_0> de straat. Het <extra_id_1> en klappert in de wind,"['de hoek van', 'leunt op een veer']",7,25.0,1
"Dichters & Denkers Stphane Audeguy Analogische antropologie Uit het Frans (La thorie des nuages, 2005) vertaald door Froukje Slofstra, Cossee, 288 blz. ,  19,90 ","Dichters & Denkers Stphane Audeguy <extra_id_0> het Frans (La thorie des nuages, 2005) vertaald <extra_id_1> Cossee, 288 blz. , 19,90","['Analogische antropologie Uit', 'door Froukje Slofstra,']",6,25.0,1
"DE ROMANTISCHE NATUUR VAN FRIEDRICH ALS CASPAR DAVID FRIEDRICH (1774-1840) zes jaar is overlijdt zijn moeder, een jaar later zijn zus Elisabeth.  Wanneer hij op zijn dertiende door het ijs zakt wordt hij door zijn jongere broer gered maar moet hij vervolgens toezien hoe deze daarbij zelf verdrinkt","DE ROMANTISCHE NATUUR VAN FRIEDRICH ALS CASPAR DAVID FRIEDRICH (1774-1840) <extra_id_0> overlijdt zijn moeder, een jaar later zijn zus Elisabeth. Wanneer hij op zijn dertiende door <extra_id_1> wordt hij door zijn jongere broer gered maar moet hij <extra_id_2> deze <extra_id_3>","['zes jaar is', 'het ijs zakt', 'vervolgens toezien hoe', 'daarbij zelf verdrinkt']",12,25.0,1
"Ik vind s ochtends de dingen het leukst.  Boek, telefoon, podcast, vanuit mijn horizontale positie juich ik de wereld toe","Ik vind s ochtends de dingen het leukst. Boek, telefoon, podcast, vanuit mijn <extra_id_0> ik de <extra_id_1>","['horizontale positie juich', 'wereld toe']",5,25.0,1
"Querido, 52 blz. ,  13,95 Dankzij Gerrit Komrijs bloemlezing 1000 en enige kindergedichten (zie pagina 41) is er de afgelopen weken veel over geschreven: kinderpozie","Querido, 52 blz. , 13,95 Dankzij Gerrit <extra_id_0> en <extra_id_1> pagina 41) is er de afgelopen weken veel over geschreven: kinderpozie","['Komrijs bloemlezing 1000', 'enige kindergedichten (zie']",6,25.0,1
