Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq22-0,xl,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken en delen op social media. Dit artikel wordt gedurende de dag vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken <extra_id_0> op <extra_id_1> artikel <extra_id_2> dag vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken buiten de competitie. Let op dit artikel wordt elke dag vernieuwd.,"['en delen', 'social media. Dit', 'wordt gedurende de']","['buiten de competitie. Let', 'dit', 'wordt elke']",8,25,10,"[0.76, 0.8235294117647058, 0.5555555555555556]",0.71
seq23-0,xl,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we <extra_id_0> wat bekende <extra_id_1> delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we een overzicht van wat bekende sporters delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,"['in de gaten', 'sporters meemaken n']","['een overzicht van', 'sporters']",6,25,10,"[0.7058823529411765, 0.5789473684210527]",0.64
seq24-0,xl,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de <extra_id_0> je kennis <extra_id_1> vragen.,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz en laat je kennis zien door te beantwoorden aan de vragen.,"['quiz en test', 'met 7']","['quiz en laat', 'zien door te beantwoorden aan de']",5,25,10,"[0.25, 0.90625]",0.58
seq25-0,xl,". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/","<extra_id_0> <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/","<a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/",['.'],[''],1,25,10,[1.0],1.0
seq26-0,xl,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga <extra_id_0> het lijf. Deze keer kwamen ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga vallen elkaar niet snel om het lijf. Deze keer kwamen ze,['lopen wekelijks iemand tegen'],['vallen elkaar niet snel om'],4,25,10,[0.7857142857142857],0.79
seq27-0,xl,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de Oude Kerk zo scheef en wa,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de <extra_id_0> scheef <extra_id_1>,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de toren van de stad scheef,"['Oude Kerk zo', 'en wa']","['toren van de stad', '']",5,25,9,"[0.8235294117647058, 1.0]",0.91
seq28-0,xl,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks op een rijtje welke evenementen speciale aandacht verdienen.,Vrijwel elke dag staat de sportwereld <extra_id_0> evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks <extra_id_1> welke <extra_id_2> verdienen.,Vrijwel elke dag staat de sportwereld bol van evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks een overzicht op welke evenementen de meeste aandacht verdienen.,"['bol van de', 'op een rijtje', 'evenementen speciale aandacht']","['bol van', 'een overzicht op', 'evenementen de meeste aandacht']",9,25,9,"[0.3, 0.75, 0.26666666666666666]",0.44
seq29-0,xl,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een <extra_id_0> Vandaag:,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje in de... Vandaag:,['kijkje achter het nieuws.'],['kijkje in de...'],4,25,9,[0.6],0.6
seq30-0,xl,"In deze serie zoeken we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze serie <extra_id_0> BNers op die eens in de schijnwerpers stonden, <extra_id_1> zijn van het podium. Vandaag:","In deze serie nemen we BNers op die eens in de schijnwerpers stonden, maar nu verdreven zijn van het podium. Vandaag:","['zoeken we', 'maar nu verdwenen']","['nemen we', 'maar nu verdreven']",5,25,9,"[0.3333333333333333, 0.11764705882352941]",0.23
seq31-0,xl,"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug. 18-05","Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar <extra_id_0> coronacrisis gaan de zaken en vooral de transfergeruchten gewoon <extra_id_1> houden we <extra_id_2> Lees hier al het transfernieuws van de <extra_id_3> weken terug. 18-05","Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. En dat houden we ook bij. Lees hier al het transfernieuws van de laatste weken terug. 18-05","['ondanks de', 'door. In TransferTalk', 'alle geruchten bij.', 'voorbije dagen en']","['ondanks de', 'door. En dat', 'ook bij.', 'laatste']",11,25,9,"[0.0, 0.5714285714285714, 0.7368421052631579, 0.8823529411764706]",0.55
seq32-0,xl,maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,maffia-kopstuk Omar <extra_id_0> ontsnappen. Die poging is mislukt. De <extra_id_1> mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,maffia-kopstuk Omar al-Bakr te ontsnappen. Die poging is mislukt. De politie heeft drie mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,"['L. te laten', 'politie heeft vier']","['al-Bakr te', 'politie heeft drie']",6,25,9,"[0.8181818181818182, 0.16666666666666666]",0.49
seq33-0,xl,"Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je <extra_id_0> vraagt <extra_id_1> om verder te komen. Zij geven hn beste <extra_id_2>","Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je iemand vraagt om hulp om verder te komen. Zij geven hn beste advies.","['om meer loon', 'en wat helpt', 'tips. Vandaag:']","['iemand', 'om hulp', 'advies.']",8,25,9,"[0.9166666666666666, 0.6666666666666666, 0.9285714285714286]",0.84
seq34-0,xl,"De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak.","<extra_id_0> jongens halen de voorpaginas, de boefjes <extra_id_1> doet elke week verslag van een doodnormale Rotterdamse rechtszaak.","jongens halen de voorpagina, de boefjes De boefjes De boefjes De jongens halen de voorpaginas, de boefjes De Rotterdamse krant doet elke week verslag van een doodnormale Rotterdamse rechtszaak.","['De zware', 'niet. Sander Sonnemans']","['jongens halen de voorpagina, de boefjes De boefjes De boefjes De', 'De Rotterdamse krant']",5,25,9,"[0.9375, 0.7727272727272727]",0.86
seq35-0,xl,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is het nieuws van,Ben <extra_id_0> aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is <extra_id_1>,Ben je er aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is het...,"['je er niet', 'het nieuws van']","['je er', 'het...']",6,25,9,"[0.5, 0.7857142857142857]",0.64
seq36-0,xl,Kamp Amersfoort was in de oorlog voor velen een helse plek. Wie waren zij en wat overkwam hen? In deel,Kamp Amersfoort was in de oorlog voor velen een helse plek. Wie waren zij <extra_id_0> overkwam <extra_id_1>,Kamp Amersfoort was in de oorlog voor velen een helse plek. Wie waren zij en wat overkwam hen?,"['en wat', 'hen? In deel']","['en wat', 'hen?']",5,25,9,"[0.0, 0.6666666666666666]",0.33
seq37-0,xl,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen voor een leuker leven.,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen <extra_id_0> leuker leven.,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun ervaringen over een leuker leven.,['hun lessen voor een'],['hun ervaringen over een'],4,25,9,[0.4782608695652174],0.48
seq38-0,xl,over de voortgang van de coronacrisis. Het kabinet krijgt ruime steun van de bevolking voor de aanpak van het virus.,over de <extra_id_0> de coronacrisis. Het kabinet krijgt ruime steun van de bevolking voor <extra_id_1> het virus.,over de maatregelen tegen de coronacrisis. Het kabinet krijgt ruime steun van de bevolking voor zijn maatregelen tegen het virus.,"['voortgang van', 'de aanpak van']","['maatregelen tegen', 'zijn maatregelen tegen']",5,25,9,"[0.7647058823529411, 0.7727272727272727]",0.77
seq39-0,xl,"Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie heeft zeventien verdachten aangehouden.","Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane <extra_id_0> dragersmateriaal, zoals kleding. De politie heeft <extra_id_1>","Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane gewassen in dragersmateriaal, zoals kleding. De politie heeft de zaak...","['geproduceerd vanuit zogenoemd', 'zeventien verdachten aangehouden.']","['gewassen in', 'zaak...']",6,25,9,"[0.7931034482758621, 0.8787878787878788]",0.84
seq40-0,xl,In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek Van wieg tot graf vertellen we het verhaal achter <extra_id_0> Deze keer <extra_id_1>,In de rubriek Van wieg tot graf vertellen we het verhaal achter een graf. Deze keer,"['een familiebericht.', 'het levensverhaal van']","['een graf.', '']",5,25,9,"[0.6842105263157895, 1.0]",0.84
seq41-0,xl,"maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bosch zal deze journalistieke keuzes op regelmatige basis toelichten op deze plek. Vandaag:",maakt elke dag vele afwegingen om de <extra_id_0> app zo goed mogelijk te maken. Hoofdredacteur Paul van den <extra_id_1> deze journalistieke keuzes op <extra_id_2> op deze plek. Vandaag:,maakt elke dag vele afwegingen om de inhoud van de app zo goed mogelijk te maken. Hoofdredacteur Paul van den Berg legt deze journalistieke keuzes op een rijtje op deze plek. Vandaag:,"['krant', 'site en', 'Bosch zal', 'regelmatige basis toelichten']","['inhoud van de', 'Berg legt', 'een rijtje']",8,25,9,"[0.8461538461538461, 0.7777777777777778, 1.0]",0.87
seq42-0,xl,"Hans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","Hans van der Beek <extra_id_0> van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","Hans van der Beek Organiseren van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:",['doet elke dag verslag'],['Organiseren'],4,25,9,[0.8571428571428571],0.86
seq43-0,xl,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden verschillende Duitse media.,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het eens geworden over een wapenstilstand in <extra_id_0> Dat <extra_id_1> media.,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het eens geworden over een wapenstilstand in Libië. Dat melden buitenlandse media.,"['het Noord-Afrikaanse land.', 'melden verschillende Duitse']","['Libië.', 'melden buitenlandse']",6,25,9,"[0.9230769230769231, 0.5555555555555556]",0.74
seq44-0,xl,Columnist Dennis Captein schrijft elke zaterdag een column over het leven in Alphen. Vandaag schrijft hij over,Columnist Dennis Captein schrijft elke zaterdag een column over <extra_id_0> Vandaag schrijft hij over,Columnist Dennis Captein schrijft elke zaterdag een column over de regionale zaken. Vandaag schrijft hij over,['het leven in Alphen.'],['de regionale zaken.'],4,25,9,[0.65],0.65
seq45-0,xl,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt met de jaren. Omdat acteur <extra_id_0> (75) een <extra_id_1> is, beantwoordt hij uw vragen.","Wijsheid komt met de jaren. Omdat acteur Gerard van den Broek (75) een echte kenner is, beantwoordt hij uw vragen.","['Joost Prinsen', 'eind op weg']","['Gerard van den Broek', 'echte kenner']",5,25,9,"[0.85, 0.75]",0.8
