Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"In Wenen is een nieuw museum geopend dat gewijd is aan het Wiener Aktionismus, dat in de jaren zestig Oostenrijk opschudde met voorstellingen vol bloed en uitwerpselen. Had het beter vergeten kunnen worden?","In Wenen <extra_id_0> geopend dat gewijd <extra_id_1> Wiener Aktionismus, dat in de jaren zestig Oostenrijk opschudde met voorstellingen vol bloed en uitwerpselen. Had het beter vergeten kunnen worden?","['is een nieuw museum', 'is aan het']",7,20.0,1
Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over <extra_id_0> dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd <extra_id_1> fascisme?,"['homeopathische verdunning: is', 'tegen -lhbti-activisten: is dit']",7,20.0,1
"De discotheek is aan het verdwijnen in Itali. Van de ruim zevenduizend danspaleizen die eind jaren 90 in het land stonden, is nog maar de helft over. De rest is vervallen, verlaten of omgebouwd tot supermarkt of kantoor.","De discotheek is aan het verdwijnen in Itali. Van de ruim zevenduizend danspaleizen die <extra_id_0> in het land stonden, is nog maar de helft over. De rest <extra_id_1> of omgebouwd <extra_id_2> of kantoor.","['eind jaren 90', 'is vervallen, verlaten', 'tot supermarkt']",8,20.0,1
"De totale waarde van de export van Made in Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor 19 miljard euro minder aan Nederlandse producten uitgevoerd dan een jaar eerder, meldt het Centraal Bureau voor de Statistiek (CBS).","De totale waarde van de export <extra_id_0> Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor 19 miljard euro minder aan Nederlandse producten uitgevoerd dan een jaar eerder, meldt <extra_id_1> voor <extra_id_2>","['van Made in', 'het Centraal Bureau', 'de Statistiek (CBS).']",9,20.0,1
"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer  een bullshitbaan?","Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg <extra_id_0> Developer een bullshitbaan?",['ook Salesforce Marketing Cloud'],4,20.0,1
Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we <extra_id_0> alleen <extra_id_1>,"['hopen te steunen', 'maar meer laten lijden.']",7,20.0,1
"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer  een bullshitbaan?","Schrijven betaalt de hypotheek niet, <extra_id_0> den Berg ook Salesforce Marketing Cloud Developer een bullshitbaan?",['daarom is Walter van'],4,20.0,1
"Het COA, dat kampt met een structureel tekort aan opvangplekken, is zeer te spreken over de stap naar voren van Arnhem.","Het COA, dat kampt <extra_id_0> aan opvangplekken, is zeer te spreken over de stap naar voren van Arnhem.",['met een structureel tekort'],4,20.0,1
Het Openbaar Ministerie gaat de radicaal-rechtse complotdenker Raisa Blommestijn vervolgen voor groepsbelediging en smaad. Aanleiding zijn berichten op X waarin ze zwarte mannen uitmaakt voor negrode primaten en iemand onterecht beschuldigt van pedoseskualiteit.,Het Openbaar Ministerie gaat de radicaal-rechtse complotdenker Raisa Blommestijn vervolgen voor groepsbelediging en <extra_id_0> berichten op X waarin ze zwarte mannen uitmaakt <extra_id_1> iemand onterecht beschuldigt van pedoseskualiteit.,"['smaad. Aanleiding zijn', 'voor negrode primaten en']",7,20.0,1
"Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021. De gewelddadigheden houden verband met een vete in de onderwereld, waarbij een bedrag van 130 miljoen euro zou zijn gestolen. De kroongetuigedeal is gesloten door het OM in Amsterdam.","Het Openbaar Ministerie heeft een <extra_id_0> Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021. De <extra_id_1> met een <extra_id_2> onderwereld, waarbij een bedrag van 130 miljoen euro zou zijn gestolen. De kroongetuigedeal is <extra_id_3> OM in Amsterdam.","['nieuwe kroongetuige gepresenteerd.', 'gewelddadigheden houden verband', 'vete in de', 'gesloten door het']",12,20.0,1
Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor het gros van de mensen in het verleden een utopie.,Wonen in een comfortabel verwarmd huis van steen met <extra_id_0> dat <extra_id_1> gros van de mensen in het verleden een utopie.,"['een pannendak:', 'was voor het']",5,20.0,1
Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de Isralische bombardementen in Gaza nodig zijn om Hamas uit te schakelen. Eenzelfde deel van de bevolking is voor militaire samenwerking met Isral.,Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de <extra_id_0> Gaza nodig zijn om Hamas uit te schakelen. Eenzelfde deel van <extra_id_1> voor militaire samenwerking <extra_id_2>,"['Isralische bombardementen in', 'de bevolking is', 'met Isral.']",8,20.0,1
"De Amsterdamse burgemeester Halsema wilde in gesprek met pro-Palestijnse demonstranten, die dat aangrepen als een nieuwe kans om te demonsteren. Halsema prees hun engagement: Het ontroert me dat de studenten zo betrokken zijn bij internationale politiek.","De Amsterdamse burgemeester Halsema wilde in gesprek met pro-Palestijnse demonstranten, die dat aangrepen als een nieuwe <extra_id_0> Halsema prees hun engagement: Het ontroert me dat de studenten zo betrokken <extra_id_1> politiek.","['kans om te demonsteren.', 'zijn bij internationale']",7,20.0,1
De luchthaven mag volgend jaar toch meer vluchten uitvoeren dan de regering twee jaar geleden aankondigde. De geluidshinder van de luchthaven wil het kabinet nu bestrijden met extra operationele maatregelen.,De luchthaven mag volgend <extra_id_0> vluchten uitvoeren dan de regering twee jaar geleden aankondigde. De geluidshinder van <extra_id_1> het kabinet nu bestrijden met extra operationele maatregelen.,"['jaar toch meer', 'de luchthaven wil']",6,20.0,1
De Chinese president Xi Jinping doet een nieuwe poging om minder afhankelijk te worden van de Verenigde Staten en zijn bondgenoten. De VS willen op hun beurt juist voorkomen dat China zelfstandiger wordt als het om chips gaat.,De Chinese president Xi Jinping doet <extra_id_0> poging om minder afhankelijk te <extra_id_1> Verenigde Staten <extra_id_2> De VS willen op hun beurt juist voorkomen dat China zelfstandiger wordt als het om chips gaat.,"['een nieuwe', 'worden van de', 'en zijn bondgenoten.']",8,20.0,1
"Op amper 3 minuten van de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken.","Op amper <extra_id_0> de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs <extra_id_1> hoge accijnzen willen ontwijken.","['3 minuten van', 'voor rokers die']",6,20.0,1
"Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen hebben bij verschillende mensen",Dubbele seksuele moraal is <extra_id_0> ook kinderen hebben bij verschillende mensen,"['achterhaald, laat vrouwen']",3,20.0,1
De komende coalitie wil landbouwers steunen door brandstof goedkoper te maken. Tot 2013 betaalden ze ook al minder accijns.,De komende coalitie <extra_id_0> brandstof goedkoper te maken. Tot 2013 betaalden ze ook al minder accijns.,['wil landbouwers steunen door'],4,20.0,1
"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt. Politiek en bestuur hebben ondanks goede bedoelingen de afgelopen jaren steken laten vallen, door de zorgen van mensen niet altijd serieus te nemen.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt. Politiek <extra_id_0> ondanks goede bedoelingen de afgelopen <extra_id_1> vallen, door <extra_id_2> mensen niet <extra_id_3> nemen.","['en bestuur hebben', 'jaren steken laten', 'de zorgen van', 'altijd serieus te']",12,20.0,1
"Nabestaanden van de slachtoffers van een massaschietpartij in een basisschool in de Amerikaanse staat Connecticut, in 2012, hebben vrijdag een vergoedingsvoorstel aanvaard van de failliete complotdenker Alex Jones.","Nabestaanden van de slachtoffers van <extra_id_0> een basisschool in de Amerikaanse staat Connecticut, in 2012, hebben vrijdag een vergoedingsvoorstel <extra_id_1> failliete complotdenker Alex Jones.","['een massaschietpartij in', 'aanvaard van de']",6,20.0,1
"De prijs voor Hollandse garnalen is zo hoog opgelopen dat restaurants garnalencocktails en kroketten van de menukaart halen. Het is exemplarisch voor de situatie van de Nederlandse visserij. De sector maakte in 2023 een verlies van 3,1 miljoen euro, aldus onderzoekers van Universiteit Wageningen.","De prijs voor Hollandse garnalen is zo hoog opgelopen dat restaurants garnalencocktails en kroketten van de menukaart halen. Het is exemplarisch voor de situatie van de Nederlandse visserij. De sector maakte <extra_id_0> verlies van 3,1 <extra_id_1> onderzoekers <extra_id_2>","['in 2023 een', 'miljoen euro, aldus', 'van Universiteit Wageningen.']",9,20.0,1
Uitvoeringsinstanties zoals de Belastingdienst en het UWV moeten een rode kaart kunnen trekken als ze worden gedwongen beleid uit te voeren dat burgers in de knel brengt.,Uitvoeringsinstanties zoals de Belastingdienst en het UWV moeten een rode kaart kunnen trekken als <extra_id_0> gedwongen beleid uit <extra_id_1> burgers in de knel brengt.,"['ze worden', 'te voeren dat']",5,20.0,1
Het Nederlands elftal begint maandag aan een reis die idealiter zondag 14 juli eindigt met de EK finale in Berlijn.,Het Nederlands elftal begint maandag aan een reis <extra_id_0> juli eindigt met de EK finale in Berlijn.,['die idealiter zondag 14'],4,20.0,1
"Garry Conille, nog geen twee weken geleden als tijdelijke premier van Hati aangesteld, is zaterdag in het ziekenhuis in Port-au-Prince opgenomen.","Garry Conille, nog geen twee weken geleden als tijdelijke premier van Hati aangesteld, is zaterdag in <extra_id_0> opgenomen.",['het ziekenhuis in Port-au-Prince'],4,20.0,1
"Op amper 3 minuten van de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken. Twentse supermarkten balen, Duitse ondernemers profiteren. Ze halen winkelkarren vol shag.","Op amper 3 minuten van de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak <extra_id_0> voor rokers die <extra_id_1> ontwijken. <extra_id_2> balen, Duitse ondernemers profiteren. Ze halen winkelkarren vol shag.","['XXL. Een paradijs', 'hoge accijnzen willen', 'Twentse supermarkten']",8,20.0,1
Primoz Roglic heeft Critrium du Dauphin op zijn naam geschreven. De Sloveen van BORA-hansgrohe sloot de Franse rittenkoers af met een voorsprong van acht seconden ten opzichte van Matteo Jorgensen van Visma-Lease a Bike. Carlos Rodriguez won de laatste etappe.,Primoz Roglic heeft Critrium du Dauphin op zijn naam geschreven. De Sloveen van BORA-hansgrohe sloot de Franse rittenkoers af met <extra_id_0> acht seconden ten opzichte van <extra_id_1> van Visma-Lease <extra_id_2> Rodriguez won de laatste etappe.,"['een voorsprong van', 'Matteo Jorgensen', 'a Bike. Carlos']",8,20.0,1
"De eindexamens in het voortgezet onderwijs zijn op stoom. De komende weken doet de Volkskrant verslag. Debbie de Jong, deelnemer aan het reality programma B&B Vol Liefde, buigt zich over het examen Spaans voor vmbo gl/tl, de gemengde en theoretische leerweg.","De eindexamens in het voortgezet onderwijs zijn op stoom. De komende weken doet de Volkskrant <extra_id_0> Jong, deelnemer aan het reality programma B&B Vol Liefde, buigt <extra_id_1> examen Spaans voor vmbo <extra_id_2> gemengde en theoretische leerweg.","['verslag. Debbie de', 'zich over het', 'gl/tl, de']",8,20.0,1
"Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde bedragen bekend werden  gemiddeld ruim 120 duizend euro per gedupeerde.","Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde bedragen bekend <extra_id_0> 120 <extra_id_1> per gedupeerde.","['werden gemiddeld ruim', 'duizend euro']",5,20.0,1
"De gemeente Zundert schitterde dinsdag bij de Raad van State door afwezigheid, terwijl rechter Jan van Breda heel wat vragen wilde stellen over het campingbeleid van de gemeente.","De gemeente Zundert schitterde dinsdag bij de Raad van State door afwezigheid, terwijl rechter Jan van <extra_id_0> vragen wilde stellen over het campingbeleid <extra_id_1>","['Breda heel wat', 'van de gemeente.']",6,20.0,1
Nigerianen tonen opvallend veel begrip voor de staking die het hele land in het donker heeft gezet.,Nigerianen tonen opvallend veel begrip voor de staking die het hele land in <extra_id_0> gezet.,['het donker heeft'],3,20.0,1
Deze donderdagmiddag neemt de Europese Centrale Bank 99 procent zeker een besluit waar de financile markten al maanden smachtend naar uitkijken: een renteverlaging. Maar loopt de ECB daarmee niet het gevaar dat de inflatie weer de lucht in schiet?,Deze donderdagmiddag neemt de Europese Centrale Bank 99 procent zeker <extra_id_0> de financile markten al maanden smachtend naar uitkijken: een renteverlaging. Maar loopt de ECB daarmee niet <extra_id_1> de inflatie weer <extra_id_2> in schiet?,"['een besluit waar', 'het gevaar dat', 'de lucht']",8,20.0,1
"Bente van de Wouw (29) leefde jaren als extravert, terwijl ze toch echt heel introvert is.","Bente van de <extra_id_0> jaren als extravert, terwijl ze toch echt heel introvert is.",['Wouw (29) leefde'],3,20.0,1
Na eerdere problemen rond de vergunning mag de bouw van een boorplatform in de Noordzee worden hervat.,Na <extra_id_0> de vergunning mag de bouw van een boorplatform in de Noordzee worden hervat.,['eerdere problemen rond'],3,20.0,1
"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop. Volgens dermatologen is dat echt te veel voor onze huid.","Nederlanders douchen steeds meer, liefst twee keer per dag, met warm <extra_id_0> sop. Volgens <extra_id_1> dat echt te veel voor onze huid.","['water en veel', 'dermatologen is']",5,20.0,1
"Griekenland stuurt asielzoekers die al aan land zijn terug de zee op en laat hen achter in rubberbootjes, hebben ngos en journalisten gedocumenteerd.","Griekenland stuurt asielzoekers <extra_id_0> land zijn terug de zee op en laat hen <extra_id_1> rubberbootjes, hebben ngos en journalisten gedocumenteerd.","['die al aan', 'achter in']",5,20.0,1
"De Haagse buurttuin van Janneke Vreugdenhil is een democratie: iedereen heeft een zegje, iedereen een taak. En vervolgens loopt alles altijd anders.","De Haagse buurttuin van Janneke Vreugdenhil is een democratie: iedereen heeft een zegje, iedereen een <extra_id_0> alles altijd anders.",['taak. En vervolgens loopt'],4,20.0,1
"Juichen, incasseren of beleefd applaudiseren: de aanhang van de verschillende partijen reageert op de exitpoll. Met n zetel meer was het feest compleet geweest.","Juichen, incasseren of beleefd applaudiseren: de aanhang van de verschillende partijen reageert op de exitpoll. Met n zetel <extra_id_0> feest <extra_id_1>","['meer was het', 'compleet geweest.']",5,20.0,1
Vijf jaar geleden trad de Europese Commissie onder leiding van Ursula von der Leyen aan. Het werd een periode van grote crises en onverwachte gebeurtenissen die een ferme reactie vereisten.,Vijf jaar geleden trad de Europese Commissie onder leiding van Ursula von der Leyen aan. Het werd een periode van grote crises en <extra_id_0> een <extra_id_1>,"['onverwachte gebeurtenissen die', 'ferme reactie vereisten.']",6,20.0,1
De aankondiging van een kabinet met de PVV verdeelt de toch al gesegregeerde Vrijheidswijk in Leeuwarden nog verder.,De aankondiging van een kabinet met de PVV verdeelt de toch al <extra_id_0> nog verder.,['gesegregeerde Vrijheidswijk in Leeuwarden'],4,20.0,1
"Stoelen, banken, pallets, fietsen  de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.","Stoelen, banken, pallets, fietsen de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw <extra_id_0> binnenstad hebben bezet, blijken weinig partij <extra_id_1> ME.","['in de Amsterdamse', 'voor de']",5,20.0,1
"Opgegeten slablaadjes, hostas met grote gaten erin en jonggestorven stekjes. Voor de naaktslak is het een buitengewoon goed jaar. Op slakkenjacht met zussen Claudette en Mavis in hun Duivendrechtse volkstuin. Vorige week zaten we op vijfduizend slakken, nu op meer dan zesduizend.","Opgegeten slablaadjes, hostas met grote gaten erin en jonggestorven stekjes. Voor de naaktslak is het een buitengewoon goed jaar. Op slakkenjacht met zussen Claudette <extra_id_0> in hun Duivendrechtse volkstuin. Vorige week zaten we op <extra_id_1> op <extra_id_2>","['en Mavis', 'vijfduizend slakken, nu', 'meer dan zesduizend.']",8,20.0,1
Tallon Griekspoor neemt het dinsdag in de eerste ronde van Roland Garros op tegen de Amerikaan MacKenzie McDonald.,Tallon <extra_id_0> in de eerste ronde van Roland Garros op tegen de Amerikaan MacKenzie McDonald.,['Griekspoor neemt het dinsdag'],4,20.0,1
De luchthaven mag volgend jaar toch meer vluchten uitvoeren dan de regering twee jaar geleden aankondigde. De geluidshinder van de luchthaven wil het kabinet nu bestrijden met extra operationele maatregelen.,De <extra_id_0> jaar toch meer vluchten uitvoeren dan de regering twee <extra_id_1> De geluidshinder van de luchthaven wil het kabinet nu bestrijden met extra operationele maatregelen.,"['luchthaven mag volgend', 'jaar geleden aankondigde.']",6,20.0,1
"De methode van prinses Laurentien om de aanvullende schade van toeslagenouders te compenseren, mag van het ministerie alleen doorgaan als haar stichting bereid is de door het kabinet gewenste aanpassingen door te voeren.","De <extra_id_0> om de aanvullende schade van toeslagenouders te compenseren, mag van het ministerie alleen doorgaan als haar stichting bereid is de door het kabinet gewenste <extra_id_1> voeren.","['methode van prinses Laurentien', 'aanpassingen door te']",7,20.0,1
"De prijzen van woningen in Nederland zullen tot en met 2026 jaarlijks met 4 procent stijgen. Dat meldt De Nederlandsche Bank (DNB) bij de presentatie van de Voorjaarsramingen, de halfjaarlijkse voorspellingen voor de Nederlandse economie.","De prijzen van woningen <extra_id_0> en met 2026 jaarlijks met 4 procent stijgen. <extra_id_1> Nederlandsche Bank (DNB) bij de presentatie van de Voorjaarsramingen, de halfjaarlijkse voorspellingen voor de Nederlandse economie.","['in Nederland zullen tot', 'Dat meldt De']",7,20.0,1
"Honderden paginas aan ambtelijk commentaar op het Hoofdlijnenakkoord van PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn grote vraagtekens op allerlei terreinen, van het buitenlandbeleid en defensie tot landbouw en sociale zekerheid.","Honderden paginas aan ambtelijk commentaar op het Hoofdlijnenakkoord van PVV, VVD, NSC en BBB zijn <extra_id_0> vraagtekens op allerlei terreinen, van het <extra_id_1> tot landbouw en sociale zekerheid.","['vrijgegeven. Er zijn grote', 'buitenlandbeleid en defensie']",7,20.0,1
"De herdenking van de landing van de geallieerden in Normandi roept vragen op over waar het Westen anno 2024 staat. De meest prangende is of westerse landen, twee jaar na de invasie in Oekrane, de wil en moed hebben om agressors te bestrijden.","De herdenking van de landing van de geallieerden in Normandi roept vragen op over waar het Westen anno 2024 staat. De <extra_id_0> of westerse landen, twee jaar na de invasie in <extra_id_1> en moed hebben <extra_id_2> bestrijden.","['meest prangende is', 'Oekrane, de wil', 'om agressors te']",9,20.0,1
Tijdens de eerste twee dagen van festival Best Kept Secret was het de New Yorkse St.,Tijdens de eerste twee dagen van festival Best Kept Secret was het <extra_id_0> St.,['de New Yorkse'],3,20.0,1
Vijf jaar na de stikstofuitspraak van de Raad van State is een oplossing van het probleem nog lang niet in zicht.,Vijf jaar na de stikstofuitspraak van de Raad van State is een <extra_id_0> nog lang niet in zicht.,['oplossing van het probleem'],4,20.0,1
Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch <extra_id_0> internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te <extra_id_1> meer laten lijden.,"['beperkten. Vermindering van de', 'steunen alleen maar']",7,20.0,1
"Een jong meisje werd door drie jongens meegenomen naar een huis en daar de hele nacht misbruikt. Maar het beeld van deze zaak, die eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.","Een jong meisje werd door drie jongens meegenomen naar een <extra_id_0> de hele <extra_id_1> beeld van deze zaak, die eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.","['huis en daar', 'nacht misbruikt. Maar het']",7,20.0,1
