Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"Hoe weet je of je bij de groep hoort die te veel betaalt voor een zorgverzekering? Meer dan de helft van de Nederlanders betaalt namelijk onnodig veel, blijkt uit onderzoek. Wat kun je hier tegen doen? Vijf veelgestelde vragen en antwoorden. ,,Veel mensen kiezen voor gemak en komen dan op een dure polis uit.",Hoe weet je of je bij de groep hoort die te veel betaalt voor een <extra_id_0> de helft van de Nederlanders betaalt namelijk <extra_id_1> uit <extra_id_2> je hier tegen doen? Vijf veelgestelde vragen en antwoorden. <extra_id_3> kiezen voor gemak en komen dan op een dure polis uit.,"['zorgverzekering? Meer dan', 'onnodig veel, blijkt', 'onderzoek. Wat kun', ',,Veel mensen']",11,20.0,1
"OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te hebben geput uit de film Her, waarvoor Johansson de stem van computersysteem Samantha insprak.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk <extra_id_0> stem van actrice Scarlett Johansson <extra_id_1> bedrijf lijkt iets te veel inspiratie te hebben <extra_id_2> film Her, waarvoor Johansson de stem van computersysteem Samantha insprak.","['aan de', 'doet denken. Het', 'geput uit de']",8,20.0,1
"De voorgenomen verhoging van de belasting toegevoegde waarde (btw) op cultuur, recreatie, boeken en periodieken maakt veel los bij de lezers. Vooral de hogere belasting op sportclubs en sportscholen roept veel vragen op. Economieredacteur Peet Vogels geeft antwoord.","De voorgenomen verhoging van de belasting toegevoegde waarde (btw) op cultuur, recreatie, boeken en periodieken maakt veel los bij de lezers. Vooral de hogere <extra_id_0> sportclubs <extra_id_1> veel vragen <extra_id_2> Vogels geeft antwoord.","['belasting op', 'en sportscholen roept', 'op. Economieredacteur Peet']",8,20.0,1
"Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de oorlog en de verdere wereld is dagelijkse realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een <extra_id_0> ons geldt: wij <extra_id_1> aan, de oorlog en de verdere wereld is dagelijkse realiteit.","['andere betekenis. Voor', 'ontkomen er niet']",6,20.0,1
"De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie van de markt van kunstmatige intelligentie (AI). Dat meldt de Amerikaanse krant The New York Times donderdag.","De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie <extra_id_0> kunstmatige intelligentie (AI). <extra_id_1> Amerikaanse krant The New York Times donderdag.","['van de markt van', 'Dat meldt de']",7,20.0,1
"De pro-Palestijnse demonstrant die bij een protest op de Amsterdamse Roeterseilandcampus op televisieschermen insloeg, heeft een gevangenisstraf van 2 maanden gekregen, waarvan 1 maand voorwaardelijk.","De pro-Palestijnse demonstrant die bij een protest op de Amsterdamse Roeterseilandcampus op televisieschermen insloeg, heeft een <extra_id_0> 2 maanden gekregen, waarvan <extra_id_1>","['gevangenisstraf van', '1 maand voorwaardelijk.']",5,20.0,1
"Wie wint Ronald Garros? Novak Djokovic, Jannik Sinner en Carlos Alcaraz zijn niet in vorm, om over Rafael Nadal maar te zwijgen. Mooie kans voor Daniil Medvedev, alleen houdt hij niet van gravel.","Wie wint Ronald Garros? Novak Djokovic, Jannik Sinner en Carlos Alcaraz zijn niet in <extra_id_0> Rafael Nadal maar te zwijgen. Mooie kans <extra_id_1> houdt hij niet van gravel.","['vorm, om over', 'voor Daniil Medvedev, alleen']",7,20.0,1
Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de Isralische bombardementen in Gaza nodig zijn om Hamas uit te schakelen.,Onder de Nederlandse <extra_id_0> steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat <extra_id_1> in Gaza nodig zijn om Hamas uit te schakelen.,"['bevolking is weinig', 'de Isralische bombardementen']",6,20.0,1
In duizenden boeken over drugshandelaar Janus van Wesenbeeck moeten fotos worden zwartgemaakt. De afgelopen jaren kwam Van Wesenbeeck onder de aandacht vanwege de Netflix-hitserie Undercover.,In duizenden boeken over drugshandelaar Janus van Wesenbeeck moeten fotos worden zwartgemaakt. De afgelopen jaren kwam Van Wesenbeeck onder <extra_id_0> de <extra_id_1>,"['de aandacht vanwege', 'Netflix-hitserie Undercover.']",5,20.0,1
Ook in het Caribische deel van het Nederlands Koninkrijk is GroenLinks-PvdA de grote winnaar geworden bij de Europese Parlementsverkiezingen.,Ook in het Caribische deel van het Nederlands Koninkrijk is <extra_id_0> geworden bij de Europese Parlementsverkiezingen.,['GroenLinks-PvdA de grote winnaar'],4,20.0,1
"De terugroepactie van bakfietsfabrikant Babboe verloopt uiterst moeizaam. Van de 22.000 onveilige bakfietsen zijn er slechts 6000 opgehaald, waarvan ruim de helft in ons land. Pas 500 gedupeerde eigenaren ontvingen een nieuw exemplaar. Nog tienduizenden inspecties aan mogelijk onveilige bakfietsen moeten worden uitgevoerd. Babboe erkent alle problemen.","<extra_id_0> bakfietsfabrikant Babboe verloopt uiterst moeizaam. Van de 22.000 onveilige bakfietsen zijn er slechts 6000 opgehaald, waarvan ruim de helft in ons land. Pas 500 gedupeerde eigenaren ontvingen een nieuw <extra_id_1> inspecties aan mogelijk onveilige bakfietsen moeten worden <extra_id_2> alle problemen.","['De terugroepactie van', 'exemplaar. Nog tienduizenden', 'uitgevoerd. Babboe erkent']",9,20.0,1
Niet eerder werden er in Nederland zo veel drugslabs ontmanteld als vorig jaar. Voor de Engelse drugsonderzoeker Steve Rolles is het opnieuw een aanwijzing dat het drugsbeleid radicaal op de schop moet.,Niet <extra_id_0> in Nederland zo veel drugslabs ontmanteld als vorig jaar. Voor de Engelse drugsonderzoeker Steve <extra_id_1> opnieuw een aanwijzing dat het drugsbeleid radicaal op de schop moet.,"['eerder werden er', 'Rolles is het']",6,20.0,1
Na uit de hand gelopen protesten werd de campus van de Universiteit van Amsterdam voor twee dagen ten dele gesloten. Nu lijkt de rust terug te keren.,Na uit <extra_id_0> gelopen <extra_id_1> campus van de Universiteit van Amsterdam voor twee dagen ten dele gesloten. Nu lijkt de rust terug te keren.,"['de hand', 'protesten werd de']",5,20.0,1
"Het COA, dat kampt met een structureel tekort aan opvangplekken, is zeer te spreken over de stap naar voren van Arnhem.","Het COA, dat <extra_id_0> tekort aan opvangplekken, is zeer te spreken over de stap naar voren van Arnhem.",['kampt met een structureel'],4,20.0,1
Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. <extra_id_0> midden in de piek van het <extra_id_1> dat goed nieuws voor hooikoortspatinten.,"['Aangezien we', 'hooikoortsseizoen zitten is']",5,20.0,1
"Fabrikanten halen geneesmiddelen van de Nederlandse markt, waardoor er steeds minder alternatieven beschikbaar zijn om de aanhoudende medicijntekorten op te lossen. Dat blijkt uit onderzoek van de NOS.","Fabrikanten halen geneesmiddelen van de Nederlandse markt, <extra_id_0> minder alternatieven beschikbaar <extra_id_1> aanhoudende medicijntekorten op te lossen. Dat blijkt uit onderzoek van de NOS.","['waardoor er steeds', 'zijn om de']",6,20.0,1
"Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen hebben bij verschillende mensen","Dubbele seksuele moraal is achterhaald, laat vrouwen ook <extra_id_0> verschillende mensen",['kinderen hebben bij'],3,20.0,1
"Kabosu, de Japanse Shiba Inu wier beeltenis de wereld overging als meme, is vrijdagochtend overleden. De hond was het symbool van de als grap bedoelde cryptomunt dogecoin, waarvan het totaal aantal munten in 2021 ruim 80 miljard euro waard was.","Kabosu, de Japanse Shiba Inu wier beeltenis de wereld overging als <extra_id_0> vrijdagochtend overleden. De hond was het symbool van de als grap bedoelde cryptomunt <extra_id_1> totaal <extra_id_2> 2021 ruim 80 miljard euro waard was.","['meme, is', 'dogecoin, waarvan het', 'aantal munten in']",8,20.0,1
Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K.,Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om <extra_id_0> K.,['de 29-jarige Dominique'],3,20.0,1
Daan en het ongelijk van de rommelmarktheks Uren samen spelen is verruild voor me-time op eigen kamers. Daan Rot schrijft in weekendmagazine Mezza wekelijks over zijn persoonlijk leven,Daan en het ongelijk van de rommelmarktheks Uren samen spelen <extra_id_0> me-time op eigen <extra_id_1> schrijft in weekendmagazine Mezza wekelijks over zijn persoonlijk leven,"['is verruild voor', 'kamers. Daan Rot']",6,20.0,1
Het Eindhovense KMWE ziet als toeleverancier van het snelgroeiende ASML de orders binnenstromen. Al levert dat ook een probleem op: technisch personeel ligt niet voor het oprapen.,Het Eindhovense KMWE ziet als toeleverancier van het snelgroeiende ASML de orders binnenstromen. <extra_id_0> dat <extra_id_1> op: technisch personeel ligt niet voor het oprapen.,"['Al levert', 'ook een probleem']",5,20.0,1
Vijf jaar geleden trad de Europese Commissie onder leiding van Ursula von der Leyen aan. Het werd een periode van grote crises en onverwachte gebeurtenissen die een ferme reactie vereisten. Hoe deed de Commissie het?,Vijf jaar geleden trad de Europese Commissie onder leiding van Ursula von der Leyen aan. Het werd een periode van grote crises <extra_id_0> die een ferme reactie vereisten. Hoe <extra_id_1>,"['en onverwachte gebeurtenissen', 'deed de Commissie het?']",7,20.0,1
Cees Dekker | hoogleraar biofysica Hoe is het leven ontstaan? Synthetische cellen maken dat inzichtelijk. Als je zoiets zelf bouwt ga je begrijpen hoe het werkt.,Cees Dekker | hoogleraar biofysica <extra_id_0> het leven ontstaan? Synthetische cellen maken dat inzichtelijk. Als je zoiets zelf bouwt <extra_id_1> hoe het werkt.,"['Hoe is', 'ga je begrijpen']",5,20.0,1
"Een jong meisje werd door drie jongens meegenomen naar een huis en daar de hele nacht misbruikt. Maar het beeld van deze zaak, die eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.","Een jong meisje werd door drie jongens <extra_id_0> en daar de hele nacht misbruikt. <extra_id_1> van deze zaak, die eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.","['meegenomen naar een huis', 'Maar het beeld']",7,20.0,1
"Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n het onderhoud van dijken en gemalen in het grootste waterschap van Nederland, moet worden opgesplitst. Er komen aparte organisaties voor beide taken.","Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n het onderhoud van dijken en gemalen <extra_id_0> waterschap <extra_id_1> worden opgesplitst. Er komen aparte organisaties voor beide taken.","['in het grootste', 'van Nederland, moet']",6,20.0,1
"Nabestaanden van de slachtoffers van een massaschietpartij in een basisschool in de Amerikaanse staat Connecticut, in 2012, hebben vrijdag een vergoedingsvoorstel aanvaard van de failliete complotdenker Alex Jones. Hij bood aan zijn bezittingen te verkopen om hen in ieder geval gedeeltelijk te kunnen vergoeden voor zijn lasterlijke uitlatingen over het bloedbad.","Nabestaanden van <extra_id_0> massaschietpartij in een basisschool in de Amerikaanse staat Connecticut, in 2012, hebben vrijdag een vergoedingsvoorstel aanvaard van de failliete complotdenker <extra_id_1> bood aan zijn bezittingen te verkopen om hen in ieder geval gedeeltelijk te kunnen vergoeden <extra_id_2> uitlatingen over het bloedbad.","['de slachtoffers van een', 'Alex Jones. Hij', 'voor zijn lasterlijke']",10,20.0,1
"Nog nooit kregen zo weinig babys borstvoeding. Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad.","Nog nooit kregen <extra_id_0> Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad.",['zo weinig babys borstvoeding.'],4,20.0,1
Amsterdamse huisartsen leggen patinten die niet op hun afspraak komen opdagen sinds kort boetes op. Zo hopen ze het aantal no-shows terug te dringen. Ook restaurants en kappers kampen met een groeiend aantal klanten dat niet komt opdagen.,Amsterdamse huisartsen leggen patinten die niet op <extra_id_0> komen opdagen sinds kort boetes op. Zo hopen ze het aantal no-shows terug <extra_id_1> restaurants en kappers kampen met een groeiend aantal klanten dat <extra_id_2>,"['hun afspraak', 'te dringen. Ook', 'niet komt opdagen.']",8,20.0,1
"Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021. De gewelddadigheden houden verband met een vete in de onderwereld, waarbij een bedrag van 130 miljoen euro zou zijn gestolen.",Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en <extra_id_0> houden verband met een vete in de <extra_id_1> bedrag van <extra_id_2> euro <extra_id_3>,"['2021. De gewelddadigheden', 'onderwereld, waarbij een', '130 miljoen', 'zou zijn gestolen.']",11,20.0,1
"Stormen, flinke regenval en overstromingen teisteren het zuidoosten van Oostenrijk. Auto's worden meegesleurd door het wassende water en tientallen mensen zijn gered uit levensgevaarlijke situaties, aldus de hulpdiensten. Stembureaus voor de Europese verkiezingen zijn verwoest of onbereikbaar. De autoriteiten hebben een burgerbeschermingsalarm afgekondigd, nu zondagmiddag meer noodweer wordt verwacht.","Stormen, flinke regenval en overstromingen teisteren het zuidoosten van Oostenrijk. Auto's worden meegesleurd door het wassende water en tientallen mensen zijn gered <extra_id_0> aldus de hulpdiensten. Stembureaus voor de Europese verkiezingen <extra_id_1> onbereikbaar. De autoriteiten hebben <extra_id_2> zondagmiddag meer noodweer wordt verwacht.","['uit levensgevaarlijke situaties,', 'zijn verwoest of', 'een burgerbeschermingsalarm afgekondigd, nu']",10,20.0,1
"China plant een golf aan nieuwe ruimtemissies naar planetoden. Voor de wetenschap en om grondstoffen te winnen. Maar hoe leg je daar aan? Met borende pootjes, lassos of toch weer een harpoen?","China plant <extra_id_0> nieuwe ruimtemissies naar planetoden. Voor de wetenschap en om grondstoffen te winnen. <extra_id_1> je daar aan? Met borende pootjes, lassos of toch weer een harpoen?","['een golf aan', 'Maar hoe leg']",6,20.0,1
"Restaurantketen La Place koppelt zich los van Jumbo, maar de supermarkt blijft vooralsnog wel verbonden als aandeelhouder. Ook producten van La Place blijven te koop in de supermarkt.","Restaurantketen La Place koppelt zich los van Jumbo, maar de supermarkt blijft vooralsnog wel verbonden als aandeelhouder. Ook producten <extra_id_0> blijven te <extra_id_1> supermarkt.","['van La Place', 'koop in de']",6,20.0,1
Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,Na <extra_id_0> maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de <extra_id_1> hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,"['een kletsnatte', 'piek van het']",5,20.0,1
Inbrekers hebben afgelopen nacht voor ongeveer een half miljoen euro aan juwelen buitgemaakt bij de luxe juwelier Bulgari in Rome.,Inbrekers hebben afgelopen nacht voor ongeveer een half miljoen euro aan juwelen <extra_id_0> juwelier Bulgari in Rome.,['buitgemaakt bij de luxe'],4,20.0,1
"Vattenfall verwacht de komende jaren veel minder mensen op het warmtenet aan te sluiten dan aanvankelijk het plan was. Het energiebedrijf heeft zijn doelstelling gehalveerd tot tussen de 6000 en 7000 nieuwe aansluitingen per jaar, uit onzekerheid over de markt en het beleid van de overheid.","Vattenfall verwacht de komende jaren veel minder mensen op <extra_id_0> te sluiten dan aanvankelijk <extra_id_1> Het energiebedrijf heeft zijn doelstelling gehalveerd tot tussen de 6000 en 7000 nieuwe aansluitingen per jaar, uit <extra_id_2> markt en het beleid van de overheid.","['het warmtenet aan', 'het plan was.', 'onzekerheid over de']",9,20.0,1
De totale waarde van de export van Made in Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022.,De totale waarde van de export van Made in Holland-producten is vorig jaar <extra_id_0> gedaald ten opzichte van 2022.,['met ruim 5 procent'],4,20.0,1
Amsterdamse huisartsen leggen patinten die niet op hun afspraak komen opdagen sinds kort boetes op. Zo hopen ze het aantal no-shows terug te dringen. Ook restaurants en kappers kampen met een groeiend aantal klanten dat niet komt opdagen.,<extra_id_0> leggen patinten die niet op hun afspraak komen opdagen sinds kort boetes op. Zo hopen ze het aantal no-shows terug <extra_id_1> restaurants en kappers kampen met <extra_id_2> klanten dat niet komt opdagen.,"['Amsterdamse huisartsen', 'te dringen. Ook', 'een groeiend aantal']",8,20.0,1
"De Haagse buurttuin van Janneke Vreugdenhil is een democratie: iedereen heeft een zegje, iedereen een taak. En vervolgens loopt alles altijd anders.","De Haagse buurttuin van Janneke Vreugdenhil is een <extra_id_0> zegje, iedereen een taak. En vervolgens loopt alles altijd anders.",['democratie: iedereen heeft een'],4,20.0,1
Vijf jaar na de stikstofuitspraak van de Raad van State is een oplossing van het probleem nog lang niet in zicht.,<extra_id_0> stikstofuitspraak van de Raad van State is een oplossing van het probleem nog lang niet in zicht.,['Vijf jaar na de'],4,20.0,1
"Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start het RIVM een nieuw onderzoek.","Naar aanleiding van de grote hoeveelheid pfas in eieren rond <extra_id_0> in Dordrecht, start het RIVM een nieuw onderzoek.",['de fabriek van Chemours'],4,20.0,1
"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop.","Nederlanders douchen steeds meer, liefst twee keer per dag, met warm <extra_id_0> sop.",['water en veel'],3,20.0,1
"Huisfeestje, de samenwerking tussen Roxy Dekker en jongensgroep Bankzitters, is anderhalve dag na lancering al een hit op de streamingdiensten. Op Spotify kwam het nummer zelfs dicht bij een record.","Huisfeestje, de samenwerking tussen Roxy Dekker en jongensgroep Bankzitters, is anderhalve dag na lancering al een hit op de <extra_id_0> kwam het <extra_id_1> bij een record.","['streamingdiensten. Op Spotify', 'nummer zelfs dicht']",6,20.0,1
"Bijna een op de zeven Nederlandse patinten is aangewezen op gemporteerde medicijnen, omdat er in Nederland een tekort aan is. Experts maken zich ernstig zorgen, vooral om laatste redmiddelen.","Bijna een op de zeven Nederlandse <extra_id_0> op gemporteerde medicijnen, omdat er in <extra_id_1> aan is. Experts maken zich ernstig zorgen, vooral om laatste redmiddelen.","['patinten is aangewezen', 'Nederland een tekort']",6,20.0,1
"Tallon Griekspoor neemt het dinsdag in de eerste ronde van Roland Garros op tegen de Amerikaan MacKenzie McDonald. Niemand die de Nederlandse tennisser beter kent dan zijn coach Kristof Vliegen. Ze zijn heel, heel close, misschien af en toe zelfs iets te close.","Tallon Griekspoor neemt het dinsdag in de eerste ronde van Roland <extra_id_0> de Amerikaan MacKenzie McDonald. Niemand die de Nederlandse <extra_id_1> dan zijn coach Kristof <extra_id_2> heel, heel close, misschien af en toe zelfs iets te close.","['Garros op tegen', 'tennisser beter kent', 'Vliegen. Ze zijn']",9,20.0,1
"Alsof het leven er al niet erbarmelijk genoeg is, werd de Keniaanse sloppenwijk Mathare eind april getroffen door een zware overstroming. Honderden huisjes van golfplaat en sloophout verdwenen in de kolkende modderstroom, evenals twee van de tien scholen waar de kleine Amersfoortse stichting Mathare Girl Power al jaren hulp biedt.","Alsof het leven er al niet erbarmelijk genoeg is, werd de Keniaanse sloppenwijk Mathare eind april getroffen door een zware overstroming. Honderden huisjes van golfplaat en sloophout verdwenen <extra_id_0> evenals twee <extra_id_1> scholen waar <extra_id_2> stichting Mathare Girl Power al jaren hulp biedt.","['in de kolkende modderstroom,', 'van de tien', 'de kleine Amersfoortse']",10,20.0,1
"De helft van de gepakte online boeven die zich voor de rechter moeten verantwoorden, is niet ouder dan 25 jaar. Ze maakten zich onder meer schuldig aan bankfraude en online oplichting.","De helft van de gepakte online <extra_id_0> voor de rechter moeten verantwoorden, <extra_id_1> dan 25 jaar. Ze maakten zich onder meer schuldig aan bankfraude en online oplichting.","['boeven die zich', 'is niet ouder']",6,20.0,1
"Netbeheerder Tennet heeft met de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag. In Twente is te zien hoe klimaatdoelen botsen met de natuuropgave.","Netbeheerder Tennet heeft met de aanleg van een stroomkabel <extra_id_0> aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag. In <extra_id_1> zien hoe klimaatdoelen botsen met de natuuropgave.","['mogelijk onomkeerbare schade aangebracht', 'Twente is te']",7,20.0,1
"Vlak voor Karien van Gennip afzwaait als minister, kondigt ze een aantal maatregelen af die arbeidsmigranten beter moeten beschermen. De cowboys moeten zich netter gedragen.","Vlak voor Karien van Gennip afzwaait als minister, kondigt ze een aantal <extra_id_0> die arbeidsmigranten beter moeten beschermen. De <extra_id_1> netter gedragen.","['maatregelen af', 'cowboys moeten zich']",5,20.0,1
De Conservatieve Britse premier Sunak schreef twee weken geleden onverwachts verkiezingen uit. De campagnestrijd met Labour ging meteen volop van start. Maandag kwam Nigel Farage met een verrassing: hij doet alsnog mee.,De Conservatieve Britse premier Sunak schreef twee weken geleden onverwachts verkiezingen uit. De campagnestrijd met Labour ging meteen volop van start. Maandag kwam Nigel Farage <extra_id_0> hij <extra_id_1>,"['met een verrassing:', 'doet alsnog mee.']",6,20.0,1
"De nieuwe bestuursvoorzitter van de Universiteit van Amsterdam, Edith Hooge, staat bekend om haar inhoudelijke kennis. Een ingetogen academicus, die aantreedt in een tijd van pro-Palestijnse studentenprotesten. Is zij de daadkrachtige verbinder waarnaar de universiteit en studenten op zoek zijn?","De nieuwe bestuursvoorzitter van de Universiteit <extra_id_0> Hooge, <extra_id_1> haar <extra_id_2> Een ingetogen academicus, die aantreedt in een tijd van pro-Palestijnse studentenprotesten. Is zij de daadkrachtige verbinder waarnaar de universiteit en studenten op zoek zijn?","['van Amsterdam, Edith', 'staat bekend om', 'inhoudelijke kennis.']",8,20.0,1
