Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq12-0,small,De komende maanden onderzoeken journalisten Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te zetten naar een milieuvriendelijkere toekomst. Deze week:,De komende maanden onderzoeken journalisten Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te <extra_id_0> milieuvriendelijkere <extra_id_1>,De komende maanden onderzoeken journalisten Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te zetten om milieuvriendelijkere producten te bieden,"['zetten naar een', 'toekomst. Deze week:']","['zetten om', 'bieden']",6,25.0,8,"[0.5333333333333333, 0.9]",0.72
seq13-0,small,"getelde doden en vermisten op de Middellandse Zee was deze week, volgens het Missing Migrants Project (IOM):","getelde doden en vermisten op de Middellandse Zee was deze week, <extra_id_0> Project (IOM):","getelde doden en vermisten op de Middellandse Zee was deze week, IOM International Project (IOM):",['volgens het Missing Migrants'],['IOM International'],4,25.0,7,[0.8214285714285714],0.82
seq14-0,small,Ter gelegenheid van het verschijnen van het volledige vertaalde oeuvre van Sigmund Freud in Nederland herleest Hans Driessen,Ter gelegenheid <extra_id_0> het volledige vertaalde oeuvre van Sigmund Freud in Nederland herleest Hans Driessen,Ter gelegenheid van het volledige vertaalde oeuvre van Sigmund Freud in Nederland herleest Hans Driessen,['van het verschijnen van'],['van'],4,25.0,7,[0.8695652173913043],0.87
seq15-0,small,"de aflevering van Boeken FM, de literatuurpodcast van De Groene en uitgeverij Das Mag, bespreken Joost de Vries en Ellen Deckwitz onder leiding van Peter Buurman","de aflevering van Boeken FM, de literatuurpodcast van De Groene en <extra_id_0> bespreken Joost de <extra_id_1> Deckwitz onder leiding van Peter Buurman","de aflevering van Boeken FM, de literatuurpodcast van De Groene en het bespreken Joost de Jong en Deckwitz onder leiding van Peter Buurman","['uitgeverij Das Mag,', 'Vries en Ellen']","['het', 'Jong en']",6,25.0,7,"[0.9473684210526315, 0.7857142857142857]",0.87
seq16-0,small,"Voor de blog Terug naar Welkom reist journalist Margalith Kleijwegt terug naar het Zuid-Afrikaanse Welkom, een mijnstadje dat ze 27 jaar geleden voor het eerst bezocht samen met fotograaf Ad van Denderen. In deel","Voor de blog Terug naar Welkom reist journalist Margalith Kleijwegt terug naar het Zuid-Afrikaanse Welkom, een mijnstadje dat ze <extra_id_0> voor het eerst bezocht <extra_id_1> fotograaf <extra_id_2> In deel","Voor de blog Terug naar Welkom reist journalist Margalith Kleijwegt terug naar het Zuid-Afrikaanse Welkom, een mijnstadje dat ze inmiddels voor het eerst bezocht is. De fotograaf gaat In deel","['27 jaar geleden', 'samen met', 'Ad van Denderen.']","['inmiddels', 'is. De', 'gaat']",8,25.0,7,"[0.8666666666666667, 0.7777777777777778, 0.9375]",0.86
seq17-0,small,cultuurtips voor dit weekend (en de komende week)  De Groene Amsterdammer Kunst & Cultuur Aanbevolen,cultuurtips <extra_id_0> de komende week) De Groene Amsterdammer Kunst & Cultuur Aanbevolen,cultuurtips (voor de komende week) De Groene Amsterdammer Kunst & Cultuur Aanbevolen,['voor dit weekend (en'],['(voor'],4,25.0,6,[0.85],0.85
seq18-0,small,"zit vol problemen die niemand lijkt te kunnen oplossen. Wie niet goed begrijpt hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, chaotischer en moeilijker te besturen dan voorheen. In een serie interviews laat De Groene","<extra_id_0> niemand lijkt te kunnen oplossen. Wie niet goed begrijpt hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, chaotischer en moeilijker te besturen <extra_id_1> een serie <extra_id_2> Groene","niemand lijkt te kunnen oplossen. Wie niet goed begrijpt hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, chaotischer en moeilijker te besturen En een serie Groene","['zit vol problemen die', 'dan voorheen. In', 'interviews laat De']","['', 'En', '']",10,25.0,6,"[1.0, 0.9375, 1.0]",0.98
seq19-0,small,"In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar zowel alle landelijke politieke partijen als vele nieuwkomers aan deelnemen, bloggen Guido van Eijck en Saskia Naafs over de belangrijkste verkiezingsthemas in de Maasstad.","In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar zowel alle landelijke politieke partijen als vele nieuwkomers aan deelnemen, bloggen Guido van <extra_id_0> Naafs <extra_id_1> verkiezingsthemas in <extra_id_2>","In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar zowel alle landelijke politieke partijen als vele nieuwkomers aan deelnemen, bloggen Guido van der Naafs met verkiezingsthemas in de krant.","['Eijck en Saskia', 'over de belangrijkste', 'de Maasstad.']","['der', 'met', 'krant.']",8,25.0,6,"[0.9333333333333333, 0.9047619047619048, 0.75]",0.86
seq20-0,small,"virtuele rondleidingen door musea, spontane optredens op Instagram en een enkele all-time favourite van een van onze kunstcritici.","virtuele rondleidingen door musea, spontane optredens op Instagram en een <extra_id_0> een van onze kunstcritici.","virtuele rondleidingen door musea, spontane optredens op Instagram en een bezoek aan een van onze kunstcritici.",['enkele all-time favourite van'],['bezoek aan'],4,25.0,6,[0.8275862068965517],0.83
seq21-0,small,"Iedere maand selecteert de boekenredactie van De Groene, uit alle in de voorafgaande maand besproken boeken, d","Iedere maand selecteert de boekenredactie van De Groene, uit alle <extra_id_0> besproken boeken, d","Iedere maand selecteert de boekenredactie van De Groene, uit alle boeken besproken boeken, d",['in de voorafgaande maand'],['boeken'],4,25.0,6,[0.875],0.88
seq22-0,small,Marja Pruis leest altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,Marja Pruis leest altijd <extra_id_0> kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken <extra_id_1> week:,Marja Pruis leest altijd wat ik kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken van deze week:,"['meer dan ze', 'die ze leest. Deze']","['wat ik', 'van deze']",7,25.0,6,"[0.8181818181818182, 0.7777777777777778]",0.8
seq23-0,small,"- ZEER GEHEIM. MINISTERRAAD NR. 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie van Defensie, aangevangen s avonds om half acht. pag.",- ZEER GEHEIM. MINISTERRAAD NR. 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie <extra_id_0> s avonds <extra_id_1>,- ZEER GEHEIM. MINISTERRAAD NR. 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie van Defensie s avonds,"['van Defensie', 'aangevangen', 'om half acht. pag.']","['van Defensie', '']",7,25.0,6,"[0.0, 1.0]",0.5
