Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq12-0,large,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. <extra_id_0> voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. <extra_id_1> vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Deze maatregelen worden voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. Hier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 1,"['Dit heeft ook gevolgen', 'In ons dossier']","['Deze maatregelen worden', 'Hier']",7,11,"[0.782608695652174, 0.7857142857142857]",0.78
seq13-0,large,"Deze zomer staat in het teken van onze Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v  2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.","Deze zomer staat in het teken van onze Buitenkansjes! Speel <extra_id_0> voor nieuwe cadeaus. Van een Stella e-bike (t.w.v 2499,-) tot aan VVV <extra_id_1> Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.","Deze zomer staat in het teken van onze Buitenkansjes! Speel hier voor nieuwe cadeaus. Van een Stella e-bike (t.w.v 2499,-) tot aan VVV van Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.","['elke dag mee', 'cadeaukaarten', 'vouchers voor']","['hier', 'van']",6,11,"[0.9166666666666666, 0.8461538461538461]",0.88
seq14-0,large,. Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,. Meld je <extra_id_0> AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,. Meld je in het AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,['aan voor de'],['in het'],3,11,[0.8181818181818182],0.82
seq15-0,large,"Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, mooiste en opvallendste posts van BNers en celebritys.","Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, <extra_id_0> posts van <extra_id_1>","Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, snelle posts van Regiobytes.","['mooiste en opvallendste', 'BNers en celebritys.']","['snelle', 'Regiobytes.']",6,11,"[0.782608695652174, 0.75]",0.77
seq16-0,large,.  Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand <extra_id_0> Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand Deze keer kwamen ze,['tegen het lijf.'],[''],3,11,[1.0],1.0
seq17-0,large,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om <extra_id_0> bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een <extra_id_1> werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om zeker te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een zeer zeer zeer werk. Deel 1,"['het coronavirus te', 'inkijkje in zijn']","['zeker te', 'zeer zeer zeer']",6,11,"[0.7222222222222222, 0.8125]",0.77
seq18-0,large,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden <extra_id_0> worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden Hier worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren.",['nieuwsfotos. In deze rubriek'],['Hier'],5,10,[0.8928571428571429],0.89
seq19-0,large,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze duels in een apart liveblog te volgen. Hier brengen we je op de hoogte van al het overige WK-nieuws.,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze duels in een apart <extra_id_0> Hier brengen <extra_id_1> de hoogte van al het overige WK-nieuws.,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze duels in een apart ement. Hier brengen deze duels de hoogte van al het overige WK-nieuws.,"['liveblog te volgen.', 'we je op']","['ement.', 'deze duels']",6,10,"[0.8421052631578947, 0.8]",0.82
seq20-0,large,. We houden je op de hoogte in ons liveblog. De gebeurtenissen van de afgelopen dagen lees je hier terug.,. We houden je op de hoogte <extra_id_0> De gebeurtenissen van de afgelopen dagen lees je hier terug.,. We houden je op de hoogte van de afgelopen dagen. De gebeurtenissen van de afgelopen dagen lees je hier terug.,['in ons liveblog.'],['van de afgelopen dagen.'],3,10,[0.7391304347826086],0.74
seq21-0,large,In de rubriek En nu ik! worden bekenden en onbekenden uit het Groene Hart geportretteerd. Vandaag:,In de rubriek En nu ik! worden bekenden <extra_id_0> uit het Groene Hart geportretteerd. Vandaag:,In de rubriek En nu ik! worden bekenden en uit het Groene Hart geportretteerd. Vandaag:,['en onbekenden'],['en'],2,10,[0.8461538461538461],0.85
seq22-0,large,Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken en delen op social media. Dit artikel wordt gedurende de dag vernieuwd.,<extra_id_0> over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken en delen op social media. Dit artikel wordt gedurende de dag vernieuwd.,en over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken en delen op social media. Dit artikel wordt gedurende de dag vernieuwd.,['Veel sporters berichten graag'],['en'],5,10,[0.9310344827586207],0.93
seq23-0,large,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende <extra_id_0> op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sportbytes op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,['sporters meemaken n delen'],['sportbytes'],4,10,[0.76],0.76
seq24-0,large,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,Hoe goed heb jij deze <extra_id_0> uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,Hoe goed heb jij deze aantal klanten uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,['week het nieuws'],['aantal klanten'],3,10,[0.9333333333333333],0.93
seq25-0,large,"<a href=""https://twitter.com/RWSverkeersinfo?ref_src=twsrc%5Etfw"">@RWSverkeersinfo</a> <a href=""https://t.co/","<a href=""https://twitter.com/RWSverkeersinfo?ref_src=twsrc%5Etfw"">@RWSverkeersinfo</a> <a href=""https://t.co/","<a href=""https://twitter.com/RWSverkeersinfo?ref_src=twsrc%5Etfw"">@RWSverkeersinfo</a> <a href=""https://t.co/",[''],[],1,10,[],
seq26-0,large,". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/",". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/",". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/",[''],[],1,10,[],
seq27-0,large,"in <a href=""https://twitter.com/hashtag/Amsterdam?src=hash&amp;ref_src=twsrc%5Etfw"">#Amsterdam</a>","in <a href=""https://twitter.com/hashtag/Amsterdam?src=hash&amp;ref_src=twsrc%5Etfw"">#Amsterdam</a>","in <a href=""https://twitter.com/hashtag/Amsterdam?src=hash&amp;ref_src=twsrc%5Etfw"">#Amsterdam</a>",[''],[],1,10,[],
seq28-0,large,"<a href=""https://twitter.com/hashtag/F1?src=hash&amp;ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/F1?src=hash&amp;ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/F1?src=hash&amp;ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/",[''],[],1,10,[],
seq29-0,large,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze <extra_id_0>,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze zijn gratis.,['keer kwamen ze'],['gratis.'],3,10,[0.8571428571428571],0.86
seq30-0,large,"<a href=""https://twitter.com/hashtag/dwdd?src=hash&amp;ref_src=twsrc%5Etfw"">#dwdd</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/dwdd?src=hash&amp;ref_src=twsrc%5Etfw"">#dwdd</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/dwdd?src=hash&amp;ref_src=twsrc%5Etfw"">#dwdd</a> <a href=""https://t",[''],[],1,10,[],
seq31-0,large,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de Oude Kerk zo scheef en wa,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de <extra_id_0> scheef en wa,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de eerste scheef en wa,['Oude Kerk zo'],['eerste'],3,9,[0.75],0.75
seq32-0,large,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks op een rijtje welke evenementen speciale aandacht verdienen.,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks op een rijtje welke evenementen <extra_id_0>,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks op een rijtje welke evenementen hebben.,['speciale aandacht verdienen.'],['hebben.'],5,9,[0.8214285714285714],0.82
seq33-0,large,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter <extra_id_0>,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter de titel.,['het nieuws. Vandaag:'],['titel.'],3,9,[0.85],0.85
seq34-0,large,"In deze serie zoeken we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze serie zoeken <extra_id_0> die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze serie zoeken de slechts een paar die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:",['we BNers op'],['de slechts een paar'],3,9,[0.6842105263157895],0.68
seq35-0,large,"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug. 18-05","Het voetbal ligt op Duitsland na in <extra_id_0> stil, maar ondanks de <extra_id_1> zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug. 18-05","Het voetbal ligt op Duitsland na in een zeer snelle stil, maar ondanks de voorbije zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug. 18-05","['alle grote competities nog', 'coronacrisis gaan de']","['een zeer snelle', 'voorbije']",7,9,"[0.8461538461538461, 0.75]",0.8
seq36-0,large,maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,maffia-kopstuk Omar <extra_id_0> ontsnappen. Die poging is mislukt. De politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,maffia-kopstuk Omar al-Sadr ontsnappen. Die poging is mislukt. De politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,['L. te laten'],['al-Sadr'],3,9,[0.9090909090909091],0.91
seq37-0,large,"Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:",Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je <extra_id_0> meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:,Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:,"['opvalt', 'wanneer je om']",['om'],5,9,[0.8333333333333334],0.83
seq38-0,large,"De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak.","De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag <extra_id_0> Rotterdamse rechtszaak.","De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag voor Rotterdamse rechtszaak.",['van een doodnormale'],['voor'],3,9,[0.7894736842105263],0.79
seq39-0,large,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is het nieuws van,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is <extra_id_0>,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is het!,['het nieuws van'],['het!'],3,9,[0.7857142857142857],0.79
seq40-0,large,Kamp Amersfoort was in de oorlog voor velen een helse plek. Wie waren zij en wat overkwam hen? In deel,Kamp Amersfoort was <extra_id_0> voor velen een helse plek. Wie waren zij en wat overkwam hen? In deel,Kamp Amersfoort was er voor velen een helse plek. Wie waren zij en wat overkwam hen? In deel,['in de oorlog'],['er'],3,9,[0.8333333333333334],0.83
seq41-0,large,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen voor een leuker leven.,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun <extra_id_0> een leuker leven.,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun spel een leuker leven.,['lessen voor'],['spel'],2,9,[0.8181818181818182],0.82
seq42-0,large,over de voortgang van de coronacrisis. Het kabinet krijgt ruime steun van de bevolking voor de aanpak van het virus.,over de voortgang van de coronacrisis. Het kabinet <extra_id_0> van de bevolking voor de aanpak van het virus.,over de voortgang van de coronacrisis. Het kabinet voordeelt van de bevolking voor de aanpak van het virus.,['krijgt ruime steun'],['voordeelt'],3,9,[0.8333333333333334],0.83
seq43-0,large,"Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie heeft zeventien verdachten aangehouden.","Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De <extra_id_0> aangehouden.","Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De ze werk was aangehouden.",['politie heeft zeventien verdachten'],['ze werk was'],4,9,[0.8529411764705882],0.85
seq44-0,large,In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek Van wieg <extra_id_0> we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek Van wieg t we het verhaal achter een familiebericht. Deze keer het levensverhaal van,['tot graf vertellen'],['t'],3,9,[0.9444444444444444],0.94
seq45-0,large,"maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bosch zal deze journalistieke keuzes op regelmatige basis toelichten op deze plek. Vandaag:",maakt elke dag vele <extra_id_0> site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bosch zal deze journalistieke keuzes op regelmatige basis toelichten op deze plek. Vandaag:,maakt elke dag vele keuzes om de site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bosch zal deze journalistieke keuzes op regelmatige basis toelichten op deze plek. Vandaag:,"['afwegingen om de krant,']",['keuzes om de'],5,9,[0.6521739130434783],0.65
seq46-0,large,"Hans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","Hans van der Beek <extra_id_0> verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","Hans van der Beek verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:",['doet elke dag'],[''],3,9,[1.0],1.0
seq47-0,large,De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden verschillende Duitse media.,De deelnemers <extra_id_0> in Berlijn zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden verschillende Duitse media.,De deelnemers van de eerste eerste in Berlijn zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden verschillende Duitse media.,['aan de internationale Libi-conferentie'],['van de eerste eerste'],4,9,[0.6052631578947368],0.61
seq48-0,large,Columnist Dennis Captein schrijft elke zaterdag een column over het leven in Alphen. Vandaag schrijft hij over,<extra_id_0> schrijft elke zaterdag een column over het leven in Alphen. Vandaag schrijft hij over,Hij schrijft elke zaterdag een column over het leven in Alphen. Vandaag schrijft hij over,['Columnist Dennis Captein'],['Hij'],3,9,[0.9583333333333334],0.96
seq49-0,large,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt <extra_id_0> Omdat acteur Joost Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt Omdat acteur Joost Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.",['met de jaren.'],[''],3,9,[1.0],1.0
seq50-0,large,De transferperiode in Europa is geopend en dus regent het nieuwtjes over spelers die hun contract verlengen of juist wisselen van club. Mis de komende maanden niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode in Europa is geopend en dus regent het nieuwtjes over spelers die hun contract verlengen of juist <extra_id_0> Mis <extra_id_1> niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode in Europa is geopend en dus regent het nieuwtjes over spelers die hun contract verlengen of juist geruchten. Mis het niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,"['wisselen van club.', 'de komende maanden']","['geruchten.', 'het']",6,9,"[0.8333333333333334, 0.9444444444444444]",0.89
seq51-0,large,Leo van der Velde schrijft wekelijks een brief aan kleindochter Rachel (7) waarin hij haar vertelt over het Den Haag van toen.,Leo van der Velde schrijft wekelijks een brief aan kleindochter Rachel (7) <extra_id_0> vertelt over het Den Haag van toen.,Leo van der Velde schrijft wekelijks een brief aan kleindochter Rachel (7) en vertelt over het Den Haag van toen.,['waarin hij haar'],['en'],3,9,[0.9333333333333333],0.93
seq52-0,large,"- Elk dorp kent ze: mensen die iets bijzonders doen voor de gemeenschap. In hun werk, hobby of als vrijwilliger. Deze week:","- Elk dorp kent ze: mensen die iets bijzonders doen voor de gemeenschap. In hun werk, <extra_id_0> vrijwilliger. Deze week:","- Elk dorp kent ze: mensen die iets bijzonders doen voor de gemeenschap. In hun werk, zijn ze vrijwilliger. Deze week:",['hobby of als'],['zijn ze'],3,9,[0.9166666666666666],0.92
