Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het het aanstaande kabinet wel heel lastig. Want als de nieuwe premier niet op de volgende Europese top van 27 juni verschijnt, staat hij al meteen 1-0 achter, schrijft politiek verslaggever Hans van Soest in dit commentaar.","En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het <extra_id_0> wel heel lastig. Want als de nieuwe premier <extra_id_1> volgende Europese top van <extra_id_2> staat hij al <extra_id_3> schrijft politiek <extra_id_4> Soest <extra_id_5>","['het aanstaande kabinet', 'niet op de', '27 juni verschijnt,', 'meteen 1-0 achter,', 'verslaggever Hans van', 'in dit commentaar.']",18,30.0,1
Zon 22.000 kinderen worden jaarlijks voor korte of langere periode opgevangen door pleegouders. Een uitgebreide screening moet ervoor zorgen dat ze geschikt zijn om deze zorg te dragen. Hoe kon het in Vlaardingen dan toch zo misgaan?,Zon 22.000 kinderen worden jaarlijks voor korte <extra_id_0> opgevangen door pleegouders. Een uitgebreide screening moet ervoor zorgen dat ze <extra_id_1> deze <extra_id_2> dragen. Hoe kon het in <extra_id_3> zo misgaan?,"['of langere periode', 'geschikt zijn om', 'zorg te', 'Vlaardingen dan toch']",11,30.0,1
"Garry Conille, nog geen twee weken geleden als tijdelijke premier van Hati aangesteld, is zaterdag in het ziekenhuis in Port-au-Prince opgenomen.","Garry Conille, nog geen twee weken geleden als tijdelijke premier <extra_id_0> is zaterdag <extra_id_1> in Port-au-Prince opgenomen.","['van Hati aangesteld,', 'in het ziekenhuis']",6,30.0,1
Inbrekers hebben afgelopen nacht voor ongeveer een half miljoen euro aan juwelen buitgemaakt bij de luxe juwelier Bulgari in Rome.,Inbrekers hebben afgelopen nacht voor ongeveer <extra_id_0> euro aan juwelen buitgemaakt bij <extra_id_1> Bulgari in Rome.,"['een half miljoen', 'de luxe juwelier']",6,30.0,1
De van televisie bekende Henritte Momma is eind vorige maand op 90-jarige leeftijd overleden. Miljoenen Nederlanders leerden haar de afgelopen jaren kennen als de liefdevolle en zorgzame moeder van de autistische kunstenaar Kees Momma.,De van televisie bekende Henritte Momma is eind <extra_id_0> 90-jarige leeftijd overleden. Miljoenen Nederlanders <extra_id_1> jaren kennen als de liefdevolle en zorgzame <extra_id_2> autistische kunstenaar Kees Momma.,"['vorige maand op', 'leerden haar de afgelopen', 'moeder van de']",10,30.0,1
"Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start het RIVM een nieuw onderzoek. Het rijksinstituut wil weten of nog meer eieren van hobbykippen schadelijke hoeveelheden van de chemische stoffen bevatten.","Naar aanleiding van de grote hoeveelheid <extra_id_0> rond <extra_id_1> Chemours in Dordrecht, start <extra_id_2> nieuw onderzoek. <extra_id_3> weten of nog meer eieren van hobbykippen schadelijke hoeveelheden van de chemische stoffen bevatten.","['pfas in eieren', 'de fabriek van', 'het RIVM een', 'Het rijksinstituut wil']",12,30.0,1
Voor deze rubriek sturen lezers fotos in van hun ouders. Deze keer stuurde Peter Boomsma (1960) een door F.C.D. Popken gemaakte foto in van zijn ouders Hennie Boomsma-Wieten (1932-1999) en Jelle Boomsma (1927-2010).,Voor deze <extra_id_0> fotos in van hun ouders. Deze keer stuurde Peter Boomsma (1960) een door F.C.D. Popken gemaakte foto <extra_id_1> ouders Hennie <extra_id_2> Boomsma (1927-2010).,"['rubriek sturen lezers', 'in van zijn', 'Boomsma-Wieten (1932-1999) en Jelle']",10,30.0,1
De Luxemburgse Vicky Krieps is een van de meest gewilde actrices van Europa. Ze is gespecialiseerd in personages die alleen hun blik hebben en zo mannen een spiegel voorhouden.,De Luxemburgse Vicky Krieps is <extra_id_0> meest gewilde actrices van Europa. Ze is gespecialiseerd in personages die alleen hun blik <extra_id_1> mannen <extra_id_2>,"['een van de', 'hebben en zo', 'een spiegel voorhouden.']",9,30.0,1
"Het Nederlandse poststelsel moet op de schop omdat PostNL wettelijke normen structureel niet haalt, volgens de minister.","Het Nederlandse poststelsel moet op <extra_id_0> PostNL <extra_id_1> structureel niet haalt, volgens de minister.","['de schop omdat', 'wettelijke normen']",5,30.0,1
Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,Is dit fascisme? Het is de vraag die <extra_id_0> opmerking over homeopathische <extra_id_1> fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd <extra_id_2> fascisme?,"['telkens terugkomt. Baudets', 'verdunning: is dit', 'tegen -lhbti-activisten: is dit']",10,30.0,1
"China plant een golf aan nieuwe ruimtemissies naar planetoden. Voor de wetenschap en om grondstoffen te winnen. Maar hoe leg je daar aan? Met borende pootjes, lassos of toch weer een harpoen?","China plant een golf aan nieuwe ruimtemissies <extra_id_0> de wetenschap en om <extra_id_1> Maar hoe leg <extra_id_2> borende pootjes, lassos of toch weer een harpoen?","['naar planetoden. Voor', 'grondstoffen te winnen.', 'je daar aan? Met']",10,30.0,1
Vier grote zonnepanelenbedrijven van Booking.com-miljonair Kees Koolen zijn failliet. Dat heeft grote gevolgen voor duizenden klanten. Hoe heeft dit kunnen gebeuren?,Vier grote <extra_id_0> Kees Koolen zijn failliet. Dat heeft grote gevolgen voor duizenden klanten. Hoe <extra_id_1> gebeuren?,"['zonnepanelenbedrijven van Booking.com-miljonair', 'heeft dit kunnen']",6,30.0,1
"Door het eindeloos lange premierschap van Mark Rutte zaten tekenaars jarenlang aan de politicus vast. Wat hebben zij over Rutte als tekenobject te zeggen, nu hij bijna vertrekt? Vooruitstekende kin, spleetoogjes: je zet hem relatief makkelijk neer.","Door <extra_id_0> premierschap van Mark Rutte zaten tekenaars jarenlang aan de politicus <extra_id_1> hebben zij over Rutte als tekenobject te zeggen, nu hij bijna vertrekt? Vooruitstekende <extra_id_2> zet hem <extra_id_3>","['het eindeloos lange', 'vast. Wat', 'kin, spleetoogjes: je', 'relatief makkelijk neer.']",11,30.0,1
"Voor zijn kinderboekje over klimaatverandering kreeg lector Kees Klomp de Over Hoop Prijs. Scholen knnen het niet weghouden bij kinderen, het onderwerp is overal.","Voor <extra_id_0> klimaatverandering kreeg lector Kees Klomp <extra_id_1> Scholen knnen het niet weghouden bij kinderen, het onderwerp is overal.","['zijn kinderboekje over', 'de Over Hoop Prijs.']",7,30.0,1
PSV heeft als verrassing vrijdag voor de ingang van het Philips Stadion een bronzen beeld onthuld om de jarenlange samenwerking met Guus Meeuwis passend af te sluiten. Volgende week begint de zanger aan zijn laatste reeks Groots-concerten.,PSV heeft als verrassing <extra_id_0> de ingang van het Philips Stadion een bronzen beeld <extra_id_1> jarenlange samenwerking met <extra_id_2> af <extra_id_3> week begint de zanger aan zijn laatste reeks Groots-concerten.,"['vrijdag voor', 'onthuld om de', 'Guus Meeuwis passend', 'te sluiten. Volgende']",11,30.0,1
In 2015 was het onmogelijk dat Barack Obama de hand van William Ruto zou schudden. Op zoek naar nieuwe partners in Afrika maken de Amerikanen de president van Kenia nu het hof.,In 2015 was het onmogelijk dat Barack Obama de hand van William Ruto <extra_id_0> zoek naar <extra_id_1> Afrika maken de <extra_id_2> Kenia nu het hof.,"['zou schudden. Op', 'nieuwe partners in', 'Amerikanen de president van']",10,30.0,1
Ilya Sutskever vertrekt bij OpenAI. De mede-oprichter was lange tijd het geweten van het AI-bedrijf. Vorig jaar stond hij lijnrecht tegenover topman Sam Altman. Sutskevers afscheid overschaduwt alle opwinding over de nieuwe superchatbot van OpenAI.,Ilya Sutskever vertrekt bij OpenAI. De mede-oprichter was lange tijd het geweten van <extra_id_0> jaar stond hij lijnrecht tegenover topman Sam <extra_id_1> overschaduwt alle opwinding over <extra_id_2> OpenAI.,"['het AI-bedrijf. Vorig', 'Altman. Sutskevers afscheid', 'de nieuwe superchatbot van']",10,30.0,1
"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een <extra_id_0> is een prachtig land./ <extra_id_1> trots op <extra_id_2> zo gaat het <extra_id_3> door, totdat er onverwacht een lange zin volgt.","['gedicht. Nederland', 'Een land om', 'te zijn. En', 'nog een beetje']",11,30.0,1
"Stoelen, banken, pallets, fietsen  de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.","Stoelen, banken, pallets, fietsen <extra_id_0> die zijn opgeworpen door de demonstranten <extra_id_1> in de Amsterdamse <extra_id_2> blijken weinig partij voor de ME.","['de barricades', 'die het universiteitsgebouw', 'binnenstad hebben bezet,']",8,30.0,1
"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur.","Was aan de lijn <extra_id_0> kunstwerk. De <extra_id_1> vaste volgorde, groot bij groot, soort bij soort, sok <extra_id_2> kleur bij kleur.","['is een levend', 'was heeft een', 'bij sok,']",8,30.0,1
In 2015 was het onmogelijk dat Barack Obama de hand van William Ruto zou schudden.,In 2015 was het onmogelijk dat <extra_id_0> van William Ruto zou schudden.,['Barack Obama de hand'],4,30.0,1
"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop. Volgens dermatologen is dat echt te veel voor onze huid.","Nederlanders douchen steeds meer, liefst twee keer per dag, met warm <extra_id_0> sop. Volgens <extra_id_1> echt te <extra_id_2> onze huid.","['water en veel', 'dermatologen is dat', 'veel voor']",8,30.0,1
"Nog nooit kregen zo weinig babys borstvoeding. Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad. Ik doe het meestal in de auto, de ramen zijn geblindeerd.","Nog nooit kregen zo weinig <extra_id_0> wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad. <extra_id_1> meestal <extra_id_2> de ramen zijn geblindeerd.","['babys borstvoeding. Er', 'Ik doe het', 'in de auto,']",9,30.0,1
"Zelden zo weinig gedubd over mijn stem als bij deze Europese verkiezingen; er moet een flink tegenwicht komen tegen Europees radicaal- en extreemrechts, en de fractie van de socialisten en democraten is daar, ook getalsmatig het best toe uitgerust.","Zelden zo weinig gedubd over mijn stem als <extra_id_0> verkiezingen; er moet een flink tegenwicht komen tegen <extra_id_1> extreemrechts, en de <extra_id_2> socialisten en democraten is <extra_id_3> het best toe uitgerust.","['bij deze Europese', 'Europees radicaal- en', 'fractie van de', 'daar, ook getalsmatig']",12,30.0,1
In Maastricht zijn drie studenten al zeven dagen in hongerstaking om het universiteitsbestuur te dwingen alle banden met Isral te verbreken. Hongerstaker Alex verloor al 6 kilo aan gewicht. We zagen geen andere oplossing.,In Maastricht zijn drie <extra_id_0> dagen in hongerstaking om het universiteitsbestuur te dwingen alle banden met <extra_id_1> Alex verloor al 6 kilo <extra_id_2> zagen geen andere oplossing.,"['studenten al zeven', 'Isral te verbreken. Hongerstaker', 'aan gewicht. We']",10,30.0,1
Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In en rond Seoul en in de grensstreek werden zondagochtend tientallen ballonnen gevonden.,Noord-Korea is weer begonnen met het versturen van ballonnen met afval <extra_id_0> en rond Seoul en <extra_id_1> grensstreek werden zondagochtend <extra_id_2>,"['naar Zuid-Korea. In', 'in de', 'tientallen ballonnen gevonden.']",8,30.0,1
"In de steden duiken cokelabs op in appartementen, garageboxen of zelfs boven een kinderdagverblijf. Midden in de dichtbevolkte wijken, zoals in Rotterdam waar een flat explodeerde.","In de steden duiken cokelabs op in appartementen, garageboxen of <extra_id_0> een kinderdagverblijf. Midden in de dichtbevolkte wijken, <extra_id_1> waar <extra_id_2>","['zelfs boven', 'zoals in Rotterdam', 'een flat explodeerde.']",8,30.0,1
Eerder deze maand kondigde French Gates aan dat ze de Bill & Melinda Gates Foundation (BMGF) ging verlaten.,Eerder deze maand kondigde French Gates aan dat <extra_id_0> Bill & Melinda <extra_id_1> ging verlaten.,"['ze de', 'Gates Foundation (BMGF)']",5,30.0,1
"Stoelen, banken, pallets, fietsen  de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.","Stoelen, banken, pallets, fietsen de barricades die zijn opgeworpen door de demonstranten die <extra_id_0> in de Amsterdamse <extra_id_1> blijken weinig partij <extra_id_2>","['het universiteitsgebouw', 'binnenstad hebben bezet,', 'voor de ME.']",8,30.0,1
"Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor het gros van de mensen in het verleden een utopie. Het zag er wellicht romantisch uit zon lieflijk huisje, maar er werd bittere armoede geleden.",Wonen in een comfortabel verwarmd huis <extra_id_0> een pannendak: dat was voor <extra_id_1> de mensen in het verleden een utopie. Het zag er wellicht romantisch uit zon lieflijk <extra_id_2> werd <extra_id_3>,"['van steen met', 'het gros van', 'huisje, maar er', 'bittere armoede geleden.']",12,30.0,1
"Griekenland stuurt asielzoekers die al aan land zijn terug de zee op en laat hen achter in rubberbootjes, hebben ngos en journalisten gedocumenteerd.",Griekenland stuurt asielzoekers die al aan land zijn <extra_id_0> en laat hen achter <extra_id_1> ngos en journalisten gedocumenteerd.,"['terug de zee op', 'in rubberbootjes, hebben']",7,30.0,1
De elfde editie van de Willem IV Rally was een groot succes. Dat meldt Arne Verwoert van de organisatie. Dit jaar is er ruim 11.500 euro opgehaald voor het Ronald McDonald Huis Sophia Rotterdam.,<extra_id_0> de Willem IV Rally was <extra_id_1> Dat meldt Arne Verwoert van de organisatie. Dit <extra_id_2> ruim 11.500 euro opgehaald voor het Ronald McDonald Huis Sophia Rotterdam.,"['De elfde editie van', 'een groot succes.', 'jaar is er']",10,30.0,1
Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken.,Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt <extra_id_0> drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft <extra_id_1> drugs <extra_id_2> gebruiken.,"['en daar hun eigen', 'het verbod om', 'op straat te']",10,30.0,1
Cees Dekker | hoogleraar biofysica Hoe is het leven ontstaan? Synthetische cellen maken dat inzichtelijk. Als je zoiets zelf bouwt ga je begrijpen hoe het werkt.,Cees Dekker | hoogleraar biofysica Hoe is het leven ontstaan? Synthetische <extra_id_0> inzichtelijk. <extra_id_1> zelf bouwt ga <extra_id_2> hoe het werkt.,"['cellen maken dat', 'Als je zoiets', 'je begrijpen']",8,30.0,1
De herdenking van de landing van de geallieerden in Normandi roept vragen op over waar het Westen anno 2024 staat.,De herdenking van <extra_id_0> de geallieerden in Normandi roept vragen op over waar het Westen <extra_id_1>,"['de landing van', 'anno 2024 staat.']",6,30.0,1
Politiek verslaggever Hans van Soest schrijft wekelijks over Haagse zaken die ons allemaal aangaan. In deze aflevering: Nog altijd is er geen regeling voor zware beroepen.,Politiek verslaggever Hans van <extra_id_0> over <extra_id_1> die ons allemaal aangaan. In deze aflevering: Nog altijd is er geen regeling <extra_id_2>,"['Soest schrijft wekelijks', 'Haagse zaken', 'voor zware beroepen.']",8,30.0,1
Na eerdere problemen rond de vergunning mag de bouw van een boorplatform in de Noordzee worden hervat. Milieuorganisaties hadden een rechtszaak aangespannen om de bouw tegen te houden.,Na eerdere problemen rond de vergunning mag <extra_id_0> van een boorplatform in de Noordzee worden hervat. <extra_id_1> rechtszaak aangespannen <extra_id_2> tegen te houden.,"['de bouw', 'Milieuorganisaties hadden een', 'om de bouw']",8,30.0,1
Daan en het ongelijk van de rommelmarktheks Uren samen spelen is verruild voor me-time op eigen kamers. Daan Rot schrijft in weekendmagazine Mezza wekelijks over zijn persoonlijk leven,Daan en het ongelijk van <extra_id_0> Uren samen spelen is verruild voor me-time op eigen <extra_id_1> schrijft in weekendmagazine Mezza wekelijks <extra_id_2> leven,"['de rommelmarktheks', 'kamers. Daan Rot', 'over zijn persoonlijk']",8,30.0,1
Inwoners van het Friese Waadhoeke hebben tot maandochtend moeten wachten op de verkiezingsuitslag van de Europese verkiezingen. Die lag veilig opgeborgen in een kluis in het gemeentehuis waar in het weekend een tijdslot op zit.,Inwoners van het Friese Waadhoeke hebben tot maandochtend moeten wachten <extra_id_0> van de Europese verkiezingen. Die lag <extra_id_1> kluis <extra_id_2> waar in het weekend een tijdslot op zit.,"['op de verkiezingsuitslag', 'veilig opgeborgen in een', 'in het gemeentehuis']",10,30.0,1
Een beruchte hackersgroep stelt gevoelige informatie van in totaal 560 miljoen klanten van Ticketmaster te hebben gestolen. De groep eist omgerekend zon 460 duizend euro losgeld van het Amerikaanse kaartverkoopbedrijf.,Een beruchte <extra_id_0> informatie van in totaal 560 miljoen <extra_id_1> te hebben gestolen. De groep eist omgerekend zon 460 duizend euro <extra_id_2> Amerikaanse kaartverkoopbedrijf.,"['hackersgroep stelt gevoelige', 'klanten van Ticketmaster', 'losgeld van het']",9,30.0,1
"Honderden paginas aan ambtelijk commentaar op het Hoofdlijnenakkoord van PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn grote vraagtekens op allerlei terreinen, van het buitenlandbeleid en defensie tot landbouw en sociale zekerheid.","Honderden paginas aan ambtelijk commentaar op het Hoofdlijnenakkoord <extra_id_0> NSC en BBB zijn vrijgegeven. Er <extra_id_1> op allerlei terreinen, <extra_id_2> defensie tot landbouw en sociale zekerheid.","['van PVV, VVD,', 'zijn grote vraagtekens', 'van het buitenlandbeleid en']",10,30.0,1
"Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start het RIVM een nieuw onderzoek.",Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours <extra_id_0> RIVM <extra_id_1>,"['in Dordrecht, start het', 'een nieuw onderzoek.']",7,30.0,1
De gemeente Voorne aan Zee wil dat er over de huisvesting van arbeidsmigranten goede afspraken komen.,De gemeente Voorne aan Zee wil dat er over de <extra_id_0> goede <extra_id_1>,"['huisvesting van arbeidsmigranten', 'afspraken komen.']",5,30.0,1
Aan het veluweplein in Den Haag zijn zondagochtend drie personen aangehouden na een crash met een gesloten motor. De kruising was langere tijd afgesloten vanwege politieonderzoek.,Aan het veluweplein in Den Haag zijn zondagochtend drie personen aangehouden na een <extra_id_0> gesloten motor. De <extra_id_1> tijd <extra_id_2> politieonderzoek.,"['crash met een', 'kruising was langere', 'afgesloten vanwege']",8,30.0,1
"Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het Westen wat uit de gratie geraakt, maar is door de oorlog in Oekrane weer terug.",Door middel van <extra_id_0> zich groter maken dan ze <extra_id_1> was bij het Westen wat uit de gratie <extra_id_2> de oorlog in Oekrane weer terug.,"['misleiding kunnen legers', 'zijn. Het concept', 'geraakt, maar is door']",10,30.0,1
"Eerder deze maand kondigde French Gates aan dat ze de Bill & Melinda Gates Foundation (BMGF) ging verlaten. Ze zei al dat ze actief wilde blijven als filantroop, maar dat ze later zou aankondigen op welke manier.","Eerder deze <extra_id_0> Gates aan dat ze de Bill & Melinda Gates Foundation (BMGF) ging <extra_id_1> zei al dat ze actief wilde blijven als filantroop, <extra_id_2> later zou <extra_id_3> manier.","['maand kondigde French', 'verlaten. Ze', 'maar dat ze', 'aankondigen op welke']",11,30.0,1
Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken. Normale bezoekers van het park worden door de verslaafden geweerd bij het toilet.,Een groep hardnekkige verslaafden heeft het <extra_id_0> Utrechts <extra_id_1> daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs <extra_id_2> gebruiken. Normale bezoekers van <extra_id_3> worden door de verslaafden geweerd <extra_id_4>,"['toiletgebouw in een', 'park gekaapt en', 'op straat te', 'het park', 'bij het toilet.']",14,30.0,1
"Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het Westen wat uit de gratie geraakt, maar is door de oorlog in Oekrane weer terug.","Door middel van misleiding <extra_id_0> maken dan ze zijn. Het concept <extra_id_1> Westen wat uit de gratie geraakt, maar is door de <extra_id_2> weer terug.","['kunnen legers zich groter', 'was bij het', 'oorlog in Oekrane']",10,30.0,1
"Een nieuwbouwwoning die in een ochtendje op zijn plek wordt gezet. Met vloerverwarming, badkamer en al. n voor een scherpe prijs.",Een nieuwbouwwoning die in een ochtendje op zijn plek wordt <extra_id_0> badkamer en <extra_id_1> een scherpe prijs.,"['gezet. Met vloerverwarming,', 'al. n voor']",6,30.0,1
"Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen hebben bij verschillende mensen","Dubbele seksuele moraal is achterhaald, laat <extra_id_0> bij verschillende mensen",['vrouwen ook kinderen hebben'],4,30.0,1
"Bij het St. Antonius Ziekenhuis in Nieuwegein stortte een deel van een parkeergarage in. Het ongeval doet denken aan een soortgelijk incident in Eindhoven, zeven jaar geleden. Volgens experts schiet het toezicht in de bouwsector tekort: er is een vacum waar het op constructiecontroles aankomt.",Bij het <extra_id_0> in Nieuwegein stortte een deel van een parkeergarage in. Het ongeval doet denken aan een soortgelijk <extra_id_1> zeven jaar geleden. Volgens experts schiet het toezicht <extra_id_2> tekort: er <extra_id_3> vacum <extra_id_4> constructiecontroles aankomt.,"['St. Antonius Ziekenhuis', 'incident in Eindhoven,', 'in de bouwsector', 'is een', 'waar het op']",14,30.0,1
"Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n het onderhoud van dijken en gemalen in het grootste waterschap van Nederland, moet worden opgesplitst. Er komen aparte organisaties voor beide taken.","Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n <extra_id_0> dijken en <extra_id_1> grootste waterschap van Nederland, moet worden opgesplitst. Er komen aparte <extra_id_2> taken.","['het onderhoud van', 'gemalen in het', 'organisaties voor beide']",9,30.0,1
Op de laatste dag van de competitie heeft het door problemen geteisterde Vitesse goed nieuws te melden. Supporters hebben bijna 2 miljoen euro ingezameld met een crowdfundingsactie.,Op de laatste dag van de competitie heeft het door <extra_id_0> Vitesse goed nieuws te <extra_id_1> bijna 2 miljoen euro <extra_id_2> crowdfundingsactie.,"['problemen geteisterde', 'melden. Supporters hebben', 'ingezameld met een']",8,30.0,1
