Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
Drie docenten van de zeevaartschool op Terschelling verloren hun baan na onderzoek over grensoverschrijdend gedrag. Dat onderzoek bleek niet te deugen  maar de sociale verhoudingen op het eiland staan nu wel op scherp.,Drie docenten <extra_id_0> zeevaartschool op Terschelling verloren hun baan na onderzoek over grensoverschrijdend gedrag. Dat onderzoek bleek niet te deugen maar de sociale verhoudingen <extra_id_1> staan <extra_id_2> scherp.,"['van de', 'op het eiland', 'nu wel op']",8,25.0,1
"Netbeheerder Tennet heeft met de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag. In Twente is te zien hoe klimaatdoelen botsen met de natuuropgave.","Netbeheerder Tennet heeft met de aanleg <extra_id_0> mogelijk onomkeerbare schade aangebracht aan kwetsbare <extra_id_1> Twickel, concludeerde de provincie Overijssel donderdag. In Twente is <extra_id_2> klimaatdoelen botsen met de natuuropgave.","['van een stroomkabel', 'natuur op landgoed', 'te zien hoe']",9,25.0,1
"Omdat grote banken nauwelijks met elkaar hoeven concurreren om spaarders, ontvangen klanten te lage rentes, concludeert ACM. De toezichthouder stelt onder meer het opzetten van een onafhankelijke vergelijkingssite voor.","Omdat grote <extra_id_0> hoeven concurreren om spaarders, ontvangen klanten te lage rentes, concludeert ACM. De toezichthouder stelt onder meer het opzetten van een <extra_id_1>","['banken nauwelijks met elkaar', 'onafhankelijke vergelijkingssite voor.']",7,25.0,1
"Een kaalslag dreigt onder installateurs van zonnepanelen in Nederland. Niet alleen zijn de energieprijzen gezakt, ook de lucratieve salderingsregeling heeft haar langste tijd gehad.",Een <extra_id_0> installateurs van zonnepanelen in Nederland. Niet alleen zijn de <extra_id_1> de lucratieve salderingsregeling heeft haar langste tijd gehad.,"['kaalslag dreigt onder', 'energieprijzen gezakt, ook']",6,25.0,1
"In Wenen is een nieuw museum geopend dat gewijd is aan het Wiener Aktionismus, dat in de jaren zestig Oostenrijk opschudde met voorstellingen vol bloed en uitwerpselen. Had het beter vergeten kunnen worden?","In Wenen is een nieuw museum geopend dat gewijd is <extra_id_0> Aktionismus, dat in de jaren zestig Oostenrijk <extra_id_1> vol bloed en <extra_id_2> het beter vergeten kunnen worden?","['aan het Wiener', 'opschudde met voorstellingen', 'uitwerpselen. Had']",8,25.0,1
Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,Is dit fascisme? Het is de <extra_id_0> terugkomt. Baudets opmerking over homeopathische verdunning: is <extra_id_1> bestorming van het Capitool: is dit fascisme? Poetins strijd <extra_id_2> is dit fascisme?,"['vraag die telkens', 'dit fascisme? De', 'tegen -lhbti-activisten:']",8,25.0,1
"De discotheek is aan het verdwijnen in Itali. Van de ruim zevenduizend danspaleizen die eind jaren 90 in het land stonden, is nog maar de helft over. De rest is vervallen, verlaten of omgebouwd tot supermarkt of kantoor.","De discotheek is aan het verdwijnen in Itali. Van de ruim zevenduizend <extra_id_0> jaren 90 in het land stonden, is nog maar <extra_id_1> De rest is vervallen, verlaten of omgebouwd <extra_id_2>","['danspaleizen die eind', 'de helft over.', 'tot supermarkt of kantoor.']",10,25.0,1
"De totale waarde van de export van Made in Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor 19 miljard euro minder aan Nederlandse producten uitgevoerd dan een jaar eerder, meldt het Centraal Bureau voor de Statistiek (CBS).","De totale waarde van de export van Made in Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor <extra_id_0> minder aan <extra_id_1> uitgevoerd dan een jaar eerder, <extra_id_2> Bureau voor <extra_id_3>","['19 miljard euro', 'Nederlandse producten', 'meldt het Centraal', 'de Statistiek (CBS).']",11,25.0,1
"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer  een bullshitbaan?","Schrijven betaalt de hypotheek niet, daarom is Walter <extra_id_0> Salesforce Marketing Cloud Developer een bullshitbaan?",['van den Berg ook'],4,25.0,1
Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de <extra_id_0> beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die <extra_id_1> steunen <extra_id_2> laten lijden.,"['Taliban vrouwenrechten drastisch', 'we hopen te', 'alleen maar meer']",9,25.0,1
"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer  een bullshitbaan?","Schrijven betaalt de hypotheek niet, daarom is Walter van den <extra_id_0> Cloud Developer een bullshitbaan?",['Berg ook Salesforce Marketing'],4,25.0,1
"Het COA, dat kampt met een structureel tekort aan opvangplekken, is zeer te spreken over de stap naar voren van Arnhem.","Het COA, dat kampt met een structureel tekort aan <extra_id_0> te spreken over de stap naar voren <extra_id_1>","['opvangplekken, is zeer', 'van Arnhem.']",5,25.0,1
Het Openbaar Ministerie gaat de radicaal-rechtse complotdenker Raisa Blommestijn vervolgen voor groepsbelediging en smaad. Aanleiding zijn berichten op X waarin ze zwarte mannen uitmaakt voor negrode primaten en iemand onterecht beschuldigt van pedoseskualiteit.,<extra_id_0> gaat de radicaal-rechtse complotdenker Raisa Blommestijn vervolgen voor groepsbelediging en <extra_id_1> berichten op X waarin ze zwarte mannen uitmaakt voor <extra_id_2> en iemand onterecht beschuldigt van pedoseskualiteit.,"['Het Openbaar Ministerie', 'smaad. Aanleiding zijn', 'negrode primaten']",8,25.0,1
"Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021. De gewelddadigheden houden verband met een vete in de onderwereld, waarbij een bedrag van 130 miljoen euro zou zijn gestolen. De kroongetuigedeal is gesloten door het OM in Amsterdam.","Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige <extra_id_0> heeft openheid van zaken gegeven over moorden en geweldszaken in <extra_id_1> uit 2020 en 2021. De gewelddadigheden houden verband <extra_id_2> in de onderwereld, waarbij een bedrag van 130 miljoen euro <extra_id_3> kroongetuigedeal is <extra_id_4> OM in Amsterdam.","['Dominique K. Hij', 'Amsterdam en Rotterdam', 'met een vete', 'zou zijn gestolen. De', 'gesloten door het']",16,25.0,1
Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor het gros van de mensen in het verleden een utopie.,Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor <extra_id_0> de mensen <extra_id_1> een utopie.,"['het gros van', 'in het verleden']",6,25.0,1
Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de Isralische bombardementen in Gaza nodig zijn om Hamas uit te schakelen. Eenzelfde deel van de bevolking is voor militaire samenwerking met Isral.,Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde <extra_id_0> vindt dat de Isralische bombardementen in Gaza nodig zijn om Hamas uit te schakelen. Eenzelfde <extra_id_1> bevolking is <extra_id_2> Isral.,"['van de bevolking', 'deel van de', 'voor militaire samenwerking met']",10,25.0,1
"De Amsterdamse burgemeester Halsema wilde in gesprek met pro-Palestijnse demonstranten, die dat aangrepen als een nieuwe kans om te demonsteren. Halsema prees hun engagement: Het ontroert me dat de studenten zo betrokken zijn bij internationale politiek.","De Amsterdamse burgemeester Halsema wilde in gesprek met pro-Palestijnse demonstranten, die dat aangrepen als een <extra_id_0> te demonsteren. Halsema <extra_id_1> Het ontroert me dat de studenten zo betrokken zijn <extra_id_2>","['nieuwe kans om', 'prees hun engagement:', 'bij internationale politiek.']",9,25.0,1
De luchthaven mag volgend jaar toch meer vluchten uitvoeren dan de regering twee jaar geleden aankondigde. De geluidshinder van de luchthaven wil het kabinet nu bestrijden met extra operationele maatregelen.,De luchthaven mag volgend jaar toch meer vluchten uitvoeren dan de regering twee jaar <extra_id_0> geluidshinder van de luchthaven <extra_id_1> nu <extra_id_2> extra operationele maatregelen.,"['geleden aankondigde. De', 'wil het kabinet', 'bestrijden met']",8,25.0,1
De Chinese president Xi Jinping doet een nieuwe poging om minder afhankelijk te worden van de Verenigde Staten en zijn bondgenoten. De VS willen op hun beurt juist voorkomen dat China zelfstandiger wordt als het om chips gaat.,De Chinese president Xi Jinping doet een nieuwe poging om minder afhankelijk te worden van de Verenigde Staten en <extra_id_0> VS willen op hun <extra_id_1> China <extra_id_2> het om chips gaat.,"['zijn bondgenoten. De', 'beurt juist voorkomen dat', 'zelfstandiger wordt als']",10,25.0,1
"Op amper 3 minuten van de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken.","Op amper <extra_id_0> grens bij Enschede, <extra_id_1> Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken.","['3 minuten van de', 'in Gronau, runt']",7,25.0,1
"Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen hebben bij verschillende mensen","Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen <extra_id_0> mensen",['hebben bij verschillende'],3,25.0,1
De komende coalitie wil landbouwers steunen door brandstof goedkoper te maken. Tot 2013 betaalden ze ook al minder accijns.,De <extra_id_0> landbouwers steunen door brandstof goedkoper te <extra_id_1> 2013 betaalden ze ook al minder accijns.,"['komende coalitie wil', 'maken. Tot']",5,25.0,1
"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt. Politiek en bestuur hebben ondanks goede bedoelingen de afgelopen jaren steken laten vallen, door de zorgen van mensen niet altijd serieus te nemen.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een <extra_id_0> een prachtig land./ Een land om trots op te zijn. En zo gaat het nog <extra_id_1> totdat er onverwacht <extra_id_2> volgt. Politiek <extra_id_3> ondanks goede bedoelingen de afgelopen jaren steken laten vallen, door de zorgen van <extra_id_4> serieus te nemen.","['gedicht. Nederland is', 'een beetje door,', 'een lange zin', 'en bestuur hebben', 'mensen niet altijd']",15,25.0,1
"Nabestaanden van de slachtoffers van een massaschietpartij in een basisschool in de Amerikaanse staat Connecticut, in 2012, hebben vrijdag een vergoedingsvoorstel aanvaard van de failliete complotdenker Alex Jones.",Nabestaanden van de slachtoffers van een massaschietpartij in een basisschool in de Amerikaanse staat <extra_id_0> vrijdag <extra_id_1> van de failliete complotdenker Alex Jones.,"['Connecticut, in 2012, hebben', 'een vergoedingsvoorstel aanvaard']",7,25.0,1
"De prijs voor Hollandse garnalen is zo hoog opgelopen dat restaurants garnalencocktails en kroketten van de menukaart halen. Het is exemplarisch voor de situatie van de Nederlandse visserij. De sector maakte in 2023 een verlies van 3,1 miljoen euro, aldus onderzoekers van Universiteit Wageningen.","De prijs voor Hollandse garnalen is zo <extra_id_0> restaurants garnalencocktails en kroketten van de menukaart halen. Het is exemplarisch voor de situatie van de Nederlandse visserij. De sector <extra_id_1> een verlies van 3,1 miljoen <extra_id_2> onderzoekers <extra_id_3>","['hoog opgelopen dat', 'maakte in 2023', 'euro, aldus', 'van Universiteit Wageningen.']",11,25.0,1
Uitvoeringsinstanties zoals de Belastingdienst en het UWV moeten een rode kaart kunnen trekken als ze worden gedwongen beleid uit te voeren dat burgers in de knel brengt.,Uitvoeringsinstanties zoals de Belastingdienst en het UWV moeten een rode <extra_id_0> als ze worden gedwongen <extra_id_1> dat burgers in de knel brengt.,"['kaart kunnen trekken', 'beleid uit te voeren']",7,25.0,1
Het Nederlands elftal begint maandag aan een reis die idealiter zondag 14 juli eindigt met de EK finale in Berlijn.,Het Nederlands elftal begint maandag aan <extra_id_0> die idealiter <extra_id_1> eindigt met de EK finale in Berlijn.,"['een reis', 'zondag 14 juli']",5,25.0,1
"Garry Conille, nog geen twee weken geleden als tijdelijke premier van Hati aangesteld, is zaterdag in het ziekenhuis in Port-au-Prince opgenomen.","Garry Conille, nog <extra_id_0> weken geleden als tijdelijke premier van Hati aangesteld, is zaterdag <extra_id_1> in Port-au-Prince opgenomen.","['geen twee', 'in het ziekenhuis']",5,25.0,1
"Op amper 3 minuten van de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken. Twentse supermarkten balen, Duitse ondernemers profiteren. Ze halen winkelkarren vol shag.","Op amper <extra_id_0> de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken. Twentse <extra_id_1> ondernemers <extra_id_2> vol shag.","['3 minuten van', 'supermarkten balen, Duitse', 'profiteren. Ze halen winkelkarren']",10,25.0,1
Primoz Roglic heeft Critrium du Dauphin op zijn naam geschreven. De Sloveen van BORA-hansgrohe sloot de Franse rittenkoers af met een voorsprong van acht seconden ten opzichte van Matteo Jorgensen van Visma-Lease a Bike. Carlos Rodriguez won de laatste etappe.,Primoz Roglic heeft Critrium du Dauphin op zijn naam geschreven. De Sloveen van BORA-hansgrohe sloot de Franse rittenkoers af <extra_id_0> acht seconden ten opzichte van Matteo Jorgensen van <extra_id_1> Carlos Rodriguez won <extra_id_2>,"['met een voorsprong van', 'Visma-Lease a Bike.', 'de laatste etappe.']",10,25.0,1
"De eindexamens in het voortgezet onderwijs zijn op stoom. De komende weken doet de Volkskrant verslag. Debbie de Jong, deelnemer aan het reality programma B&B Vol Liefde, buigt zich over het examen Spaans voor vmbo gl/tl, de gemengde en theoretische leerweg.","De eindexamens in het voortgezet onderwijs zijn op <extra_id_0> weken doet de Volkskrant verslag. Debbie de Jong, deelnemer aan het reality <extra_id_1> Liefde, buigt zich over het examen Spaans voor <extra_id_2> en theoretische leerweg.","['stoom. De komende', 'programma B&B Vol', 'vmbo gl/tl, de gemengde']",10,25.0,1
"Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde bedragen bekend werden  gemiddeld ruim 120 duizend euro per gedupeerde.","Iedereen <extra_id_0> de methode-Laurentien voor de compensatie van toeslagenouders, totdat de <extra_id_1> werden gemiddeld ruim 120 duizend euro per gedupeerde.","['was enthousiast over', 'uitgekeerde bedragen bekend']",6,25.0,1
"De gemeente Zundert schitterde dinsdag bij de Raad van State door afwezigheid, terwijl rechter Jan van Breda heel wat vragen wilde stellen over het campingbeleid van de gemeente.","De gemeente Zundert schitterde dinsdag bij de <extra_id_0> door afwezigheid, terwijl rechter Jan van Breda heel wat vragen wilde stellen over <extra_id_1> gemeente.","['Raad van State', 'het campingbeleid van de']",7,25.0,1
Nigerianen tonen opvallend veel begrip voor de staking die het hele land in het donker heeft gezet.,Nigerianen tonen opvallend veel begrip voor de staking die het hele <extra_id_0> heeft gezet.,['land in het donker'],4,25.0,1
Deze donderdagmiddag neemt de Europese Centrale Bank 99 procent zeker een besluit waar de financile markten al maanden smachtend naar uitkijken: een renteverlaging. Maar loopt de ECB daarmee niet het gevaar dat de inflatie weer de lucht in schiet?,Deze donderdagmiddag neemt de Europese Centrale Bank 99 procent zeker een besluit waar de financile markten al maanden smachtend <extra_id_0> renteverlaging. Maar loopt de ECB <extra_id_1> gevaar <extra_id_2> de lucht in schiet?,"['naar uitkijken: een', 'daarmee niet het', 'dat de inflatie weer']",10,25.0,1
"Bente van de Wouw (29) leefde jaren als extravert, terwijl ze toch echt heel introvert is.",Bente van de Wouw (29) leefde jaren als <extra_id_0> echt heel introvert is.,"['extravert, terwijl ze toch']",4,25.0,1
Na eerdere problemen rond de vergunning mag de bouw van een boorplatform in de Noordzee worden hervat.,Na <extra_id_0> vergunning mag de bouw van een boorplatform in de Noordzee worden hervat.,['eerdere problemen rond de'],4,25.0,1
"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop. Volgens dermatologen is dat echt te veel voor onze huid.","Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop. Volgens dermatologen is <extra_id_0> veel <extra_id_1>","['dat echt te', 'voor onze huid.']",6,25.0,1
"Griekenland stuurt asielzoekers die al aan land zijn terug de zee op en laat hen achter in rubberbootjes, hebben ngos en journalisten gedocumenteerd.","Griekenland stuurt asielzoekers die al aan land zijn terug de zee op <extra_id_0> achter in rubberbootjes, hebben <extra_id_1> gedocumenteerd.","['en laat hen', 'ngos en journalisten']",6,25.0,1
"De Haagse buurttuin van Janneke Vreugdenhil is een democratie: iedereen heeft een zegje, iedereen een taak. En vervolgens loopt alles altijd anders.","De Haagse buurttuin van Janneke Vreugdenhil is een <extra_id_0> een zegje, iedereen een <extra_id_1> loopt alles altijd anders.","['democratie: iedereen heeft', 'taak. En vervolgens']",6,25.0,1
"Juichen, incasseren of beleefd applaudiseren: de aanhang van de verschillende partijen reageert op de exitpoll. Met n zetel meer was het feest compleet geweest.","Juichen, incasseren of beleefd <extra_id_0> van de verschillende partijen reageert op de exitpoll. Met n zetel meer <extra_id_1> compleet geweest.","['applaudiseren: de aanhang', 'was het feest']",6,25.0,1
Vijf jaar geleden trad de Europese Commissie onder leiding van Ursula von der Leyen aan. Het werd een periode van grote crises en onverwachte gebeurtenissen die een ferme reactie vereisten.,Vijf jaar geleden trad de Europese Commissie onder <extra_id_0> Ursula von <extra_id_1> Het werd een periode van grote crises en onverwachte gebeurtenissen die een <extra_id_2>,"['leiding van', 'der Leyen aan.', 'ferme reactie vereisten.']",8,25.0,1
De aankondiging van een kabinet met de PVV verdeelt de toch al gesegregeerde Vrijheidswijk in Leeuwarden nog verder.,De aankondiging van een kabinet <extra_id_0> de toch al gesegregeerde Vrijheidswijk in Leeuwarden nog verder.,['met de PVV verdeelt'],4,25.0,1
"Stoelen, banken, pallets, fietsen  de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.","Stoelen, banken, pallets, fietsen de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad <extra_id_0> weinig <extra_id_1>","['hebben bezet, blijken', 'partij voor de ME.']",7,25.0,1
"Opgegeten slablaadjes, hostas met grote gaten erin en jonggestorven stekjes. Voor de naaktslak is het een buitengewoon goed jaar. Op slakkenjacht met zussen Claudette en Mavis in hun Duivendrechtse volkstuin. Vorige week zaten we op vijfduizend slakken, nu op meer dan zesduizend.","Opgegeten slablaadjes, hostas met grote gaten erin en jonggestorven stekjes. Voor de naaktslak is het een buitengewoon <extra_id_0> met zussen Claudette en Mavis in hun Duivendrechtse volkstuin. <extra_id_1> we op <extra_id_2> op meer dan zesduizend.","['goed jaar. Op slakkenjacht', 'Vorige week zaten', 'vijfduizend slakken, nu']",10,25.0,1
Tallon Griekspoor neemt het dinsdag in de eerste ronde van Roland Garros op tegen de Amerikaan MacKenzie McDonald.,Tallon Griekspoor neemt het dinsdag in de eerste ronde van Roland Garros <extra_id_0> MacKenzie McDonald.,['op tegen de Amerikaan'],4,25.0,1
De luchthaven mag volgend jaar toch meer vluchten uitvoeren dan de regering twee jaar geleden aankondigde. De geluidshinder van de luchthaven wil het kabinet nu bestrijden met extra operationele maatregelen.,De luchthaven mag volgend jaar toch meer vluchten uitvoeren <extra_id_0> twee jaar geleden aankondigde. <extra_id_1> de luchthaven <extra_id_2> kabinet nu bestrijden met extra operationele maatregelen.,"['dan de regering', 'De geluidshinder van', 'wil het']",8,25.0,1
"De methode van prinses Laurentien om de aanvullende schade van toeslagenouders te compenseren, mag van het ministerie alleen doorgaan als haar stichting bereid is de door het kabinet gewenste aanpassingen door te voeren.","De methode <extra_id_0> om de aanvullende schade van toeslagenouders te compenseren, <extra_id_1> ministerie <extra_id_2> als haar stichting bereid is de door het kabinet gewenste aanpassingen door te voeren.","['van prinses Laurentien', 'mag van het', 'alleen doorgaan']",8,25.0,1
"De prijzen van woningen in Nederland zullen tot en met 2026 jaarlijks met 4 procent stijgen. Dat meldt De Nederlandsche Bank (DNB) bij de presentatie van de Voorjaarsramingen, de halfjaarlijkse voorspellingen voor de Nederlandse economie.",De prijzen van woningen in Nederland zullen tot en <extra_id_0> met 4 procent stijgen. Dat meldt De Nederlandsche Bank (DNB) <extra_id_1> van <extra_id_2> halfjaarlijkse voorspellingen voor de Nederlandse economie.,"['met 2026 jaarlijks', 'bij de presentatie', 'de Voorjaarsramingen, de']",9,25.0,1
"Honderden paginas aan ambtelijk commentaar op het Hoofdlijnenakkoord van PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn grote vraagtekens op allerlei terreinen, van het buitenlandbeleid en defensie tot landbouw en sociale zekerheid.","Honderden paginas aan ambtelijk commentaar op <extra_id_0> PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn grote <extra_id_1> allerlei terreinen, van het buitenlandbeleid <extra_id_2> landbouw en sociale zekerheid.","['het Hoofdlijnenakkoord van', 'vraagtekens op', 'en defensie tot']",8,25.0,1
"De herdenking van de landing van de geallieerden in Normandi roept vragen op over waar het Westen anno 2024 staat. De meest prangende is of westerse landen, twee jaar na de invasie in Oekrane, de wil en moed hebben om agressors te bestrijden.","De herdenking van <extra_id_0> de geallieerden in Normandi roept vragen op over waar het Westen anno 2024 staat. De meest prangende is of westerse landen, <extra_id_1> de invasie in Oekrane, de <extra_id_2> moed <extra_id_3> te bestrijden.","['de landing van', 'twee jaar na', 'wil en', 'hebben om agressors']",11,25.0,1
Tijdens de eerste twee dagen van festival Best Kept Secret was het de New Yorkse St.,Tijdens de eerste twee dagen <extra_id_0> Secret was het de New Yorkse St.,['van festival Best Kept'],4,25.0,1
Vijf jaar na de stikstofuitspraak van de Raad van State is een oplossing van het probleem nog lang niet in zicht.,Vijf jaar na de stikstofuitspraak van de Raad van State is een oplossing van het <extra_id_0> lang <extra_id_1>,"['probleem nog', 'niet in zicht.']",5,25.0,1
