Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"De voorgenomen verhoging van de belasting toegevoegde waarde (btw) op cultuur, recreatie, boeken en periodieken maakt veel los bij de lezers. Vooral de hogere belasting op sportclubs en sportscholen roept veel vragen op. Economieredacteur Peet Vogels geeft antwoord.","De voorgenomen verhoging van de <extra_id_0> op cultuur, recreatie, boeken en periodieken maakt veel los bij de <extra_id_1> hogere belasting op sportclubs en sportscholen roept veel vragen <extra_id_2> Vogels geeft antwoord.","['belasting toegevoegde waarde (btw)', 'lezers. Vooral de', 'op. Economieredacteur Peet']",10,25.0,1
"Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de oorlog en de verdere wereld is dagelijkse realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een <extra_id_0> ons geldt: wij ontkomen er niet <extra_id_1> en de verdere wereld is <extra_id_2>","['andere betekenis. Voor', 'aan, de oorlog', 'dagelijkse realiteit.']",8,25.0,1
"De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie van de markt van kunstmatige intelligentie (AI). Dat meldt de Amerikaanse krant The New York Times donderdag.","De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie van de markt van <extra_id_0> Dat meldt de <extra_id_1> New York <extra_id_2>","['kunstmatige intelligentie (AI).', 'Amerikaanse krant The', 'Times donderdag.']",8,25.0,1
"De pro-Palestijnse demonstrant die bij een protest op de Amsterdamse Roeterseilandcampus op televisieschermen insloeg, heeft een gevangenisstraf van 2 maanden gekregen, waarvan 1 maand voorwaardelijk.","De pro-Palestijnse demonstrant die bij een protest op de <extra_id_0> televisieschermen insloeg, heeft een gevangenisstraf <extra_id_1> gekregen, waarvan 1 maand voorwaardelijk.","['Amsterdamse Roeterseilandcampus op', 'van 2 maanden']",6,25.0,1
"Wie wint Ronald Garros? Novak Djokovic, Jannik Sinner en Carlos Alcaraz zijn niet in vorm, om over Rafael Nadal maar te zwijgen. Mooie kans voor Daniil Medvedev, alleen houdt hij niet van gravel.","Wie wint Ronald Garros? Novak Djokovic, Jannik Sinner <extra_id_0> zijn niet in vorm, om over Rafael Nadal maar te zwijgen. Mooie kans voor <extra_id_1> alleen houdt <extra_id_2> gravel.","['en Carlos Alcaraz', 'Daniil Medvedev,', 'hij niet van']",8,25.0,1
Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de Isralische bombardementen in Gaza nodig zijn om Hamas uit te schakelen.,Onder de Nederlandse bevolking is weinig steun <extra_id_0> oorlog in Gaza. Slechts <extra_id_1> bevolking vindt dat de Isralische bombardementen in Gaza nodig <extra_id_2> uit te schakelen.,"['voor Israls', 'eenvijfde van de', 'zijn om Hamas']",8,25.0,1
In duizenden boeken over drugshandelaar Janus van Wesenbeeck moeten fotos worden zwartgemaakt. De afgelopen jaren kwam Van Wesenbeeck onder de aandacht vanwege de Netflix-hitserie Undercover.,In <extra_id_0> drugshandelaar Janus van Wesenbeeck moeten fotos <extra_id_1> afgelopen jaren kwam Van Wesenbeeck onder de aandacht vanwege de Netflix-hitserie Undercover.,"['duizenden boeken over', 'worden zwartgemaakt. De']",6,25.0,1
Ook in het Caribische deel van het Nederlands Koninkrijk is GroenLinks-PvdA de grote winnaar geworden bij de Europese Parlementsverkiezingen.,Ook in <extra_id_0> van het Nederlands Koninkrijk is GroenLinks-PvdA de grote winnaar <extra_id_1> de Europese Parlementsverkiezingen.,"['het Caribische deel', 'geworden bij']",5,25.0,1
"De terugroepactie van bakfietsfabrikant Babboe verloopt uiterst moeizaam. Van de 22.000 onveilige bakfietsen zijn er slechts 6000 opgehaald, waarvan ruim de helft in ons land. Pas 500 gedupeerde eigenaren ontvingen een nieuw exemplaar. Nog tienduizenden inspecties aan mogelijk onveilige bakfietsen moeten worden uitgevoerd. Babboe erkent alle problemen.","De terugroepactie van bakfietsfabrikant Babboe verloopt uiterst moeizaam. Van de 22.000 onveilige <extra_id_0> slechts 6000 opgehaald, waarvan <extra_id_1> in ons land. <extra_id_2> eigenaren ontvingen een nieuw exemplaar. Nog <extra_id_3> mogelijk onveilige bakfietsen moeten worden uitgevoerd. Babboe erkent alle problemen.","['bakfietsen zijn er', 'ruim de helft', 'Pas 500 gedupeerde', 'tienduizenden inspecties aan']",12,25.0,1
Niet eerder werden er in Nederland zo veel drugslabs ontmanteld als vorig jaar. Voor de Engelse drugsonderzoeker Steve Rolles is het opnieuw een aanwijzing dat het drugsbeleid radicaal op de schop moet.,Niet eerder werden er in Nederland zo veel drugslabs ontmanteld als vorig jaar. Voor de Engelse drugsonderzoeker Steve <extra_id_0> opnieuw een aanwijzing dat <extra_id_1> op de <extra_id_2>,"['Rolles is het', 'het drugsbeleid radicaal', 'schop moet.']",8,25.0,1
Na uit de hand gelopen protesten werd de campus van de Universiteit van Amsterdam voor twee dagen ten dele gesloten. Nu lijkt de rust terug te keren.,Na uit de hand gelopen protesten werd de campus van de Universiteit van <extra_id_0> ten dele gesloten. Nu lijkt de rust <extra_id_1>,"['Amsterdam voor twee dagen', 'terug te keren.']",7,25.0,1
"Het COA, dat kampt met een structureel tekort aan opvangplekken, is zeer te spreken over de stap naar voren van Arnhem.","Het COA, dat kampt met een structureel tekort <extra_id_0> zeer <extra_id_1> over de stap naar voren van Arnhem.","['aan opvangplekken, is', 'te spreken']",5,25.0,1
Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek <extra_id_0> is <extra_id_1> voor hooikoortspatinten.,"['van het hooikoortsseizoen zitten', 'dat goed nieuws']",7,25.0,1
"Fabrikanten halen geneesmiddelen van de Nederlandse markt, waardoor er steeds minder alternatieven beschikbaar zijn om de aanhoudende medicijntekorten op te lossen. Dat blijkt uit onderzoek van de NOS.","Fabrikanten halen geneesmiddelen van de Nederlandse markt, waardoor er <extra_id_0> beschikbaar zijn om de aanhoudende medicijntekorten op te lossen. Dat blijkt uit <extra_id_1>","['steeds minder alternatieven', 'onderzoek van de NOS.']",7,25.0,1
"Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen hebben bij verschillende mensen",Dubbele seksuele moraal <extra_id_0> vrouwen ook kinderen hebben bij verschillende mensen,"['is achterhaald, laat']",3,25.0,1
"Kabosu, de Japanse Shiba Inu wier beeltenis de wereld overging als meme, is vrijdagochtend overleden. De hond was het symbool van de als grap bedoelde cryptomunt dogecoin, waarvan het totaal aantal munten in 2021 ruim 80 miljard euro waard was.","Kabosu, de Japanse Shiba Inu wier beeltenis de wereld <extra_id_0> is vrijdagochtend overleden. <extra_id_1> symbool van de als grap bedoelde cryptomunt dogecoin, <extra_id_2> aantal munten in 2021 ruim 80 miljard euro waard was.","['overging als meme,', 'De hond was het', 'waarvan het totaal']",10,25.0,1
Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K.,Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het <extra_id_0> Dominique K.,['gaat om de 29-jarige'],4,25.0,1
Daan en het ongelijk van de rommelmarktheks Uren samen spelen is verruild voor me-time op eigen kamers. Daan Rot schrijft in weekendmagazine Mezza wekelijks over zijn persoonlijk leven,Daan en het ongelijk van de rommelmarktheks Uren samen spelen is <extra_id_0> op eigen kamers. <extra_id_1> weekendmagazine Mezza wekelijks over zijn persoonlijk leven,"['verruild voor me-time', 'Daan Rot schrijft in']",7,25.0,1
Het Eindhovense KMWE ziet als toeleverancier van het snelgroeiende ASML de orders binnenstromen. Al levert dat ook een probleem op: technisch personeel ligt niet voor het oprapen.,Het Eindhovense KMWE ziet als toeleverancier van het snelgroeiende ASML de orders binnenstromen. <extra_id_0> ook een probleem op: technisch <extra_id_1> het oprapen.,"['Al levert dat', 'personeel ligt niet voor']",7,25.0,1
Vijf jaar geleden trad de Europese Commissie onder leiding van Ursula von der Leyen aan. Het werd een periode van grote crises en onverwachte gebeurtenissen die een ferme reactie vereisten. Hoe deed de Commissie het?,Vijf jaar geleden trad de Europese Commissie onder leiding van Ursula von der Leyen aan. Het werd een periode van grote crises en onverwachte <extra_id_0> ferme <extra_id_1> deed <extra_id_2>,"['gebeurtenissen die een', 'reactie vereisten. Hoe', 'de Commissie het?']",9,25.0,1
Cees Dekker | hoogleraar biofysica Hoe is het leven ontstaan? Synthetische cellen maken dat inzichtelijk. Als je zoiets zelf bouwt ga je begrijpen hoe het werkt.,Cees Dekker | hoogleraar biofysica Hoe is <extra_id_0> Synthetische cellen maken dat inzichtelijk. Als <extra_id_1> bouwt ga je begrijpen hoe het werkt.,"['het leven ontstaan?', 'je zoiets zelf']",6,25.0,1
"Een jong meisje werd door drie jongens meegenomen naar een huis en daar de hele nacht misbruikt. Maar het beeld van deze zaak, die eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.","<extra_id_0> werd door drie jongens meegenomen naar een huis en daar de <extra_id_1> Maar het beeld van <extra_id_2> eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.","['Een jong meisje', 'hele nacht misbruikt.', 'deze zaak, die']",9,25.0,1
"Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n het onderhoud van dijken en gemalen in het grootste waterschap van Nederland, moet worden opgesplitst. Er komen aparte organisaties voor beide taken.","Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n <extra_id_0> van dijken <extra_id_1> het grootste waterschap <extra_id_2> worden opgesplitst. Er komen aparte organisaties voor beide taken.","['het onderhoud', 'en gemalen in', 'van Nederland, moet']",8,25.0,1
"Nabestaanden van de slachtoffers van een massaschietpartij in een basisschool in de Amerikaanse staat Connecticut, in 2012, hebben vrijdag een vergoedingsvoorstel aanvaard van de failliete complotdenker Alex Jones. Hij bood aan zijn bezittingen te verkopen om hen in ieder geval gedeeltelijk te kunnen vergoeden voor zijn lasterlijke uitlatingen over het bloedbad.","Nabestaanden van de slachtoffers van een massaschietpartij in een <extra_id_0> Amerikaanse staat Connecticut, <extra_id_1> vrijdag een vergoedingsvoorstel aanvaard van <extra_id_2> Alex Jones. Hij bood aan zijn bezittingen te verkopen om hen in ieder geval <extra_id_3> voor zijn lasterlijke uitlatingen over het bloedbad.","['basisschool in de', 'in 2012, hebben', 'de failliete complotdenker', 'gedeeltelijk te kunnen vergoeden']",13,25.0,1
"Nog nooit kregen zo weinig babys borstvoeding. Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad.","Nog nooit kregen <extra_id_0> babys borstvoeding. Er wordt <extra_id_1> voor gegeven, zeggen jonge moeders in Lelystad.","['zo weinig', 'te weinig ruimte']",5,25.0,1
Amsterdamse huisartsen leggen patinten die niet op hun afspraak komen opdagen sinds kort boetes op. Zo hopen ze het aantal no-shows terug te dringen. Ook restaurants en kappers kampen met een groeiend aantal klanten dat niet komt opdagen.,Amsterdamse huisartsen leggen patinten die niet op hun afspraak komen opdagen sinds kort boetes op. Zo hopen ze het aantal no-shows <extra_id_0> restaurants en kappers <extra_id_1> groeiend aantal klanten <extra_id_2> opdagen.,"['terug te dringen. Ook', 'kampen met een', 'dat niet komt']",10,25.0,1
"Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021. De gewelddadigheden houden verband met een vete in de onderwereld, waarbij een bedrag van 130 miljoen euro zou zijn gestolen.",Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven <extra_id_0> in Amsterdam en Rotterdam uit 2020 en 2021. De gewelddadigheden houden <extra_id_1> vete in de <extra_id_2> bedrag van <extra_id_3> zou zijn gestolen.,"['over moorden en geweldszaken', 'verband met een', 'onderwereld, waarbij een', '130 miljoen euro']",13,25.0,1
"Stormen, flinke regenval en overstromingen teisteren het zuidoosten van Oostenrijk. Auto's worden meegesleurd door het wassende water en tientallen mensen zijn gered uit levensgevaarlijke situaties, aldus de hulpdiensten. Stembureaus voor de Europese verkiezingen zijn verwoest of onbereikbaar. De autoriteiten hebben een burgerbeschermingsalarm afgekondigd, nu zondagmiddag meer noodweer wordt verwacht.","Stormen, flinke regenval en overstromingen teisteren het zuidoosten van Oostenrijk. Auto's worden meegesleurd door het wassende water en tientallen mensen zijn gered uit levensgevaarlijke situaties, aldus de <extra_id_0> de Europese verkiezingen zijn verwoest of onbereikbaar. <extra_id_1> een burgerbeschermingsalarm <extra_id_2> meer <extra_id_3>","['hulpdiensten. Stembureaus voor', 'De autoriteiten hebben', 'afgekondigd, nu zondagmiddag', 'noodweer wordt verwacht.']",12,25.0,1
"China plant een golf aan nieuwe ruimtemissies naar planetoden. Voor de wetenschap en om grondstoffen te winnen. Maar hoe leg je daar aan? Met borende pootjes, lassos of toch weer een harpoen?","China plant een <extra_id_0> nieuwe ruimtemissies naar planetoden. Voor de wetenschap <extra_id_1> te winnen. Maar hoe leg je <extra_id_2> borende pootjes, lassos of toch weer een harpoen?","['golf aan', 'en om grondstoffen', 'daar aan? Met']",8,25.0,1
"Restaurantketen La Place koppelt zich los van Jumbo, maar de supermarkt blijft vooralsnog wel verbonden als aandeelhouder. Ook producten van La Place blijven te koop in de supermarkt.","Restaurantketen La Place koppelt zich los van Jumbo, maar <extra_id_0> wel verbonden als aandeelhouder. <extra_id_1> La Place blijven te koop in de supermarkt.","['de supermarkt blijft vooralsnog', 'Ook producten van']",7,25.0,1
Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige <extra_id_0> Aangezien we <extra_id_1> van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,"['en frisse week.', 'midden in de piek']",7,25.0,1
Inbrekers hebben afgelopen nacht voor ongeveer een half miljoen euro aan juwelen buitgemaakt bij de luxe juwelier Bulgari in Rome.,Inbrekers hebben afgelopen nacht voor ongeveer een <extra_id_0> aan juwelen <extra_id_1> de luxe juwelier Bulgari in Rome.,"['half miljoen euro', 'buitgemaakt bij']",5,25.0,1
"Vattenfall verwacht de komende jaren veel minder mensen op het warmtenet aan te sluiten dan aanvankelijk het plan was. Het energiebedrijf heeft zijn doelstelling gehalveerd tot tussen de 6000 en 7000 nieuwe aansluitingen per jaar, uit onzekerheid over de markt en het beleid van de overheid.",Vattenfall verwacht de komende jaren veel minder mensen op het warmtenet aan te sluiten dan aanvankelijk het plan was. Het energiebedrijf heeft zijn doelstelling gehalveerd tot tussen <extra_id_0> 7000 nieuwe aansluitingen per <extra_id_1> over <extra_id_2> het <extra_id_3> overheid.,"['de 6000 en', 'jaar, uit onzekerheid', 'de markt en', 'beleid van de']",12,25.0,1
De totale waarde van de export van Made in Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022.,De totale waarde van de export van Made in <extra_id_0> jaar met ruim <extra_id_1> ten opzichte van 2022.,"['Holland-producten is vorig', '5 procent gedaald']",6,25.0,1
Amsterdamse huisartsen leggen patinten die niet op hun afspraak komen opdagen sinds kort boetes op. Zo hopen ze het aantal no-shows terug te dringen. Ook restaurants en kappers kampen met een groeiend aantal klanten dat niet komt opdagen.,Amsterdamse huisartsen leggen <extra_id_0> op hun afspraak komen opdagen sinds kort boetes op. Zo hopen ze het aantal no-shows terug te dringen. Ook restaurants en <extra_id_1> groeiend aantal klanten dat <extra_id_2>,"['patinten die niet', 'kappers kampen met een', 'niet komt opdagen.']",10,25.0,1
"De Haagse buurttuin van Janneke Vreugdenhil is een democratie: iedereen heeft een zegje, iedereen een taak. En vervolgens loopt alles altijd anders.","De Haagse buurttuin van Janneke Vreugdenhil is <extra_id_0> heeft een zegje, iedereen een taak. <extra_id_1> alles altijd anders.","['een democratie: iedereen', 'En vervolgens loopt']",6,25.0,1
Vijf jaar na de stikstofuitspraak van de Raad van State is een oplossing van het probleem nog lang niet in zicht.,Vijf jaar na de stikstofuitspraak van <extra_id_0> State is een oplossing van het probleem nog lang <extra_id_1> zicht.,"['de Raad van', 'niet in']",5,25.0,1
"Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start het RIVM een nieuw onderzoek.",Naar aanleiding van de grote hoeveelheid pfas in <extra_id_0> fabriek van <extra_id_1> start het RIVM een nieuw onderzoek.,"['eieren rond de', 'Chemours in Dordrecht,']",6,25.0,1
"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop.","Nederlanders douchen steeds meer, liefst twee keer per dag, <extra_id_0> veel sop.",['met warm water en'],4,25.0,1
"Huisfeestje, de samenwerking tussen Roxy Dekker en jongensgroep Bankzitters, is anderhalve dag na lancering al een hit op de streamingdiensten. Op Spotify kwam het nummer zelfs dicht bij een record.","<extra_id_0> tussen Roxy Dekker en jongensgroep Bankzitters, is anderhalve <extra_id_1> lancering al een <extra_id_2> streamingdiensten. Op Spotify kwam het nummer zelfs dicht bij een record.","['Huisfeestje, de samenwerking', 'dag na', 'hit op de']",8,25.0,1
"Bijna een op de zeven Nederlandse patinten is aangewezen op gemporteerde medicijnen, omdat er in Nederland een tekort aan is. Experts maken zich ernstig zorgen, vooral om laatste redmiddelen.","Bijna een op de zeven Nederlandse patinten is aangewezen op gemporteerde medicijnen, omdat er in Nederland <extra_id_0> Experts maken zich ernstig <extra_id_1> laatste redmiddelen.","['een tekort aan is.', 'zorgen, vooral om']",7,25.0,1
"Tallon Griekspoor neemt het dinsdag in de eerste ronde van Roland Garros op tegen de Amerikaan MacKenzie McDonald. Niemand die de Nederlandse tennisser beter kent dan zijn coach Kristof Vliegen. Ze zijn heel, heel close, misschien af en toe zelfs iets te close.","Tallon Griekspoor neemt het <extra_id_0> eerste ronde van Roland Garros op tegen de <extra_id_1> Niemand die de Nederlandse tennisser beter kent dan zijn coach Kristof Vliegen. Ze zijn heel, heel close, <extra_id_2> toe <extra_id_3> te close.","['dinsdag in de', 'Amerikaan MacKenzie McDonald.', 'misschien af en', 'zelfs iets']",11,25.0,1
"Alsof het leven er al niet erbarmelijk genoeg is, werd de Keniaanse sloppenwijk Mathare eind april getroffen door een zware overstroming. Honderden huisjes van golfplaat en sloophout verdwenen in de kolkende modderstroom, evenals twee van de tien scholen waar de kleine Amersfoortse stichting Mathare Girl Power al jaren hulp biedt.",Alsof het leven er al niet erbarmelijk <extra_id_0> de Keniaanse sloppenwijk Mathare eind april getroffen door een zware overstroming. Honderden huisjes van <extra_id_1> verdwenen in de <extra_id_2> twee van de tien scholen waar de kleine Amersfoortse stichting Mathare Girl Power <extra_id_3> biedt.,"['genoeg is, werd', 'golfplaat en sloophout', 'kolkende modderstroom, evenals', 'al jaren hulp']",12,25.0,1
"De helft van de gepakte online boeven die zich voor de rechter moeten verantwoorden, is niet ouder dan 25 jaar. Ze maakten zich onder meer schuldig aan bankfraude en online oplichting.","De helft van de gepakte online boeven die zich <extra_id_0> moeten verantwoorden, is <extra_id_1> dan 25 jaar. Ze maakten zich <extra_id_2> aan bankfraude en online oplichting.","['voor de rechter', 'niet ouder', 'onder meer schuldig']",8,25.0,1
"Netbeheerder Tennet heeft met de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag. In Twente is te zien hoe klimaatdoelen botsen met de natuuropgave.",<extra_id_0> met de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op <extra_id_1> de provincie Overijssel donderdag. In Twente is te <extra_id_2> botsen met de natuuropgave.,"['Netbeheerder Tennet heeft', 'landgoed Twickel, concludeerde', 'zien hoe klimaatdoelen']",9,25.0,1
"Vlak voor Karien van Gennip afzwaait als minister, kondigt ze een aantal maatregelen af die arbeidsmigranten beter moeten beschermen. De cowboys moeten zich netter gedragen.","Vlak voor Karien van <extra_id_0> minister, kondigt ze een aantal maatregelen af <extra_id_1> moeten beschermen. De cowboys moeten zich netter gedragen.","['Gennip afzwaait als', 'die arbeidsmigranten beter']",6,25.0,1
De Conservatieve Britse premier Sunak schreef twee weken geleden onverwachts verkiezingen uit. De campagnestrijd met Labour ging meteen volop van start. Maandag kwam Nigel Farage met een verrassing: hij doet alsnog mee.,De Conservatieve Britse premier Sunak schreef twee weken geleden onverwachts verkiezingen uit. De campagnestrijd met Labour ging meteen volop van start. <extra_id_0> Farage met <extra_id_1> hij <extra_id_2>,"['Maandag kwam Nigel', 'een verrassing:', 'doet alsnog mee.']",8,25.0,1
