Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste uitdaging van de literatuur.  Maar dat het raadsel van het kwaad wordt opgelost, daarvoor hoeft niemand bang te zijn, stelt Arnold Heumakers vast na lezing van sthetik des Bsen","In iedereen schuilt een Lucifer Misschien <extra_id_0> van de banaliteit van het kwaad wel de grootste <extra_id_1> literatuur. Maar dat het raadsel <extra_id_2> wordt opgelost, daarvoor <extra_id_3> bang te zijn, stelt Arnold Heumakers <extra_id_4> van sthetik des Bsen","['is de verbeelding', 'uitdaging van de', 'van het kwaad', 'hoeft niemand', 'vast na lezing']",14,30.0,1
`Laat eigen net voor publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden.  Omroepen hebben dan geen eigen net meer,`Laat eigen net voor publieke omroepen los' <extra_id_0> omroepen moeten voortaan op alle drie de <extra_id_1> uitgezonden. Omroepen hebben dan <extra_id_2> net meer,"[""Programma's van publieke"", 'netten kunnen worden', 'geen eigen']",8,30.0,1
In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het fictieve dorpje Greendale.  De muziek heeft hij nu van film voorzien,In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het <extra_id_0> De <extra_id_1> nu <extra_id_2> voorzien,"['fictieve dorpje Greendale.', 'muziek heeft hij', 'van film']",8,30.0,1
"Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen euro betalen aan zijn zakelijke aartsrivaal Carlo De Benedetti.  De rechtbank in Milaan bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft omgekocht, om zich Mondadori toe te eigenen, de grootste uitgeverij Itali",Berlusconi moet <extra_id_0> Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen euro betalen aan zijn zakelijke aartsrivaal Carlo De Benedetti. De <extra_id_1> bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft <extra_id_2> Mondadori <extra_id_3> de <extra_id_4>,"['aartsrivaal betalen De', 'rechtbank in Milaan', 'omgekocht, om zich', 'toe te eigenen,', 'grootste uitgeverij Itali']",15,30.0,1
"Een meerderheid van de burgers in de wereld heeft geen vertrouwen in politieke leiders.  Dit blijkt uit de Gallup-enqute `De stem van het volk', die is uitgevoerd in opdracht van het Wereld Economisch Forum",Een meerderheid van de burgers in de wereld heeft geen vertrouwen in politieke leiders. Dit blijkt <extra_id_0> stem <extra_id_1> die is uitgevoerd in opdracht van <extra_id_2> Forum,"['uit de Gallup-enqute `De', ""van het volk',"", 'het Wereld Economisch']",10,30.0,1
De olympische lobby kent geen grenzen In Kopenhagen wordt morgen besloten welke stad de Olympische Spelen van 2016 mag organiseren.  Chicago is favoriet,De olympische lobby kent geen grenzen In Kopenhagen wordt morgen besloten welke stad de <extra_id_0> 2016 <extra_id_1> favoriet,"['Olympische Spelen van', 'mag organiseren. Chicago is']",7,30.0,1
"Clinton had bloedprop achter rechteroor, zal volledig herstellen Clinton in juli van dit jaar.  Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit tussen haar hersenen en schedel, achter het rechteroor","<extra_id_0> bloedprop achter rechteroor, zal volledig herstellen Clinton <extra_id_1> dit jaar. Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit <extra_id_2> en schedel, <extra_id_3>","['Clinton had', 'in juli van', 'tussen haar hersenen', 'achter het rechteroor']",11,30.0,1
"Het was een slecht jaar voor de Europese banken, maar gelukkig ook weer niet zo heel slecht.  Geen enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank en Bankgesellschaft Berlin, op de rand van de afgrond stonden","Het was een slecht jaar voor de Europese banken, maar gelukkig <extra_id_0> zo <extra_id_1> enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank <extra_id_2> op de rand <extra_id_3> stonden","['ook weer niet', 'heel slecht. Geen', 'en Bankgesellschaft Berlin,', 'van de afgrond']",12,30.0,1
"Wat rechercheurs niet lukte, kreeg tolk voor elkaar (Gerectificeerd) Een politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde misdaad.  Zelfs nadat hij door de AIVD was bestempeld als onbetrouwbaar","Wat rechercheurs niet lukte, kreeg tolk voor <extra_id_0> politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde <extra_id_1> hij <extra_id_2> was bestempeld als onbetrouwbaar","['elkaar (Gerectificeerd) Een', 'misdaad. Zelfs nadat', 'door de AIVD']",9,30.0,1
"Doden door Zweedse band Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is ,, beneden de maat''",<extra_id_0> band Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is <extra_id_1> maat'',"['Doden door Zweedse', ',, beneden de']",6,30.0,1
"Goed hoor, dat je hardloopt.  Maar je baas wordt gek van de blessures Ziekteverzuim is te makkelijk in Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)","Goed hoor, <extra_id_0> hardloopt. Maar je baas wordt gek van <extra_id_1> is <extra_id_2> Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)","['dat je', 'de blessures Ziekteverzuim', 'te makkelijk in']",8,30.0,1
Duitsland Binnen een week werden bij de Duitse natuurorganisatie Nabu 20. 000 dode of zieke pimpelmezen geregistreerd,Duitsland Binnen een week werden <extra_id_0> natuurorganisatie Nabu 20. <extra_id_1> of zieke pimpelmezen geregistreerd,"['bij de Duitse', '000 dode']",5,30.0,1
"Banken benaderen klanten actief om hypotheek open te breken Om te voorkomen dat klanten weglopen, bieden banken klanten actief aan om de rente op hun hypotheek te verlagen.  Dat melden diverse hypotheekverstrekkers desgevraagd","Banken benaderen klanten actief om hypotheek open te breken Om te voorkomen dat klanten weglopen, bieden banken <extra_id_0> om de rente op hun <extra_id_1> Dat <extra_id_2>","['klanten actief aan', 'hypotheek te verlagen.', 'melden diverse hypotheekverstrekkers desgevraagd']",10,30.0,1
"Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij de overheid.  De situatie is zorgelijk, zo stelt de Raad voor Ruimtelijk, Milieu- en Natuuronderzoek (RMNO)","Adviesraad kraakt <extra_id_0> Nederlandse energiebeleid faalt door een gebrek aan visie bij de overheid. De situatie is zorgelijk, zo stelt <extra_id_1> Ruimtelijk, Milieu- <extra_id_2>","['energiebeleid Rijk Het', 'de Raad voor', 'en Natuuronderzoek (RMNO)']",9,30.0,1
"AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord.  De Alkmaarse voetbalploeg, tweede in de competitie, wist zoals zo vaak dit seizoen ","AZ en Ajax verkleinen achterstand AZ is dankzij <extra_id_0> op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord. <extra_id_1> tweede <extra_id_2> wist zoals zo <extra_id_3>","['een gemakkelijke overwinning', 'De Alkmaarse voetbalploeg,', 'in de competitie,', 'vaak dit seizoen']",12,30.0,1
Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten.  Het Nederlandse mediabedrijf nam gisteren Authentic Entertainment over,Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw <extra_id_0> Staten. Het Nederlandse mediabedrijf nam gisteren <extra_id_1>,"['uit in de Verenigde', 'Authentic Entertainment over']",7,30.0,1
"De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme.  Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en geeft de internationale troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als de vredes- en ordehandhavers die ze behoren te zijn","De chaos op de grond zal <extra_id_0> door verdwijnen, maar al bij al <extra_id_1> tot enig optimisme. Ze biedt het Iraakse volk de mogelijkheid een staat op <extra_id_2> de overheersende invloed van de Amerikaanse militairen en <extra_id_3> de gelegenheid zich sterker dan voorheen <extra_id_4> de vredes- en <extra_id_5> behoren te zijn","['er niet meteen', 'stemt de resolutie', 'te bouwen, vermindert', 'geeft de internationale troepenmacht', 'te ontplooien als', 'ordehandhavers die ze']",19,30.0,1
"Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst course racing, dat over vier jaar olympisch is: Kitesurfen is in de toekomst alleen maar belangrijker.  Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites",Alle zeilers met een kite Katja <extra_id_0> nummer <extra_id_1> wereldranglijst <extra_id_2> over vier jaar olympisch is: Kitesurfen is in <extra_id_3> maar <extra_id_4> denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites,"['Roose (31), kitesurfster,', 'n van de', 'course racing, dat', 'de toekomst alleen', 'belangrijker. Ik']",14,30.0,1
"Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de Fleetstreet van Amsterdam.  Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest in, op een dag besloot op de Boerenpartij te gaan stemmen","Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de <extra_id_0> Het was een <extra_id_1> wars van elke <extra_id_2> dan ook, geheel <extra_id_3> in, op een <extra_id_4> de <extra_id_5> stemmen","['Fleetstreet van Amsterdam.', 'leuke, dwarse man,', 'politieke correctheid, die', 'tegen de tijdgeest', 'dag besloot op', 'Boerenpartij te gaan']",18,30.0,1
Taboe op discriminatie MINDERHEDENBELEID heet nu investeren in een interculturele samenleving.  Zo wil het nieuwe regeerakkoord het tenminste,Taboe op discriminatie MINDERHEDENBELEID heet nu <extra_id_0> interculturele samenleving. <extra_id_1> het nieuwe regeerakkoord het tenminste,"['investeren in een', 'Zo wil']",5,30.0,1
Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren voort.  Nu worden de twee aan Rwanda overgedragen,Twee genocideverdachten <extra_id_0> Rwanda De uitleveringszaak sleept al <extra_id_1> worden de twee aan Rwanda overgedragen,"['toch uitgeleverd aan', 'jaren voort. Nu']",6,30.0,1
