Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,xl,"Terwijl de pest op de deur klopte, vertelden de Florentijnse jongeren van Giovanni Boccaccio elkaar sterke verhalen over verliefdheid, waanzin en bedrog om de verveling van hun quarantaine te doorbreken. Nu, zevenhonderd jaar later, kunnen we die traditie voortzetten. Verteller nummer","Terwijl de pest op de deur klopte, vertelden de Florentijnse jongeren van Giovanni Boccaccio elkaar sterke verhalen <extra_id_0> en bedrog <extra_id_1> van hun quarantaine te doorbreken. <extra_id_2> jaar later, kunnen we die traditie voortzetten. Verteller nummer","Terwijl de pest op de deur klopte, vertelden de Florentijnse jongeren van Giovanni Boccaccio elkaar sterke verhalen over geweld en bedrog om de angst van hun quarantaine te doorbreken. Nu, 500 jaar later, kunnen we die traditie voortzetten. Verteller nummer","['over verliefdheid', 'waanzin', 'om de verveling', 'Nu', 'zevenhonderd']","['over geweld', 'om de angst', 'Nu, 500']",8,20,8,"[0.5294117647058824, 0.8181818181818182, 0.9333333333333333]",0.76
seq11-0,xl,Groene-redacteur Casper Thomas schrijft de komende tijd regelmatig vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft de komende tijd regelmatig vanuit Washington over <extra_id_0> Trump. In aflevering,Groene-redacteur Casper Thomas schrijft de komende tijd regelmatig vanuit Washington over de verkiezingscampagne van Donald Trump. In aflevering,['het Amerika van Donald'],['de verkiezingscampagne van Donald'],4,20,8,[0.5454545454545454],0.55
seq12-0,xl,De komende maanden onderzoeken journalisten Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te zetten naar een milieuvriendelijkere toekomst. Deze week:,De komende <extra_id_0> Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te zetten naar <extra_id_1> toekomst. Deze week:,De komende weken onderzoeken Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te zetten naar een duurzame toekomst. Deze week:,"['maanden onderzoeken journalisten', 'een milieuvriendelijkere']","['weken onderzoeken', 'een duurzame']",5,20,8,"[0.5625, 0.7083333333333334]",0.64
seq13-0,xl,"getelde doden en vermisten op de Middellandse Zee was deze week, volgens het Missing Migrants Project (IOM):","<extra_id_0> vermisten op de Middellandse Zee was deze week, volgens het Missing Migrants Project (IOM):","Het aantal vermisten op de Middellandse Zee was deze week, volgens het Missing Migrants Project (IOM):",['getelde doden en'],['Het aantal'],3,20,7,[0.75],0.75
seq14-0,xl,Ter gelegenheid van het verschijnen van het volledige vertaalde oeuvre van Sigmund Freud in Nederland herleest Hans Driessen,Ter gelegenheid van het verschijnen van het volledige vertaalde <extra_id_0> in Nederland herleest Hans Driessen,Ter gelegenheid van het verschijnen van het volledige vertaalde boek over de geschiedenis van de psychiatrie in Nederland herleest Hans Driessen,['oeuvre van Sigmund Freud'],['boek over de geschiedenis van de psychiatrie'],4,20,7,[0.7727272727272727],0.77
seq15-0,xl,"de aflevering van Boeken FM, de literatuurpodcast van De Groene en uitgeverij Das Mag, bespreken Joost de Vries en Ellen Deckwitz onder leiding van Peter Buurman","de aflevering van Boeken FM, de literatuurpodcast van De Groene en uitgeverij Das <extra_id_0> de Vries en Ellen Deckwitz onder leiding <extra_id_1> Buurman","de aflevering van Boeken FM, de literatuurpodcast van De Groene en uitgeverij Das Mag. Met o.a. Peter de Vries en Ellen Deckwitz onder leiding van Willem Buurman","['Mag', 'bespreken Joost', 'van Peter']","['Mag. Met o.a. Peter', 'van Willem']",5,20,7,"[0.8421052631578947, 0.9333333333333333]",0.89
seq16-0,xl,"Voor de blog Terug naar Welkom reist journalist Margalith Kleijwegt terug naar het Zuid-Afrikaanse Welkom, een mijnstadje dat ze 27 jaar geleden voor het eerst bezocht samen met fotograaf Ad van Denderen. In deel",Voor de blog Terug naar Welkom reist <extra_id_0> naar het Zuid-Afrikaanse <extra_id_1> dat ze 27 jaar geleden voor het eerst bezocht samen met fotograaf Ad van Denderen. In deel,"Voor de blog Terug naar Welkom reist journaliste Simone van der Vlugt terug naar het Zuid-Afrikaanse Kaapstad, dat ze 27 jaar geleden voor het eerst bezocht samen met fotograaf Ad van Denderen. In deel","['journalist Margalith Kleijwegt terug', 'Welkom', 'een mijnstadje']","['journaliste Simone van der Vlugt terug', 'Kaapstad,']",7,20,7,"[0.47368421052631576, 1.0]",0.74
seq17-0,xl,cultuurtips voor dit weekend (en de komende week)  De Groene Amsterdammer Kunst & Cultuur Aanbevolen,cultuurtips voor dit weekend (en de komende week) <extra_id_0> Kunst & Cultuur Aanbevolen,cultuurtips voor dit weekend (en de komende week) - Kunst & Cultuur Aanbevolen,['De Groene Amsterdammer'],['-'],3,20,6,[1.0],1.0
seq18-0,xl,"zit vol problemen die niemand lijkt te kunnen oplossen. Wie niet goed begrijpt hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, chaotischer en moeilijker te besturen dan voorheen. In een serie interviews laat De Groene","zit vol problemen die niemand lijkt te kunnen oplossen. Wie <extra_id_0> hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, <extra_id_1> te besturen <extra_id_2> In een serie interviews laat De Groene","zit vol problemen die niemand lijkt te kunnen oplossen. Wie niet snapt hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, maar toch moeilijker te besturen In een serie interviews laat De Groene","['niet goed begrijpt', 'chaotischer en moeilijker', 'dan voorheen.']","['niet snapt', 'maar toch moeilijker', '']",8,20,6,"[0.6111111111111112, 0.44, 1.0]",0.68
seq19-0,xl,"In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar zowel alle landelijke politieke partijen als vele nieuwkomers aan deelnemen, bloggen Guido van Eijck en Saskia Naafs over de belangrijkste verkiezingsthemas in de Maasstad.","In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar <extra_id_0> politieke partijen als vele nieuwkomers aan deelnemen, <extra_id_1> Eijck en Saskia Naafs over de belangrijkste verkiezingsthemas in de Maasstad.","In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar zowel grote politieke partijen als vele nieuwkomers aan deelnemen, spreken politiek verslaggevers Willem van Eijck en Saskia Naafs over de belangrijkste verkiezingsthemas in de Maasstad.","['zowel alle landelijke', 'bloggen Guido van']","['zowel grote', 'spreken politiek verslaggevers Willem van']",6,20,6,"[0.6666666666666666, 0.7804878048780488]",0.72
seq20-0,xl,"virtuele rondleidingen door musea, spontane optredens op Instagram en een enkele all-time favourite van een van onze kunstcritici.","virtuele rondleidingen door musea, spontane optredens op Instagram en een enkele all-time favourite van <extra_id_0>","virtuele rondleidingen door musea, spontane optredens op Instagram en een enkele all-time favourite van de kunstenaar.",['een van onze kunstcritici.'],['kunstenaar.'],4,20,6,[0.7692307692307693],0.77
seq21-0,xl,"Iedere maand selecteert de boekenredactie van De Groene, uit alle in de voorafgaande maand besproken boeken, d","Iedere maand selecteert de boekenredactie van De Groene, <extra_id_0> de voorafgaande maand besproken boeken, d","Iedere maand selecteert de boekenredactie van De Groene, de in de voorafgaande maand besproken boeken, d",['uit alle in'],['de in'],3,20,6,[0.6363636363636364],0.64
seq22-0,xl,Marja Pruis leest altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,Marja Pruis leest altijd meer dan ze kan of wil bespreken. <extra_id_0> verslag van haar bevindingen en overwegingen bij de <extra_id_1> leest. Deze week:,Marja Pruis leest altijd meer dan ze kan of wil bespreken. Daarom doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,"['Hier doet ze', 'boeken die ze']","['Daarom doet ze', 'boeken die ze']",6,20,6,"[0.35714285714285715, 0.0]",0.18
seq23-0,xl,"- ZEER GEHEIM. MINISTERRAAD NR. 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie van Defensie, aangevangen s avonds om half acht. pag.","- ZEER GEHEIM. <extra_id_0> 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie van Defensie, aangevangen s <extra_id_1> acht. pag.","- ZEER GEHEIM. pag. 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie van Defensie, aangevangen s om half acht. pag.","['MINISTERRAAD NR.', 'avonds om half']","['pag.', 'om half']",5,20,6,"[0.9375, 0.5]",0.72
