Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,small,"Vooruit: een voor allen, en allen voor een Het uitstellen van besluiten is een hogere kunst in het Midden-Oosten.  Leven met het mes op de keel is een alledaags gevoel voor Isralis, Palestijnen en andere buurtbewoners","Vooruit: een voor allen, en allen voor een <extra_id_0> besluiten is een hogere <extra_id_1> het Midden-Oosten. Leven met <extra_id_2> de keel is een alledaags gevoel voor Isralis, Palestijnen <extra_id_3>","Vooruit: een voor allen, en allen voor een goede keuze. De besluiten is een hogere keuze in het Midden-Oosten. Leven met de ziel en de keel is een alledaags gevoel voor Isralis, Palestijnen en Palestina.","['Het uitstellen van', 'kunst in', 'het mes op', 'en andere buurtbewoners']","['goede keuze. De', 'keuze in', 'de ziel en', 'Palestina.']",11,30,1,"[0.8333333333333334, 0.5, 0.7, 0.8260869565217391]",0.71
seq11-0,small,"Oud-Kamervoorzitter Brazili 15 jaar cel in voor corruptie De voormalige Kamervoorzitter van Brazili, Eduardo Cunha, is donderdag schuldig bevonden aan corruptie en veroordeeld tot een gevangenisstraf van ruim vijftien jaar.  Cunha, die in september uit zijn ambt werd gezet, speelde een sleutelrol in het gedwongen vertrek van president Dilma Rousseff","Oud-Kamervoorzitter Brazili 15 jaar cel in voor corruptie De voormalige Kamervoorzitter van Brazili, Eduardo Cunha, is donderdag schuldig bevonden <extra_id_0> veroordeeld tot <extra_id_1> ruim vijftien jaar. Cunha, die in september uit <extra_id_2> gezet, speelde een sleutelrol in <extra_id_3> van <extra_id_4>","Oud-Kamervoorzitter Brazili 15 jaar cel in voor corruptie De voormalige Kamervoorzitter van Brazili, Eduardo Cunha, is donderdag schuldig bevonden en is veroordeeld tot een cel in ruim vijftien jaar. Cunha, die in september uit op zichzelf gezet, speelde een sleutelrol in de politieke politiek van Brazilië.","['aan corruptie en', 'een gevangenisstraf van', 'zijn ambt werd', 'het gedwongen vertrek', 'president Dilma Rousseff']","['en is', 'een cel in', 'op zichzelf', 'de politieke politiek', 'Brazilië.']",15,30,1,"[0.8125, 0.6956521739130435, 0.8571428571428571, 0.7619047619047619, 0.875]",0.8
seq12-0,small,Time roept Angela Merkel uit tot 'Persoon van het Jaar' De Duitse bondskanselier Angela Merkel is door Time Magazine verkozen tot persoon van het jaar.  Dat heeft het tijschrift woensdag bekendgemaakt in de Amerikaanse ochtendshow Today Show,Time roept Angela Merkel uit tot <extra_id_0> Jaar' De Duitse bondskanselier Angela Merkel is door Time Magazine verkozen tot persoon van het <extra_id_1> het tijschrift woensdag <extra_id_2> Amerikaanse ochtendshow <extra_id_3>,Time roept Angela Merkel uit tot persoon van het Jaar' De Duitse bondskanselier Angela Merkel is door Time Magazine verkozen tot persoon van het Jaar. Dat is het tijschrift woensdag in de Amerikaanse ochtendshow,"['""\'Persoon van het""', 'jaar. Dat heeft', 'bekendgemaakt in de', 'Today Show']","['persoon van het', 'Jaar. Dat is', 'in de', '']",11,30,1,"[0.2222222222222222, 0.4, 0.7368421052631579, 1.0]",0.59
seq13-0,small,"Left, alone is onderhoudend, maar te bescheiden De componist die met sopraan Barbara Hannigan wereldfaam verwierf, brengt nu een ongewoon, onderhoudend pianostuk.  Merlijn Kerkhof 12 december 2016, 2:00 Pianist Alexandre Tharaud","Left, alone is onderhoudend, maar te bescheiden De componist die met sopraan Barbara Hannigan wereldfaam verwierf, <extra_id_0> ongewoon, onderhoudend pianostuk. Merlijn <extra_id_1> 2016, <extra_id_2> Tharaud","Left, alone is onderhoudend, maar te bescheiden De componist die met sopraan Barbara Hannigan wereldfaam verwierf, is een ongewoon, onderhoudend pianostuk. Merlijn van der Wal 2016, 0:00 Tharaud","['brengt nu een', 'Kerkhof 12 december', '2:00 Pianist Alexandre']","['is een', 'van der Wal', '0:00']",9,30,1,"[0.6923076923076923, 0.8421052631578947, 0.8636363636363636]",0.8
seq14-0,small,"Joost de Vries 1 september 2017, 11:49 SP-Tweede Kamerlid Sharon Gesthuizen en Jan Marijnissen.  Beeld anp Uit idealisme sloot Gesthuizen zich als jonge vrouw van halverwege de twintig aan bij de SP","Joost de Vries 1 september 2017, 11:49 SP-Tweede Kamerlid Sharon Gesthuizen en Jan <extra_id_0> Uit idealisme sloot Gesthuizen zich als jonge <extra_id_1> de <extra_id_2> SP","Joost de Vries 1 september 2017, 11:49 SP-Tweede Kamerlid Sharon Gesthuizen en Jan Joost de Vries Uit idealisme sloot Gesthuizen zich als jonge jongen de eerste keer. SP","['Marijnissen. Beeld anp', 'vrouw van halverwege', 'twintig aan bij de']","['Joost de Vries', 'jongen', 'eerste keer.']",10,30,1,"[0.8636363636363636, 0.85, 0.8888888888888888]",0.87
seq15-0,small,"Webcamlieveling oehoe laat zich even niet zien VAN ONZE VERSLAGGEVER CASPAR JANSSEN 3 maart 2014, 0:00 AMSTERDAM - De oehoe wil niet in beeld, dit ",Webcamlieveling oehoe laat zich even niet zien VAN ONZE VERSLAGGEVER CASPAR JANSSEN 3 maart <extra_id_0> - <extra_id_1> wil <extra_id_2> dit,Webcamlieveling oehoe laat zich even niet zien VAN ONZE VERSLAGGEVER CASPAR JANSSEN 3 maart 2019 - 15:45 Ik wil niet dit,"['2014', '0:00 AMSTERDAM', 'De oehoe', 'niet in beeld,']","['2019', '15:45 Ik', 'niet']",8,30,1,"[0.25, 0.9285714285714286, 0.875]",0.68
seq16-0,small,"Redactie 27 augustus 2016, 21:30 De Turkse president Recep Tayyip Erdogan en minister-president Mark Rutte tijdens een gezamenlijke persconferentie in 2011.  Beeld anp Een Turkse consul-generaal stuurde een paar weken geleden een brief aan enkele burgemeesters in de Rijnmond over hoe te handelen bij demonstraties van tegenstanders van de Turkse regering","<extra_id_0> 2016, 21:30 <extra_id_1> Recep Tayyip Erdogan en minister-president Mark Rutte tijdens <extra_id_2> in 2011. Beeld anp Een Turkse consul-generaal stuurde een paar weken geleden <extra_id_3> enkele <extra_id_4> Rijnmond over hoe te handelen bij demonstraties van tegenstanders van de Turkse regering","2016, 21:30 President Recep Tayyip Erdogan en minister-president Mark Rutte tijdens de bijeenkomst van de Turkse regering in 2011. Beeld anp Een Turkse consul-generaal stuurde een paar weken geleden een enkele vragen naar Rijnmond over hoe te handelen bij demonstraties van tegenstanders van de Turkse regering","['Redactie 27 augustus', 'De Turkse president', 'een gezamenlijke persconferentie', 'een brief aan', 'burgemeesters in de']","['', 'President', 'de bijeenkomst van de Turkse regering', 'een', 'vragen naar']",15,30,1,"[1.0, 0.5789473684210527, 0.7837837837837838, 0.7692307692307693, 0.7894736842105263]",0.78
seq17-0,small,"'Laat je patint niet barsten' De zorgverlener kijkt alleen maar in z'n paperassen en niet meer naar de patint, zegt ethica Annelies van Heijst.  Zij pleit voor presentiezorg: houd mensen weg uit die peperdure ziekenhuismolen maar blijf ze wel nabij","'Laat je patint niet barsten' De zorgverlener kijkt alleen maar in z'n paperassen en niet meer naar de patint, zegt <extra_id_0> Heijst. Zij pleit voor <extra_id_1> weg uit <extra_id_2> maar blijf <extra_id_3>","'Laat je patint niet barsten' De zorgverlener kijkt alleen maar in z'n paperassen en niet meer naar de patint, zegt voorzitter Heijst. Zij pleit voor een weg uit maar blijf altijd lekker.","['ethica Annelies van', 'presentiezorg: houd mensen', 'die peperdure ziekenhuismolen', 'ze wel nabij']","['voorzitter', 'een', '', 'lekker.']",12,30,1,"[0.9473684210526315, 0.8846153846153846, 1.0, 0.8333333333333334]",0.92
seq18-0,small,"Voor wie snel de knop omzet en breed zoekt, is er gerust uitzicht op ander werk.  En echt niet alleen voor de jongeren",Voor wie snel de knop omzet en breed <extra_id_0> uitzicht <extra_id_1> En echt niet alleen voor de jongeren,Voor wie snel de knop omzet en breed op uitzicht krijgt. En echt niet alleen voor de jongeren,"['zoekt', 'is er gerust', 'op ander werk.']","['op', 'krijgt.']",7,30,1,"[0.8, 0.9166666666666666]",0.86
seq19-0,small,"Uit eten Bar-Bistro Madeleine Bij Bar-Bistro Madeleine in Utrecht mag alles Niks fijner dan een restaurant waar ze precis alles serveren waarvan je nog niet wist dat je er zin in had.  Met grote goedgezindheid, sjeu en smaak: Madeleine in Utrecht is een echte aanrader","Uit eten Bar-Bistro Madeleine Bij Bar-Bistro Madeleine in <extra_id_0> Niks fijner dan een restaurant waar ze precis <extra_id_1> waarvan je <extra_id_2> dat je er <extra_id_3> Met grote goedgezindheid, sjeu en <extra_id_4> Utrecht is een echte aanrader","Uit eten Bar-Bistro Madeleine Bij Bar-Bistro Madeleine in Utrecht Niks fijner dan een restaurant waar ze precis waarvan je weet dat je er niet in zit. Met grote goedgezindheid, sjeu en lekker eten in Utrecht is een echte aanrader","['Utrecht mag alles', 'alles serveren', 'nog niet wist', 'zin in had.', 'smaak: Madeleine in']","['Utrecht', '', 'weet', 'niet in zit.', 'lekker eten in']",14,30,1,"[0.5882352941176471, 1.0, 0.8461538461538461, 0.5, 0.631578947368421]",0.71
seq20-0,small,"De huidige president van de Europese Centrale Bank (ECB) dreigt een uniek record neer te zetten.  Mario Draghi heeft als hij dit najaar aftreedt, in zijn hele ambtstermijn van acht jaar nooit de rente verhoogd",De huidige president <extra_id_0> Centrale Bank (ECB) dreigt een uniek record neer te zetten. <extra_id_1> hij dit <extra_id_2> zijn hele ambtstermijn van acht jaar nooit de rente verhoogd,De huidige president van de Europese Centrale Bank (ECB) dreigt een uniek record neer te zetten. Hoewel hij dit jaar op zijn hele ambtstermijn van acht jaar nooit de rente verhoogd,"['van de Europese', 'Mario Draghi heeft als', 'najaar aftreedt', 'in']","['van de Europese', 'Hoewel', 'jaar op']",10,30,1,"[0.0, 0.8636363636363636, 0.6666666666666666]",0.51
seq21-0,small,"Advertentie van Open Universiteit Hoogleraar Lilian Lechner: Sociale media kunnen het welzijn van eenzame ouderen verhogen Nederland vergrijst en telt steeds meer alleenwonende ouderen.  Sociale media kunnen helpen om bij hen gevoelens van eenzaamheid en onveiligheid te voorkomen, stelt gezondheidspsychologe Lilian Lechner","Advertentie van Open Universiteit Hoogleraar Lilian Lechner: <extra_id_0> het welzijn van eenzame ouderen verhogen Nederland vergrijst en telt steeds meer alleenwonende ouderen. Sociale media kunnen <extra_id_1> hen gevoelens van eenzaamheid <extra_id_2> voorkomen, <extra_id_3>","Advertentie van Open Universiteit Hoogleraar Lilian Lechner: Emotionele klachten en het welzijn van eenzame ouderen verhogen Nederland vergrijst en telt steeds meer alleenwonende ouderen. Sociale media kunnen bij hen gevoelens van eenzaamheid en angst voorkomen, aldus Lilian Lechner.","['Sociale media kunnen', 'helpen om bij', 'en onveiligheid te', 'stelt gezondheidspsychologe Lilian Lechner']","['Emotionele klachten en', 'bij', 'en angst', 'Lechner.']",13,30,1,"[0.6818181818181818, 0.7692307692307693, 0.6666666666666666, 0.8571428571428571]",0.74
seq22-0,small,Shorttracker Sjinkie Knegt kan zich vandaag bij de Olympische Spelen opmaken voor zijn eerste finale.  De Fries bereikte de eindstrijd op de 1000 meter,Shorttracker Sjinkie Knegt kan zich vandaag bij de Olympische Spelen opmaken voor zijn eerste <extra_id_0> de eindstrijd op <extra_id_1>,Shorttracker Sjinkie Knegt kan zich vandaag bij de Olympische Spelen opmaken voor zijn eerste ronde van de eindstrijd op de Olympische Spelen.,"['finale. De Fries bereikte', 'de 1000 meter']","['ronde van', 'Spelen.']",7,30,1,"[0.88, 0.9230769230769231]",0.9
seq23-0,small,Patstelling rond verkoop blank kalfsvlees Het staakt-het-vuren in het kalfsvleesconflict lijkt een kortstondig leven beschoren.  Een woordvoerster van Wakker Dier liet vrijdag weten dat de dierenwelzijnsorganisatie zeer waarschijnlijk haar campagne tegen de verkoop van blank kalfsvlees hervat,Patstelling rond verkoop blank kalfsvlees Het staakt-het-vuren in het kalfsvleesconflict lijkt een kortstondig leven beschoren. <extra_id_0> Wakker Dier liet vrijdag weten dat de <extra_id_1> haar <extra_id_2> verkoop van <extra_id_3> hervat,Patstelling rond verkoop blank kalfsvlees Het staakt-het-vuren in het kalfsvleesconflict lijkt een kortstondig leven beschoren. De Wakker Dier liet vrijdag weten dat de consument haar aanbod rond verkoop van kalfsvlees hervat,"['Een woordvoerster van', 'dierenwelzijnsorganisatie zeer waarschijnlijk', 'campagne tegen de', 'blank kalfsvlees']","['De', 'consument', 'aanbod rond', 'kalfsvlees']",11,30,1,"[0.9523809523809523, 0.8888888888888888, 0.7058823529411765, 0.375]",0.73
seq24-0,small,"Arthur van Amerongen 13 juli 2015, 2:00 Het is nu zo heet dat mijn gekko's smelten.  Op de radio waarschuwt het Instituto Portugues do Mar e da Atmosfera voor bosbranden","Arthur van Amerongen 13 juli 2015, 2:00 Het is <extra_id_0> dat mijn <extra_id_1> de radio waarschuwt het Instituto Portugues do <extra_id_2> Atmosfera voor bosbranden","Arthur van Amerongen 13 juli 2015, 2:00 Het is toch dat mijn verhaal op de radio waarschuwt het Instituto Portugues do Ambiente e Atmosfera voor bosbranden","['nu zo heet', '""gekko\'s smelten. Op""', 'Mar e da']","['toch', 'verhaal op', 'Ambiente e']",9,30,1,"[0.8, 0.8095238095238095, 0.9]",0.84
seq25-0,small,De tolerantie ontmaskerd Tegelijk met de WTC-torens lijkt de mythe van de Nederlandse tolerantie te zijn ingestort.  Onderhuids heeft altijd wantrouwen gesluimerd jegens moslims,De tolerantie ontmaskerd <extra_id_0> lijkt de mythe van de Nederlandse tolerantie te zijn ingestort. Onderhuids heeft altijd wantrouwen <extra_id_1>,De tolerantie ontmaskerd In Nederland lijkt de mythe van de Nederlandse tolerantie te zijn ingestort. Onderhuids heeft altijd wantrouwen,"['Tegelijk met de WTC-torens', 'gesluimerd jegens moslims']","['In Nederland', '']",7,30,1,"[0.8076923076923077, 1.0]",0.9
seq26-0,small,"Jan Pieter Ekker 15 april 2004, 0:00 Toen Jan Decleir vorig jaar op het Nederlands Film Festival een Gouden Kalf voor zijn gehele oeuvre kreeg, sprak hij de hoop uit dat het eerbetoon geen fin de carrire zou betekenen.  Het was misplaatste angst; Decleir, van 14 februari 1946, speelde sindsdien alweer een groot aantal memorabele rollen","Jan Pieter Ekker 15 april 2004, 0:00 Toen Jan Decleir vorig jaar op het Nederlands Film Festival een <extra_id_0> voor <extra_id_1> kreeg, sprak hij de <extra_id_2> het eerbetoon geen <extra_id_3> zou betekenen. Het was misplaatste angst; Decleir, <extra_id_4> 1946, speelde sindsdien <extra_id_5> aantal memorabele rollen","Jan Pieter Ekker 15 april 2004, 0:00 Toen Jan Decleir vorig jaar op het Nederlands Film Festival een eerbetoon voor zijn vader kreeg, sprak hij de vraag of het eerbetoon geen echte geluk zou betekenen. Het was misplaatste angst; Decleir, geboren in 1946, speelde sindsdien een aantal memorabele rollen","['Gouden Kalf', 'zijn gehele oeuvre', 'hoop uit dat', 'fin de carrire', 'van 14 februari', 'alweer een groot']","['eerbetoon', 'zijn vader', 'vraag of', 'echte geluk', 'geboren in', 'een']",17,30,1,"[0.9090909090909091, 0.6111111111111112, 0.9166666666666666, 0.8571428571428571, 0.8666666666666667, 0.8125]",0.83
seq27-0,small,"Fractievoorzitter Sybrand Buma op een CDA-congres in Nijmegen.   ANP Door: Robert Giebels 4 november 2017, 17:24 ","Fractievoorzitter Sybrand Buma op <extra_id_0> Nijmegen. ANP Door: <extra_id_1> 4 november 2017, 17:24","Fractievoorzitter Sybrand Buma op de hoek van Nijmegen. ANP Door: ANP 4 november 2017, 17:24","['een CDA-congres in', 'Robert Giebels']","['de hoek van', 'ANP']",5,30,1,"[0.7222222222222222, 1.0]",0.86
seq28-0,small,Interview Rachid Guernaoui In Marokko is Rachid Guernaoui analfabeet: Ik zou niet eens weten hoe ik een buskaartje moet kopen Rachid Gernaoui Beeld Casper Kofi Als kind kon Haagse wethouder Rachid Guernaoui (46) moeilijk aansluiting vinden bij de Nederlandse cultuur.  Nu voelt hij zich Hollander,Interview Rachid Guernaoui <extra_id_0> Rachid Guernaoui analfabeet: Ik zou niet eens weten hoe ik een <extra_id_1> Rachid Gernaoui Beeld Casper Kofi Als <extra_id_2> wethouder Rachid Guernaoui (46) moeilijk aansluiting vinden <extra_id_3> cultuur. Nu <extra_id_4> zich Hollander,Interview Rachid Guernaoui | RTL Nieuws Rachid Guernaoui analfabeet: Ik zou niet eens weten hoe ik een politieke oplossing moet hebben Rachid Gernaoui Beeld Casper Kofi Als politiek ondernemer kan wethouder Rachid Guernaoui (46) moeilijk aansluiting vinden bij de cultuur. Nu spreekt zich Hollander,"['In Marokko is', 'buskaartje moet kopen', 'kind kon Haagse', 'bij de Nederlandse', 'voelt hij']","['| RTL Nieuws', 'politieke oplossing moet hebben', 'politiek ondernemer kan', 'bij de', 'spreekt']",14,30,1,"[0.8461538461538461, 0.7096774193548387, 0.782608695652174, 0.6666666666666666, 1.0]",0.8
seq29-0,small,"Vijf korhoenders uitgezet in Salland, 'meer zullen volgen' Op de Sallandse Heuvelrug lopen sinds vanavond vijf wilde, Zweedse korhoenders rond.  De uitgezette vogels moeten voorkomen dat de Nederlandse populatie uitsterft","Vijf korhoenders uitgezet in Salland, 'meer zullen volgen' Op de Sallandse Heuvelrug lopen sinds <extra_id_0> Zweedse korhoenders rond. De uitgezette <extra_id_1> dat de <extra_id_2>","Vijf korhoenders uitgezet in Salland, 'meer zullen volgen' Op de Sallandse Heuvelrug lopen sinds kort tientallen Zweedse korhoenders rond. De uitgezette tocht weet dat de","['vanavond vijf wilde,', 'vogels moeten voorkomen', 'Nederlandse populatie uitsterft']","['kort tientallen', 'tocht weet', '']",9,30,1,"[0.75, 0.8260869565217391, 1.0]",0.86
seq30-0,small,"Eurofondsen zijn laagrenderende vluchtheuvel De onrust op de valutamarkten houdt ook de Nederlandse fondsbelegger flink bezig.  Een groot deel van de gangbare beleggingsfondsen belegt namelijk in Amerikaanse aandelen, obligaties of andere waardepapieren","Eurofondsen zijn laagrenderende vluchtheuvel De onrust <extra_id_0> houdt ook de Nederlandse fondsbelegger flink bezig. Een groot deel van de <extra_id_1> namelijk in Amerikaanse aandelen, <extra_id_2>","Eurofondsen zijn laagrenderende vluchtheuvel De onrust van de eurofondsen houdt ook de Nederlandse fondsbelegger flink bezig. Een groot deel van de eurofondsen, namelijk in Amerikaanse aandelen,","['op de valutamarkten', 'gangbare beleggingsfondsen belegt', 'obligaties of andere waardepapieren']","['van de eurofondsen', 'eurofondsen,', '']",10,30,1,"[0.6842105263157895, 0.7575757575757576, 1.0]",0.81
seq31-0,small,Hackers foppen Samsung opnieuw: Galaxy S8 kan worden ontgrendeld met geprinte iris Na de gezichtsherkenning van de Galaxy S8 blijken hackers nu ook de irisscanner te kunnen foppen via een printje.  Beide ontgrendelingsmethodes zijn doorgevoerd op het nieuwste toestel van Samsung,Hackers foppen Samsung opnieuw: Galaxy S8 kan worden ontgrendeld met geprinte iris Na <extra_id_0> de Galaxy S8 blijken hackers nu ook de irisscanner te kunnen <extra_id_1> printje. Beide ontgrendelingsmethodes zijn <extra_id_2> nieuwste <extra_id_3>,Hackers foppen Samsung opnieuw: Galaxy S8 kan worden ontgrendeld met geprinte iris Na de Galaxy S8 blijken hackers nu ook de irisscanner te kunnen ontgrendelen met een geprint printje. Beide ontgrendelingsmethodes zijn de nieuwste,"['de gezichtsherkenning van', 'foppen via een', 'doorgevoerd op het', 'toestel van Samsung']","['', 'ontgrendelen met een geprint', 'de', '']",12,30,1,"[1.0, 0.75, 0.8888888888888888, 1.0]",0.91
