Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,small,| De Volkskrant Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,| De Volkskrant Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert <extra_id_0> van Kuijk. Deze week:,| De Volkskrant Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert Gerard van Kuijk. Deze week:,['(en cabaretier) Jasper'],['Gerard'],3,15,13,[0.8636363636363636],0.86
seq11-0,small,"- Koken & Eten - Voor nieuws, achtergronden en columns Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:","- Koken & Eten - Voor nieuws, achtergronden en columns Wat zullen we eens eten vanavond? Iedere dag <extra_id_0> verrassend recept. Vandaag:","- Koken & Eten - Voor nieuws, achtergronden en columns Wat zullen we eens eten vanavond? Iedere dag een verrassend recept. Vandaag:",['in de Volkskrant een'],['een'],4,15,13,[0.85],0.85
seq12-0,small,"- Koken & Eten - Voor nieuws, achtergronden en columns ReceptWat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:","- Koken & Eten - Voor nieuws, achtergronden en columns ReceptWat zullen we eens eten vanavond? Iedere dag in <extra_id_0> recept. Vandaag:","- Koken & Eten - Voor nieuws, achtergronden en columns ReceptWat zullen we eens eten vanavond? Iedere dag in combinatie met recept. Vandaag:",['de Volkskrant een verrassend'],['combinatie met'],4,15,13,[0.7857142857142857],0.79
seq13-0,small,Je ziet het pas goed van dichtbij. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je ziet het pas goed van dichtbij. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in <extra_id_0> Deze week:,Je ziet het pas goed van dichtbij. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de wijk Deze week:,['de beeldende kunst.'],['de wijk'],3,15,13,[0.7894736842105263],0.79
seq14-0,small,"Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week een gerecht in de oven. Deze week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week <extra_id_0> de oven. Deze week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week een nieuwe versie uit de oven. Deze week:",['een gerecht in'],['een nieuwe versie uit'],3,15,13,[0.6190476190476191],0.62
seq15-0,small,"Wat kwam er de laatste dagen weer voor moois bij in het cultuuraanbod? De Volkskrant-specialisten kiezen hun favorieten, van","Wat kwam er de laatste dagen weer voor moois bij in het <extra_id_0> kiezen hun favorieten, van","Wat kwam er de laatste dagen weer voor moois bij in het weekend, kiezen hun favorieten, van",['cultuuraanbod? De Volkskrant-specialisten'],"['weekend,']",3,15,12,[0.926829268292683],0.93
seq16-0,small,"Wat kwam er de laatste dagen weer voor moois bij in het cultuuraanbod? De V-specialisten kiezen hun favorieten, van","Wat kwam er de laatste <extra_id_0> moois bij in het cultuuraanbod? De V-specialisten kiezen hun favorieten, van","Wat kwam er de laatste jaren moois bij in het cultuuraanbod? De V-specialisten kiezen hun favorieten, van",['dagen weer voor'],['jaren'],3,15,12,[0.8],0.8
seq17-0,small,Afwisselend betuigen Stella Bergsma en Sylvia Witteman hun liefde voor Nederlandse woorden die je niet vaak genoeg meer hoort. Deze week:,Afwisselend betuigen Stella Bergsma en <extra_id_0> liefde voor Nederlandse woorden die je niet vaak genoeg meer hoort. Deze week:,Afwisselend betuigen Stella Bergsma en haar liefde voor Nederlandse woorden die je niet vaak genoeg meer hoort. Deze week:,['Sylvia Witteman hun'],['haar'],3,15,12,[0.8947368421052632],0.89
seq18-0,small,e gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,e gefingeerd. Ook genterviewd worden over liefde en lust? <extra_id_0> korte toelichting naar lust@volkskrant.nl,e gefingeerd. Ook genterviewd worden over liefde en lust? Voor korte toelichting naar lust@volkskrant.nl,['Mail een'],['Voor'],2,15,12,[1.0],1.0
seq19-0,small,"juni terug. Op de hoogte blijven? Ontvang pushmeldingen via onze app, abonneer je op onze nieuwsbrieven, en lees alles over het virus in dit dossier.","juni terug. Op de hoogte blijven? Ontvang <extra_id_0> abonneer je op onze nieuwsbrieven, en lees alles over het virus in dit dossier.","juni terug. Op de hoogte blijven? Ontvang je een bericht, abonneer je op onze nieuwsbrieven, en lees alles over het virus in dit dossier.","['pushmeldingen via onze app,']","['je een bericht,']",4,15,12,[0.8148148148148148],0.81
seq20-0,small,"mei terug. Op de hoogte blijven? Ontvang pushmeldingen via onze app, abonneer je op onze nieuwsbrieven, en lees alles over het virus in dit dossier.","mei terug. <extra_id_0> Ontvang pushmeldingen via onze app, abonneer je op onze nieuwsbrieven, en lees alles over het virus in dit dossier.","mei terug. Ontvang pushmeldingen via onze app, abonneer je op onze nieuwsbrieven, en lees alles over het virus in dit dossier.",['Op de hoogte blijven?'],[''],4,15,12,[1.0],1.0
seq21-0,small,"Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","Berichten verspreiden zich razendsnel, of ze nu kloppen <extra_id_0> proberen de zin van de onzin te scheiden. Vandaag:","Berichten verspreiden zich razendsnel, of ze nu kloppen of proberen de zin van de onzin te scheiden. Vandaag:",['of niet. Wij'],['of'],3,15,12,[0.8333333333333334],0.83
seq22-0,small,"gefingeerd. Ook genterviewd worden? Iedereen wordt uitgenodigd te reageren, nadrukkelijk ook mensen met een niet-Nederlandse achtergrond. Mail een korte toelichting naar lust@volkskrant.nl","gefingeerd. Ook genterviewd worden? Iedereen wordt uitgenodigd te reageren, nadrukkelijk ook mensen met een <extra_id_0> een korte toelichting naar lust@volkskrant.nl","gefingeerd. Ook genterviewd worden? Iedereen wordt uitgenodigd te reageren, nadrukkelijk ook mensen met een reactie op een korte toelichting naar lust@volkskrant.nl",['niet-Nederlandse achtergrond. Mail'],['reactie op'],3,15,11,[0.8235294117647058],0.82
seq23-0,small,gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,gefingeerd. Ook genterviewd worden over liefde en lust? Mail <extra_id_0> toelichting naar lust@volkskrant.nl,gefingeerd. Ook genterviewd worden over liefde en lust? Mail of toelichting naar lust@volkskrant.nl,['een korte'],['of'],2,15,11,[0.8888888888888888],0.89
seq24-0,small,"...' is content gemaakt in opdracht van en betaald door een adverteerder, geproduceerd door de commerciele afdeling van DPG Media. De journalisten van de Volkskrant zijn hier niet bij betrokken.","...' is content <extra_id_0> en betaald door een adverteerder, geproduceerd door de commerciele afdeling van DPG Media. De journalisten van de Volkskrant zijn hier niet bij betrokken.","...' is content geproduceerd en betaald door een adverteerder, geproduceerd door de commerciele afdeling van DPG Media. De journalisten van de Volkskrant zijn hier niet bij betrokken.",['gemaakt in opdracht van'],['geproduceerd'],4,15,11,[0.782608695652174],0.78
seq25-0,small,m Zuckerberg ontwijkt lastige vragen en laat EU-parlement gefrustreerd achter Zuckerberg laat EU-parlement gefrustreerd achter,m Zuckerberg ontwijkt lastige vragen en laat EU-parlement gefrustreerd achter <extra_id_0> EU-parlement gefrustreerd achter,m Zuckerberg ontwijkt lastige vragen en laat EU-parlement gefrustreerd achter Facebook Zuckerberg ontwijkt lastige vragen en laat EU-parlement gefrustreerd achter,['Zuckerberg laat'],['Facebook Zuckerberg ontwijkt lastige vragen en laat'],2,15,10,[0.7058823529411765],0.71
seq26-0,small,en | De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,<extra_id_0> Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,- Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,['en | De'],['-'],3,15,10,[1.0],1.0
seq27-0,small,s | De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,s | De Volkskrant Wat zullen <extra_id_0> vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,s | De Volkskrant Wat zullen we verwachten van vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,['we eens eten'],['we verwachten van'],3,15,10,[0.5882352941176471],0.59
seq28-0,small,. Wat zou u doen? Onze vraag is: wat zou u doen? Mail uw antwoord (maximaal 110 woorden) voor maandag,. Wat zou u doen? Onze vraag is: wat zou u doen? Mail uw antwoord (maximaal <extra_id_0> maandag,. Wat zou u doen? Onze vraag is: wat zou u doen? Mail uw antwoord (maximaal maandag,['110 woorden) voor'],[''],3,15,10,[1.0],1.0
seq29-0,small,Wie of wat zette je leven op het juiste spoor? In een serie interviews vraagt de Volkskrant mensen naar hun inspiratiebron.,Wie of wat <extra_id_0> op het juiste spoor? In een serie interviews vraagt de Volkskrant mensen naar hun inspiratiebron.,Wie of wat komt op het juiste spoor? In een serie interviews vraagt de Volkskrant mensen naar hun inspiratiebron.,['zette je leven'],['komt'],3,15,10,[0.9285714285714286],0.93
seq30-0,small,m Dump het aandeel of wees lastig: pensioenfondsen beleggen steeds kritischer Dump het aandeel of wees lastig,m Dump het aandeel <extra_id_0> pensioenfondsen beleggen steeds kritischer Dump het aandeel of wees lastig,m Dump het aandeel of pensioenfondsen beleggen steeds kritischer Dump het aandeel of wees lastig,['of wees lastig:'],['of'],3,15,10,[0.8666666666666667],0.87
seq31-0,small,op verzoek van de boekenredactie de eerste tien pagina's van drie net verschenen boeken en geeft op basis daarvan advies.,op verzoek van de boekenredactie de eerste <extra_id_0> drie net verschenen boeken en geeft op basis daarvan advies.,op verzoek van de boekenredactie de eerste van drie net verschenen boeken en geeft op basis daarvan advies.,"['""tien pagina\'s van""']",['van'],3,15,9,[0.8421052631578947],0.84
seq32-0,small,Prikkelende opinies op een dag dat u er tijd voor heeft: de Volkskrant presenteert elke zondag een bijdrage van een vaste club auteurs.,Prikkelende opinies op een <extra_id_0> er tijd voor heeft: de Volkskrant presenteert elke zondag een bijdrage van een vaste club auteurs.,Prikkelende opinies op een manier waarop de Volkskrant er tijd voor heeft: de Volkskrant presenteert elke zondag een bijdrage van een vaste club auteurs.,['dag dat u'],['manier waarop de Volkskrant'],3,15,9,[0.8518518518518519],0.85
seq33-0,small,m En weer is een verrader van Anne Frank ontmaskerd: was het dan toch Ans van ... Is zij de verrader van Anne Frank?,m En weer is een verrader <extra_id_0> was het dan toch Ans van ... Is zij de verrader van Anne Frank?,m En weer is een verrader van Anne Frank was het dan toch Ans van ... Is zij de verrader van Anne Frank?,['van Anne Frank ontmaskerd:'],['van Anne Frank'],4,15,9,[0.46153846153846156],0.46
seq34-0,small,"| De Volkskrant Volkskrant.nl zet elke zondag de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week:","| De Volkskrant Volkskrant.nl zet elke zondag de leukste, <extra_id_0> informatieve apps voor u op een rijtje. Deze week:","| De Volkskrant Volkskrant.nl zet elke zondag de leukste, leukste informatieve apps voor u op een rijtje. Deze week:",['handigste en meest'],['leukste'],3,15,9,[0.8333333333333334],0.83
seq35-0,small,"Ccile Narinx en Arno Kantelberg bespreken elke week de stijl van een wereldstad. Opdat u, toerist, er de volgende keer net iets minder opvalt. Vandaag:","Ccile Narinx en Arno Kantelberg bespreken elke week de stijl van een wereldstad. Opdat u, toerist, er de <extra_id_0> minder opvalt. Vandaag:","Ccile Narinx en Arno Kantelberg bespreken elke week de stijl van een wereldstad. Opdat u, toerist, er de vraag minder opvalt. Vandaag:",['volgende keer net iets'],['vraag'],4,15,9,[0.9090909090909091],0.91
seq36-0,small,"), naam bij de redactie bekend Onze vraag is: wat zou u doen? Mail uw antwoord (max. 110 woorden) voor maandag","), <extra_id_0> redactie bekend Onze vraag is: wat zou u doen? Mail uw antwoord (max. 110 woorden) voor maandag","), maakt de redactie bekend Onze vraag is: wat zou u doen? Mail uw antwoord (max. 110 woorden) voor maandag",['naam bij de'],['maakt de'],3,15,9,[0.5454545454545454],0.55
seq37-0,small,We genieten wat af met z'n allen. Jan Dirk van der Burg reist door Nederland en legt het allemaal vast.,We <extra_id_0> met z'n allen. Jan Dirk van der Burg reist door Nederland en legt het allemaal vast.,We met z'n allen. Jan Dirk van der Burg reist door Nederland en legt het allemaal vast.,['genieten wat af'],[''],3,15,9,[1.0],1.0
seq38-0,small,' Tourverslaggever Marije Randewijk voorspelt elke dag op Volkskrant.nl wie de etappe in de Tour de France gaat winnen. Vandaag de,' Tourverslaggever Marije Randewijk voorspelt <extra_id_0> Volkskrant.nl wie de etappe in de Tour de France gaat winnen. Vandaag de,' Tourverslaggever Marije Randewijk voorspelt in de Volkskrant.nl wie de etappe in de Tour de France gaat winnen. Vandaag de,['elke dag op'],['in de'],3,15,9,[0.8181818181818182],0.82
seq39-0,small,"di t/m zo 10-17u. Tel. 0900-8212132 (www.groningermuseum.nl). Haarlem, De Hallen (Grote Markt 16):",di t/m zo 10-17u. Tel. 0900-8212132 <extra_id_0> De Hallen (Grote Markt 16):,di t/m zo 10-17u. Tel. 0900-8212132 De Hallen (Grote Markt 16):,"['(www.groningermuseum.nl). Haarlem,']",[''],2,15,9,[1.0],1.0
seq40-0,small,van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van <extra_id_0>,van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dagelijkse 4 Uur Nieuwsbreak.,['de dag door.'],['Nieuwsbreak.'],3,15,9,[0.9166666666666666],0.92
seq41-0,small,".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) gaat voor V in gesprek met bekende en minder bekende Nederlanders over de rol die hun afkomst speelt in hun leven. Hij spreekt onder anderen nog met",".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) gaat voor V in gesprek met bekende en minder bekende Nederlanders <extra_id_0> die hun afkomst speelt in hun leven. <extra_id_1> anderen nog met",".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) gaat voor V in gesprek met bekende en minder bekende Nederlanders over de rol die hun afkomst speelt in hun leven. Hoe anderen nog met","['over de rol', 'Hij spreekt onder']","['over de rol', 'Hoe']",6,15,9,"[0.0, 0.8235294117647058]",0.41
seq42-0,small,"; di t/m vr 11-17u za zo 14-17u. Tel. 0475-333496 (www.museum.roermond.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):","; di t/m vr 11-17u <extra_id_0> Tel. 0475-333496 (www.museum.roermond.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):","; di t/m vr 11-17u Tel. 0475-333496 (www.museum.roermond.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):",['za zo 14-17u.'],[''],3,15,9,[1.0],1.0
seq43-0,small,"? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:","? Berichten <extra_id_0> razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:","? Berichten staan razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:",['verspreiden zich vaak'],['staan'],3,15,9,[0.8571428571428571],0.86
seq44-0,small,"Groningen, Groninger Museum (Museumeiland): Van Kirchner tot Kandinsky. Duits expressionisme uit de Nederlandse musea, 1919-1964","Groningen, Groninger Museum <extra_id_0> Kirchner tot Kandinsky. Duits expressionisme uit de Nederlandse musea, 1919-1964","Groningen, Groninger Museum Kirchner tot Kandinsky. Duits expressionisme uit de Nederlandse musea, 1919-1964",['(Museumeiland): Van'],[''],2,15,9,[1.0],1.0
seq45-0,small,en Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,en Denkfouten in <extra_id_0> ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,en Denkfouten in het ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['het hedendaags'],['het'],2,15,9,[0.7857142857142857],0.79
seq46-0,small," Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van <extra_id_0> scheiden. Vandaag:","Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van berichten te scheiden. Vandaag:",['de onzin te'],['berichten te'],3,15,9,[0.5833333333333334],0.58
seq47-0,small,Houd moed. In het verleden wisten wetenschappers gigantische gezondheidscrises te bezweren. Deze week:,Houd moed. <extra_id_0> verleden wisten wetenschappers gigantische gezondheidscrises te bezweren. Deze week:,Houd moed. In het verleden wisten wetenschappers gigantische gezondheidscrises te bezweren. Deze week:,['In het'],['In het'],2,15,9,[0.0],0.0
seq48-0,small,}] }); //************************************************************************************************* $('#chart,}] }); //************************************************************************************************* $('#chart,}] }); //************************************************************************************************* $('#chart,[''],[],1,15,9,[],
seq49-0,small,"De Ombudsclown behandelt vragen, klachten en opmerkingen over zaken waaraan eigenlijk niets te doen is. '","De Ombudsclown behandelt vragen, klachten <extra_id_0> over zaken waaraan eigenlijk niets te doen is. '","De Ombudsclown behandelt vragen, klachten en klachten over zaken waaraan eigenlijk niets te doen is. '",['en opmerkingen'],['en klachten'],2,15,9,[0.6428571428571429],0.64
seq50-0,small,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Dit moet u vandaag zien.,Elke dag tipt de redactie <extra_id_0> de beste programma's en films op televisie. Dit moet u vandaag zien.,Elke dag tipt de redactie van de beste programma's en films op televisie. Dit moet u vandaag zien.,['van de Volkskrant'],['van'],3,15,8,[0.8235294117647058],0.82
seq51-0,small,De Volkskrant checkt in aanloop naar de verkiezingen op 15 maart politieke uitspraken op waarheidsgehalte. Vandaag:,De <extra_id_0> in aanloop naar de verkiezingen op 15 maart politieke uitspraken op waarheidsgehalte. Vandaag:,De politieke partijen in aanloop naar de verkiezingen op 15 maart politieke uitspraken op waarheidsgehalte. Vandaag:,['Volkskrant checkt'],['politieke partijen'],2,15,8,[0.8333333333333334],0.83
seq52-0,small,"Het leven door de ogen van de Posthuma de Boers - een foto uit het rijke naoorlogse archief van vader Eddy, met een tekst van dochter Eva.","Het leven door de ogen van de Posthuma <extra_id_0> foto uit het rijke naoorlogse archief van vader Eddy, met een tekst van dochter Eva.","Het leven door de ogen van de Posthuma een foto uit het rijke naoorlogse archief van vader Eddy, met een tekst van dochter Eva.",['de Boers - een'],['een'],4,15,8,[0.7857142857142857],0.79
seq53-0,small,"Mannen komen van Mars, vrouwen van Venus van John Gray. Regie Peter de Baan. Met Huub Stapel als psychiater die de verschillen tussen mannen en vrouwen voorlegt aan het publiek. Tournee","Mannen komen van Mars, vrouwen <extra_id_0> Gray. Regie Peter de Baan. Met Huub Stapel als psychiater die de verschillen tussen mannen en vrouwen voorlegt aan het publiek. Tournee","Mannen komen van Mars, vrouwen komen van Gray. Regie Peter de Baan. Met Huub Stapel als psychiater die de verschillen tussen mannen en vrouwen voorlegt aan het publiek. Tournee",['van Venus van John'],['komen van'],5,15,8,[0.6666666666666666],0.67
seq54-0,small,Reisjournalist Sander Groen verkent om de week een onvermoede bestemming in Nederland of net over de grens.,Reisjournalist Sander Groen verkent <extra_id_0> een onvermoede bestemming in Nederland of net over de grens.,Reisjournalist Sander Groen verkent dat het een onvermoede bestemming in Nederland of net over de grens.,['om de week'],['dat het'],3,15,8,[0.8],0.8
seq55-0,small,"- klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:",- klopt dit wel? Berichten verspreiden <extra_id_0> ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:,- klopt dit wel? Berichten verspreiden zich vaak vaak op dat ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:,"['zich vaak razendsnel', 'of']",['zich vaak vaak op dat'],4,15,8,[0.47619047619047616],0.48
seq56-0,small,"- Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? Berichten verspreiden zich razendsnel, <extra_id_0> of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? Berichten verspreiden zich razendsnel, zonder dat het gaat om onzin of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",['of ze nu kloppen'],['zonder dat het gaat om onzin'],4,15,8,[0.75],0.75
seq57-0,small,"? | De Volkskrant Antwoord op lezersvragen over gezondheid, voeding, leefstijl en psyche. Deze week:","? | De Volkskrant Antwoord op lezersvragen over gezondheid, <extra_id_0> en psyche. Deze week:","? | De Volkskrant Antwoord op lezersvragen over gezondheid, geestelijke gezondheidszorg en psyche. Deze week:","['voeding', 'leefstijl']",['geestelijke gezondheidszorg'],2,15,8,[0.8518518518518519],0.85
seq58-0,small,"Miss Saigon, de musicalklassieker over een Amerikaanse soldaat die verliefd wordt op een Vietnamees meisje is na vijftien jaar weer te zien in Nederland. Met Stanley Burleson, Na-Young Jeon e.a. T/m","Miss Saigon, de musicalklassieker over een Amerikaanse soldaat die verliefd wordt op een Vietnamees meisje is na vijftien jaar weer te zien in Nederland. Met Stanley Burleson, <extra_id_0>","Miss Saigon, de musicalklassieker over een Amerikaanse soldaat die verliefd wordt op een Vietnamees meisje is na vijftien jaar weer te zien in Nederland. Met Stanley Burleson, de nieuwe zangeres",['Na-Young Jeon e.a. T/m'],['zangeres'],5,15,8,[0.7727272727272727],0.77
seq59-0,small,"Raging Bull (Martin Scorsese). Meesterwerk uit 1983 opnieuw in de bioscoop te zien in het Filmmuseum in Amsterdam, dat een zomerprogr","Raging Bull <extra_id_0> uit 1983 opnieuw in de bioscoop te zien in het Filmmuseum in Amsterdam, dat een zomerprogr","Raging Bull uit 1983 opnieuw in de bioscoop te zien in het Filmmuseum in Amsterdam, dat een zomerprogr",['(Martin Scorsese). Meesterwerk'],[''],3,15,8,[1.0],1.0
seq60-0,small,".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. Mede gebaseerd op deze serie verscheen vorig jaar zijn boek Kaaskoppen. Hij spreekt onder anderen nog met",".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) interviewt voor V <extra_id_0> rol die afkomst speelt in hun leven. Mede gebaseerd op deze serie verscheen <extra_id_1> boek Kaaskoppen. Hij spreekt onder anderen nog met",".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) interviewt voor V de rol die afkomst speelt in hun leven. Mede gebaseerd op deze serie verscheen het boek Kaaskoppen. Hij spreekt onder anderen nog met","['Nederlanders over de', 'vorig jaar zijn']","['de', 'het']",6,15,8,"[0.9, 1.0]",0.95
