Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
| De Volkskrant Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,| <extra_id_0> in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['De Volkskrant Denkfouten'],3,20.0,13
"- Koken & Eten - Voor nieuws, achtergronden en columns Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:","- Koken & Eten - Voor nieuws, achtergronden en columns Wat zullen we eens eten vanavond? Iedere dag <extra_id_0> Volkskrant een <extra_id_1>","['in de', 'verrassend recept. Vandaag:']",5,20.0,13
"- Koken & Eten - Voor nieuws, achtergronden en columns ReceptWat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:","- Koken & Eten - Voor nieuws, achtergronden en columns ReceptWat zullen we eens <extra_id_0> dag in de Volkskrant een verrassend <extra_id_1>","['eten vanavond? Iedere', 'recept. Vandaag:']",5,20.0,13
Je ziet het pas goed van dichtbij. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je ziet het pas goed van dichtbij. Wieteke van Zeil <extra_id_0> bijzaken in de beeldende kunst. Deze week:,['over opmerkelijke en veelbetekenende'],4,20.0,13
"Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week een gerecht in de oven. Deze week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week een gerecht <extra_id_0> Deze week:",['in de oven.'],3,20.0,13
"Wat kwam er de laatste dagen weer voor moois bij in het cultuuraanbod? De Volkskrant-specialisten kiezen hun favorieten, van","Wat kwam er de laatste dagen weer voor moois bij in het <extra_id_0> hun favorieten, van",['cultuuraanbod? De Volkskrant-specialisten kiezen'],4,20.0,12
"Wat kwam er de laatste dagen weer voor moois bij in het cultuuraanbod? De V-specialisten kiezen hun favorieten, van","Wat kwam er de laatste dagen weer voor <extra_id_0> cultuuraanbod? De V-specialisten kiezen hun favorieten, van",['moois bij in het'],4,20.0,12
Afwisselend betuigen Stella Bergsma en Sylvia Witteman hun liefde voor Nederlandse woorden die je niet vaak genoeg meer hoort. Deze week:,Afwisselend betuigen Stella Bergsma en Sylvia Witteman hun liefde voor Nederlandse woorden die je niet vaak <extra_id_0> week:,['genoeg meer hoort. Deze'],4,20.0,12
e gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,e gefingeerd. Ook genterviewd worden over liefde <extra_id_0> een korte toelichting naar lust@volkskrant.nl,['en lust? Mail'],3,20.0,12
"juni terug. Op de hoogte blijven? Ontvang pushmeldingen via onze app, abonneer je op onze nieuwsbrieven, en lees alles over het virus in dit dossier.","juni terug. Op de hoogte blijven? Ontvang <extra_id_0> app, abonneer je op onze nieuwsbrieven, en lees alles <extra_id_1> virus in dit dossier.","['pushmeldingen via onze', 'over het']",5,20.0,12
"mei terug. Op de hoogte blijven? Ontvang pushmeldingen via onze app, abonneer je op onze nieuwsbrieven, en lees alles over het virus in dit dossier.","mei terug. Op de hoogte <extra_id_0> via onze app, abonneer je op onze nieuwsbrieven, en lees alles over <extra_id_1> in dit dossier.","['blijven? Ontvang pushmeldingen', 'het virus']",5,20.0,12
"Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen <extra_id_0> onzin te scheiden. Vandaag:",['de zin van de'],4,20.0,12
"gefingeerd. Ook genterviewd worden? Iedereen wordt uitgenodigd te reageren, nadrukkelijk ook mensen met een niet-Nederlandse achtergrond. Mail een korte toelichting naar lust@volkskrant.nl","gefingeerd. Ook genterviewd worden? Iedereen wordt uitgenodigd te reageren, nadrukkelijk ook mensen <extra_id_0> Mail een korte toelichting naar lust@volkskrant.nl",['met een niet-Nederlandse achtergrond.'],4,20.0,11
gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte <extra_id_0>,['toelichting naar lust@volkskrant.nl'],3,20.0,11
"...' is content gemaakt in opdracht van en betaald door een adverteerder, geproduceerd door de commerciele afdeling van DPG Media. De journalisten van de Volkskrant zijn hier niet bij betrokken.",...' is content gemaakt in <extra_id_0> betaald door <extra_id_1> door de commerciele afdeling van DPG Media. De journalisten van de Volkskrant zijn hier niet bij betrokken.,"['opdracht van en', 'een adverteerder, geproduceerd']",6,20.0,11
m Zuckerberg ontwijkt lastige vragen en laat EU-parlement gefrustreerd achter Zuckerberg laat EU-parlement gefrustreerd achter,m Zuckerberg ontwijkt lastige vragen en <extra_id_0> achter Zuckerberg laat EU-parlement gefrustreerd achter,['laat EU-parlement gefrustreerd'],3,20.0,10
en | De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,en | De Volkskrant Wat zullen we <extra_id_0> dag in de Volkskrant een verrassend recept. Vandaag:,['eens eten vanavond? Iedere'],4,20.0,10
s | De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,s | De Volkskrant Wat <extra_id_0> vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,['zullen we eens eten'],4,20.0,10
. Wat zou u doen? Onze vraag is: wat zou u doen? Mail uw antwoord (maximaal 110 woorden) voor maandag,. Wat zou u doen? Onze vraag is: <extra_id_0> Mail uw antwoord (maximaal 110 woorden) voor maandag,['wat zou u doen?'],4,20.0,10
Wie of wat zette je leven op het juiste spoor? In een serie interviews vraagt de Volkskrant mensen naar hun inspiratiebron.,Wie of wat zette je leven op het juiste spoor? In een serie interviews <extra_id_0> naar hun inspiratiebron.,['vraagt de Volkskrant mensen'],4,20.0,10
m Dump het aandeel of wees lastig: pensioenfondsen beleggen steeds kritischer Dump het aandeel of wees lastig,m Dump het aandeel of wees lastig: pensioenfondsen beleggen steeds kritischer Dump het aandeel <extra_id_0>,['of wees lastig'],3,20.0,10
op verzoek van de boekenredactie de eerste tien pagina's van drie net verschenen boeken en geeft op basis daarvan advies.,op verzoek van de boekenredactie de eerste tien pagina's van drie net verschenen boeken <extra_id_0> daarvan advies.,['en geeft op basis'],4,20.0,9
Prikkelende opinies op een dag dat u er tijd voor heeft: de Volkskrant presenteert elke zondag een bijdrage van een vaste club auteurs.,Prikkelende opinies op een <extra_id_0> u er tijd voor heeft: de Volkskrant presenteert elke zondag een bijdrage <extra_id_1> club auteurs.,"['dag dat', 'van een vaste']",5,20.0,9
m En weer is een verrader van Anne Frank ontmaskerd: was het dan toch Ans van ... Is zij de verrader van Anne Frank?,m En weer is een <extra_id_0> Frank <extra_id_1> het dan toch Ans van ... Is zij de verrader van Anne Frank?,"['verrader van Anne', 'ontmaskerd: was']",5,20.0,9
"| De Volkskrant Volkskrant.nl zet elke zondag de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week:","| De Volkskrant <extra_id_0> de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week:",['Volkskrant.nl zet elke zondag'],4,20.0,9
"Ccile Narinx en Arno Kantelberg bespreken elke week de stijl van een wereldstad. Opdat u, toerist, er de volgende keer net iets minder opvalt. Vandaag:","Ccile Narinx en Arno Kantelberg bespreken elke week de stijl van een wereldstad. Opdat u, toerist, <extra_id_0> volgende keer <extra_id_1> opvalt. Vandaag:","['er de', 'net iets minder']",5,20.0,9
"), naam bij de redactie bekend Onze vraag is: wat zou u doen? Mail uw antwoord (max. 110 woorden) voor maandag","), naam bij de redactie bekend Onze vraag is: wat <extra_id_0> uw antwoord (max. 110 woorden) voor maandag",['zou u doen? Mail'],4,20.0,9
We genieten wat af met z'n allen. Jan Dirk van der Burg reist door Nederland en legt het allemaal vast.,We genieten wat af met z'n allen. Jan Dirk van der <extra_id_0> en legt het allemaal vast.,['Burg reist door Nederland'],4,20.0,9
' Tourverslaggever Marije Randewijk voorspelt elke dag op Volkskrant.nl wie de etappe in de Tour de France gaat winnen. Vandaag de,' Tourverslaggever Marije Randewijk voorspelt elke dag <extra_id_0> etappe in de Tour de France gaat winnen. Vandaag de,['op Volkskrant.nl wie de'],4,20.0,9
"di t/m zo 10-17u. Tel. 0900-8212132 (www.groningermuseum.nl). Haarlem, De Hallen (Grote Markt 16):","di t/m zo 10-17u. <extra_id_0> Haarlem, De Hallen (Grote Markt 16):",['Tel. 0900-8212132 (www.groningermuseum.nl).'],3,20.0,9
van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon <extra_id_0> dag door.,['het nieuws van de'],4,20.0,9
".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) gaat voor V in gesprek met bekende en minder bekende Nederlanders over de rol die hun afkomst speelt in hun leven. Hij spreekt onder anderen nog met",".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste <extra_id_0> V in gesprek met bekende en minder <extra_id_1> rol die hun afkomst speelt in hun leven. Hij spreekt onder anderen nog met","['vriend) gaat voor', 'bekende Nederlanders over de']",7,20.0,9
"; di t/m vr 11-17u za zo 14-17u. Tel. 0475-333496 (www.museum.roermond.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):","; di t/m vr 11-17u za <extra_id_0> 0475-333496 (www.museum.roermond.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):",['zo 14-17u. Tel.'],3,20.0,9
"? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:",? Berichten verspreiden <extra_id_0> of ze nu kloppen of niet. Wij proberen de zin van de <extra_id_1> scheiden. Deze week:,"['zich vaak razendsnel,', 'onzin te']",5,20.0,9
"Groningen, Groninger Museum (Museumeiland): Van Kirchner tot Kandinsky. Duits expressionisme uit de Nederlandse musea, 1919-1964","Groningen, Groninger <extra_id_0> Kirchner tot Kandinsky. Duits expressionisme uit de Nederlandse musea, 1919-1964",['Museum (Museumeiland): Van'],3,20.0,9
en Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,en Denkfouten in het hedendaags ontwerp gefileerd door <extra_id_0> Jasper van Kuijk. Deze week:,['innovatie-expert (en cabaretier)'],3,20.0,9
" Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",Klopt dit wel? Berichten <extra_id_0> of <extra_id_1> kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:,"['verspreiden zich razendsnel,', 'ze nu']",5,20.0,9
Houd moed. In het verleden wisten wetenschappers gigantische gezondheidscrises te bezweren. Deze week:,<extra_id_0> het verleden wisten wetenschappers gigantische gezondheidscrises te bezweren. Deze week:,['Houd moed. In'],3,20.0,9
"De Ombudsclown behandelt vragen, klachten en opmerkingen over zaken waaraan eigenlijk niets te doen is. '",De Ombudsclown <extra_id_0> en opmerkingen over zaken waaraan eigenlijk niets te doen is. ',"['behandelt vragen, klachten']",3,20.0,9
Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Dit moet u vandaag zien.,<extra_id_0> redactie van de Volkskrant de beste programma's en films op televisie. Dit moet u vandaag zien.,['Elke dag tipt de'],4,20.0,8
De Volkskrant checkt in aanloop naar de verkiezingen op 15 maart politieke uitspraken op waarheidsgehalte. Vandaag:,De Volkskrant checkt in aanloop naar de verkiezingen op 15 maart <extra_id_0> waarheidsgehalte. Vandaag:,['politieke uitspraken op'],3,20.0,8
"Het leven door de ogen van de Posthuma de Boers - een foto uit het rijke naoorlogse archief van vader Eddy, met een tekst van dochter Eva.",Het leven door de ogen van de Posthuma de Boers - een foto uit het rijke naoorlogse archief van <extra_id_0> een tekst van <extra_id_1>,"['vader Eddy, met', 'dochter Eva.']",5,20.0,8
"Mannen komen van Mars, vrouwen van Venus van John Gray. Regie Peter de Baan. Met Huub Stapel als psychiater die de verschillen tussen mannen en vrouwen voorlegt aan het publiek. Tournee","Mannen komen van Mars, vrouwen van Venus van John Gray. Regie Peter de Baan. Met Huub Stapel <extra_id_0> de <extra_id_1> en vrouwen voorlegt aan het publiek. Tournee","['als psychiater die', 'verschillen tussen mannen']",6,20.0,8
Reisjournalist Sander Groen verkent om de week een onvermoede bestemming in Nederland of net over de grens.,Reisjournalist Sander Groen verkent om de week <extra_id_0> in Nederland of net over de grens.,['een onvermoede bestemming'],3,20.0,8
"- klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:",- klopt dit wel? Berichten verspreiden zich <extra_id_0> of ze nu kloppen of niet. Wij proberen de zin van de <extra_id_1> Deze week:,"['vaak razendsnel,', 'onzin te scheiden.']",5,20.0,8
"- Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin <extra_id_0> te <extra_id_1>","['van de onzin', 'scheiden. Vandaag:']",5,20.0,8
"? | De Volkskrant Antwoord op lezersvragen over gezondheid, voeding, leefstijl en psyche. Deze week:","? <extra_id_0> Antwoord op lezersvragen over gezondheid, voeding, leefstijl en psyche. Deze week:",['| De Volkskrant'],3,20.0,8
"Miss Saigon, de musicalklassieker over een Amerikaanse soldaat die verliefd wordt op een Vietnamees meisje is na vijftien jaar weer te zien in Nederland. Met Stanley Burleson, Na-Young Jeon e.a. T/m","Miss Saigon, de musicalklassieker over een Amerikaanse soldaat die <extra_id_0> een Vietnamees meisje is na vijftien <extra_id_1> zien in Nederland. Met Stanley Burleson, Na-Young Jeon e.a. T/m","['verliefd wordt op', 'jaar weer te']",6,20.0,8
"Raging Bull (Martin Scorsese). Meesterwerk uit 1983 opnieuw in de bioscoop te zien in het Filmmuseum in Amsterdam, dat een zomerprogr","Raging Bull (Martin Scorsese). Meesterwerk <extra_id_0> de bioscoop te zien in het Filmmuseum in Amsterdam, dat een zomerprogr",['uit 1983 opnieuw in'],4,20.0,8
".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. Mede gebaseerd op deze serie verscheen vorig jaar zijn boek Kaaskoppen. Hij spreekt onder anderen nog met",".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) <extra_id_0> V Nederlanders over de <extra_id_1> speelt in hun leven. Mede gebaseerd op <extra_id_2> vorig jaar zijn boek Kaaskoppen. Hij spreekt onder anderen nog met","['interviewt voor', 'rol die afkomst', 'deze serie verscheen']",8,20.0,8
? De Volkskrant checkt in aanloop naar de verkiezingen op 15 maart politieke uitspraken op waarheidsgehalte. Vandaag:,? De Volkskrant checkt in aanloop naar de verkiezingen op 15 <extra_id_0> op waarheidsgehalte. Vandaag:,['maart politieke uitspraken'],3,20.0,8
Jaarlijks publiceren Nederlandse wetenschappers 172 duizend onderzoeken. In deze rubriek een greep uit de ontdekkingen die bijna onopgemerkt waren gebleven.,Jaarlijks publiceren Nederlandse wetenschappers 172 duizend onderzoeken. In deze rubriek een greep uit <extra_id_0> onopgemerkt waren gebleven.,['de ontdekkingen die bijna'],4,20.0,8
en De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week:,en <extra_id_0> onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week:,['De rubriek Beeldvormers'],3,20.0,8
"; di t/m zo 11-17u. Tel. 013-5438300 (www.depont.nl). Utrecht, Centraal Museum (Nicolaaskerkhof 10):","<extra_id_0> zo 11-17u. Tel. 013-5438300 (www.depont.nl). Utrecht, Centraal Museum (Nicolaaskerkhof 10):",['; di t/m'],3,20.0,8
van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen <extra_id_0> persoon het nieuws van de dag door.,['we met een interessant'],4,20.0,8
Sportverslaggevers Marije Randewijk en Mark Misrus reizen mee in de wielerkaravaan en voorspellen dagelijks de uitkomst van de volgende etappe.,<extra_id_0> Mark Misrus reizen mee in de wielerkaravaan en voorspellen dagelijks de uitkomst van de volgende etappe.,['Sportverslaggevers Marije Randewijk en'],4,20.0,8
Met het ontslag van directeur James Comey heeft Donald Trump de oorlog verklaard aan de FBI. En dat zal hij weten ook. De organisatie slaat altijd meteen terug.,Met het ontslag van directeur James Comey heeft Donald Trump de oorlog verklaard aan de FBI. En dat zal hij weten <extra_id_0> slaat <extra_id_1>,"['ook. De organisatie', 'altijd meteen terug.']",6,20.0,8
| De Volkskrant Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,| De Volkskrant Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper <extra_id_0>,['van Kuijk. Deze week:'],4,20.0,8
"7 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","7 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere <extra_id_0> een interessant, bekend persoon het <extra_id_1> dag door.","['dag met', 'nieuws van de']",5,20.0,8
"en Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","en Kookboekenmaker, kok en illustrator Yvette <extra_id_0> seizoensrecept plus een recept om de restjes op te maken. Deze week:",['van Boven maakt een'],4,20.0,8
Deze zomer kiest de Volkskrant voor u. We selecteren iedere week 10 onmisbare attributen. Deze week:,<extra_id_0> de Volkskrant voor u. We selecteren iedere week 10 onmisbare attributen. Deze week:,['Deze zomer kiest'],3,20.0,8
"Mamma Mia!, reisproductie van Van den Ende-musical met liedjes in de vertaling van Coot van Doesburg.","Mamma Mia!, reisproductie van Van den Ende-musical met liedjes <extra_id_0> van Coot van Doesburg.",['in de vertaling'],3,20.0,7
"is gemaakt volgens het collodiumproced. Bij die methode, daterend uit de periode 1850- 1880, wordt ter plekke een aluminiumplaat of glasplaat gecoat met een laagje zilver. Daarop wordt de foto genomen. Het is een bewerkelijk en moeilijk proced dat de laatste jaren weer in opkomst is.","is gemaakt volgens het collodiumproced. Bij die methode, daterend uit de periode <extra_id_0> ter plekke een aluminiumplaat of glasplaat gecoat met een laagje zilver. Daarop wordt de foto genomen. Het is een bewerkelijk en moeilijk proced <extra_id_1> jaren weer <extra_id_2>","['1850- 1880, wordt', 'dat de laatste', 'in opkomst is.']",9,20.0,7
"5 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","5 van de dagelijkse 4 Uur Nieuwsbreak. In deze <extra_id_0> we iedere dag met een interessant, <extra_id_1> nieuws van de dag door.","['rubriek nemen', 'bekend persoon het']",5,20.0,7
"NL2025, een maatschappelijk initiatief van kopstukken uit het bedrijfsleven, cultuur, sport en wetenschap dat ideen en mensen bijeen wil brengen voor een 'een betere toekomst van Nederland'.","NL2025, een maatschappelijk initiatief <extra_id_0> uit <extra_id_1> sport en wetenschap dat ideen en mensen bijeen wil brengen voor een 'een betere toekomst van Nederland'.","['van kopstukken', 'het bedrijfsleven, cultuur,']",5,20.0,7
Erik van den Berg deelt dagelijks een opmerkelijk fragment uit zijn verzameling historische dagboeken.,Erik van den Berg deelt <extra_id_0> fragment uit zijn verzameling historische dagboeken.,['dagelijks een opmerkelijk'],3,20.0,7
Beeld Adriaan van der Ploeg Elke week een portret van een kind in haar of zijn slaapkamer. Vandaag:,Beeld Adriaan van der <extra_id_0> portret van een kind in haar of zijn slaapkamer. Vandaag:,['Ploeg Elke week een'],4,20.0,7
"Caspar Janssen loopt een jaar lang door Nederland en brengt al doende het landschap in kaart, en daarmee de planten, dieren, mensen en kwesties van het Nederlandse land.","Caspar Janssen loopt een jaar lang door Nederland en brengt al doende <extra_id_0> kaart, en <extra_id_1> dieren, mensen en kwesties van het Nederlandse land.","['het landschap in', 'daarmee de planten,']",6,20.0,7
zijn de modeshows met de wintermode voor 2018-2019 in volle gang. Moderedacteur Bregje Lampe blogt dagelijks over de Show van de Dag. Vandaag:,zijn de modeshows met de wintermode voor 2018-2019 in volle gang. Moderedacteur Bregje Lampe blogt dagelijks over <extra_id_0> de <extra_id_1>,"['de Show van', 'Dag. Vandaag:']",5,20.0,7
aangehouden omdat de politie de grootte van zijn auto in combinatie met zijn huidskleur verdacht vond.,aangehouden omdat de politie de grootte van zijn <extra_id_0> met zijn huidskleur verdacht vond.,['auto in combinatie'],3,20.0,7
"van de dagelijkse rubriek 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","van de dagelijkse rubriek 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere <extra_id_0> interessant, bekend persoon het nieuws van <extra_id_1> door.","['dag met een', 'de dag']",5,20.0,7
"s Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","s Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de <extra_id_0> Deze week:",['restjes op te maken.'],4,20.0,7
"? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",? Berichten verspreiden zich <extra_id_0> nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:,"['vaak razendsnel, of ze']",4,20.0,7
en Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,en Denkfouten in hedendaags <extra_id_0> innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['ontwerp gefileerd door'],3,20.0,7
"et werken van Hans Holbein de Jonge, Quinten Massys en Albrecht Drer, t/m 8 februari; Uit de collectie Ploos van Amstel Knoef, selectie Nederlandse tekeningen 1780-1860","et werken van Hans Holbein de Jonge, Quinten Massys en Albrecht <extra_id_0> 8 februari; Uit de collectie Ploos van Amstel Knoef, <extra_id_1> 1780-1860","['Drer, t/m', 'selectie Nederlandse tekeningen']",5,20.0,7
De beste films en interessantste programma's uit het televisieaanbod van dit weekeinde. Met onder meer,De beste films en interessantste programma's uit het <extra_id_0> weekeinde. Met onder meer,['televisieaanbod van dit'],3,20.0,7
"resultaten van het schilderijenonderzoek naar Rotsen bij Villerville-sur-mer van Charles-Franois Daubigny, t/m 23/1",resultaten van het schilderijenonderzoek naar Rotsen bij Villerville-sur-mer van Charles-Franois <extra_id_0>,"['Daubigny, t/m 23/1']",3,20.0,7
Schrijver Henk van Straten stapt elke week in de auto bij een min of meer bekende Nederlander. Een enkele keer neemt hij de tram. Deze week:,Schrijver <extra_id_0> stapt elke week in de auto bij een min of meer <extra_id_1> Een enkele keer neemt hij de tram. Deze week:,"['Henk van Straten', 'bekende Nederlander.']",5,20.0,7
Aan een nieuwe woning toe? Of wil je juist gunstig verkopen? Bekijk hier hoeveel het modale huis in jouw woonplaats kostte in het,Aan een nieuwe woning toe? Of wil je juist <extra_id_0> hier <extra_id_1> modale huis in jouw woonplaats kostte in het,"['gunstig verkopen? Bekijk', 'hoeveel het']",5,20.0,7
' (+) Welke rol speelt afkomst in Nederland? Dat onderzoekt Robert Vuijsje in een reeks interviews.,<extra_id_0> rol speelt afkomst in Nederland? Dat onderzoekt Robert Vuijsje in een reeks interviews.,"[""' (+) Welke""]",3,20.0,7
"Berichten verspreiden zich dankzij internet vaak razendsnel, of ze nu kloppen of niet. De Volkskrant gaat op zoek naar hele en halve onwaarheden en probeert de zin van de onzin te scheiden.","Berichten verspreiden zich dankzij internet vaak razendsnel, of ze nu kloppen of niet. De Volkskrant gaat op zoek naar hele <extra_id_0> en probeert <extra_id_1> de onzin te scheiden.","['en halve onwaarheden', 'de zin van']",6,20.0,7
ste aflevering van een serie over honderd belangrijke Nederlanders van deze eeuw. De volgorde is chronologisch (op basis van geboortedatum). Onder het kopje Gepasseerd staan de namen van tijdgenoten die de tophonderd niet hebben bereikt.,ste aflevering van een serie over honderd belangrijke Nederlanders van deze eeuw. De volgorde is chronologisch (op basis van geboortedatum). Onder het <extra_id_0> namen van <extra_id_1> tophonderd niet hebben bereikt.,"['kopje Gepasseerd staan de', 'tijdgenoten die de']",7,20.0,7
en Jeanne Prisser bericht over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,en Jeanne Prisser bericht over wat zich <extra_id_0> voorhoede van de beeldende kunst. Deze week:,['afspeelt in de'],3,20.0,7
