Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
De komende maanden onderzoeken journalisten Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te zetten naar een milieuvriendelijkere toekomst. Deze week:,De komende <extra_id_0> Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te zetten naar <extra_id_1> toekomst. Deze week:,"['maanden onderzoeken journalisten', 'een milieuvriendelijkere']",5,20.0,8
"getelde doden en vermisten op de Middellandse Zee was deze week, volgens het Missing Migrants Project (IOM):","<extra_id_0> vermisten op de Middellandse Zee was deze week, volgens het Missing Migrants Project (IOM):",['getelde doden en'],3,20.0,7
Ter gelegenheid van het verschijnen van het volledige vertaalde oeuvre van Sigmund Freud in Nederland herleest Hans Driessen,Ter gelegenheid van het verschijnen van het volledige vertaalde <extra_id_0> in Nederland herleest Hans Driessen,['oeuvre van Sigmund Freud'],4,20.0,7
"de aflevering van Boeken FM, de literatuurpodcast van De Groene en uitgeverij Das Mag, bespreken Joost de Vries en Ellen Deckwitz onder leiding van Peter Buurman","de aflevering van Boeken FM, de literatuurpodcast van De Groene en uitgeverij Das <extra_id_0> de Vries en Ellen Deckwitz onder leiding <extra_id_1> Buurman","['Mag, bespreken Joost', 'van Peter']",5,20.0,7
"Voor de blog Terug naar Welkom reist journalist Margalith Kleijwegt terug naar het Zuid-Afrikaanse Welkom, een mijnstadje dat ze 27 jaar geleden voor het eerst bezocht samen met fotograaf Ad van Denderen. In deel",Voor de blog Terug naar Welkom reist <extra_id_0> naar het Zuid-Afrikaanse <extra_id_1> dat ze 27 jaar geleden voor het eerst bezocht samen met fotograaf Ad van Denderen. In deel,"['journalist Margalith Kleijwegt terug', 'Welkom, een mijnstadje']",7,20.0,7
cultuurtips voor dit weekend (en de komende week)  De Groene Amsterdammer Kunst & Cultuur Aanbevolen,cultuurtips voor dit weekend (en de komende week) <extra_id_0> Kunst & Cultuur Aanbevolen,['De Groene Amsterdammer'],3,20.0,6
"zit vol problemen die niemand lijkt te kunnen oplossen. Wie niet goed begrijpt hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, chaotischer en moeilijker te besturen dan voorheen. In een serie interviews laat De Groene","zit vol problemen die niemand lijkt te kunnen oplossen. Wie <extra_id_0> hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, <extra_id_1> te besturen <extra_id_2> In een serie interviews laat De Groene","['niet goed begrijpt', 'chaotischer en moeilijker', 'dan voorheen.']",8,20.0,6
"In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar zowel alle landelijke politieke partijen als vele nieuwkomers aan deelnemen, bloggen Guido van Eijck en Saskia Naafs over de belangrijkste verkiezingsthemas in de Maasstad.","In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar <extra_id_0> politieke partijen als vele nieuwkomers aan deelnemen, <extra_id_1> Eijck en Saskia Naafs over de belangrijkste verkiezingsthemas in de Maasstad.","['zowel alle landelijke', 'bloggen Guido van']",6,20.0,6
"virtuele rondleidingen door musea, spontane optredens op Instagram en een enkele all-time favourite van een van onze kunstcritici.","virtuele rondleidingen door musea, spontane optredens op Instagram en een enkele all-time favourite van <extra_id_0>",['een van onze kunstcritici.'],4,20.0,6
"Iedere maand selecteert de boekenredactie van De Groene, uit alle in de voorafgaande maand besproken boeken, d","Iedere maand selecteert de boekenredactie van De Groene, <extra_id_0> de voorafgaande maand besproken boeken, d",['uit alle in'],3,20.0,6
Marja Pruis leest altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,Marja Pruis leest altijd meer dan ze kan of wil bespreken. <extra_id_0> verslag van haar bevindingen en overwegingen bij de <extra_id_1> leest. Deze week:,"['Hier doet ze', 'boeken die ze']",6,20.0,6
"- ZEER GEHEIM. MINISTERRAAD NR. 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie van Defensie, aangevangen s avonds om half acht. pag.","- ZEER GEHEIM. <extra_id_0> 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie van Defensie, aangevangen s <extra_id_1> acht. pag.","['MINISTERRAAD NR.', 'avonds om half']",5,20.0,6
