Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.","dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op <extra_id_0> de <extra_id_1> inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.","['de hoogte van', 'campagne. Wie zich']",6,20.0,13
. Olga Zuiderhoek en Peter Faber spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,. Olga <extra_id_0> spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,['Zuiderhoek en Peter Faber'],4,20.0,13
. Ben jij ook op zoek naar een baan en wil je jezelf graag pitchen? Of heb jij misschien de ideale baan voor,. Ben jij ook op zoek naar een baan en wil je <extra_id_0> Of heb jij misschien <extra_id_1> baan voor,"['jezelf graag pitchen?', 'de ideale']",5,20.0,12
. Vrolijke revue met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader en Jon van Eerd als bezienswaardig middelpunt.,. Vrolijke revue met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader en Jon van <extra_id_0>,['Eerd als bezienswaardig middelpunt.'],4,20.0,11
dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er <extra_id_0> De Haagse Stemming houdt je elke dag op de <extra_id_1> campagne. Inschrijven voor de nieuwsbrief kan ook.,"['Tweede Kamerverkiezingen.', 'hoogte van de']",5,20.0,11
". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en Bruun Kuijt (Echte Mannen).",". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en <extra_id_0> Mannen).",['Bruun Kuijt (Echte'],3,20.0,11
". Vera Mann schittert in een eenpersoonsmusical over de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert in <extra_id_0> de verongelukte prinses, al hadden de liedjes puntiger gekund.",['een eenpersoonsmusical over'],3,20.0,11
"van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin we de mooiste foto's uit Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin <extra_id_0> uit Londen selecteren.","[""we de mooiste foto's""]",4,20.0,11
- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun stempel drukten. Deze week,- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun <extra_id_0>,['stempel drukten. Deze week'],4,20.0,11
Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Deze week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de <extra_id_0> uitsprak. Deze week:,['rechter zich onlangs'],3,20.0,11
. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat blijkt uit cijfers die <extra_id_0> voor de Statistiek (CBS) vandaag heeft gepubliceerd.,['het Centraal Bureau'],3,20.0,10
"De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.",De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum <extra_id_0> een groep kunstenaars. <extra_id_1> dagelijks over.,"['Amsterdam, met', 'Hij schrijft daar']",5,20.0,10
"Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:",Pieter <extra_id_0> een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van <extra_id_1> de boeken die hij (her)leest. Vandaag:,"['Steinz heeft ALS,', 'zijn ziekte met']",6,20.0,10
Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat de schoonheid van klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof (28) laat iedere <extra_id_0> de schoonheid van klassieke muziek is. Vandaag:,['dinsdag zien wat'],3,20.0,10
Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige <extra_id_0> Vandaag:,['en onzinnige vakantiefabels.'],3,20.0,10
". Justin Sullivan/Getty Images/AFP == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP",". Justin Sullivan/Getty Images/AFP == FOR NEWSPAPERS, INTERNET, <extra_id_0> USE ONLY == AFP",['TELCOS & TELEVISION'],3,20.0,10
dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend <extra_id_0> van de campagne. Inschrijven voor de nieuwsbrief <extra_id_1>,"['op de hoogte', 'kan ook.']",5,20.0,10
1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. <extra_id_0> Pg8-f6 5. Pb1-c3 d7-d6 6. Lc1-g5 e7-e6 7. Dd1-d2,['d2-d4 c5xd4 4. Pf3xd4'],4,20.0,10
". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.",". <extra_id_0> tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.",['Indrukwekkend spelende Anne-Wil Blankers'],4,20.0,10
". Hans Liberg verbindt muziek uit alle tijden en windstreken aan een spervuur van grappen, en speelt ook op verzoek.",". <extra_id_0> uit alle tijden en windstreken aan een spervuur van grappen, en speelt ook op verzoek.",['Hans Liberg verbindt muziek'],4,20.0,10
- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent is overleden.,- NRC De laatste bladzijde In deze rubriek <extra_id_0> van iemand die recent is overleden.,['elk weekeinde een necrologie'],4,20.0,10
". Die ene leraar die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de wijsgeer die je inspireerde met zijn boeken. Elke carrire kent wel zon leermeester (m/v). Voor",". Die ene leraar die je interesse wekte, de <extra_id_0> je de kneepjes van <extra_id_1> de wijsgeer die je inspireerde met zijn boeken. Elke carrire kent wel zon leermeester (m/v). Voor","['eerste baas die', 'het vak bijbracht of']",7,20.0,10
". Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de discipline, trefzeker opgedist in confrences, verhalen en liedjes.",". Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie <extra_id_0> van de discipline, trefzeker <extra_id_1> confrences, verhalen en liedjes.","['en de dwang', 'opgedist in']",5,20.0,10
". MARION In zijn liefdevolle derde speelfilm portretteert Manuel Poirier een gewoon meisje dat erachter moet komen dat ze een gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op het Normandische platteland en steelt het hart van een deftig echtpaar uit Parijs, dat haar een betere toekomst in de grote stad belooft. Gesteund door een sterk gecomponeerd scenario en met een geduldig gevoel voor het absurde, ontvouwt Poirier een spel van toevalligheden en manipulaties.",". MARION In zijn liefdevolle <extra_id_0> Manuel Poirier een gewoon meisje dat erachter moet komen dat ze een gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op <extra_id_1> steelt het hart van een deftig echtpaar uit Parijs, dat <extra_id_2> toekomst <extra_id_3> stad belooft. Gesteund door een sterk gecomponeerd scenario en <extra_id_4> gevoel voor het absurde, ontvouwt Poirier een spel van toevalligheden en manipulaties.","['derde speelfilm portretteert', 'het Normandische platteland en', 'haar een betere', 'in de grote', 'met een geduldig']",16,20.0,10
"Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt de vele migranten die langs de route leven en werken. Deel","Fotograaf Kadir van <extra_id_0> veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt de <extra_id_1> langs de route leven en werken. Deel","['Lohuizen (1963) reist in', 'vele migranten die']",7,20.0,9
" Tot 8 november voelt NRC in Kort Amerikaans iedere dag een kiezer aan de tand. Van Latino tot Afro-Amerikaan, van jong tot oud, wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC in Kort Amerikaans iedere dag een kiezer aan de <extra_id_0> tot Afro-Amerikaan, van jong tot oud, wie kiezen de <extra_id_1>","['tand. Van Latino', 'Amerikanen tot president?']",6,20.0,9
- NRC Ophef Iedere week bespreekt de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC Ophef Iedere week bespreekt de redactie <extra_id_0> in de wetenschap. Deze week: een,['wetenschap hier ophef'],3,20.0,9
"? In de rubriek De Wrap bespreken we wekelijks trends, recepten, restaurants en al het andere wat voedsel en drankjes zo smakelijk kan maken.","? In de rubriek De Wrap bespreken we wekelijks trends, recepten, restaurants en al het <extra_id_0> voedsel en <extra_id_1> kan maken.","['andere wat', 'drankjes zo smakelijk']",5,20.0,9
"Photo- & Copyrights  PICS UNITED P.O. Box 7164 - 5605 BE EINDHOVEN (THE NETHERLANDS) Phone +31 (0)40 296 28 00 Fax +31 (0) 40 248 47 43 http://www.pics-united.com e-mail : sales@pics-united.com (If you would like to raise any issues regarding any aspects of products / service of PICS UNITED) or e-mail : sales@pics-united.com ATTENTIE: Publicatie ook bij aanbieding door derden is slechts toegestaan na verkregen toestemming van Pics United. VOLLEDIGE NAAMSVERMELDING IS VERPLICHT! ( PICS UNITED/Naam Fotograaf, zie veld 4 van de bestandsinfo 'credits') ATTENTION:  Pics United. Reproduction/publication of this photo by any parties is only permitted after authorisation is sought and obtained from PICS UNITED- THE NETHERLANDS PICS UNITED","Photo- & Copyrights PICS UNITED P.O. Box 7164 - 5605 BE EINDHOVEN <extra_id_0> +31 (0)40 296 28 00 Fax +31 (0) 40 248 47 43 http://www.pics-united.com e-mail : sales@pics-united.com (If you would like to raise any issues regarding any aspects of products / service of PICS UNITED) or e-mail : sales@pics-united.com ATTENTIE: Publicatie ook <extra_id_1> derden is slechts <extra_id_2> toestemming van <extra_id_3> NAAMSVERMELDING <extra_id_4> UNITED/Naam Fotograaf, zie veld 4 van de bestandsinfo 'credits') ATTENTION: Pics United. Reproduction/publication of <extra_id_5> any parties <extra_id_6> after authorisation is sought and obtained from PICS UNITED- THE NETHERLANDS PICS UNITED","['(THE NETHERLANDS) Phone', 'bij aanbieding door', 'toegestaan na verkregen', 'Pics United. VOLLEDIGE', 'IS VERPLICHT! ( PICS', 'this photo by', 'is only permitted']",22,20.0,9
. GRIDLOCK'D Verbazend genuanceerd en realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan overdosis bezweken vriendin.,. GRIDLOCK'D Verbazend genuanceerd en realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur <extra_id_0> Roth naar door bureaucratische <extra_id_1> hulp voor aan <extra_id_2>,"['met neurotische junkie Tim', 'hindernissen belemmerde medische', 'overdosis bezweken vriendin.']",10,20.0,9
". Engelse musical over de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.",". Engelse musical over de rock-carrire van Buddy Holly, waarin de vrolijke <extra_id_0> voert.",['muziek de boventoon'],3,20.0,9
" Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Oud! waarin ouderen vertellen over zichzelf, hun liefdes en de lessen van het leven. Deze week:","Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Oud! waarin ouderen vertellen over zichzelf, hun <extra_id_0> lessen van het <extra_id_1>","['liefdes en de', 'leven. Deze week:']",6,20.0,9
Bert Pol is verbonden aan de afdeling Communicatiewetenschap van de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol is verbonden aan de afdeling Communicatiewetenschap van de Universiteit Twente en vennoot van <extra_id_0>,['Tabula Rasa Den Haag.'],4,20.0,9
"- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het <extra_id_0> ziekte met de <extra_id_1> Vandaag:","['verloop van zijn', 'boeken die hij (her)leest.']",7,20.0,9
 - NRC Dit ben ik Iedereen heeft verschillende identiteiten. Hoe worden we wie we zijn? Deze week:,- NRC Dit ben ik Iedereen heeft verschillende identiteiten. Hoe worden we <extra_id_0> Deze week:,['wie we zijn?'],3,20.0,9
"De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven zijn elkaars buren. Buurten met zulke grote inkomensverschillen, pal naast elkaar  dat komt in het opgedeelde Nederland anno 2012 nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de mensen die er wonen. Aflevering",De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven zijn elkaars buren. Buurten met zulke <extra_id_0> naast elkaar dat komt in het opgedeelde Nederland anno 2012 nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman <extra_id_1> vroegen het <extra_id_2> mensen <extra_id_3> Aflevering,"['grote inkomensverschillen, pal', 'en Dick Wittenberg', 'aan de', 'die er wonen.']",11,20.0,9
"; De waker, de slaper & de dromer Youp van 't Hek, grof en potisch tegelijk, over de verburgerlijking van een groep studenten die had gezworen nooit in de rat race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp van 't Hek, <extra_id_0> over de verburgerlijking van een groep studenten die had gezworen <extra_id_1> rat race verzeild te zullen raken.","['grof en potisch tegelijk,', 'nooit in de']",7,20.0,9
"Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter vertellen onze correspondenten, elke","<extra_id_0> wereldeconomie zijn er dagelijks. Het verhaal daar achter vertellen onze correspondenten, elke",['Cijfers over de'],3,20.0,9
is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van de grafiek om een overzicht te zien van de artikelen en om door te klikken naar het oorspronkelijke artikel. Themas,is genoemd in het webnieuws in de afgelopen week. De <extra_id_0> malen per <extra_id_1> kunt klikken op alle gekleurde onderdelen van de grafiek om een overzicht te zien <extra_id_2> en om door te klikken naar het oorspronkelijke artikel. Themas,"['grafiek wordt meerdere', 'dag geupdate. U', 'van de artikelen']",9,20.0,9
"uur. Beeldend kunstenaar Jan DIBBETS (1941) start op het strand de Slufter nabij Maasvlakte 2 het eerste "" Portscapes-project "". De "" remake "" van zijn 40 jaar geleden opgenomen film "" 12 hours Tide Object with Correction of Perspective "". Een shovel tekent op het strand een figuur uit, die op televisiebeeld als een rechthoek wordt ervaren door de perspectivische vertekening. De opkomende vloed wist het figuur weer uit. Vincent Mentzel Zondagmorgen 0","uur. Beeldend kunstenaar Jan DIBBETS (1941) start op het strand de Slufter nabij Maasvlakte 2 het eerste "" Portscapes-project "". De "" remake "" <extra_id_0> jaar geleden opgenomen film "" 12 hours Tide Object <extra_id_1> Perspective "". Een shovel tekent op het strand een figuur uit, die op televisiebeeld als een rechthoek wordt ervaren <extra_id_2> vertekening. De opkomende vloed <extra_id_3> weer <extra_id_4> Zondagmorgen 0","['van zijn 40', 'with Correction of', 'door de perspectivische', 'wist het figuur', 'uit. Vincent Mentzel']",15,20.0,9
. Ellen Vogel en Roos Ouwehand houden elkaar mooi in evenwicht in een stuk van Donald Margulies over een jonge schrijfster die in de leer wil bij haar grote voorbeeld.,. Ellen Vogel en Roos Ouwehand houden elkaar mooi in <extra_id_0> stuk van Donald Margulies over een jonge schrijfster die in de <extra_id_1> haar grote voorbeeld.,"['evenwicht in een', 'leer wil bij']",6,20.0,8
kenniscentrum Raam op Rusland. Hij schrijft om de week met redacteur geopolitiek Michel Kerres over de kantelende wereldorde.,kenniscentrum Raam op Rusland. Hij schrijft <extra_id_0> redacteur geopolitiek Michel Kerres over de kantelende wereldorde.,['om de week met'],4,20.0,8
". THINGS TO DO IN DENVER WHEN YOU'RE DEAD Kleine schoonheidsfoutjes mogen de pret niet drukken in Gary Fleders debuut over een ontwapenende ex-gangster die na een mislukte opdracht-om-het-af-te-leren zijn dood krijgt aangezegd. Andy Garcia, Christopher Walken en Christopher Lloyd schitteren in een tarantineske misdaadkomedie met melancholieke ondertoon.",". THINGS TO DO IN DENVER WHEN YOU'RE DEAD Kleine schoonheidsfoutjes mogen de pret niet drukken in Gary Fleders debuut <extra_id_0> die na een mislukte <extra_id_1> krijgt aangezegd. Andy Garcia, Christopher Walken en Christopher <extra_id_2> een tarantineske misdaadkomedie met melancholieke ondertoon.","['over een ontwapenende ex-gangster', 'opdracht-om-het-af-te-leren zijn dood', 'Lloyd schitteren in']",10,20.0,8
Foto uitsluitend vrij van rechten voor redactioneel gebruik ter promotie van het programma tot 1 maand na uitzending. Commercieel gebruik verboden. SBS,Foto uitsluitend vrij van rechten <extra_id_0> promotie van het programma tot 1 maand na uitzending. Commercieel gebruik verboden. SBS,['voor redactioneel gebruik ter'],4,20.0,8
. Martijn Katan is biochemicus en emeritus hoogleraar voedingsleer aan de Vrije Universiteit Amsterdam.,. <extra_id_0> biochemicus en emeritus hoogleraar voedingsleer aan de Vrije Universiteit Amsterdam.,['Martijn Katan is'],3,20.0,8
"Nederland telt eindeloos veel subsidieregelingen, fondsen en potjes ter ondersteuning van bijzondere projecten. Vandaag:","Nederland telt eindeloos veel subsidieregelingen, <extra_id_0> ter ondersteuning van bijzondere projecten. Vandaag:",['fondsen en potjes'],3,20.0,8
mensen overleden aan de gevolgen van het coronavirus. Volg hier het laatste nieuws rond de pandemie. Dit blog over de belangrijkste ontwikkelingen rond het coronavirus op,mensen overleden aan de gevolgen <extra_id_0> Volg hier het laatste nieuws rond de pandemie. <extra_id_1> over de belangrijkste ontwikkelingen rond het coronavirus op,"['van het coronavirus.', 'Dit blog']",5,20.0,8
"Als er geen paard meer te vinden is binnen de partij, komt er een Gronings paard om aan te spannen.","Als er geen paard meer te vinden is binnen de partij, komt er een Gronings paard <extra_id_0>",['om aan te spannen.'],4,20.0,8
"vandaag in NRC Boeken Vandaag in de Boekenbijlage, die wekelijks op vrijdag in het hart van NRC Handelsblad verschijnt:","vandaag in NRC Boeken Vandaag in de Boekenbijlage, die <extra_id_0> het hart van NRC Handelsblad verschijnt:",['wekelijks op vrijdag in'],4,20.0,8
Een gebergte in de Nederlandse literatuur is het oeuvre van S. Vestdijk wel genoemd. Van zijn tweenvijftig romans horen er heel wat tot de pieken in dat gebergte. H.Br. Corstius en Maarten 't Hart herlezen er ieder zesentwintig en doen om beurten verslag van hun ervaring. Vandaag:,Een gebergte in de Nederlandse literatuur is het oeuvre van S. Vestdijk wel genoemd. Van zijn tweenvijftig romans horen er heel <extra_id_0> pieken in dat <extra_id_1> en Maarten 't <extra_id_2> ieder zesentwintig en doen om beurten verslag van hun ervaring. Vandaag:,"['wat tot de', 'gebergte. H.Br. Corstius', 'Hart herlezen er']",9,20.0,8
fatsoenlijke Amerikaanse arts die in Parijs zijn spoorloos verdwenen vrouw zoekt en zich geconfronteerd ziet met xenofobie en terreur.,fatsoenlijke Amerikaanse arts die in Parijs zijn spoorloos verdwenen vrouw zoekt en zich geconfronteerd ziet <extra_id_0>,['met xenofobie en terreur.'],4,20.0,8
De Amsterdamse wijk Slotervaart weerspiegelt de culturele verschillen van het moderne Nederland. Twee keer per week bericht deze krant over het gewone leven in de,De Amsterdamse wijk Slotervaart weerspiegelt de culturele verschillen van het <extra_id_0> keer per week <extra_id_1> krant over het gewone leven in de,"['moderne Nederland. Twee', 'bericht deze']",5,20.0,8
en Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,<extra_id_0> belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,['en Deze rubriek'],3,20.0,8
"Driekwart van de Nederlandse beroepsbevolking behoort tot de wereldelite, de rest is ziek of arbeidsongeschikt. Om dat te verbeteren verdienen ook arbeidsomstandigheden meer aandacht. Aflevering","Driekwart van de Nederlandse beroepsbevolking behoort tot de wereldelite, de rest is ziek of arbeidsongeschikt. <extra_id_0> te verbeteren verdienen ook arbeidsomstandigheden <extra_id_1>","['Om dat', 'meer aandacht. Aflevering']",5,20.0,8
1. e2-e4 e7-e5 2. Pg1-f3 Pb8-c6 3. Lf1-b5 a7-a6 4. Lb5-a4 Pg8-f6 5. 0-0 Lf8-e7 6. Tf1-e1 b7-b5 7. La4-b3 0-0 8.,1. e2-e4 e7-e5 <extra_id_0> Lf1-b5 a7-a6 4. Lb5-a4 Pg8-f6 5. 0-0 Lf8-e7 6. Tf1-e1 b7-b5 7. La4-b3 0-0 8.,['2. Pg1-f3 Pb8-c6 3.'],4,20.0,8
; op deze pagina een selectie uit de fotos die tot nu toe binnen zijn gekomen. Deelnemen kan tot,; op deze pagina een selectie uit de fotos <extra_id_0> binnen zijn gekomen. Deelnemen kan tot,['die tot nu toe'],4,20.0,8
Schrijver Arnon Grunberg leeft veertien dagen dag en nacht in de gesloten jeugdinstelling De Koppeling in Amsterdam. Hij schrijft elke dag over het leven daar. Deel,Schrijver Arnon Grunberg leeft veertien <extra_id_0> nacht in de gesloten jeugdinstelling De Koppeling in Amsterdam. Hij schrijft elke <extra_id_1> het leven daar. Deel,"['dagen dag en', 'dag over']",5,20.0,8
"t Say a Word (Gary Fleder, 2001, VS). Psychiater Michael Douglas dient, om zijn door Sean Bean ontvoerde dochter te redden,","t Say a Word (Gary Fleder, 2001, VS). Psychiater Michael <extra_id_0> door Sean Bean ontvoerde dochter te redden,","['Douglas dient, om zijn']",4,20.0,8
Redacteur Margot Poll signaleert welke boeken er ook nog zijn verschenen en kiest er steeds zes om kort te bespreken. Deze week,Redacteur Margot Poll signaleert welke boeken er ook nog <extra_id_0> er steeds zes om kort te bespreken. Deze week,['zijn verschenen en kiest'],4,20.0,8
"Down Periscope (David S. Ward, 1996, VS). Onderbroekenlol op een onderzeer vertoont verwantschap met","Down Periscope (David S. Ward, 1996, VS). Onderbroekenlol <extra_id_0> vertoont verwantschap met",['op een onderzeer'],3,20.0,8
"s. Michael J. Fox komt zijn ouders, kinderen en zichzelf tegen wanneer hij, met behulp van de tijdmachine van Christopher Lloyd, zowel in 2015 als in 1955 de vloek op zijn familie probeert te corrigeren.","s. Michael J. Fox komt zijn ouders, kinderen en <extra_id_0> met behulp van de tijdmachine van Christopher Lloyd, zowel in 2015 als in 1955 de vloek op <extra_id_1> te corrigeren.","['zichzelf tegen wanneer hij,', 'zijn familie probeert']",7,20.0,8
. Reageren? Nuanceren en argumenteren verplicht. Volledige naamsvermelding. Geplaatst in: Strafrecht,. Reageren? Nuanceren en argumenteren <extra_id_0> naamsvermelding. Geplaatst in: Strafrecht,['verplicht. Volledige'],2,20.0,8
de Europese Unie. Volg in dit blog de laatste ontwikkelingen over de echtscheiding tussen het VK en de EU.,de Europese Unie. Volg in dit blog de laatste <extra_id_0> tussen het VK en de EU.,['ontwikkelingen over de echtscheiding'],4,20.0,8
. In het Commentaar geeft NRC zijn mening over belangrijke nieuwsfeiten. De commentatoren schrijven deze artikelen in samenspraak met de hoofdredactie.,. In het Commentaar geeft NRC zijn mening over belangrijke nieuwsfeiten. De commentatoren schrijven deze artikelen in <extra_id_0>,['samenspraak met de hoofdredactie.'],4,20.0,8
