Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen op Max Verstappen en co? Bekijk hieronder de F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.","De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen <extra_id_0> en co? Bekijk hieronder <extra_id_1> gelijk hoe laat de wekker gezet moet worden.","['op Max Verstappen', 'de F1-kalender en zie']",7,20.0,12
"BN'er@homeNederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","BN'er@homeNederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of <extra_id_0> om de dag door te <extra_id_1>","['kijken zij', 'komen? Vandaag geeft']",5,20.0,11
Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. <extra_id_0> vind <extra_id_1> het coronavirus in de Drechtsteden. Mist <extra_id_2> de redactie: dd.redactie@ad.nl. 1,"['In ons dossier', 'je alle artikelen over', 'u iets? Tip']",10,20.0,11
"Deze zomer staat in het teken van onze Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v  2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.","Deze zomer staat in het teken van onze Buitenkansjes! <extra_id_0> mee voor nieuwe cadeaus. Van een <extra_id_1> (t.w.v 2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of <extra_id_2> Saskia Noort, je wilt niets missen.","['Speel elke dag', 'Stella e-bike', 'het e-book van']",8,20.0,11
. Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,. Meld je aan voor de AD sportnieuwsbrief en <extra_id_0> overzicht van het belangrijkste sportnieuws,['ontvang dagelijks een'],3,20.0,11
"Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, mooiste en opvallendste posts van BNers en celebritys.","Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek <extra_id_0> redactie het web voor je af voor <extra_id_1> opvallendste posts van BNers en celebritys.","['Regiobytes struint de', 'de gekste, mooiste en']",7,20.0,11
.  Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen <extra_id_0> lijf. Deze keer kwamen ze,['wekelijks iemand tegen het'],4,20.0,11
Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) <extra_id_0> de <extra_id_1> het Albert <extra_id_2> Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,"['is intensivist op', 'ic van', 'Schweitzer ziekenhuis in']",8,20.0,11
"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een <extra_id_0> deze te vergroten en er <extra_id_1>","['van de beelden om', 'doorheen te bladeren.']",7,20.0,10
Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze duels in een apart liveblog te volgen. Hier brengen we je op de hoogte van al het overige WK-nieuws.,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze <extra_id_0> apart liveblog te volgen. Hier brengen <extra_id_1> de hoogte van al het <extra_id_2>,"['duels in een', 'we je op', 'overige WK-nieuws.']",8,20.0,10
. We houden je op de hoogte in ons liveblog. De gebeurtenissen van de afgelopen dagen lees je hier terug.,. We houden je op de hoogte in ons <extra_id_0> de afgelopen dagen lees je hier terug.,['liveblog. De gebeurtenissen van'],4,20.0,10
In de rubriek En nu ik! worden bekenden en onbekenden uit het Groene Hart geportretteerd. Vandaag:,In de rubriek En nu ik! worden bekenden en onbekenden uit <extra_id_0> geportretteerd. Vandaag:,['het Groene Hart'],3,20.0,10
Veel sporters berichten graag over hun bezigheden buiten de velden en zalen. In de rubriek Sportbytes kijken we wat bekende sporters meemaken en delen op social media. Dit artikel wordt gedurende de dag vernieuwd.,Veel sporters berichten graag over hun bezigheden buiten de velden <extra_id_0> rubriek Sportbytes kijken we wat bekende sporters meemaken <extra_id_1> social media. Dit artikel wordt gedurende de dag vernieuwd.,"['en zalen. In de', 'en delen op']",7,20.0,10
In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit <extra_id_0> gedurende <extra_id_1>,"['artikel wordt', 'de dag vernieuwd.']",5,20.0,10
Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz en test je kennis met 7 vragen.,Hoe goed heb jij deze week het nieuws uit Utrecht gevolgd? Speel de quiz <extra_id_0> met 7 vragen.,['en test je kennis'],4,20.0,10
". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a href=""https://twitter.com/hashtag/",". <a href=""https://t.co/axyyfHaEPO"">https://t.co/axyyfHaEPO</a> <a <extra_id_0>","['href=""https://twitter.com/hashtag/']",1,20.0,10
Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,Fotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks <extra_id_0> lijf. Deze keer kwamen ze,['iemand tegen het'],3,20.0,10
In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat de Oude Kerk zo scheef en wa,In Delftse mysteries geven we antwoorden op voor de hand liggende vragen. Waarom staat <extra_id_0> scheef en wa,['de Oude Kerk zo'],4,20.0,9
Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten wij dagelijks op een rijtje welke evenementen speciale aandacht verdienen.,Vrijwel elke dag staat de sportwereld bol van de evenementen en wordt het lastig om nog bij te houden wat cht interessant is. Daarom zetten <extra_id_0> rijtje welke <extra_id_1> verdienen.,"['wij dagelijks op een', 'evenementen speciale aandacht']",7,20.0,9
Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Op het tweede gezichtFotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks <extra_id_0> nieuws. Vandaag:,['een kijkje achter het'],4,20.0,9
"In deze serie zoeken we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze serie zoeken we BNers op <extra_id_0> schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:",['die eens in de'],4,20.0,9
"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug. 18-05","Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral <extra_id_0> door. In TransferTalk houden we alle geruchten <extra_id_1> al het transfernieuws van de voorbije dagen en <extra_id_2>","['de transfergeruchten gewoon', 'bij. Lees hier', 'weken terug. 18-05']",9,20.0,9
maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier mannen opgepakt die mogelijk betrokken zijn bij de uitbraakpoging.,maffia-kopstuk Omar L. te laten ontsnappen. Die poging is mislukt. De politie heeft vier <extra_id_0> mogelijk betrokken zijn bij <extra_id_1>,"['mannen opgepakt die', 'de uitbraakpoging.']",5,20.0,9
"Wie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Wie beter <extra_id_0> hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat <extra_id_1> te komen. Zij geven hn beste tips. Vandaag:","['dan de baas weet', 'helpt om verder']",7,20.0,9
"De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak.","De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans <extra_id_0> van een doodnormale Rotterdamse rechtszaak.",['doet elke week verslag'],4,20.0,9
Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en omstreken vandaag te volgen? Dit is het nieuws van,Ben je er niet aan toegekomen om al het nieuws uit Rotterdam en <extra_id_0> Dit is het nieuws van,['omstreken vandaag te volgen?'],4,20.0,9
Kamp Amersfoort was in de oorlog voor velen een helse plek. Wie waren zij en wat overkwam hen? In deel,Kamp Amersfoort was in de oorlog voor velen <extra_id_0> waren zij en wat overkwam hen? In deel,['een helse plek. Wie'],4,20.0,9
David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen voor een leuker leven.,David en Arjan (r.) van geluksplatform 365 Dagen Succesvol delen hun lessen <extra_id_0> leven.,['voor een leuker'],3,20.0,9
over de voortgang van de coronacrisis. Het kabinet krijgt ruime steun van de bevolking voor de aanpak van het virus.,over de voortgang van de coronacrisis. <extra_id_0> steun van de bevolking voor de aanpak van het virus.,['Het kabinet krijgt ruime'],4,20.0,9
"Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. In het drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie heeft zeventien verdachten aangehouden.","Nijeveen de grootste cocanewasserij in Nederland ooit ontmanteld. <extra_id_0> drugslab werd cocane geproduceerd vanuit zogenoemd dragersmateriaal, zoals kleding. De politie <extra_id_1> aangehouden.","['In het', 'heeft zeventien verdachten']",5,20.0,9
In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In <extra_id_0> tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,['de rubriek Van wieg'],4,20.0,9
"maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van den Bosch zal deze journalistieke keuzes op regelmatige basis toelichten op deze plek. Vandaag:","maakt elke dag vele afwegingen om de krant, site en app zo goed mogelijk te maken. Hoofdredacteur Paul van <extra_id_0> journalistieke keuzes op regelmatige basis toelichten op <extra_id_1>","['den Bosch zal deze', 'deze plek. Vandaag:']",7,20.0,9
"Hans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:",Hans van der Beek doet elke dag verslag <extra_id_0> andere belangrijke bijeenkomsten in Amsterdam. Vandaag:,"['van feesten, presentaties en']",4,20.0,9
De deelnemers aan de internationale Libi-conferentie in Berlijn zijn het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden verschillende Duitse media.,De deelnemers aan de internationale Libi-conferentie <extra_id_0> het eens geworden over een wapenstilstand in het Noord-Afrikaanse land. Dat melden <extra_id_1> media.,"['in Berlijn zijn', 'verschillende Duitse']",5,20.0,9
Columnist Dennis Captein schrijft elke zaterdag een column over het leven in Alphen. Vandaag schrijft hij over,Columnist Dennis Captein schrijft elke zaterdag een column over het leven in <extra_id_0> hij over,['Alphen. Vandaag schrijft'],3,20.0,9
"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (75) een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt met de jaren. Omdat <extra_id_0> een eind op weg is, beantwoordt hij uw vragen.",['acteur Joost Prinsen (75)'],4,20.0,9
De transferperiode in Europa is geopend en dus regent het nieuwtjes over spelers die hun contract verlengen of juist wisselen van club. Mis de komende maanden niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode in Europa is geopend en dus regent <extra_id_0> spelers die hun contract verlengen of juist wisselen van club. Mis de komende maanden niets van alle geruchten en <extra_id_1> onze dagelijkse <extra_id_2>,"['het nieuwtjes over', 'voltooide transfers in', 'rubriek TransferTalk.']",8,20.0,9
Leo van der Velde schrijft wekelijks een brief aan kleindochter Rachel (7) waarin hij haar vertelt over het Den Haag van toen.,Leo van der Velde schrijft wekelijks een brief aan kleindochter <extra_id_0> haar vertelt over het Den Haag van toen.,['Rachel (7) waarin hij'],4,20.0,9
"- Elk dorp kent ze: mensen die iets bijzonders doen voor de gemeenschap. In hun werk, hobby of als vrijwilliger. Deze week:","- Elk dorp kent ze: mensen die iets <extra_id_0> gemeenschap. In hun werk, hobby of als vrijwilliger. Deze week:",['bijzonders doen voor de'],4,20.0,9
"Het grote graven is weer begonnen! Molloot Gudo Tienhooven deelt elk weekend zijn bevindingen over Wie is de Mol?. Hij praat je bij over complotten, vreemde acties en de laatste theorien.","Het grote <extra_id_0> begonnen! Molloot <extra_id_1> elk weekend zijn bevindingen over Wie is de Mol?. Hij praat je bij over complotten, vreemde acties en de laatste theorien.","['graven is weer', 'Gudo Tienhooven deelt']",6,20.0,9
.  Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever <extra_id_0> iemand tegen het lijf. Deze keer kwamen ze,['Robin Nanninga lopen wekelijks'],4,20.0,9
. Volg alle ontwikkelingen rond het virus in ons liveblog. Hier lees je het vorige blog nog eens terug.,. Volg alle ontwikkelingen rond het virus in <extra_id_0> je het vorige blog nog eens terug.,['ons liveblog. Hier lees'],4,20.0,9
Onze verslaggevers Arjan Schouten en Rik Spekenbrink volgen het Formule 1-circuit op de voet. In blogs melden ze wat hen verbaast in de wereld van pks en glitter en glamour.,Onze verslaggevers Arjan Schouten <extra_id_0> volgen het Formule 1-circuit op de voet. In blogs melden ze wat hen <extra_id_1> wereld van pks en glitter en glamour.,"['en Rik Spekenbrink', 'verbaast in de']",6,20.0,9
Parlementarirs ondervragen wekelijks op dinsdagmiddag tijdens het vragenuurtje kabinetsleden over actuele kwesties. Vandaag onder meer op de agenda:,Parlementarirs ondervragen wekelijks op <extra_id_0> kabinetsleden over actuele kwesties. Vandaag onder meer op de agenda:,['dinsdagmiddag tijdens het vragenuurtje'],4,20.0,9
"lockquote class=""twitter-tweet"" lang=""nl""><p lang=""en"" dir=""ltr""><a href=""https://twitter.com/hashtag/","lockquote <extra_id_0> lang=""nl""><p lang=""en"" dir=""ltr""><a href=""https://twitter.com/hashtag/","['class=""twitter-tweet""']",1,20.0,9
17-jarigen: ze staan op de springplank naar volwassenheid. Charlotte de Heij gaat voor deze rubriek in gesprek met zon groentje uit het Groene Hart. Vandaag:,17-jarigen: ze staan op de springplank naar volwassenheid. Charlotte de Heij gaat voor deze rubriek <extra_id_0> met zon <extra_id_1> Groene Hart. Vandaag:,"['in gesprek', 'groentje uit het']",5,20.0,9
"Hoewel de sport steeds meer wordt opgestart, houdt het coronavirus een ijzeren greep op de sportwereld. In dit liveblog houden we de laatste nieuwsberichten bij.","Hoewel de sport <extra_id_0> opgestart, houdt het coronavirus een ijzeren greep op de sportwereld. <extra_id_1> liveblog houden we de laatste nieuwsberichten bij.","['steeds meer wordt', 'In dit']",5,20.0,9
. Met behulp van statistiekenbureaus Gracenote en Opta blikken we met de leukste feitjes vooruit op de,. Met behulp van statistiekenbureaus <extra_id_0> blikken we met de leukste feitjes vooruit op de,['Gracenote en Opta'],3,20.0,9
"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands.","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A <extra_id_0> van deze <extra_id_1> Ook vermelden we hier komende week <extra_id_2> stand n het programma van de belangrijkste oefeninterlands.","['en League B', 'en volgende week.', 'alle uitslagen, de']",9,20.0,9
Mensen zitten thuis vanwege het coronavirus. In een serie verhalen vragen we mensen wat dat met ze doet. Vandaag:,Mensen zitten thuis vanwege het coronavirus. In een serie verhalen vragen we mensen <extra_id_0> doet. Vandaag:,['wat dat met ze'],4,20.0,9
Vakantie is lekker! Toch? Niet altijd. De mooiste stukjes van Europa worden tegenwoordig onder de voet gelopen door drommen toeristen. Deel,<extra_id_0> Niet altijd. De mooiste stukjes van Europa worden tegenwoordig onder de voet gelopen door drommen toeristen. Deel,['Vakantie is lekker! Toch?'],4,20.0,9
#shirt #Internationaledagvandevluchteling #refugee #whocares #welkom #marHaban #tshirt #trots #therefugeecompany #koopdatshirt #linkinbio,#shirt #Internationaledagvandevluchteling #refugee #whocares <extra_id_0> #tshirt #trots #therefugeecompany #koopdatshirt #linkinbio,['#welkom #marHaban'],2,20.0,9
Sandra Phlippen is chef economie. Elke week behandelt ze een onderwerp dat haar opvalt in de economie.,Sandra Phlippen <extra_id_0> Elke week behandelt ze een onderwerp dat haar opvalt in de economie.,['is chef economie.'],3,20.0,8
"Het centrum van Den Haag is vanochtend afgesloten door het leger met vrachtwagens en roadblocks voor de komst van duizenden boeren die demonstreren tegen de stikstofregels. Trams en bussen rijden om, autos kunnen de binnenstad niet meer in of uit. Volg de ontwikkelingen in ons liveblog.",Het centrum van Den Haag is vanochtend afgesloten <extra_id_0> met vrachtwagens en roadblocks voor de komst van duizenden boeren die demonstreren tegen de stikstofregels. Trams en bussen <extra_id_1> kunnen de binnenstad niet meer in of uit. Volg de ontwikkelingen <extra_id_2>,"['door het leger', 'rijden om, autos', 'in ons liveblog.']",9,20.0,8
worden getest. Dit betekent dat de aantallen een minder goed beeld geven van de verspreiding van het coronavirus dan in de eerste dagen.,worden getest. Dit betekent dat de aantallen een minder goed beeld geven <extra_id_0> van <extra_id_1> dan in de eerste dagen.,"['van de verspreiding', 'het coronavirus']",5,20.0,8
"Is het nou mooi, of lelijk? Of eigenlijk allebei? Journalist en schrijver Mark van Wonderen trekt de regio in op zoek naar plekken die misschien niet het aantrekkelijkst zijn, maar die wel een verhaal vertellen. Vandaag aflevering","Is het nou mooi, of lelijk? Of eigenlijk allebei? Journalist en schrijver Mark van <extra_id_0> in op zoek naar plekken die <extra_id_1> aantrekkelijkst zijn, maar die wel een verhaal vertellen. Vandaag aflevering","['Wonderen trekt de regio', 'misschien niet het']",7,20.0,8
 VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,VAN DE STRAATFotograaf Maartje Brockbernd en <extra_id_0> wekelijks iemand tegen het lijf. Deze keer kwamen ze,['verslaggever Robin Nanninga lopen'],4,20.0,8
De transferperiode in Europa kruipt richting het einde en dus regent het nieuwtjes over spelers die nog wisselen van club. Mis de komende weken niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode in Europa kruipt richting het einde en dus regent het nieuwtjes over spelers die nog wisselen van club. Mis de komende weken niets van alle geruchten <extra_id_0> onze <extra_id_1>,"['en voltooide transfers in', 'dagelijkse rubriek TransferTalk.']",7,20.0,8
De Britse premier Theresa May stelt de voor morgen geplande stemming over het brexitakkoord in het Lagerhuis op het laatste moment uit.,De Britse premier Theresa May stelt de voor morgen geplande stemming over het <extra_id_0> op het laatste moment uit.,['brexitakkoord in het Lagerhuis'],4,20.0,8
"Nederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","Nederland zit voorlopig <extra_id_0> en veel BNers <extra_id_1> lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","['vooral thuis', 'dus ook. Wat']",5,20.0,8
Als gevolg van een ernstige mishandeling in een woonwijk in Assen is vandaag een man overleden. Vijf omwonenden zijn opgepakt. Volgens de politie waren de vijf op de man afgegaan omdat ze hem verdachten van een zedendelict.,Als gevolg van een ernstige mishandeling in een woonwijk in <extra_id_0> een man overleden. Vijf <extra_id_1> de politie waren de vijf op de man afgegaan omdat ze hem verdachten van een zedendelict.,"['Assen is vandaag', 'omwonenden zijn opgepakt. Volgens']",7,20.0,8
"Het eiland Tiengemeten in het Haringvliet was eeuwenlang een agrarisch eldorado. Een gesoleerd thuis ook voor boeren(knechten), dienstbodes, vrijbuiters en weekenders. Totdat het een natuureiland werd en voor de","Het eiland Tiengemeten in het Haringvliet was eeuwenlang een agrarisch eldorado. Een gesoleerd thuis <extra_id_0> dienstbodes, vrijbuiters en weekenders. Totdat het <extra_id_1> en voor de","['ook voor boeren(knechten),', 'een natuureiland werd']",6,20.0,8
BlogVerslaggevers Tim Reedijk en Danil Dwarswaard volgen de voetbalsters van Oranje tijdens het WK in Frankrijk. Dagelijks schrijven ze een blog over wat hen opvalt en bezighoudt. Vandaag:,<extra_id_0> en Danil Dwarswaard volgen de voetbalsters van Oranje tijdens het WK <extra_id_1> schrijven ze een blog over wat hen opvalt en bezighoudt. Vandaag:,"['BlogVerslaggevers Tim Reedijk', 'in Frankrijk. Dagelijks']",6,20.0,8
"Wekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf van het koren te scheiden. Met deze week:","Wekelijks worden we bedolven onder <extra_id_0> films, boeken, muziek, <extra_id_1> games. Tijd om het kaf van het koren te scheiden. Met deze week:","['de nieuwe', 'festivals, dvds en']",5,20.0,8
"Sara, de anderhalf jaar oude dochter van Emine en Bram Verbrugge, heeft de zeldzame spierziekte MDC1A waarvoor geen behandeling bestaat. Vader Bram doet verslag. Vandaag deel","Sara, de anderhalf jaar oude dochter van Emine en Bram Verbrugge, heeft de zeldzame <extra_id_0> waarvoor geen behandeling bestaat. Vader Bram <extra_id_1> deel","['spierziekte MDC1A', 'doet verslag. Vandaag']",5,20.0,8
Miljoenen Nederlanders herontdekken deze maand hun eigen land. Edwin Winkels is een van hen. Hij doet dagelijks verslag. Vandaag deel,Miljoenen Nederlanders herontdekken deze maand hun eigen land. Edwin Winkels is een van <extra_id_0> verslag. Vandaag deel,['hen. Hij doet dagelijks'],4,20.0,8
"HET VOETSTUK In de rubriek Het voetstuk zet Sjoerd Marcelissen iemand die positief is opgevallen op een voetstuk. En iemand die negatief is opgevallen, laat hij eraf vallen. In pittige stukjes met een vleugje humor.","HET VOETSTUK In de rubriek Het voetstuk zet Sjoerd Marcelissen iemand die positief is opgevallen op een <extra_id_0> die negatief is opgevallen, laat hij eraf vallen. In pittige stukjes <extra_id_1>","['voetstuk. En iemand', 'met een vleugje humor.']",7,20.0,8
RecensieOnze redactie maakt je wegwijs in het actuele aanbod van series. Wat moet je gezien hebben en waarom? Vandaag een,RecensieOnze redactie maakt je wegwijs in het actuele aanbod van <extra_id_0> gezien hebben en waarom? Vandaag een,['series. Wat moet je'],4,20.0,8
"In deze serie zoeken we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In deze <extra_id_0> op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:",['serie zoeken we BNers'],4,20.0,8
Wat maakte 2018 memorabel? Een serie verhalen waarin we terugblikken en vooruitkijken aan de hand van de grote en kleine gebeurtenissen.,Wat maakte 2018 memorabel? Een serie verhalen waarin we <extra_id_0> de hand van de grote en kleine gebeurtenissen.,['terugblikken en vooruitkijken aan'],4,20.0,8
