Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
". Vera Mann schittert in een eenpersoonsmusical over de verongelukte prinses, al hadden de liedjes puntiger gekund.",". <extra_id_0> schittert in een eenpersoonsmusical <extra_id_1> prinses, al hadden de liedjes puntiger gekund.","['Vera Mann', 'over de verongelukte']",5,30.0,11
"van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin we de mooiste foto's uit Londen selecteren.","van de Olympische Spelen, net als op <extra_id_0> live <extra_id_1> we de mooiste foto's uit Londen selecteren.","['alle andere wedstrijddagen, een', 'fotoblog bij waarin']",7,30.0,11
- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun stempel drukten. Deze week,<extra_id_0> op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun <extra_id_1> week,"['- NRC Kunst', 'stempel drukten. Deze']",6,30.0,11
Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Deze week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover <extra_id_0> zich <extra_id_1> week:,"['de rechter', 'onlangs uitsprak. Deze']",5,30.0,11
. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,<extra_id_0> blijkt uit cijfers die het Centraal Bureau voor <extra_id_1> vandaag heeft gepubliceerd.,"['. Dat', 'de Statistiek (CBS)']",5,30.0,10
"De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont en werkt Arnon Grunberg <extra_id_0> Amsterdam, <extra_id_1> kunstenaars. Hij schrijft daar dagelijks over.","['in het Stedelijk Museum', 'met een groep']",7,30.0,10
"Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","<extra_id_0> ALS, een zeldzame neurologische ziekte waarbij <extra_id_1> verlamd raakt. <extra_id_2> verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","['Pieter Steinz heeft', 'je in toenemend tempo', 'In deze serie']",10,30.0,10
Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat de schoonheid van klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof <extra_id_0> dinsdag zien wat de <extra_id_1> klassieke muziek is. Vandaag:,"['(28) laat iedere', 'schoonheid van']",5,30.0,10
Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige <extra_id_0>,['en onzinnige vakantiefabels. Vandaag:'],4,30.0,10
". Justin Sullivan/Getty Images/AFP == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP",". Justin Sullivan/Getty <extra_id_0> INTERNET, TELCOS & TELEVISION USE ONLY == AFP","['Images/AFP == FOR NEWSPAPERS,']",4,30.0,10
dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke <extra_id_0> hoogte van de campagne. <extra_id_1> kan ook.,"['ochtend op de', 'Inschrijven voor de nieuwsbrief']",7,30.0,10
1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. <extra_id_0> d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. <extra_id_1> Dd1-d2,"['Pg1-f3 Pb8-c6 3.', 'Lc1-g5 e7-e6 7.']",6,30.0,10
". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.",". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch <extra_id_0> het <extra_id_1>","['geladen drama van', 'Nationale Toneel.']",5,30.0,10
". Hans Liberg verbindt muziek uit alle tijden en windstreken aan een spervuur van grappen, en speelt ook op verzoek.",. Hans Liberg verbindt muziek uit alle tijden en windstreken <extra_id_0> van <extra_id_1> ook op verzoek.,"['aan een spervuur', 'grappen, en speelt']",6,30.0,10
- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent is overleden.,- <extra_id_0> bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent <extra_id_1>,"['NRC De laatste', 'is overleden.']",5,30.0,10
". Die ene leraar die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de wijsgeer die je inspireerde met zijn boeken. Elke carrire kent wel zon leermeester (m/v). Voor",". Die ene leraar die je interesse wekte, de eerste baas die je <extra_id_0> van <extra_id_1> of de wijsgeer <extra_id_2> met zijn boeken. Elke carrire kent <extra_id_3> (m/v). Voor","['de kneepjes', 'het vak bijbracht', 'die je inspireerde', 'wel zon leermeester']",11,30.0,10
". Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de discipline, trefzeker opgedist in confrences, verhalen en liedjes.",". Veelzijdige <extra_id_0> Lenette van Dongen over de keus <extra_id_1> en <extra_id_2> de discipline, trefzeker opgedist in confrences, verhalen en liedjes.","['cabaret-solo van', 'tussen vrije expressie', 'de dwang van']",8,30.0,10
"Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt de vele migranten die langs de route leven en werken. Deel","<extra_id_0> Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt <extra_id_1> die langs <extra_id_2> werken. Deel","['Fotograaf Kadir van', 'de vele migranten', 'de route leven en']",10,30.0,9
" Tot 8 november voelt NRC in Kort Amerikaans iedere dag een kiezer aan de tand. Van Latino tot Afro-Amerikaan, van jong tot oud, wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC <extra_id_0> iedere dag een kiezer aan de tand. Van Latino tot <extra_id_1> tot oud, wie <extra_id_2> tot president?","['in Kort Amerikaans', 'Afro-Amerikaan, van jong', 'kiezen de Amerikanen']",9,30.0,9
- NRC Ophef Iedere week bespreekt de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC Ophef Iedere week bespreekt <extra_id_0> hier ophef <extra_id_1> wetenschap. Deze week: een,"['de redactie wetenschap', 'in de']",5,30.0,9
"? In de rubriek De Wrap bespreken we wekelijks trends, recepten, restaurants en al het andere wat voedsel en drankjes zo smakelijk kan maken.",? In de rubriek De Wrap bespreken <extra_id_0> restaurants en al het <extra_id_1> en drankjes zo smakelijk kan maken.,"['we wekelijks trends, recepten,', 'andere wat voedsel']",7,30.0,9
. GRIDLOCK'D Verbazend genuanceerd en realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan overdosis bezweken vriendin.,. GRIDLOCK'D <extra_id_0> realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na <extra_id_1> gangstarapper Tupac Shakur een <extra_id_2> verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door <extra_id_3> medische <extra_id_4> overdosis bezweken vriendin.,"['Verbazend genuanceerd en', 'de opnamen vermoorde', 'sympathiek personage. In', 'bureaucratische hindernissen belemmerde', 'hulp voor aan']",15,30.0,9
". Engelse musical over de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.",". Engelse musical over de <extra_id_0> Buddy Holly, waarin de vrolijke muziek <extra_id_1>","['rock-carrire van', 'de boventoon voert.']",5,30.0,9
" Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Oud! waarin ouderen vertellen over zichzelf, hun liefdes en de lessen van het leven. Deze week:",Op de plaats van de <extra_id_0> zomer elke <extra_id_1> Oud! waarin ouderen <extra_id_2> hun liefdes en de lessen van het leven. Deze week:,"['rubriek Jong! deze', 'week de rubriek', 'vertellen over zichzelf,']",9,30.0,9
Bert Pol is verbonden aan de afdeling Communicatiewetenschap van de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol <extra_id_0> de <extra_id_1> de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,"['is verbonden aan', 'afdeling Communicatiewetenschap van']",6,30.0,9
"- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte <extra_id_0> toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn <extra_id_1> die <extra_id_2>","['waarbij je in', 'ziekte met de boeken', 'hij (her)leest. Vandaag:']",10,30.0,9
 - NRC Dit ben ik Iedereen heeft verschillende identiteiten. Hoe worden we wie we zijn? Deze week:,- <extra_id_0> ik Iedereen heeft verschillende identiteiten. Hoe <extra_id_1> wie we zijn? Deze week:,"['NRC Dit ben', 'worden we']",5,30.0,9
"De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven zijn elkaars buren. Buurten met zulke grote inkomensverschillen, pal naast elkaar  dat komt in het opgedeelde Nederland anno 2012 nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de mensen die er wonen. Aflevering",<extra_id_0> de gegoede Gaspeldoornbuurt <extra_id_1> elkaars buren. Buurten met <extra_id_2> pal naast elkaar dat komt in het opgedeelde Nederland anno 2012 nog <extra_id_3> Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de <extra_id_4> wonen. Aflevering,"['De volkse Resedabuurt en', 'in Eindhoven zijn', 'zulke grote inkomensverschillen,', 'maar zelden voor.', 'mensen die er']",16,30.0,9
"; De waker, de slaper & de dromer Youp van 't Hek, grof en potisch tegelijk, over de verburgerlijking van een groep studenten die had gezworen nooit in de rat race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp van 't Hek, <extra_id_0> tegelijk, over de <extra_id_1> groep studenten die had gezworen nooit in de <extra_id_2> zullen raken.","['grof en potisch', 'verburgerlijking van een', 'rat race verzeild te']",10,30.0,9
"Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter vertellen onze correspondenten, elke",Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter <extra_id_0>,"['vertellen onze correspondenten, elke']",4,30.0,9
is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van de grafiek om een overzicht te zien van de artikelen en om door te klikken naar het oorspronkelijke artikel. Themas,is <extra_id_0> webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van <extra_id_1> een overzicht te zien <extra_id_2> en <extra_id_3> klikken naar het <extra_id_4> Themas,"['genoemd in het', 'de grafiek om', 'van de artikelen', 'om door te', 'oorspronkelijke artikel.']",14,30.0,9
. Ellen Vogel en Roos Ouwehand houden elkaar mooi in evenwicht in een stuk van Donald Margulies over een jonge schrijfster die in de leer wil bij haar grote voorbeeld.,. Ellen Vogel en Roos Ouwehand houden elkaar mooi in evenwicht in een stuk van Donald <extra_id_0> jonge schrijfster <extra_id_1> leer <extra_id_2> grote voorbeeld.,"['Margulies over een', 'die in de', 'wil bij haar']",9,30.0,8
kenniscentrum Raam op Rusland. Hij schrijft om de week met redacteur geopolitiek Michel Kerres over de kantelende wereldorde.,kenniscentrum Raam <extra_id_0> Hij schrijft om de week met <extra_id_1> Kerres over de kantelende wereldorde.,"['op Rusland.', 'redacteur geopolitiek Michel']",5,30.0,8
". THINGS TO DO IN DENVER WHEN YOU'RE DEAD Kleine schoonheidsfoutjes mogen de pret niet drukken in Gary Fleders debuut over een ontwapenende ex-gangster die na een mislukte opdracht-om-het-af-te-leren zijn dood krijgt aangezegd. Andy Garcia, Christopher Walken en Christopher Lloyd schitteren in een tarantineske misdaadkomedie met melancholieke ondertoon.",". <extra_id_0> DO IN DENVER WHEN YOU'RE DEAD Kleine schoonheidsfoutjes mogen de pret niet drukken in Gary Fleders debuut over een <extra_id_1> na een mislukte opdracht-om-het-af-te-leren zijn <extra_id_2> Andy Garcia, Christopher Walken en Christopher Lloyd schitteren <extra_id_3> misdaadkomedie <extra_id_4>","['THINGS TO', 'ontwapenende ex-gangster die', 'dood krijgt aangezegd.', 'in een tarantineske', 'met melancholieke ondertoon.']",14,30.0,8
Foto uitsluitend vrij van rechten voor redactioneel gebruik ter promotie van het programma tot 1 maand na uitzending. Commercieel gebruik verboden. SBS,Foto uitsluitend vrij <extra_id_0> gebruik ter promotie van het programma tot <extra_id_1> uitzending. Commercieel gebruik verboden. SBS,"['van rechten voor redactioneel', '1 maand na']",7,30.0,8
. Martijn Katan is biochemicus en emeritus hoogleraar voedingsleer aan de Vrije Universiteit Amsterdam.,<extra_id_0> biochemicus en emeritus hoogleraar voedingsleer aan de Vrije Universiteit Amsterdam.,['. Martijn Katan is'],4,30.0,8
"Nederland telt eindeloos veel subsidieregelingen, fondsen en potjes ter ondersteuning van bijzondere projecten. Vandaag:","Nederland telt eindeloos veel subsidieregelingen, fondsen en <extra_id_0> bijzondere projecten. Vandaag:",['potjes ter ondersteuning van'],4,30.0,8
mensen overleden aan de gevolgen van het coronavirus. Volg hier het laatste nieuws rond de pandemie. Dit blog over de belangrijkste ontwikkelingen rond het coronavirus op,mensen <extra_id_0> gevolgen van het coronavirus. Volg hier <extra_id_1> rond de pandemie. Dit blog <extra_id_2> belangrijkste ontwikkelingen rond het coronavirus op,"['overleden aan de', 'het laatste nieuws', 'over de']",8,30.0,8
"Als er geen paard meer te vinden is binnen de partij, komt er een Gronings paard om aan te spannen.","Als er geen paard <extra_id_0> is binnen de partij, komt er een <extra_id_1> aan te spannen.","['meer te vinden', 'Gronings paard om']",6,30.0,8
"vandaag in NRC Boeken Vandaag in de Boekenbijlage, die wekelijks op vrijdag in het hart van NRC Handelsblad verschijnt:","vandaag in NRC Boeken Vandaag in de Boekenbijlage, <extra_id_0> vrijdag <extra_id_1> van NRC Handelsblad verschijnt:","['die wekelijks op', 'in het hart']",6,30.0,8
Een gebergte in de Nederlandse literatuur is het oeuvre van S. Vestdijk wel genoemd. Van zijn tweenvijftig romans horen er heel wat tot de pieken in dat gebergte. H.Br. Corstius en Maarten 't Hart herlezen er ieder zesentwintig en doen om beurten verslag van hun ervaring. Vandaag:,Een gebergte in de Nederlandse literatuur is het oeuvre van S. Vestdijk wel genoemd. Van zijn tweenvijftig romans horen er heel <extra_id_0> pieken in <extra_id_1> Corstius en Maarten 't Hart herlezen er ieder <extra_id_2> doen <extra_id_3> van <extra_id_4>,"['wat tot de', 'dat gebergte. H.Br.', 'zesentwintig en', 'om beurten verslag', 'hun ervaring. Vandaag:']",14,30.0,8
fatsoenlijke Amerikaanse arts die in Parijs zijn spoorloos verdwenen vrouw zoekt en zich geconfronteerd ziet met xenofobie en terreur.,fatsoenlijke Amerikaanse <extra_id_0> Parijs zijn spoorloos verdwenen vrouw zoekt <extra_id_1> ziet met xenofobie en terreur.,"['arts die in', 'en zich geconfronteerd']",6,30.0,8
De Amsterdamse wijk Slotervaart weerspiegelt de culturele verschillen van het moderne Nederland. Twee keer per week bericht deze krant over het gewone leven in de,De Amsterdamse wijk Slotervaart weerspiegelt de culturele verschillen van het moderne <extra_id_0> per <extra_id_1> krant over het gewone <extra_id_2> de,"['Nederland. Twee keer', 'week bericht deze', 'leven in']",8,30.0,8
en Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,en Deze rubriek belicht <extra_id_0> uit het bedrijfsleven waarover de rechter <extra_id_1> uitsprak. Vandaag:,"['elke dinsdag kwesties', 'zich onlangs']",5,30.0,8
"Driekwart van de Nederlandse beroepsbevolking behoort tot de wereldelite, de rest is ziek of arbeidsongeschikt. Om dat te verbeteren verdienen ook arbeidsomstandigheden meer aandacht. Aflevering",Driekwart van de <extra_id_0> behoort <extra_id_1> de rest is ziek of arbeidsongeschikt. <extra_id_2> verbeteren verdienen ook arbeidsomstandigheden meer aandacht. Aflevering,"['Nederlandse beroepsbevolking', 'tot de wereldelite,', 'Om dat te']",8,30.0,8
1. e2-e4 e7-e5 2. Pg1-f3 Pb8-c6 3. Lf1-b5 a7-a6 4. Lb5-a4 Pg8-f6 5. 0-0 Lf8-e7 6. Tf1-e1 b7-b5 7. La4-b3 0-0 8.,1. e2-e4 e7-e5 2. Pg1-f3 Pb8-c6 <extra_id_0> 4. Lb5-a4 Pg8-f6 5. <extra_id_1> b7-b5 7. La4-b3 0-0 8.,"['3. Lf1-b5 a7-a6', '0-0 Lf8-e7 6. Tf1-e1']",7,30.0,8
; op deze pagina een selectie uit de fotos die tot nu toe binnen zijn gekomen. Deelnemen kan tot,<extra_id_0> pagina <extra_id_1> de fotos die tot nu toe binnen zijn gekomen. Deelnemen kan tot,"['; op deze', 'een selectie uit']",6,30.0,8
Schrijver Arnon Grunberg leeft veertien dagen dag en nacht in de gesloten jeugdinstelling De Koppeling in Amsterdam. Hij schrijft elke dag over het leven daar. Deel,Schrijver <extra_id_0> veertien dagen dag en nacht in de gesloten jeugdinstelling De <extra_id_1> Amsterdam. Hij schrijft elke dag over <extra_id_2> Deel,"['Arnon Grunberg leeft', 'Koppeling in', 'het leven daar.']",8,30.0,8
"t Say a Word (Gary Fleder, 2001, VS). Psychiater Michael Douglas dient, om zijn door Sean Bean ontvoerde dochter te redden,","t Say a <extra_id_0> 2001, VS). <extra_id_1> dient, om zijn door Sean Bean ontvoerde dochter te redden,","['Word (Gary Fleder,', 'Psychiater Michael Douglas']",6,30.0,8
Redacteur Margot Poll signaleert welke boeken er ook nog zijn verschenen en kiest er steeds zes om kort te bespreken. Deze week,Redacteur Margot Poll signaleert welke boeken er ook nog zijn verschenen en kiest <extra_id_0> kort <extra_id_1> week,"['er steeds zes om', 'te bespreken. Deze']",7,30.0,8
"Down Periscope (David S. Ward, 1996, VS). Onderbroekenlol op een onderzeer vertoont verwantschap met",Down Periscope (David <extra_id_0> Onderbroekenlol op een onderzeer vertoont verwantschap met,"['S. Ward, 1996, VS).']",4,30.0,8
"s. Michael J. Fox komt zijn ouders, kinderen en zichzelf tegen wanneer hij, met behulp van de tijdmachine van Christopher Lloyd, zowel in 2015 als in 1955 de vloek op zijn familie probeert te corrigeren.","s. Michael J. Fox komt zijn ouders, kinderen en zichzelf tegen wanneer hij, met behulp van de tijdmachine van <extra_id_0> in 2015 als <extra_id_1> vloek op <extra_id_2> corrigeren.","['Christopher Lloyd, zowel', 'in 1955 de', 'zijn familie probeert te']",10,30.0,8
. Reageren? Nuanceren en argumenteren verplicht. Volledige naamsvermelding. Geplaatst in: Strafrecht,. Reageren? Nuanceren en argumenteren verplicht. <extra_id_0> in: Strafrecht,['Volledige naamsvermelding. Geplaatst'],3,30.0,8
de Europese Unie. Volg in dit blog de laatste ontwikkelingen over de echtscheiding tussen het VK en de EU.,de <extra_id_0> in dit blog <extra_id_1> over de echtscheiding tussen het VK en de EU.,"['Europese Unie. Volg', 'de laatste ontwikkelingen']",6,30.0,8
. In het Commentaar geeft NRC zijn mening over belangrijke nieuwsfeiten. De commentatoren schrijven deze artikelen in samenspraak met de hoofdredactie.,. <extra_id_0> geeft NRC zijn mening over belangrijke nieuwsfeiten. De commentatoren schrijven deze artikelen <extra_id_1> de hoofdredactie.,"['In het Commentaar', 'in samenspraak met']",6,30.0,8
". SCHEIDSLIJN Ton Wiggers, artistiek leider van Introdans in Arnhem heeft met zijn nieuw ballet 'Scheidslijn' voor een regelrechte verrassing gezorgd. Buiten krachtige mannendansen zijn er twee ontroerende solo's voor Hilde Machtelinckx en Mirjam Diedrich. Van Diedrich is er ook een nieuw, vlot lopend werk 'Mijmering'.",. SCHEIDSLIJN Ton <extra_id_0> leider van Introdans in Arnhem heeft met zijn nieuw ballet 'Scheidslijn' voor een regelrechte verrassing <extra_id_1> mannendansen zijn er twee ontroerende solo's voor <extra_id_2> Mirjam Diedrich. Van Diedrich <extra_id_3> een <extra_id_4> werk 'Mijmering'.,"['Wiggers, artistiek', 'gezorgd. Buiten krachtige', 'Hilde Machtelinckx en', 'is er ook', 'nieuw, vlot lopend']",14,30.0,8
1. e2-e4 c7-c5 2. Pg1-f3 d7-d6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 a7-a6 6. Lc1-g5 e7-e6 7. f2-f4,1. e2-e4 c7-c5 2. Pg1-f3 <extra_id_0> c5xd4 4. Pf3xd4 Pg8-f6 <extra_id_1> 6. Lc1-g5 e7-e6 7. f2-f4,"['d7-d6 3. d2-d4', '5. Pb1-c3 a7-a6']",6,30.0,8
"Cast Away (Robert Zemeckis, 2000, VS). In moderne variant op het verhaal van Robinson Cruso spoelt Tom Hanks aan op een onbewoond eiland en moet daar zien te overleven. Uitgebeend","Cast Away (Robert Zemeckis, 2000, VS). In moderne variant op het <extra_id_0> Cruso <extra_id_1> aan op een onbewoond eiland en moet daar <extra_id_2> Uitgebeend","['verhaal van Robinson', 'spoelt Tom Hanks', 'zien te overleven.']",9,30.0,8
scenario biedt Hanks als voornaamste tegenspeler een volleybal. Ondanks alle tegenslagen blijft de film optimistisch van toon.,<extra_id_0> Hanks als voornaamste tegenspeler een volleybal. Ondanks alle tegenslagen blijft de film <extra_id_1>,"['scenario biedt', 'optimistisch van toon.']",5,30.0,8
. LANG LEVE DE OPERA Jasperina de Jong en Lieuwe Visser spelen een geraffineerde en hoogst originele tweepersoonsmusical van Ivo de Wijs en Joop Stokkermans.,. LANG LEVE DE OPERA <extra_id_0> Jong en Lieuwe Visser spelen <extra_id_1> hoogst originele tweepersoonsmusical van Ivo de Wijs <extra_id_2>,"['Jasperina de', 'een geraffineerde en', 'en Joop Stokkermans.']",8,30.0,8
