Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
en | Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en het gebruiksgemak te verbeteren. Voor meer informatie klik hier.X,en | Het Financieele Dagblad FD.nl maakt gebruik van cookies om de <extra_id_0> gebruiksgemak te verbeteren. <extra_id_1> hier.X,"['website en het', 'Voor meer informatie klik']",7,30.0,8
) FD Persoonlijk (1) Internationale economie (27514) Multinationals (18103) Investeringen (16375) Aandelen (14436) Verenigde Staten (13850) Omzetcijfers (13455) Arbeidsmarkt (12921) EU (11642) Jaarverslag (11233),) FD Persoonlijk (1) Internationale economie (27514) Multinationals (18103) Investeringen (16375) Aandelen (14436) Verenigde Staten (13850) <extra_id_0> (12921) <extra_id_1>,"['Omzetcijfers (13455) Arbeidsmarkt', 'EU (11642) Jaarverslag (11233)']",7,30.0,8
Welk gesprek zette je aan het denken of in beweging? In de serie Het gesprek van je leven deze keer,Welk gesprek zette je aan het denken of in beweging? In <extra_id_0> gesprek <extra_id_1> deze keer,"['de serie Het', 'van je leven']",6,30.0,7
) Internationale economie (27514) Multinationals (18114) Investeringen (16493) Aandelen (14560) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12968) EU (11755) Jaarverslag (11238),) Internationale economie (27514) Multinationals <extra_id_0> Aandelen (14560) Verenigde Staten (13860) <extra_id_1> (12968) EU (11755) Jaarverslag (11238),"['(18114) Investeringen (16493)', 'Omzetcijfers (13477) Arbeidsmarkt']",6,30.0,7
(1) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) Omzetcijfers (13588) Arbeidsmarkt (13008) EU (11888) Jaarverslag (11247),(1) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) Omzetcijfers <extra_id_0> EU <extra_id_1>,"['(13588) Arbeidsmarkt (13008)', '(11888) Jaarverslag (11247)']",6,30.0,7
g | Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en het gebruiksgemak te verbeteren. Voor meer informatie klik hier.X,g | Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en <extra_id_0> verbeteren. Voor <extra_id_1>,"['het gebruiksgemak te', 'meer informatie klik hier.X']",7,30.0,7
) Internationale economie (27514) Multinationals (18118) Investeringen (16523) Aandelen (14598) Verenigde Staten (13861) Omzetcijfers (13488) Arbeidsmarkt (12979) EU (11793) Jaarverslag (11240),) Internationale economie (27514) Multinationals (18118) Investeringen (16523) <extra_id_0> Staten (13861) Omzetcijfers (13488) Arbeidsmarkt (12979) EU <extra_id_1>,"['Aandelen (14598) Verenigde', '(11793) Jaarverslag (11240)']",6,30.0,7
"Lees meer in FD Persoonlijk , het weekend magazine van Het Financieele Dagblad over ... mensen, cultuur, lifestyle, reizen, carrire en personal finance.","Lees <extra_id_0> , het weekend magazine van Het Financieele Dagblad over ... mensen, cultuur, lifestyle, reizen, carrire <extra_id_1>","['meer in FD Persoonlijk', 'en personal finance.']",7,30.0,7
) Internationale economie (27514) Multinationals (18100) Investeringen (16357) Aandelen (14416) Verenigde Staten (13847) Omzetcijfers (13453) Arbeidsmarkt (12910) EU (1162,) Internationale economie (27514) Multinationals (18100) Investeringen (16357) Aandelen (14416) Verenigde <extra_id_0> (13453) Arbeidsmarkt <extra_id_1>,"['Staten (13847) Omzetcijfers', '(12910) EU (1162']",6,30.0,6
(1) Internationale economie (27514) Multinationals (18114) Investeringen (16494) Aandelen (14562) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12969) EU (11762) Jaarverslag (11238),(1) Internationale economie <extra_id_0> Investeringen (16494) Aandelen (14562) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt <extra_id_1> Jaarverslag (11238),"['(27514) Multinationals (18114)', '(12969) EU (11762)']",6,30.0,6
e serie 'Coronakronieken' vertellen mensen over de impact van corona op hun professionele en persoonlijke leven. Vandaag:,e serie 'Coronakronieken' vertellen mensen over de impact van <extra_id_0> professionele en <extra_id_1> Vandaag:,"['corona op hun', 'persoonlijke leven.']",5,30.0,6
(1) Internationale economie (27514) Multinationals (18103) Investeringen (16376) Aandelen (14436) Verenigde Staten (13850) Omzetcijfers (13455) Arbeidsmarkt (12923) EU (11642) Jaarverslag (11233),(1) Internationale economie (27514) Multinationals (18103) <extra_id_0> (14436) <extra_id_1> Omzetcijfers (13455) Arbeidsmarkt (12923) EU (11642) Jaarverslag (11233),"['Investeringen (16376) Aandelen', 'Verenigde Staten (13850)']",6,30.0,6
) Internationale economie (27514) Multinationals (18114) Investeringen (16494) Aandelen (14562) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12969) EU (11762) Jaarverslag (11238),) <extra_id_0> Multinationals (18114) Investeringen (16494) Aandelen <extra_id_1> (13860) Omzetcijfers (13477) Arbeidsmarkt (12969) EU (11762) Jaarverslag (11238),"['Internationale economie (27514)', '(14562) Verenigde Staten']",6,30.0,6
20 Annemiek Leclaire Welk gesprek zette je aan het denken of in beweging? Welke conversatie had grote invloed? In de serie Het gesprek van je leven vraagt journalist Annemiek Leclaire mensen naar dat gesprek. In deze,20 Annemiek Leclaire Welk gesprek zette je aan <extra_id_0> of in beweging? Welke conversatie had grote invloed? In <extra_id_1> gesprek van <extra_id_2> journalist <extra_id_3> naar dat gesprek. In deze,"['het denken', 'de serie Het', 'je leven vraagt', 'Annemiek Leclaire mensen']",11,30.0,6
gen (1) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11788) Jaarverslag (11240),gen (1) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde Staten <extra_id_0> Arbeidsmarkt (12979) <extra_id_1>,"['(13860) Omzetcijfers (13485)', 'EU (11788) Jaarverslag (11240)']",7,30.0,6
 Iedere week bespreekt FD Persoonlijk een woning die op zoek is naar een nieuwe eigenaar. Deze week een,<extra_id_0> FD Persoonlijk een <extra_id_1> op zoek is naar een nieuwe eigenaar. Deze week een,"['Iedere week bespreekt', 'woning die']",5,30.0,6
) Internationale economie (27514) Multinationals (18134) Investeringen (16629) Aandelen (14715) Verenigde Staten (13862) Omzetcijfers (13596) Arbeidsmarkt (13011) EU (11889) Jaarverslag (11247),) Internationale economie (27514) <extra_id_0> (16629) Aandelen (14715) Verenigde Staten (13862) Omzetcijfers (13596) <extra_id_1> (11889) Jaarverslag (11247),"['Multinationals (18134) Investeringen', 'Arbeidsmarkt (13011) EU']",6,30.0,6
) Internationale economie (27514) Multinationals (18134) Investeringen (16634) Aandelen (14723) Verenigde Staten (13862) Omzetcijfers (13,) Internationale economie (27514) Multinationals (18134) Investeringen (16634) Aandelen (14723) <extra_id_0> (13,['Verenigde Staten (13862) Omzetcijfers'],4,30.0,6
u graag via ons gratis telefoonnummer 0800 666 6667 (ma t/m vrij 07.30  18.00 / za 07.30 - 11.30).,u graag via ons <extra_id_0> 666 6667 (ma t/m vrij 07.30 18.00 / za <extra_id_1>,"['gratis telefoonnummer 0800', '07.30 - 11.30).']",6,30.0,6
