Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,base,"dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.",dagen zijn er Tweede <extra_id_0> Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor <extra_id_1> nog vroeger.,dagen zijn er Tweede Kamerverkiezingen. De Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de campagne nog vroeger.,"['Kamerverkiezingen. De Haagse', 'de nieuwsbrief', 'ontvangt deze']","['Kamerverkiezingen. De', 'de campagne']",7,25.0,13,"[0.25, 0.7142857142857143]",0.48
seq11-0,base,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een <extra_id_0> van Paul Haenen <extra_id_1> moderne relatiepraat.,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een boek van Paul Haenen een moderne relatiepraat.,"['geraffineerde dialoog', 'vol cabaret-effecten en']","['boek', 'een']",5,25.0,13,"[0.9523809523809523, 0.8695652173913043]",0.91
seq12-0,base,. Ben jij ook op zoek naar een baan en wil je jezelf graag pitchen? Of heb jij misschien de ideale baan voor,. Ben <extra_id_0> zoek naar een baan en wil <extra_id_1> pitchen? Of heb jij misschien de ideale baan voor,. Ben jij op zoek naar een baan en wil je pitchen? Of heb jij misschien de ideale baan voor,"['jij ook op', 'je jezelf graag']","['jij op', 'je']",6,25.0,12,"[0.4, 0.8666666666666667]",0.63
seq13-0,base,. Vrolijke revue met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader en Jon van Eerd als bezienswaardig middelpunt.,<extra_id_0> met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader <extra_id_1> Eerd als bezienswaardig middelpunt.,met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader met Eerd als bezienswaardig middelpunt.,"['. Vrolijke revue', 'en Jon van']","['', 'met']",6,25.0,11,"[1.0, 1.0]",1.0
seq14-0,base,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen <extra_id_0> Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de <extra_id_1> campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen voor de Eerste Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,"['zijn er Tweede', 'hoogte van de']","['voor de Eerste', 'hoogte van de']",6,25.0,11,"[0.7857142857142857, 0.0]",0.39
seq15-0,base,". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en Bruun Kuijt (Echte Mannen).",. Pijnlijke grappen in het rookkamertje van <extra_id_0> Hoogendoorn en Bruun Kuijt (Echte Mannen).,. Pijnlijke grappen in het rookkamertje van Gerard Hoogendoorn en Bruun Kuijt (Echte Mannen).,"['een ziekenhuis', 'door Rik']",['Gerard'],4,25.0,11,[0.9285714285714286],0.93
seq16-0,base,". Vera Mann schittert in een eenpersoonsmusical over de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert <extra_id_0> de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert op de verongelukte prinses, al hadden de liedjes puntiger gekund.",['in een eenpersoonsmusical over'],['op'],4,25.0,11,[0.9666666666666667],0.97
seq17-0,base,"van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin we de mooiste foto's uit Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een <extra_id_0> waarin we de <extra_id_1> Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een selectie waarin we de kandidaten uit Londen selecteren.","['live fotoblog bij', '""mooiste foto\'s uit""']","['selectie', 'kandidaten uit']",6,25.0,11,"[0.8235294117647058, 0.7]",0.76
seq18-0,base,- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun stempel drukten. Deze week,- NRC Kunst <extra_id_0> Waar <extra_id_1> reis naar de plekken waar zij hun stempel drukten. Deze week,- NRC Kunst Waar op reis naar de plekken waar zij hun stempel drukten. Deze week,"['op reis', 'leefden kunstenaars? Op']","['', 'op']",5,25.0,11,"[1.0, 0.9565217391304348]",0.98
seq19-0,base,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Deze week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter <extra_id_0> week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter moet beslissen. Deze week:,['zich onlangs uitsprak. Deze'],['moet beslissen. Deze'],4,25.0,11,[0.6296296296296297],0.63
seq20-0,base,. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat <extra_id_0> het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat is wat het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,['blijkt uit cijfers die'],['is wat'],4,25.0,10,[0.8636363636363636],0.86
seq21-0,base,"De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont <extra_id_0> Grunberg in <extra_id_1> Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont Arno Grunberg in het centrum van Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","['en werkt Arnon', 'het Stedelijk Museum']","['Arno', 'het centrum van']",6,25.0,10,"[0.7142857142857143, 0.7]",0.71
seq22-0,base,"Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je <extra_id_0> verlamd raakt. In deze serie verbindt hij het <extra_id_1> ziekte met <extra_id_2> die hij (her)leest. Vandaag:","Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je vaak verlamd raakt. In deze serie verbindt hij het verhaal van deze ziekte met de ziekte die hij (her)leest. Vandaag:","['in toenemend tempo', 'verloop van zijn', 'de boeken']","['vaak', 'verhaal van deze', 'de ziekte']",8,25.0,10,"[1.0, 0.5, 0.4444444444444444]",0.65
seq23-0,base,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat de schoonheid van klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien <extra_id_0> klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat klassieke muziek is. Vandaag:,['wat de schoonheid van'],['wat'],4,25.0,10,[0.8571428571428571],0.86
seq24-0,base,Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina <extra_id_0> en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina zich voorbij en onzinnige vakantiefabels. Vandaag:,['op zoek naar zinnige'],['zich voorbij'],4,25.0,10,[0.8],0.8
seq25-0,base,". Justin Sullivan/Getty Images/AFP == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP","<extra_id_0> == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP","- == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP",['. Justin Sullivan/Getty Images/AFP'],['-'],4,25.0,10,[1.0],1.0
seq26-0,base,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming <extra_id_0> ochtend op de hoogte van de campagne. Inschrijven voor <extra_id_1> ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming blijft elke ochtend op de hoogte van de campagne. Inschrijven voor de campagne kan ook.,"['houdt je elke', 'de nieuwsbrief kan']","['blijft elke', 'de campagne kan']",6,25.0,10,"[0.6153846153846154, 0.5555555555555556]",0.59
seq27-0,base,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. <extra_id_0> 4. Pf3xd4 Pg8-f6 <extra_id_1> 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. e2-e4 4. Pf3xd4 Pg8-f6 5. 6. Lc1-g5 e7-e6 7. Dd1-d2,"['d2-d4 c5xd4', '5. Pb1-c3 d7-d6']","['e2-e4', '5.']",5,25.0,10,"[0.7272727272727273, 0.8666666666666667]",0.8
seq28-0,base,". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.","<extra_id_0> Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.","- Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.",['. Indrukwekkend spelende Anne-Wil'],['-'],4,25.0,10,[0.9696969696969697],0.97
seq29-0,base,". Hans Liberg verbindt muziek uit alle tijden en windstreken aan een spervuur van grappen, en speelt ook op verzoek.",". Hans Liberg verbindt muziek uit alle <extra_id_0> windstreken aan een spervuur van grappen, en speelt <extra_id_1>",". Hans Liberg verbindt muziek uit alle soorten en windstreken aan een spervuur van grappen, en speelt ermee.","['tijden en', 'ook op verzoek.']","['soorten en', 'ermee.']",5,25.0,10,"[0.5, 0.7333333333333333]",0.62
seq30-0,base,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent is overleden.,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van <extra_id_0> overleden.,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van de overleden.,['iemand die recent is'],['de'],4,25.0,10,[0.9],0.9
seq31-0,base,". Die ene leraar die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de wijsgeer die je inspireerde met zijn boeken. Elke carrire kent wel zon leermeester (m/v). Voor",". Die <extra_id_0> je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de <extra_id_1> inspireerde met zijn boeken. Elke carrire <extra_id_2> leermeester (m/v). Voor",". Die schrijver die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de schrijver die je inspireerde met zijn boeken. Elke carrire van een leermeester (m/v). Voor","['ene leraar die', 'wijsgeer die je', 'kent wel zon']","['schrijver die', 'schrijver die je', 'van een']",9,25.0,10,"[0.6428571428571429, 0.4375, 0.6666666666666666]",0.58
seq32-0,base,". Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de discipline, trefzeker opgedist in confrences, verhalen en liedjes.",. Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de <extra_id_0> in <extra_id_1> liedjes.,. Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de maatschappij in haar liedjes.,"['discipline', 'trefzeker opgedist', 'confrences', 'verhalen en']","['maatschappij', 'haar']",6,25.0,10,"[0.75, 0.9444444444444444]",0.85
seq33-0,base,". MARION In zijn liefdevolle derde speelfilm portretteert Manuel Poirier een gewoon meisje dat erachter moet komen dat ze een gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op het Normandische platteland en steelt het hart van een deftig echtpaar uit Parijs, dat haar een betere toekomst in de grote stad belooft. Gesteund door een sterk gecomponeerd scenario en met een geduldig gevoel voor het absurde, ontvouwt Poirier een spel van toevalligheden en manipulaties.",. MARION In zijn liefdevolle derde <extra_id_0> Poirier een gewoon meisje dat erachter moet komen <extra_id_1> gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op <extra_id_2> en steelt het hart van een deftig echtpaar uit <extra_id_3> een betere toekomst in de grote stad belooft. Gesteund door <extra_id_4> gecomponeerd scenario <extra_id_5> geduldig gevoel voor het <extra_id_6> een spel van toevalligheden en manipulaties.,. MARION In zijn liefdevolle derde roman ontmoet Marion Poirier een gewoon meisje dat erachter moet komen dat ze een gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op een eiland en steelt het hart van een deftig echtpaar uit dat haar een betere toekomst in de grote stad belooft. Gesteund door een gecomponeerd scenario een geduldig gevoel voor het verhaal en een spel van toevalligheden en manipulaties.,"['speelfilm portretteert Manuel', 'dat ze een', 'het Normandische platteland', 'Parijs', 'dat haar', 'een sterk', 'en met een', 'absurde', 'ontvouwt Poirier']","['roman ontmoet Marion', 'dat ze een', 'een eiland', 'dat haar', 'een', 'een', 'verhaal en']",20,25.0,10,"[0.7241379310344828, 0.0, 0.7407407407407407, 0.875, 1.0, 0.6666666666666666, 0.7]",0.67
seq34-0,base,"Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt de vele migranten die langs de route leven en werken. Deel","Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van <extra_id_0> Vuurland, over de Pan-American Highway, naar <extra_id_1> bezoekt de vele <extra_id_2> de route leven en werken. Deel","Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van Amsterdam naar het Vuurland, over de Pan-American Highway, naar Alaska en bezoekt de vele landen waar op de route leven en werken. Deel","['het zuiden van', 'Alaska. Hij', 'migranten die langs']","['Amsterdam naar het', 'Alaska en', 'landen waar op']",8,25.0,9,"[0.8333333333333334, 0.36363636363636365, 0.7368421052631579]",0.64
seq35-0,base," Tot 8 november voelt NRC in Kort Amerikaans iedere dag een kiezer aan de tand. Van Latino tot Afro-Amerikaan, van jong tot oud, wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC in Kort Amerikaans iedere <extra_id_0> de tand. Van Latino tot Afro-Amerikaan, van <extra_id_1> wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC in Kort Amerikaans iedere aan de tand. Van Latino tot Afro-Amerikaan, van immigrant tot immigrant: wie kiezen de Amerikanen tot president?","['dag een kiezer aan', 'jong tot oud,']","['aan', 'immigrant tot immigrant:']",7,25.0,9,"[0.8333333333333334, 0.75]",0.79
seq36-0,base,- NRC Ophef Iedere week bespreekt de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC <extra_id_0> de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC Van de redactie wetenschap hier ophef in de wetenschap. Deze week: een,['Ophef Iedere week bespreekt'],['Van'],4,25.0,9,[1.0],1.0
seq37-0,base,"? In de rubriek De Wrap bespreken we wekelijks trends, recepten, restaurants en al het andere wat voedsel en drankjes zo smakelijk kan maken.","? In de rubriek De Wrap bespreken <extra_id_0> recepten, restaurants en al het andere <extra_id_1> drankjes zo smakelijk kan maken.","? In de rubriek De Wrap bespreken we recepten, restaurants en al het andere wat je drankjes zo smakelijk kan maken.","['we wekelijks trends,', 'wat voedsel en']","['we', 'wat je']",6,25.0,9,"[0.9, 0.6428571428571429]",0.77
seq38-0,base,. GRIDLOCK'D Verbazend genuanceerd en realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan overdosis bezweken vriendin.,. <extra_id_0> en <extra_id_1> zwarte acteur Vondie Curtis <extra_id_2> van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan <extra_id_3>,. De en zwarte acteur Vondie Curtis is in de geschiedenis van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan de moord.,"['""GRIDLOCK\'D Verbazend genuanceerd""', 'realistisch regiedebuut van', 'Hall maakt zelfs', 'overdosis bezweken vriendin.']","['De', '', 'is in de geschiedenis', 'moord.']",12,25.0,9,"[0.9411764705882353, 1.0, 0.8571428571428571, 0.8571428571428571]",0.91
seq39-0,base,". Engelse musical over de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.","<extra_id_0> de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.","in de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.",['. Engelse musical over'],['in'],4,25.0,9,[0.9545454545454546],0.95
seq40-0,base," Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Oud! waarin ouderen vertellen over zichzelf, hun liefdes en de lessen van het leven. Deze week:","Op de plaats van de rubriek Jong! deze zomer elke week de rubriek <extra_id_0> over zichzelf, hun <extra_id_1> lessen van het leven. Deze week:","Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Jong! over zichzelf, hun passie en lessen van het leven. Deze week:","['Oud! waarin ouderen vertellen', 'liefdes en de']","['Jong!', 'passie en']",7,25.0,9,"[0.9310344827586207, 0.6923076923076923]",0.81
seq41-0,base,Bert Pol is verbonden aan de afdeling Communicatiewetenschap van de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol is verbonden aan <extra_id_0> van <extra_id_1> Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol is verbonden aan de stichting van de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,"['de afdeling Communicatiewetenschap', 'de Universiteit']","['de stichting', 'de Universiteit']",5,25.0,9,"[0.7647058823529411, 0.0]",0.38
seq42-0,base,"- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische <extra_id_0> in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop <extra_id_1> met de <extra_id_2> hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn leven met de ziekte die hij (her)leest. Vandaag:","['ziekte waarbij je', 'van zijn ziekte', 'boeken die']","['ziekte waarbij je', 'van zijn leven', 'ziekte die']",8,25.0,9,"[0.0, 0.3333333333333333, 0.4]",0.24
seq43-0,base, - NRC Dit ben ik Iedereen heeft verschillende identiteiten. Hoe worden we wie we zijn? Deze week:,- NRC Dit ben <extra_id_0> identiteiten. Hoe worden we wie we zijn? Deze week:,- NRC Dit ben zijn identiteiten. Hoe worden we wie we zijn? Deze week:,['ik Iedereen heeft verschillende'],['zijn'],4,25.0,9,[0.9354838709677419],0.94
seq44-0,base,"De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven zijn elkaars buren. Buurten met zulke grote inkomensverschillen, pal naast elkaar  dat komt in het opgedeelde Nederland anno 2012 nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de mensen die er wonen. Aflevering",De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven <extra_id_0> Buurten met zulke <extra_id_1> naast elkaar dat komt in het opgedeelde <extra_id_2> nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? <extra_id_3> en Dick Wittenberg <extra_id_4> aan de mensen die er wonen. Aflevering,De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven Buurten met zulke mooie gezichten naast elkaar dat komt in het opgedeelde dorp nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Deze vragen stellen Willem en Dick Wittenberg aan de mensen die er wonen. Aflevering,"['zijn elkaars buren.', 'grote inkomensverschillen', 'pal', 'Nederland anno 2012', 'Verslaggevers Sheila Kamerman', 'vroegen het']","['', 'mooie gezichten', 'dorp', 'Deze vragen stellen Willem', '']",14,25.0,9,"[1.0, 0.68, 1.0, 0.8076923076923077, 1.0]",0.9
seq45-0,base,"; De waker, de slaper & de dromer Youp van 't Hek, grof en potisch tegelijk, over de verburgerlijking van een groep studenten die had gezworen nooit in de rat race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp <extra_id_0> grof en potisch tegelijk, over de verburgerlijking van een groep <extra_id_1> gezworen nooit <extra_id_2> race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp grof en potisch tegelijk, over de verburgerlijking van een groep mensen die gezworen nooit in de race verzeild te zullen raken.","['""van \'t Hek,""', 'studenten die had', 'in de rat']","['', 'mensen die', 'in de']",9,25.0,9,"[1.0, 0.5294117647058824, 0.4444444444444444]",0.66
seq46-0,base,"Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter vertellen onze correspondenten, elke",Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter <extra_id_0>,Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter,"['vertellen onze correspondenten', 'elke']",[''],4,25.0,9,[1.0],1.0
seq47-0,base,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van de grafiek om een overzicht te zien van de artikelen en om door te klikken naar het oorspronkelijke artikel. Themas,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. <extra_id_0> op alle gekleurde onderdelen <extra_id_1> grafiek om een overzicht te zien van de artikelen <extra_id_2> te klikken <extra_id_3> artikel. Themas,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. Klik op alle gekleurde onderdelen in de grafiek om een overzicht te zien van de artikelen en te klikken op het artikel. Themas,"['U kunt klikken', 'van de', 'en om door', 'naar het oorspronkelijke']","['Klik', 'in de', 'en', 'op het']",11,25.0,9,"[0.7857142857142857, 0.3333333333333333, 0.8, 0.8333333333333334]",0.69
