Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq11-0,xl,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een <extra_id_0> van Paul Haenen <extra_id_1> moderne relatiepraat.,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een nieuwe versie van Paul Haenen van De moderne relatiepraat.,"['geraffineerde dialoog', 'vol cabaret-effecten en']","['nieuwe versie', 'van De']",5,25,13,"[0.8095238095238095, 0.8260869565217391]",0.82
seq12-0,xl,. Ben jij ook op zoek naar een baan en wil je jezelf graag pitchen? Of heb jij misschien de ideale baan voor,. Ben <extra_id_0> zoek naar een baan en wil <extra_id_1> pitchen? Of heb jij misschien de ideale baan voor,. Ben jij op zoek naar een baan en wil je leren pitchen? Of heb jij misschien de ideale baan voor,"['jij ook op', 'je jezelf graag']","['jij op', 'je leren']",6,25,12,"[0.4, 0.6666666666666666]",0.53
seq13-0,xl,. Vrolijke revue met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader en Jon van Eerd als bezienswaardig middelpunt.,<extra_id_0> met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader <extra_id_1> Eerd als bezienswaardig middelpunt.,concert met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader met de Eerd als bezienswaardig middelpunt.,"['. Vrolijke revue', 'en Jon van']","['concert', 'met de']",6,25,11,"[0.8125, 0.9]",0.86
seq14-0,xl,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen <extra_id_0> Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de <extra_id_1> campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen voor de Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,"['zijn er Tweede', 'hoogte van de']","['voor de Tweede', 'hoogte van de']",6,25,11,"[0.42857142857142855, 0.0]",0.21
seq15-0,xl,". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en Bruun Kuijt (Echte Mannen).",. Pijnlijke grappen in het rookkamertje van <extra_id_0> Hoogendoorn en Bruun Kuijt (Echte Mannen).,. Pijnlijke grappen in het rookkamertje van Gerard Hoogendoorn en Bruun Kuijt (Echte Mannen).,"['een ziekenhuis', 'door Rik']",['Gerard'],4,25,11,[0.9285714285714286],0.93
seq16-0,xl,". Vera Mann schittert in een eenpersoonsmusical over de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert <extra_id_0> de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert als de verongelukte prinses, al hadden de liedjes puntiger gekund.",['in een eenpersoonsmusical over'],['als'],4,25,11,[0.9333333333333333],0.93
seq17-0,xl,"van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin we de mooiste foto's uit Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een <extra_id_0> waarin we de <extra_id_1> Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een overzicht waarin we de beste wedstrijden van Londen selecteren.","['live fotoblog bij', '""mooiste foto\'s uit""']","['overzicht', 'beste wedstrijden van']",6,25,11,"[0.8823529411764706, 0.9047619047619048]",0.89
seq18-0,xl,- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun stempel drukten. Deze week,- NRC Kunst <extra_id_0> Waar <extra_id_1> reis naar de plekken waar zij hun stempel drukten. Deze week,- NRC Kunst in de stad Waar waren ze? Een reis naar de plekken waar zij hun stempel drukten. Deze week,"['op reis', 'leefden kunstenaars? Op']","['in de stad', 'waren ze? Een']",5,25,11,"[0.7, 0.782608695652174]",0.74
seq19-0,xl,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Deze week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter <extra_id_0> week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter gaat. Deze week:,['zich onlangs uitsprak. Deze'],['gaat. Deze'],4,25,11,[0.7037037037037037],0.7
seq20-0,xl,. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat <extra_id_0> het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,['blijkt uit cijfers die'],['blijkt uit cijfers die'],4,25,10,[0.0],0.0
seq21-0,xl,"De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont <extra_id_0> Grunberg in <extra_id_1> Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont Arnon Grunberg in een atelier in Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","['en werkt Arnon', 'het Stedelijk Museum']","['Arnon', 'een atelier in']",6,25,10,"[0.6428571428571429, 0.65]",0.65
seq22-0,xl,"Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je <extra_id_0> verlamd raakt. In deze serie verbindt hij het <extra_id_1> ziekte met <extra_id_2> die hij (her)leest. Vandaag:","Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je geheel verlamd raakt. In deze serie verbindt hij het verhaal van zijn ziekte met verhalen die hij (her)leest. Vandaag:","['in toenemend tempo', 'verloop van zijn', 'de boeken']","['geheel', 'verhaal van zijn', 'verhalen']",8,25,10,"[0.8333333333333334, 0.25, 0.6666666666666666]",0.58
seq23-0,xl,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat de schoonheid van klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien <extra_id_0> klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat haar smaak voor klassieke muziek is. Vandaag:,['wat de schoonheid van'],['wat haar smaak voor'],4,25,10,[0.7619047619047619],0.76
seq24-0,xl,Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina <extra_id_0> en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina op zoek naar nieuwe en onzinnige vakantiefabels. Vandaag:,['op zoek naar zinnige'],['op zoek naar nieuwe'],4,25,10,[0.25],0.25
seq25-0,xl,". Justin Sullivan/Getty Images/AFP == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP","<extra_id_0> == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP","== == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP",['. Justin Sullivan/Getty Images/AFP'],['=='],4,25,10,[1.0],1.0
seq26-0,xl,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming <extra_id_0> ochtend op de hoogte van de campagne. Inschrijven voor <extra_id_1> ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming brengt je elke ochtend op de hoogte van de campagne. Inschrijven voor de stembus kan ook.,"['houdt je elke', 'de nieuwsbrief kan']","['brengt je elke', 'de stembus kan']",6,25,10,"[0.35714285714285715, 0.5]",0.43
seq27-0,xl,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. <extra_id_0> 4. Pf3xd4 Pg8-f6 <extra_id_1> 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. Pf3xd4 4. Pf3xd4 Pg8-f6 5. c2-c5 6. Lc1-g5 e7-e6 7. Dd1-d2,"['d2-d4 c5xd4', '5. Pb1-c3 d7-d6']","['Pf3xd4', '5. c2-c5']",5,25,10,"[0.7272727272727273, 0.6666666666666666]",0.7
seq28-0,xl,". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.","<extra_id_0> Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.","Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.",['. Indrukwekkend spelende Anne-Wil'],[''],4,25,10,[1.0],1.0
seq29-0,xl,". Hans Liberg verbindt muziek uit alle tijden en windstreken aan een spervuur van grappen, en speelt ook op verzoek.",". Hans Liberg verbindt muziek uit alle <extra_id_0> windstreken aan een spervuur van grappen, en speelt <extra_id_1>",". Hans Liberg verbindt muziek uit alle hoeken en windstreken aan een spervuur van grappen, en speelt","['tijden en', 'ook op verzoek.']","['hoeken en', '']",5,25,10,"[0.4444444444444444, 1.0]",0.72
seq30-0,xl,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent is overleden.,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van <extra_id_0> overleden.,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van een bekende Nederlander die onlangs overleden.,['iemand die recent is'],['een bekende Nederlander die onlangs'],4,25,10,[0.7142857142857143],0.71
seq31-0,xl,". Die ene leraar die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de wijsgeer die je inspireerde met zijn boeken. Elke carrire kent wel zon leermeester (m/v). Voor",". Die <extra_id_0> je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de <extra_id_1> inspireerde met zijn boeken. Elke carrire <extra_id_2> leermeester (m/v). Voor",". Die eerste opdracht die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de eerste schrijver die je inspireerde met zijn boeken. Elke carrire heeft een leermeester (m/v). Voor","['ene leraar die', 'wijsgeer die je', 'kent wel zon']","['eerste opdracht die', 'eerste schrijver die je', 'heeft een']",9,25,10,"[0.5263157894736842, 0.5217391304347826, 0.6666666666666666]",0.57
seq32-0,xl,". Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de discipline, trefzeker opgedist in confrences, verhalen en liedjes.",. Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de <extra_id_0> in <extra_id_1> liedjes.,. Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de maatschappij in een aantal liedjes.,"['discipline', 'trefzeker opgedist', 'confrences', 'verhalen en']","['maatschappij', 'een aantal']",6,25,10,"[0.75, 0.8333333333333334]",0.79
seq33-0,xl,". MARION In zijn liefdevolle derde speelfilm portretteert Manuel Poirier een gewoon meisje dat erachter moet komen dat ze een gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op het Normandische platteland en steelt het hart van een deftig echtpaar uit Parijs, dat haar een betere toekomst in de grote stad belooft. Gesteund door een sterk gecomponeerd scenario en met een geduldig gevoel voor het absurde, ontvouwt Poirier een spel van toevalligheden en manipulaties.",. MARION In zijn liefdevolle derde <extra_id_0> Poirier een gewoon meisje dat erachter moet komen <extra_id_1> gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op <extra_id_2> en steelt het hart van een deftig echtpaar uit <extra_id_3> een betere toekomst in de grote stad belooft. Gesteund door <extra_id_4> gecomponeerd scenario <extra_id_5> geduldig gevoel voor het <extra_id_6> een spel van toevalligheden en manipulaties.,". MARION In zijn liefdevolle derde film vertelt Nicolas Poirier een gewoon meisje dat erachter moet komen dat ze een gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op de platteland en steelt het hart van een deftig echtpaar uit haar dorp dat haar een betere toekomst in de grote stad belooft. Gesteund door een goed gecomponeerd scenario en een geduldig gevoel voor het publiek, is het een spel van toevalligheden en manipulaties.","['speelfilm portretteert Manuel', 'dat ze een', 'het Normandische platteland', 'Parijs', 'dat haar', 'een sterk', 'en met een', 'absurde', 'ontvouwt Poirier']","['film vertelt Nicolas', 'dat ze een', 'de platteland', 'haar dorp dat haar', 'een goed', 'en een', 'publiek, is het']",20,25,10,"[0.6551724137931034, 0.0, 0.5185185185185185, 0.8888888888888888, 0.875, 0.5555555555555556, 0.8]",0.61
seq34-0,xl,"Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt de vele migranten die langs de route leven en werken. Deel","Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van <extra_id_0> Vuurland, over de Pan-American Highway, naar <extra_id_1> bezoekt de vele <extra_id_2> de route leven en werken. Deel","Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van Vuurland, over de Pan-American Highway, naar de VS en bezoekt de vele mensen die langs de route leven en werken. Deel","['het zuiden van', 'Alaska. Hij', 'migranten die langs']","['', 'de VS en', 'mensen die langs']",8,25,9,"[1.0, 0.9090909090909091, 0.2631578947368421]",0.72
seq35-0,xl," Tot 8 november voelt NRC in Kort Amerikaans iedere dag een kiezer aan de tand. Van Latino tot Afro-Amerikaan, van jong tot oud, wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC in Kort Amerikaans iedere <extra_id_0> de tand. Van Latino tot Afro-Amerikaan, van <extra_id_1> wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC in Kort Amerikaans iedere aan de tand. Van Latino tot Afro-Amerikaan, van immigrant tot rijk man. En wie kiezen de Amerikanen tot president?","['dag een kiezer aan', 'jong tot oud,']","['aan', 'immigrant tot rijk man. En']",7,25,9,"[0.8333333333333334, 0.7692307692307693]",0.8
seq36-0,xl,- NRC Ophef Iedere week bespreekt de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC <extra_id_0> de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC Op de redactie wetenschap hier ophef in de wetenschap. Deze week: een,['Ophef Iedere week bespreekt'],['Op'],4,25,9,[0.9259259259259259],0.93
seq37-0,xl,"? In de rubriek De Wrap bespreken we wekelijks trends, recepten, restaurants en al het andere wat voedsel en drankjes zo smakelijk kan maken.","? In de rubriek De Wrap bespreken <extra_id_0> recepten, restaurants en al het andere <extra_id_1> drankjes zo smakelijk kan maken.","? In de rubriek De Wrap bespreken we recepten, restaurants en al het andere dat drankjes zo smakelijk kan maken.","['we wekelijks trends,', 'wat voedsel en']","['we', 'dat']",6,25,9,"[0.9, 0.8571428571428571]",0.88
seq38-0,xl,. GRIDLOCK'D Verbazend genuanceerd en realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan overdosis bezweken vriendin.,. <extra_id_0> en <extra_id_1> zwarte acteur Vondie Curtis <extra_id_2> van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan <extra_id_3>,. De rapper en eerste zwarte acteur Vondie Curtis maakt van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan van de...,"['""GRIDLOCK\'D Verbazend genuanceerd""', 'realistisch regiedebuut van', 'Hall maakt zelfs', 'overdosis bezweken vriendin.']","['De rapper', 'eerste', 'maakt', 'de...']",12,25,9,"[0.8235294117647058, 0.8518518518518519, 0.6875, 0.8928571428571429]",0.81
seq39-0,xl,". Engelse musical over de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.","<extra_id_0> de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.","jaren van de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.",['. Engelse musical over'],['jaren van'],4,25,9,[0.8636363636363636],0.86
seq40-0,xl," Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Oud! waarin ouderen vertellen over zichzelf, hun liefdes en de lessen van het leven. Deze week:","Op de plaats van de rubriek Jong! deze zomer elke week de rubriek <extra_id_0> over zichzelf, hun <extra_id_1> lessen van het leven. Deze week:","Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Jong! met jongeren over zichzelf, hun dromen en lessen van het leven. Deze week:","['Oud! waarin ouderen vertellen', 'liefdes en de']","['Jong! met jongeren', 'dromen en']",7,25,9,"[0.7586206896551724, 0.6923076923076923]",0.73
seq41-0,xl,Bert Pol is verbonden aan de afdeling Communicatiewetenschap van de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol is verbonden aan <extra_id_0> van <extra_id_1> Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol is verbonden aan de Faculteit van Kunsten Twente en vennoot van Tabula Rasa Den Haag.,"['de afdeling Communicatiewetenschap', 'de Universiteit']","['de Faculteit', 'Kunsten']",5,25,9,"[0.7941176470588235, 0.7333333333333333]",0.76
seq42-0,xl,"- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische <extra_id_0> in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop <extra_id_1> met de <extra_id_2> hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de verhalen die hij (her)leest. Vandaag:","['ziekte waarbij je', 'van zijn ziekte', 'boeken die']","['ziekte waarbij je', 'van zijn ziekte', 'verhalen die']",8,25,9,"[0.0, 0.0, 0.5]",0.17
seq43-0,xl, - NRC Dit ben ik Iedereen heeft verschillende identiteiten. Hoe worden we wie we zijn? Deze week:,- NRC Dit ben <extra_id_0> identiteiten. Hoe worden we wie we zijn? Deze week:,- NRC Dit ben ik: identiteiten. Hoe worden we wie we zijn? Deze week:,['ik Iedereen heeft verschillende'],['ik:'],4,25,9,[0.9354838709677419],0.94
seq44-0,xl,"De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven zijn elkaars buren. Buurten met zulke grote inkomensverschillen, pal naast elkaar  dat komt in het opgedeelde Nederland anno 2012 nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de mensen die er wonen. Aflevering",De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven <extra_id_0> Buurten met zulke <extra_id_1> naast elkaar dat komt in het opgedeelde <extra_id_2> nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? <extra_id_3> en Dick Wittenberg <extra_id_4> aan de mensen die er wonen. Aflevering,De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven Buurten met zulke verschillende gezichten naast elkaar dat komt in het opgedeelde land nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Willem van der Meer en Dick Wittenberg vragen het aan de mensen die er wonen. Aflevering,"['zijn elkaars buren.', 'grote inkomensverschillen', 'pal', 'Nederland anno 2012', 'Verslaggevers Sheila Kamerman', 'vroegen het']","['', 'verschillende gezichten', 'land', 'Willem van der Meer', 'vragen het']",14,25,9,"[1.0, 0.76, 0.75, 0.8421052631578947, 0.7586206896551724]",0.82
seq45-0,xl,"; De waker, de slaper & de dromer Youp van 't Hek, grof en potisch tegelijk, over de verburgerlijking van een groep studenten die had gezworen nooit in de rat race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp <extra_id_0> grof en potisch tegelijk, over de verburgerlijking van een groep <extra_id_1> gezworen nooit <extra_id_2> race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp van 't Hek schrijft, grof en potisch tegelijk, over de verburgerlijking van een groep mensen die hebben gezworen nooit in de race verzeild te zullen raken.","['""van \'t Hek,""', 'studenten die had', 'in de rat']","[""van 't Hek schrijft,"", 'mensen die hebben', 'in de']",9,25,9,"[0.55, 0.5882352941176471, 0.4444444444444444]",0.53
seq46-0,xl,"Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter vertellen onze correspondenten, elke",Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter <extra_id_0>,Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter is anders.,"['vertellen onze correspondenten', 'elke']",['anders.'],4,25,9,[0.8666666666666667],0.87
seq47-0,xl,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van de grafiek om een overzicht te zien van de artikelen en om door te klikken naar het oorspronkelijke artikel. Themas,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. <extra_id_0> op alle gekleurde onderdelen <extra_id_1> grafiek om een overzicht te zien van de artikelen <extra_id_2> te klikken <extra_id_3> artikel. Themas,"is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. Klik op alle gekleurde onderdelen in de grafiek om een overzicht te zien van de artikelen Door te klikken op een onderdeel, gaat u naar het artikel. Themas","['U kunt klikken', 'van de', 'en om door', 'naar het oorspronkelijke']","['Klik', 'in de', 'Door', 'op een onderdeel, gaat u naar het']",11,25,9,"[0.7857142857142857, 0.3333333333333333, 0.7, 0.8484848484848485]",0.67
