Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,large,"dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.",dagen zijn er Tweede <extra_id_0> Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor <extra_id_1> nog vroeger.,"dagen zijn er Tweede Kamerverkiezingen. Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de verkiezingen, weet dat nog vroeger.","['Kamerverkiezingen. De Haagse', 'de nieuwsbrief', 'ontvangt deze']","['Kamerverkiezingen.', 'de verkiezingen, weet dat']",7,25,13,"[0.35714285714285715, 0.76]",0.56
seq11-0,large,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een <extra_id_0> van Paul Haenen <extra_id_1> moderne relatiepraat.,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een gesprek van Paul Haenen met een moderne relatiepraat.,"['geraffineerde dialoog', 'vol cabaret-effecten en']","['gesprek', 'met een']",5,25,13,"[0.8095238095238095, 0.782608695652174]",0.8
seq12-0,large,. Ben jij ook op zoek naar een baan en wil je jezelf graag pitchen? Of heb jij misschien de ideale baan voor,. Ben <extra_id_0> zoek naar een baan en wil <extra_id_1> pitchen? Of heb jij misschien de ideale baan voor,. Ben jij op zoek naar een baan en wil je deze pitchen? Of heb jij misschien de ideale baan voor,"['jij ook op', 'je jezelf graag']","['jij op', 'je deze']",6,25,12,"[0.4, 0.6]",0.5
seq13-0,large,. Vrolijke revue met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader en Jon van Eerd als bezienswaardig middelpunt.,<extra_id_0> met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader <extra_id_1> Eerd als bezienswaardig middelpunt.,met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader met de Eerd als bezienswaardig middelpunt.,"['. Vrolijke revue', 'en Jon van']","['', 'met de']",6,25,11,"[1.0, 0.9]",0.95
seq14-0,large,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen <extra_id_0> Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de <extra_id_1> campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen voor de Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,"['zijn er Tweede', 'hoogte van de']","['voor de', 'hoogte van de']",6,25,11,"[0.7142857142857143, 0.0]",0.36
seq15-0,large,". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en Bruun Kuijt (Echte Mannen).",. Pijnlijke grappen in het rookkamertje van <extra_id_0> Hoogendoorn en Bruun Kuijt (Echte Mannen).,. Pijnlijke grappen in het rookkamertje van Willem Hoogendoorn en Bruun Kuijt (Echte Mannen).,"['een ziekenhuis', 'door Rik']",['Willem'],4,25,11,[0.8571428571428571],0.86
seq16-0,large,". Vera Mann schittert in een eenpersoonsmusical over de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert <extra_id_0> de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert als de verongelukte prinses, al hadden de liedjes puntiger gekund.",['in een eenpersoonsmusical over'],['als'],4,25,11,[0.9333333333333333],0.93
seq17-0,large,"van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin we de mooiste foto's uit Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een <extra_id_0> waarin we de <extra_id_1> Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een aantal waarin we de beste wedstrijden uit Londen selecteren.","['live fotoblog bij', '""mooiste foto\'s uit""']","['aantal', 'beste wedstrijden uit']",6,25,11,"[0.8823529411764706, 0.7619047619047619]",0.82
seq18-0,large,- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun stempel drukten. Deze week,- NRC Kunst <extra_id_0> Waar <extra_id_1> reis naar de plekken waar zij hun stempel drukten. Deze week,- NRC Kunst van Waar maken een reis naar de plekken waar zij hun stempel drukten. Deze week,"['op reis', 'leefden kunstenaars? Op']","['van', 'maken een']",5,25,11,"[1.0, 0.782608695652174]",0.89
seq19-0,large,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Deze week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter <extra_id_0> week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter moet beschikken. Deze week:,['zich onlangs uitsprak. Deze'],['moet beschikken. Deze'],4,25,11,[0.6666666666666666],0.67
seq20-0,large,. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat <extra_id_0> het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,['blijkt uit cijfers die'],['blijkt uit cijfers die'],4,25,10,[0.0],0.0
seq21-0,large,"De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont <extra_id_0> Grunberg in <extra_id_1> Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont Arnold Grunberg in de Nieuwe Kerk, Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","['en werkt Arnon', 'het Stedelijk Museum']","['Arnold', 'de Nieuwe Kerk,']",6,25,10,"[0.7857142857142857, 0.8]",0.79
seq22-0,large,"Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je <extra_id_0> verlamd raakt. In deze serie verbindt hij het <extra_id_1> ziekte met <extra_id_2> die hij (her)leest. Vandaag:","Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je lichaam verlamd raakt. In deze serie verbindt hij het verhaal van zijn ziekte met de verhalen die hij (her)leest. Vandaag:","['in toenemend tempo', 'verloop van zijn', 'de boeken']","['lichaam', 'verhaal van zijn', 'de verhalen']",8,25,10,"[0.9444444444444444, 0.25, 0.5454545454545454]",0.58
seq23-0,large,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat de schoonheid van klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien <extra_id_0> klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat klassieke muziek is. Vandaag:,['wat de schoonheid van'],['wat'],4,25,10,[0.8571428571428571],0.86
seq24-0,large,Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina <extra_id_0> en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina over zomerverhalen en onzinnige vakantiefabels. Vandaag:,['op zoek naar zinnige'],['over zomerverhalen'],4,25,10,[0.8],0.8
seq25-0,large,". Justin Sullivan/Getty Images/AFP == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP","<extra_id_0> == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP","USE ONLY == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP",['. Justin Sullivan/Getty Images/AFP'],['USE ONLY'],4,25,10,[0.9411764705882353],0.94
seq26-0,large,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming <extra_id_0> ochtend op de hoogte van de campagne. Inschrijven voor <extra_id_1> ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Inschrijven voor de verkiezingscampagne kan ook.,"['houdt je elke', 'de nieuwsbrief kan']","['houdt je elke', 'de verkiezingscampagne kan']",6,25,10,"[0.0, 0.6153846153846154]",0.31
seq27-0,large,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. <extra_id_0> 4. Pf3xd4 Pg8-f6 <extra_id_1> 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. Pc1-f3 4. Pf3xd4 Pg8-f6 5. Pc1-f3 6. Lc1-g5 e7-e6 7. Dd1-d2,"['d2-d4 c5xd4', '5. Pb1-c3 d7-d6']","['Pc1-f3', '5. Pc1-f3']",5,25,10,"[0.9090909090909091, 0.5333333333333333]",0.72
seq28-0,large,". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.","<extra_id_0> Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.","schrijfster Marianne Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.",['. Indrukwekkend spelende Anne-Wil'],['schrijfster Marianne'],4,25,10,[0.8181818181818182],0.82
seq29-0,large,". Hans Liberg verbindt muziek uit alle tijden en windstreken aan een spervuur van grappen, en speelt ook op verzoek.",". Hans Liberg verbindt muziek uit alle <extra_id_0> windstreken aan een spervuur van grappen, en speelt <extra_id_1>",". Hans Liberg verbindt muziek uit alle mogelijke windstreken aan een spervuur van grappen, en speelt","['tijden en', 'ook op verzoek.']","['mogelijke', '']",5,25,10,"[1.0, 1.0]",1.0
seq30-0,large,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent is overleden.,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van <extra_id_0> overleden.,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van een overleden.,['iemand die recent is'],['een'],4,25,10,[0.85],0.85
seq31-0,large,". Die ene leraar die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de wijsgeer die je inspireerde met zijn boeken. Elke carrire kent wel zon leermeester (m/v). Voor",". Die <extra_id_0> je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de <extra_id_1> inspireerde met zijn boeken. Elke carrire <extra_id_2> leermeester (m/v). Voor",". Die die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de schrijver die je inspireerde met zijn boeken. Elke carrire is een leermeester (m/v). Voor","['ene leraar die', 'wijsgeer die je', 'kent wel zon']","['die', 'schrijver die je', 'is een']",9,25,10,"[0.7857142857142857, 0.4375, 0.75]",0.66
seq32-0,large,". Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de discipline, trefzeker opgedist in confrences, verhalen en liedjes.",. Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de <extra_id_0> in <extra_id_1> liedjes.,. Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de maatschappij in haar liedjes.,"['discipline', 'trefzeker opgedist', 'confrences', 'verhalen en']","['maatschappij', 'haar']",6,25,10,"[0.75, 0.9444444444444444]",0.85
seq33-0,large,". MARION In zijn liefdevolle derde speelfilm portretteert Manuel Poirier een gewoon meisje dat erachter moet komen dat ze een gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op het Normandische platteland en steelt het hart van een deftig echtpaar uit Parijs, dat haar een betere toekomst in de grote stad belooft. Gesteund door een sterk gecomponeerd scenario en met een geduldig gevoel voor het absurde, ontvouwt Poirier een spel van toevalligheden en manipulaties.",. MARION In zijn liefdevolle derde <extra_id_0> Poirier een gewoon meisje dat erachter moet komen <extra_id_1> gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op <extra_id_2> en steelt het hart van een deftig echtpaar uit <extra_id_3> een betere toekomst in de grote stad belooft. Gesteund door <extra_id_4> gecomponeerd scenario <extra_id_5> geduldig gevoel voor het <extra_id_6> een spel van toevalligheden en manipulaties.,". MARION In zijn liefdevolle derde boek vertelt Poirier een gewoon meisje dat erachter moet komen dat ze geen gewoon meisje is. De tienjarige Marion woont met haar ouders in een eenvoudige gemeenschap op de platteland en steelt het hart van een deftig echtpaar uit een dorp dat haar een betere toekomst in de grote stad belooft. Gesteund door een gecomponeerd scenario met een geduldig gevoel voor het verhaal, een spel van toevalligheden en manipulaties.","['speelfilm portretteert Manuel', 'dat ze een', 'het Normandische platteland', 'Parijs', 'dat haar', 'een sterk', 'en met een', 'absurde', 'ontvouwt Poirier']","['boek vertelt', 'dat ze geen', 'de platteland', 'een dorp dat haar', 'een', 'met een', 'verhaal,']",20,25,10,"[0.7931034482758621, 0.09090909090909091, 0.5185185185185185, 0.9411764705882353, 1.0, 0.6666666666666666, 1.0]",0.72
seq34-0,large,"Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt de vele migranten die langs de route leven en werken. Deel","Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van <extra_id_0> Vuurland, over de Pan-American Highway, naar <extra_id_1> bezoekt de vele <extra_id_2> de route leven en werken. Deel","Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van Vuurland, over de Pan-American Highway, naar Guatemala. Hij bezoekt de vele boeren die langs de route leven en werken. Deel","['het zuiden van', 'Alaska. Hij', 'migranten die langs']","['', 'Guatemala. Hij', 'boeren die langs']",8,25,9,"[1.0, 0.5, 0.3157894736842105]",0.61
seq35-0,large," Tot 8 november voelt NRC in Kort Amerikaans iedere dag een kiezer aan de tand. Van Latino tot Afro-Amerikaan, van jong tot oud, wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC in Kort Amerikaans iedere <extra_id_0> de tand. Van Latino tot Afro-Amerikaan, van <extra_id_1> wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC in Kort Amerikaans iedere aan de tand. Van Latino tot Afro-Amerikaan, van immigrant tot immigrant, wie kiezen de Amerikanen tot president?","['dag een kiezer aan', 'jong tot oud,']","['aan', 'immigrant tot immigrant,']",7,25,9,"[0.8333333333333334, 0.7083333333333334]",0.77
seq36-0,large,- NRC Ophef Iedere week bespreekt de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC <extra_id_0> de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC Van de redactie wetenschap hier ophef in de wetenschap. Deze week: een,['Ophef Iedere week bespreekt'],['Van'],4,25,9,[1.0],1.0
seq37-0,large,"? In de rubriek De Wrap bespreken we wekelijks trends, recepten, restaurants en al het andere wat voedsel en drankjes zo smakelijk kan maken.","? In de rubriek De Wrap bespreken <extra_id_0> recepten, restaurants en al het andere <extra_id_1> drankjes zo smakelijk kan maken.","? In de rubriek De Wrap bespreken we recepten, restaurants en al het andere wat wraps en drankjes zo smakelijk kan maken.","['we wekelijks trends,', 'wat voedsel en']","['we', 'wat wraps en']",6,25,9,"[0.9, 0.42857142857142855]",0.66
seq38-0,large,. GRIDLOCK'D Verbazend genuanceerd en realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan overdosis bezweken vriendin.,. <extra_id_0> en <extra_id_1> zwarte acteur Vondie Curtis <extra_id_2> van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan <extra_id_3>,. en de zwarte acteur Vondie Curtis wordt van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan patiënten.,"['""GRIDLOCK\'D Verbazend genuanceerd""', 'realistisch regiedebuut van', 'Hall maakt zelfs', 'overdosis bezweken vriendin.']","['', 'de', 'wordt', 'patiënten.']",12,25,9,"[1.0, 0.9259259259259259, 0.9375, 0.8214285714285714]",0.92
seq39-0,large,". Engelse musical over de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.","<extra_id_0> de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.","Het is de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.",['. Engelse musical over'],['Het is'],4,25,9,[0.8636363636363636],0.86
seq40-0,large," Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Oud! waarin ouderen vertellen over zichzelf, hun liefdes en de lessen van het leven. Deze week:","Op de plaats van de rubriek Jong! deze zomer elke week de rubriek <extra_id_0> over zichzelf, hun <extra_id_1> lessen van het leven. Deze week:","Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Oud! Ouderen vertellen over zichzelf, hun ervaringen en de lessen van het leven. Deze week:","['Oud! waarin ouderen vertellen', 'liefdes en de']","['Oud! Ouderen vertellen', 'ervaringen en de']",7,25,9,"[0.27586206896551724, 0.5625]",0.42
seq41-0,large,Bert Pol is verbonden aan de afdeling Communicatiewetenschap van de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol is verbonden aan <extra_id_0> van <extra_id_1> Twente en vennoot van Tabula Rasa Den Haag.,"Bert Pol is verbonden aan de stichting Tabula Rasa, directeur van de Universiteit Twente en vennoot van Tabula Rasa Den Haag.","['de afdeling Communicatiewetenschap', 'de Universiteit']","['de stichting Tabula Rasa, directeur', 'de Universiteit']",5,25,9,"[0.7714285714285715, 0.0]",0.39
seq42-0,large,"- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische <extra_id_0> in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop <extra_id_1> met de <extra_id_2> hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische afwijking waarbij de patiënt in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van de ziekte met de verhalen die hij (her)leest. Vandaag:","['ziekte waarbij je', 'van zijn ziekte', 'boeken die']","['afwijking waarbij de patiënt', 'van de ziekte', 'verhalen die']",8,25,9,"[0.5714285714285714, 0.26666666666666666, 0.5]",0.45
seq43-0,large, - NRC Dit ben ik Iedereen heeft verschillende identiteiten. Hoe worden we wie we zijn? Deze week:,- NRC Dit ben <extra_id_0> identiteiten. Hoe worden we wie we zijn? Deze week:,- NRC Dit ben de kracht van identiteiten. Hoe worden we wie we zijn? Deze week:,['ik Iedereen heeft verschillende'],['de kracht van'],4,25,9,[0.7741935483870968],0.77
seq44-0,large,"De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven zijn elkaars buren. Buurten met zulke grote inkomensverschillen, pal naast elkaar  dat komt in het opgedeelde Nederland anno 2012 nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de mensen die er wonen. Aflevering",De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven <extra_id_0> Buurten met zulke <extra_id_1> naast elkaar dat komt in het opgedeelde <extra_id_2> nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? <extra_id_3> en Dick Wittenberg <extra_id_4> aan de mensen die er wonen. Aflevering,De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven Buurten met zulke rijke historie naast elkaar dat komt in het opgedeelde Eindhoven nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Deze vragen vragen Willem en Dick Wittenberg aan de mensen die er wonen. Aflevering,"['zijn elkaars buren.', 'grote inkomensverschillen', 'pal', 'Nederland anno 2012', 'Verslaggevers Sheila Kamerman', 'vroegen het']","['', 'rijke historie', 'Eindhoven', 'Deze vragen vragen Willem', '']",14,25,9,"[1.0, 0.72, 1.0, 0.76, 1.0]",0.9
seq45-0,large,"; De waker, de slaper & de dromer Youp van 't Hek, grof en potisch tegelijk, over de verburgerlijking van een groep studenten die had gezworen nooit in de rat race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp <extra_id_0> grof en potisch tegelijk, over de verburgerlijking van een groep <extra_id_1> gezworen nooit <extra_id_2> race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp van der Meer schrijft, grof en potisch tegelijk, over de verburgerlijking van een groep mensen die hebben gezworen nooit in de race verzeild te zullen raken.","['""van \'t Hek,""', 'studenten die had', 'in de rat']","['van der Meer schrijft,', 'mensen die hebben', 'in de']",9,25,9,"[0.7727272727272727, 0.5882352941176471, 0.4444444444444444]",0.6
seq46-0,large,"Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter vertellen onze correspondenten, elke",Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter <extra_id_0>,Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter is...,"['vertellen onze correspondenten', 'elke']",['is...'],4,25,9,[0.9666666666666667],0.97
seq47-0,large,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van de grafiek om een overzicht te zien van de artikelen en om door te klikken naar het oorspronkelijke artikel. Themas,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. <extra_id_0> op alle gekleurde onderdelen <extra_id_1> grafiek om een overzicht te zien van de artikelen <extra_id_2> te klikken <extra_id_3> artikel. Themas,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. Klik op alle gekleurde onderdelen van de grafiek om een overzicht te zien van de artikelen en om te klikken op het artikel. Themas,"['U kunt klikken', 'van de', 'en om door', 'naar het oorspronkelijke']","['Klik', 'van de', 'en om', 'op het']",11,25,9,"[0.7857142857142857, 0.0, 0.5, 0.8333333333333334]",0.53
