Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,large,"De Achterpagina bezoekt bijzondere kleedkamers.  Vandaag het mooiste voetbalstadion van Nederland, De Kuip in Rotterdam, thuishaven van Feyenoord","De Achterpagina bezoekt bijzondere kleedkamers. Vandaag het mooiste voetbalstadion van Nederland, <extra_id_0> thuishaven van Feyenoord","De Achterpagina bezoekt bijzondere kleedkamers. Vandaag het mooiste voetbalstadion van Nederland, morgen de thuishaven van Feyenoord","['De Kuip in Rotterdam,']",['morgen de'],4,20,1,[0.8571428571428571],0.86
seq11-0,large,Van koffie tot herone Screenshot '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen in de afgelopen 100 jaar op een rij.  Het begint braaf in de Verenigde Staten: in 1912 klaagt de Amerikaanse overheid Coca Cola aan voor het toevoegen van cafene aan hun dranken,Van koffie <extra_id_0> '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen <extra_id_1> 100 jaar op een rij. Het begint braaf in de Verenigde Staten: <extra_id_2> de Amerikaanse <extra_id_3> aan voor het toevoegen van cafene aan hun dranken,Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen over 100 jaar op rij. '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen over 100 jaar op een rij. Het begint braaf in de Verenigde Staten: in 1867 bood de Amerikaanse president president Obama aan voor het toevoegen van cafene aan hun dranken,"['tot herone Screenshot', 'in de afgelopen', 'in 1912 klaagt', 'overheid Coca Cola']","['tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen over 100 jaar op rij.', 'over', 'in 1867 bood', 'president president Obama']",12,20,1,"[0.8229166666666666, 0.8666666666666667, 0.6428571428571429, 0.8]",0.78
seq12-0,large,"Identiteit Laat biologie niet je identiteit bepalen, schrijft Sophie Rutenfrans.  Immers, je cyclus bepaalt niet wie je bent","Identiteit Laat biologie <extra_id_0> schrijft Sophie Rutenfrans. Immers, je cyclus bepaalt niet wie je bent","Identiteit Laat biologie je niet leiden, schrijft Sophie Rutenfrans. Immers, je cyclus bepaalt niet wie je bent","['niet je identiteit bepalen,']","['je niet leiden,']",4,20,1,[0.5555555555555556],0.56
seq13-0,large,"Een paar weken geleden, op n van de eerste zomerdagen, maakten mijn dochter en ik een tochtje door de stad op een waterfiets.  Vertrekkend vanaf het waterfietsstation tegenover het Amricain, passeerden wij de duiven die onder de brug bij de Leidsegracht zaten te broeden","Een paar weken geleden, op n van de eerste zomerdagen, maakten mijn dochter en ik een tochtje <extra_id_0> op een waterfiets. Vertrekkend vanaf het waterfietsstation tegenover <extra_id_1> wij de duiven <extra_id_2> brug bij de Leidsegracht zaten te broeden","Een paar weken geleden, op n van de eerste zomerdagen, maakten mijn dochter en ik een tochtje naar Amsterdam op een waterfiets. Vertrekkend vanaf het waterfietsstation tegenover de Oude Kerk, zagen wij de duiven die op de brug bij de Leidsegracht zaten te broeden","['door de stad', 'het Amricain', 'passeerden', 'die onder de']","['naar Amsterdam', 'de Oude Kerk, zagen', 'die op de']",9,20,1,"[0.7142857142857143, 0.7368421052631579, 0.8]",0.75
seq14-0,large,KPN laat Duitse markt schieten KPN verdient miljarden met de verkoop van het Duitse dochterbedrijf E-Plus.  De koper Telefnica moet de strijd nu aangaan met grote Duitse concurrenten,<extra_id_0> markt schieten KPN verdient miljarden met de verkoop van het Duitse dochterbedrijf E-Plus. De koper Telefnica moet de strijd nu aangaan met <extra_id_1>,in de markt schieten KPN verdient miljarden met de verkoop van het Duitse dochterbedrijf E-Plus. De koper Telefnica moet de strijd nu aangaan met de concurrentie.,"['KPN laat Duitse', 'grote Duitse concurrenten']","['in de', 'concurrentie.']",6,20,1,"[0.8666666666666667, 0.6]",0.73
seq15-0,large,Opnieuw strijd om Eksit  al is de poptempel al 34 jaar dicht Over het fameuze Rotterdamse jongerencentrum (1970-1981) is een historiografische controverse ontbrand door het boek Eksit van journalist Kees Vermeer.  De Sex Pistols op 14 december 1977 tijdens een historisch en volledig uitverkocht optreden in Eksit,Opnieuw strijd om Eksit al is de poptempel al <extra_id_0> Over het fameuze Rotterdamse jongerencentrum (1970-1981) is een historiografische controverse ontbrand door het boek Eksit van journalist Kees Vermeer. De Sex Pistols op 14 <extra_id_1> een historisch en volledig uitverkocht <extra_id_2>,Opnieuw strijd om Eksit al is de poptempel al verlaten Over het fameuze Rotterdamse jongerencentrum (1970-1981) is een historiografische controverse ontbrand door het boek Eksit van journalist Kees Vermeer. De Sex Pistols op 14 april in een historisch en volledig uitverkocht concert in het...,"['34 jaar dicht', 'december 1977 tijdens', 'optreden in Eksit']","['verlaten', 'april in', 'het...']",9,20,1,"[0.9230769230769231, 0.8095238095238095, 0.9411764705882353]",0.89
seq16-0,large,Aidsvoorlichting voor vrachtwagenchauffeurs; Verhalenbundel van allochtone schrijvers Het land in mij.  Nieuwe verhalen van jonge schrijvers op de grens van twee werelden,Aidsvoorlichting voor vrachtwagenchauffeurs; Verhalenbundel van allochtone schrijvers Het land in mij. Nieuwe verhalen van <extra_id_0> grens van twee werelden,Aidsvoorlichting voor vrachtwagenchauffeurs; Verhalenbundel van allochtone schrijvers Het land in mij. Nieuwe verhalen van de grens van twee werelden,['jonge schrijvers op de'],['de'],4,20,1,[0.9090909090909091],0.91
seq17-0,large,"Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Sadler en Alek Skarlatos, en de Brit Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden van zon trein die op het Centraal Station op het punt stond te vertrekken.  Worden de passagiers daar nu ook elektronisch bekeken, jasje uittrekken, broekriem afdoen, poortje door, laptop openen, enz","Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Sadler en Alek Skarlatos, <extra_id_0> Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden <extra_id_1> die op het Centraal Station op het <extra_id_2> Worden de passagiers daar nu ook elektronisch bekeken, jasje <extra_id_3> poortje door, laptop openen, enz","Een paar dagen nadat de dappere Amerikanen Spencer Stone, Anthony Sadler en Alek Skarlatos, met Chris Norman in de Thalys naar Parijs een zwaar bewapende terreurboef hadden bedwongen, verschenen er op de televisie beelden van die op het Centraal Station op het scherm stonden. Worden de passagiers daar nu ook elektronisch bekeken, jasje aan, poortje door, laptop openen, enz","['en de Brit', 'van zon trein', 'punt stond te vertrekken.', 'uittrekken', 'broekriem afdoen,']","['met', 'van', 'scherm stonden.', 'aan,']",13,20,1,"[0.8, 0.7692307692307693, 0.72, 1.0]",0.82
seq18-0,large,Zware gevechten PKK en Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en het Turkse leger hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak.  De PKK zegt zaterdag een Turkse gevechtshelikopter te hebben neergeschoten bij de Iraaks-Turkse grens,Zware gevechten <extra_id_0> Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en <extra_id_1> hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak. De PKK zegt zaterdag een Turkse <extra_id_2> neergeschoten bij de Iraaks-Turkse grens,Zware gevechten tussen PKK en Turkse leger in N-Irak Rebellen van de Koerdische Arbeiderspartij PKK en het Turkse leger hebben afgelopen weekeinde zware gevechten geleverd in Noord-Irak. De PKK zegt zaterdag een Turkse vliegtuig neergeschoten bij de Iraaks-Turkse grens,"['PKK en', 'het Turkse leger', 'gevechtshelikopter te hebben']","['tussen PKK en', 'het Turkse leger', 'vliegtuig']",8,20,1,"[0.5384615384615384, 0.0, 0.8214285714285714]",0.45
seq19-0,large,"Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV.  De Franse president Chirac hoorde gisteren aan de Rivira welwillend het pleidooi van de Spaanse premier Aznar aan om mee te kunnen doen met de eerste ploeg landen die in 1999 de Economische en Monetaire Unie binnengaat","Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV. De Franse president Chirac hoorde gisteren aan de Rivira welwillend <extra_id_0> de Spaanse premier Aznar aan <extra_id_1> kunnen doen met de eerste ploeg landen die in 1999 <extra_id_2> Monetaire Unie binnengaat","Chiracs economisch beleid loopt steeds verder vast PARIJS, 5 NOV. De Franse president Chirac hoorde gisteren aan de Rivira welwillend te zijn dat de Spaanse premier Aznar aan de overeenkomst zou kunnen doen met de eerste ploeg landen die in 1999 de Monetaire Unie binnengaat","['het pleidooi van', 'om mee te', 'de Economische en']","['te zijn dat', 'de overeenkomst zou', 'de']",9,20,1,"[0.6875, 0.7894736842105263, 0.8823529411764706]",0.79
seq20-0,large,"Oranje kiest voor aanval tegen Denen Bondscoach Frank Rijkaard brengt vanavond in de oefeninterland tegen Denemarken een zeer offensief elftal in het veld.  In de spits keert Nederlands duurste voetballer aller tijden, Jerrel Hasselbaink, terug",Oranje kiest voor aanval tegen Denen Bondscoach Frank Rijkaard brengt vanavond in de oefeninterland tegen Denemarken een zeer offensief elftal in het veld. In de <extra_id_0> duurste voetballer aller <extra_id_1>,Oranje kiest voor aanval tegen Denen Bondscoach Frank Rijkaard brengt vanavond in de oefeninterland tegen Denemarken een zeer offensief elftal in het veld. In de selectie is de duurste voetballer aller tijden.,"['spits keert Nederlands', 'tijden', 'Jerrel Hasselbaink', 'terug']","['selectie is de', 'tijden.']",7,20,1,"[0.7727272727272727, 0.14285714285714285]",0.46
seq21-0,large,"Stayer De Jong toont vormbehoud tijdens gedevalueerde strijd GRONINGEN, 12 FEBR.  Rintje Ritsma, Gianni Romme en Bob de Jong zijn afgelopen weekeinde in Groningen op de NK afstanden kampioen op respectievelijk de 1","Stayer De Jong toont <extra_id_0> strijd GRONINGEN, 12 <extra_id_1> Romme en Bob de Jong zijn afgelopen weekeinde in Groningen op de NK afstanden kampioen op respectievelijk de 1","Stayer De Jong toont goede strijd GRONINGEN, 12 nov. - Dennis Romme en Bob de Jong zijn afgelopen weekeinde in Groningen op de NK afstanden kampioen op respectievelijk de 1","['vormbehoud tijdens gedevalueerde', 'FEBR. Rintje Ritsma', 'Gianni']","['goede', 'nov. - Dennis']",7,20,1,"[0.875, 0.7368421052631579]",0.81
seq22-0,large,Zomaar een nieuwsbericht van deze maand: Hillary Clinton bleek een priv-adres te hebben gebruikt voor e-mails over onder andere de aanval op de Amerikaanse ambassade in Benghazi in 2011.  Een commissie eiste de openbaarmaking van die mails,Zomaar een nieuwsbericht van deze maand: Hillary Clinton <extra_id_0> hebben gebruikt voor e-mails over onder andere de aanval op de Amerikaanse ambassade in <extra_id_1> Een commissie eiste de openbaarmaking van die mails,Zomaar een nieuwsbericht van deze maand: Hillary Clinton zou haar telefoon hebben gebruikt voor e-mails over onder andere de aanval op de Amerikaanse ambassade in Brussel. Een commissie eiste de openbaarmaking van die mails,"['bleek een priv-adres te', 'Benghazi in 2011.']","['zou haar telefoon', 'Brussel.']",7,20,1,"[0.8695652173913043, 0.8823529411764706]",0.88
seq23-0,large,"Lener van laatste instantie zoekt nieuwe rol Het Internationaal Monetair Fonds heeft een nieuwe vijand: marginalisering.  In de sterk veranderde wereldeconomie moet het IMF op zoek naar een nieuwe rol, nu minder landen een beroep doen op het fonds",Lener van laatste instantie zoekt nieuwe <extra_id_0> Monetair Fonds heeft een nieuwe vijand: marginalisering. In de sterk veranderde wereldeconomie moet <extra_id_1> op zoek naar een nieuwe <extra_id_2> landen een beroep doen op het fonds,Lener van laatste instantie zoekt nieuwe vijand Het Internationaal Monetair Fonds heeft een nieuwe vijand: marginalisering. In de sterk veranderde wereldeconomie moet het fonds op zoek naar een nieuwe financieringsvorm. Nu mogen landen een beroep doen op het fonds,"['rol Het Internationaal', 'het IMF', 'rol', 'nu minder']","['vijand Het Internationaal', 'het fonds', 'financieringsvorm. Nu mogen']",8,20,1,"[0.24, 0.5555555555555556, 0.9259259259259259]",0.57
seq24-0,large,"Kerry: wel steun VS aan Irak, maar geen troepen De Amerikaanse minister van Buitenlandse Zaken John Kerry spreekt met de pers na een ontmoeting met de Palestijnse president Mahmoud Abbas Foto AP/ Brendan Smialowski De Verenigde Staten zullen Irak steunen in zijn gevecht tegen de militanten gelieerd aan Al-Qaeda die momenteel de macht hebben gegrepen in steden in het westen van het land, maar zullen geen troepen sturen.  Het is hun gevecht, zei de Amerikaanse minister van Buitenlandse Zaken John Kerry vanochtend in reactie op de gebeurtenissen, meldt persbureau AP","Kerry: wel steun VS aan Irak, maar geen troepen De Amerikaanse minister van Buitenlandse Zaken John Kerry spreekt met de pers na een ontmoeting met de Palestijnse president Mahmoud <extra_id_0> Brendan Smialowski De Verenigde Staten zullen Irak steunen in zijn gevecht tegen de militanten gelieerd aan Al-Qaeda die momenteel de macht hebben <extra_id_1> in het westen <extra_id_2> maar zullen <extra_id_3> Het is hun gevecht, zei de Amerikaanse minister van Buitenlandse <extra_id_4> vanochtend in reactie <extra_id_5> meldt persbureau AP","Kerry: wel steun VS aan Irak, maar geen troepen De Amerikaanse minister van Buitenlandse Zaken John Kerry spreekt met de pers na een ontmoeting met de Palestijnse president Mahmoud Abbas. Foto: Brendan Smialowski De Verenigde Staten zullen Irak steunen in zijn gevecht tegen de militanten gelieerd aan Al-Qaeda die momenteel de macht hebben in Irak en in het westen maar zullen geen troepen sturen. Het is hun gevecht, zei de Amerikaanse minister van Buitenlandse Zaken John Kerry vanochtend in reactie op de ontmoeting. Dat meldt persbureau AP","['Abbas Foto AP/', 'gegrepen in steden', 'van het land,', 'geen troepen sturen.', 'Zaken John Kerry', 'op de gebeurtenissen,']","['Abbas. Foto:', 'in Irak en', '', 'geen troepen sturen.', 'Zaken John Kerry', 'op de ontmoeting. Dat']",18,20,1,"[0.35714285714285715, 0.7777777777777778, 1.0, 0.0, 0.0, 0.6190476190476191]",0.46
seq25-0,large,"Zuid-Korea beschuldigt noorden van moorden SEOUL, 9 OKT.  Het Zuidkoreaanse ministerie van Defensie heeft Noord-Korea beschuldigd verantwoordelijk te zijn voor de dood van drie mensen in een oostelijk berggebied in het land","Zuid-Korea beschuldigt noorden van moorden SEOUL, 9 OKT. Het Zuidkoreaanse ministerie van Defensie heeft Noord-Korea <extra_id_0> zijn <extra_id_1> van drie mensen in een oostelijk berggebied in het land","Zuid-Korea beschuldigt noorden van moorden SEOUL, 9 OKT. Het Zuidkoreaanse ministerie van Defensie heeft Noord-Korea beschuldigd van zijn beschuldigingen van het doden van drie mensen in een oostelijk berggebied in het land","['beschuldigd verantwoordelijk te', 'voor de dood']","['beschuldigd van', 'beschuldigingen van het doden']",6,20,1,"[0.5161290322580645, 0.8275862068965517]",0.67
seq26-0,large,"Vroeger werd gedacht dat onze hersenen vooral rijpen voor de geboorte en in de eerste levensmaanden.  Maar niets is minder waar, zegt ontwikkelingspsycholoog dr","Vroeger werd gedacht dat onze hersenen vooral <extra_id_0> geboorte en in de eerste levensmaanden. Maar niets is minder waar, zegt <extra_id_1>","Vroeger werd gedacht dat onze hersenen vooral groeien bij de geboorte en in de eerste levensmaanden. Maar niets is minder waar, zegt","['rijpen voor de', 'ontwikkelingspsycholoog dr']","['groeien bij de', '']",5,20,1,"[0.5714285714285714, 1.0]",0.79
seq27-0,large,Britse luchtmachtpiloot overlijdt na crash bij vliegshow Hulpverleningsauto's waren vanmiddag op weg naar de plek van de crash bij Bournemouth.  Foto AP ,Britse luchtmachtpiloot overlijdt na crash bij vliegshow Hulpverleningsauto's waren vanmiddag op weg naar de plek van de crash <extra_id_0>,Britse luchtmachtpiloot overlijdt na crash bij vliegshow Hulpverleningsauto's waren vanmiddag op weg naar de plek van de crash - Foto:,['bij Bournemouth. Foto AP'],['Foto:'],4,20,1,[0.8333333333333334],0.83
seq28-0,large,"Socialer kabinet, maar niet radicaal Het nieuwe kabinet wil veel gaan verspijkeren in de staatshuishouding.  Met veel aandacht voor oude wijken, zorg en onderwijs","Socialer kabinet, maar niet <extra_id_0> nieuwe kabinet <extra_id_1> verspijkeren in de staatshuishouding. Met veel aandacht voor oude wijken, zorg en onderwijs","Socialer kabinet, maar niet alleen Het nieuwe kabinet wil zich verspijkeren in de staatshuishouding. Met veel aandacht voor oude wijken, zorg en onderwijs","['radicaal Het', 'wil veel gaan']","['alleen Het', 'wil zich']",5,20,1,"[0.5833333333333334, 0.6923076923076923]",0.64
seq29-0,large,Forum Barcelona voor vrede etcetera Het zomerfestival Forum 2004 in Barcelona moet een cultureel spektakel worden.  Maar stadspromotie en stadsontwikkeling overheersen,Forum Barcelona voor vrede etcetera Het zomerfestival Forum <extra_id_0> een cultureel spektakel worden. Maar stadspromotie en stadsontwikkeling overheersen,Forum Barcelona voor vrede etcetera Het zomerfestival Forum Barcelona skulle een cultureel spektakel worden. Maar stadspromotie en stadsontwikkeling overheersen,['2004 in Barcelona moet'],['Barcelona skulle'],4,20,1,[0.6363636363636364],0.64
seq30-0,large,"Schikking is dankbare munitie De Nederlandse justitie heeft haar onderzoek naar Ahold afgesloten.  Het juridische gevecht wordt scherper, de afstand tussen ex-bestuurders en bedrijf groter","Schikking is dankbare munitie De Nederlandse justitie heeft haar onderzoek naar Ahold afgesloten. <extra_id_0> wordt scherper, de afstand tussen <extra_id_1> bedrijf groter","Schikking is dankbare munitie De Nederlandse justitie heeft haar onderzoek naar Ahold afgesloten. Het dossier wordt scherper, de afstand tussen de rechter en het bedrijf groter","['Het juridische gevecht', 'ex-bestuurders en']","['Het dossier', 'de rechter en het']",5,20,1,"[0.6818181818181818, 0.7647058823529411]",0.72
seq31-0,large,"Nu valt het wel mee met de uniformiteit van die sleetse parade.  Het recentste jaarboek is zelfs een kleine revolutie, want voor het eerst is het nieuwe traditionalisme, dat Nederland heeft overspoeld, sterk vertegenwoordigd","Nu valt het wel mee met de uniformiteit van die sleetse parade. Het recentste jaarboek is zelfs een kleine <extra_id_0> het <extra_id_1> traditionalisme, dat Nederland heeft overspoeld, sterk vertegenwoordigd","Nu valt het wel mee met de uniformiteit van die sleetse parade. Het recentste jaarboek is zelfs een kleine versie van het nieuwe traditionalisme, dat Nederland heeft overspoeld, sterk vertegenwoordigd","['revolutie', 'want voor', 'eerst is het nieuwe']","['versie van', 'nieuwe']",7,20,1,"[0.9, 0.8888888888888888]",0.89
seq32-0,large,"Verzekeraar ASR wil uitvoeringsinstelling ROTTERDAM, 19 AUG.  De middelgrote verzekeraar ASR (voorheen Stad Rotterdam) is van plan een eigen uitvoeringsinstelling (uvi) voor werknemersverenigingen op te richten",Verzekeraar ASR wil <extra_id_0> AUG. De middelgrote verzekeraar ASR (voorheen Stad Rotterdam) is <extra_id_1> een eigen uitvoeringsinstelling (uvi) voor werknemersverenigingen op te richten,Verzekeraar ASR wil eigen uitvoeringsinstelling voor werknemersverenigingen AUG. De middelgrote verzekeraar ASR (voorheen Stad Rotterdam) is van plan een eigen uitvoeringsinstelling (uvi) voor werknemersverenigingen op te richten,"['uitvoeringsinstelling ROTTERDAM', '19', 'van plan']","['eigen uitvoeringsinstelling voor werknemersverenigingen', 'van plan']",5,20,1,"[0.6, 1.0]",0.8
seq33-0,large,Internationale waarnemers hebben op een nieuwe locatie uraniumdeeltjes aangetroffen in Iran.  Isral en de VS zeggen al langer dat Teheran zich niet aan de afspraken van het atoomakkoord houdt,Internationale waarnemers hebben op <extra_id_0> uraniumdeeltjes aangetroffen <extra_id_1> en de VS zeggen al langer dat Teheran zich niet aan de afspraken van het atoomakkoord houdt,Internationale waarnemers hebben op de bodem van de gebouwen uraniumdeeltjes aangetroffen Europa en de VS zeggen al langer dat Teheran zich niet aan de afspraken van het atoomakkoord houdt,"['een nieuwe locatie', 'in Iran. Isral']","['de bodem van de gebouwen', 'Europa']",6,20,1,"[0.75, 0.8571428571428571]",0.8
