,text,text_count,link,paywall
64,"De totale waarde van de export van ‘Made in Holland’-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor 19 miljard euro minder aan Nederlandse producten uitgevoerd dan een jaar eerder, meldt het Centraal Bureau voor de Statistiek (CBS).",1,https://www.nrc.nl/nieuws/2024/05/31/dure-plannen-van-sunak-voor-dienstplicht-stuiten-op-verzet-a4200594,ja 
69,"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer – een bullshitbaan?",1,https://www.nrc.nl/nieuws/2024/05/29/bouw-boorplatform-bij-schiermonnikoog-kan-worden-hervat-a4200388,ja 
70,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. „Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.”,1,"Smûk, meer dan gezellig, is zijn Friese woord - NRC",ja 
71,"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer – een bullshitbaan?",1,Verkocht korporaal Tim een schietklaar machinepistool? ‘Van de zotte dat ik Nederland onveiliger zou maken’ - NRC,ja 
73,"Het COA, dat kampt met een structureel tekort aan opvangplekken, is zeer te spreken over de stap naar voren van Arnhem.",1,https://www.nrc.nl/nieuws/2024/05/27/echte-boeven-zullen-straks-geen-uitzendbureau-meer-kunnen-runnen-a4200012,ja 
74,Het Openbaar Ministerie gaat de radicaal-rechtse complotdenker Raisa Blommestijn vervolgen voor groepsbelediging en smaad. Aanleiding zijn berichten op X waarin ze zwarte mannen uitmaakt voor ‘negroïde primaten’ en iemand onterecht beschuldigt van pedoseskualiteit.,1,Werd het meisje misbruikt door drie jongens of zat het toch anders? - NRC,ja 
80,"Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021. De gewelddadigheden houden verband met een vete in de onderwereld, waarbij een bedrag van 130 miljoen euro zou zijn gestolen. De kroongetuigedeal is gesloten door het OM in Amsterdam.",1,https://www.nrc.nl/nieuws/2024/06/03/zandzakken-pompen-bassins-het-water-tegenhouden-was-kansloos-in-zuid-duitsland-a4334170,ja 
81,Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor het gros van de mensen in het verleden een utopie.,1,https://www.nrc.nl/nieuws/2024/06/04/politicoloog-erik-jones-wat-er-nu-gebeurt-is-groter-dan-de-val-van-de-muur-in-1989-a4738927,ja 
83,Onder de Nederlandse bevolking is weinig steun voor Israëls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de Israëlische bombardementen in Gaza nodig zijn om Hamas uit te schakelen. Eenzelfde deel van de bevolking is voor militaire samenwerking met Israël.,1,"‘Ik dacht: nu stap ik uit die schuchtere rol’, zegt deze hoogleraar die begon als IC-verpleegkundige - NRC",ja 
85,"De Amsterdamse burgemeester Halsema wilde in gesprek met pro-Palestijnse demonstranten, die dat aangrepen als een nieuwe kans om te demonsteren. Halsema prees hun engagement: ‘Het ontroert me dat de studenten zo betrokken zijn bij internationale politiek.’",1,Dakloos zijn was voor Marco Nullamento (1981-2024) makkelijker dan voor zichzelf zorgen - NRC,ja 
86,De luchthaven mag volgend jaar toch meer vluchten uitvoeren dan de regering twee jaar geleden aankondigde. De geluidshinder van de luchthaven wil het kabinet nu bestrijden met extra operationele maatregelen.,1,Ria Lubbers viel als premiersvrouw op door haar openhartigheid - NRC,ja 
90,De Chinese president Xi Jinping doet een nieuwe poging om minder afhankelijk te worden van de Verenigde Staten en zijn bondgenoten. De VS willen op hun beurt juist voorkomen dat China zelfstandiger wordt als het om chips gaat.,1,https://www.nrc.nl/nieuws/2024/05/24/de-nieuwe-coalitie-wil-boeren-koesteren-door-hun-brandstof-goedkoper-te-maken-a4199938,ja 
91,"Op amper 3 minuten van de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken.",1,https://www.nrc.nl/nieuws/2024/06/07/met-zwarte-stift-worden-undercoveragenten-onherkenbaar-gemaakt-in-de-volledige-oplage-van-drugsbaron-a4855721,ja 
96,"Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen hebben bij verschillende mensen",1,https://www.nrc.nl/nieuws/2024/05/24/kees-klomp-schreef-een-prijswinnend-kinderboekje-over-het-klimaat-het-onderwerp-dat-scholen-liever-mijden-a4199607,ja 
97,De komende coalitie wil landbouwers steunen door brandstof goedkoper te maken. Tot 2013 betaalden ze ook al minder accijns.,1,Column | De kunst kan de was doen - NRC,ja 
103,"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. „Nederland is een prachtig land./ Een land om trots op te zijn.” En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt. „Politiek en bestuur hebben ondanks goede bedoelingen de afgelopen jaren steken laten vallen, door de zorgen van mensen niet altijd serieus te nemen.”",1,https://www.nrc.nl/nieuws/2024/05/29/klinkende-overwinning-op-kritische-beleggers-a4200413,ja 
106,"Nabestaanden van de slachtoffers van een massaschietpartij in een basisschool in de Amerikaanse staat Connecticut, in 2012, hebben vrijdag een vergoedingsvoorstel aanvaard van de failliete complotdenker Alex Jones.",1,"Juridische risico’s, blinde vlekken en meer kansenongelijkheid: ambtenaren zien vele losse eindjes in coalitie-afspraken - NRC",ja 
108,"De prijs voor Hollandse garnalen is zo hoog opgelopen dat restaurants garnalencocktails en kroketten van de menukaart halen. Het is exemplarisch voor de situatie van de Nederlandse visserij. De sector maakte in 2023 een verlies van 3,1 miljoen euro, aldus onderzoekers van Universiteit Wageningen.",1,https://www.nrc.nl/nieuws/2024/05/29/cyprus-gaat-eindelijk-achter-big-porn-aan-a4200391,ja 
110,Uitvoeringsinstanties zoals de Belastingdienst en het UWV moeten een ‘rode kaart’ kunnen trekken als ze worden gedwongen beleid uit te voeren dat burgers in de knel brengt.,1,OM wil niet dat gemeenten zelf flitspalen plaatsen - NRC,ja 
115,Het Nederlands elftal begint maandag aan een reis die idealiter zondag 14 juli eindigt met de EK finale in Berlijn.,1,"Agressie in de trein neemt toe: ‘Hoe later het wordt, hoe grimmiger’ - NRC",ja 
116,"Garry Conille, nog geen twee weken geleden als tijdelijke premier van Haïti aangesteld, is zaterdag in het ziekenhuis in Port-au-Prince opgenomen.",1,"Een stroom van kots, kak, pis en bloed: het Wiener Aktionismus was schokkend, ironisch, walgelijk – allemaal tegelijk - NRC",ja 
118,"Op amper 3 minuten van de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken. Twentse supermarkten balen, Duitse ondernemers profiteren. „Ze halen winkelkarren vol shag.”",1,https://www.nrc.nl/nieuws/2024/05/24/krimp-van-schiphol-wordt-nog-verder-afgezwakt-a4199919,ja 
121,Primoz Roglic heeft Critérium du Dauphiné op zijn naam geschreven. De Sloveen van BORA-hansgrohe sloot de Franse rittenkoers af met een voorsprong van acht seconden ten opzichte van Matteo Jorgensen van Visma-Lease a Bike. Carlos Rodriguez won de laatste etappe.,1,https://www.nrc.nl/nieuws/2024/05/31/nog-meer-op-het-spel-bij-de-amerikaanse-verkiezingen-na-trumps-veroordeling-a4200627,ja 
122,"De eindexamens in het voortgezet onderwijs zijn op stoom. De komende weken doet de Volkskrant verslag. Debbie de Jong, deelnemer aan het reality programma B&B Vol Liefde, buigt zich over het examen Spaans voor vmbo gl/tl, de gemengde en theoretische leerweg.",1,https://www.nrc.nl/nieuws/2024/05/29/zelfs-de-alternatieve-medicijnen-raken-op-a4200415,ja 
123,"Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde bedragen bekend werden − gemiddeld ruim 120 duizend euro per gedupeerde.",1,https://www.nrc.nl/nieuws/2024/06/02/een-nieuwe-waterkering-dijkverzwaringen-een-hitteplan-klimaatrisicos-dwingen-londen-tot-actie-a4200717,ja 
124,"De gemeente Zundert schitterde dinsdag bij de Raad van State door afwezigheid, terwijl rechter Jan van Breda heel wat vragen wilde stellen over het campingbeleid van de gemeente.",1,Column | Ruggengraat van ons land zijn de Toppers - NRC,ja 
127,Nigerianen tonen opvallend veel begrip voor de staking die het hele land in het donker heeft gezet.,1,Column | Een rode lijn is net zoals alle andere grenzen: hij bestaat alleen als je hem handhaaft - NRC,ja 
128,Deze donderdagmiddag neemt de Europese Centrale Bank 99 procent zeker een besluit waar de financiële markten al maanden smachtend naar uitkijken: een renteverlaging. Maar loopt de ECB daarmee niet het gevaar dat de inflatie weer de lucht in schiet?,1,https://www.nrc.nl/nieuws/2024/05/24/roland-boekhout-a4199949,ja 
130,"Bente van de Wouw (29) leefde jaren als extravert, terwijl ze toch echt heel introvert is.",1,Column | Taalcriticus wordt taaldader - NRC,ja 
131,Na eerdere problemen rond de vergunning mag de bouw van een boorplatform in de Noordzee worden hervat.,1,Steeds meer Nederlanders zijn bereid te vechten – en sneuvelen – voor Nederland - NRC,ja 
132,"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop. Volgens dermatologen is dat echt te veel voor onze huid.",1,https://www.nrc.nl/nieuws/2024/05/31/afrikaner-boeren-vinden-weer-gehoor-dankzij-radicaal-rechts-in-europa-a4200652,ja 
133,"Griekenland stuurt asielzoekers die al aan land zijn terug de zee op en laat hen achter in rubberbootjes, hebben ngo’s en journalisten gedocumenteerd.",1,Moldavische jongeren opgepakt in Parijs voor onheilspellende graffiti van doodskisten - NRC,ja 
136,"De Haagse buurttuin van Janneke Vreugdenhil is een democratie: iedereen heeft een zegje, iedereen een taak. En vervolgens loopt alles altijd anders.",1,https://www.nrc.nl/nieuws/2024/06/04/vakbonden-zetten-nigerianen-in-het-donker-om-hoger-minimumloon-a4697688,ja 
137,"Juichen, incasseren of beleefd applaudiseren: de aanhang van de verschillende partijen reageert op de exitpoll. „Met één zetel meer was het feest compleet geweest.”",1,https://www.nrc.nl/nieuws/2024/05/27/ja-de-frikandel-kan-een-goeie-keuze-zijn-zegt-tim-s-jongers-die-opgroeide-in-armoede-a4200064,ja 
138,Vijf jaar geleden trad de Europese Commissie onder leiding van Ursula von der Leyen aan. Het werd een periode van grote crises en onverwachte gebeurtenissen die een ferme reactie vereisten.,1,https://www.nrc.nl/nieuws/2024/05/25/grote-wereld-in-het-klein-a4199660,ja 
140,De aankondiging van een kabinet met de PVV verdeelt de toch al gesegregeerde Vrijheidswijk in Leeuwarden nog verder.,1,"Kwaliteit Nederlandse postbezorging „niet acceptabel”, minister EZK kondigt hervormingen aan - NRC",ja 
141,"Stoelen, banken, pallets, fietsen – de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.",1,St. Vincent maakte de dienst uit op kabbelend festival Best Kept Secret - NRC,ja 
142,"Opgegeten slablaadjes, hosta’s met grote gaten erin en jonggestorven stekjes. Voor de naaktslak is het een buitengewoon goed jaar. Op slakkenjacht met zussen Claudette en Mavis in hun Duivendrechtse volkstuin. ‘Vorige week zaten we op vijfduizend slakken, nu op meer dan zesduizend.’",1,https://www.nrc.nl/nieuws/2024/05/27/ze-ontmoetten-elkaar-in-het-oranje-hotel-in-leeuwarden-a4200057,ja 
143,Tallon Griekspoor neemt het dinsdag in de eerste ronde van Roland Garros op tegen de Amerikaan MacKenzie McDonald.,1,In Jaarbeurshal 5 zijn Oekraïense mannen niet meer welkom - NRC,ja 
146,De luchthaven mag volgend jaar toch meer vluchten uitvoeren dan de regering twee jaar geleden aankondigde. De geluidshinder van de luchthaven wil het kabinet nu bestrijden met extra operationele maatregelen.,1,"‘Ik gooi je scooter in de sloot’, zou de man hebben gezegd, waarna op die zomerse dag, maar liefst zeven jaar geleden, een knokpartij uitbrak - NRC",ja 
151,"De methode van prinses Laurentien om de aanvullende schade van toeslagenouders te compenseren, mag van het ministerie alleen doorgaan als haar stichting bereid is de door het kabinet gewenste aanpassingen door te voeren.",1,"Arnhem gaat 1.700 asielzoekers opvangen, 1.000 meer dan verplicht: ‘We vangen al jaren zonder problemen vluchtelingen op’ - NRC",ja 
153,"De prijzen van woningen in Nederland zullen tot en met 2026 jaarlijks met 4 procent stijgen. Dat meldt De Nederlandsche Bank (DNB) bij de presentatie van de Voorjaarsramingen, de halfjaarlijkse voorspellingen voor de Nederlandse economie.",1,https://www.nrc.nl/nieuws/2024/06/03/slechts-nieuws-voor-tories-nigel-farage-mengt-zich-in-verkiezingsstrijd-verenigd-koninkrijk-a4286703,ja 
158,"Honderden pagina’s aan ambtelijk commentaar op het Hoofdlijnenakkoord van PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn grote vraagtekens op allerlei terreinen, van het buitenlandbeleid en defensie tot landbouw en sociale zekerheid.",1,https://www.nrc.nl/nieuws/2024/05/24/provincie-limburg-doet-aangifte-tegen-oud-directeur-grondbedrijf-a4199916,ja 
161,"De herdenking van de landing van de geallieerden in Normandië roept vragen op over waar het Westen anno 2024 staat. De meest prangende is of westerse landen, twee jaar na de invasie in Oekraïne, de wil en moed hebben om agressors te bestrijden.",1,https://www.nrc.nl/nieuws/2024/06/03/eerste-mexicaanse-presidenta-erft-van-haar-mentor-veel-macht-en-evenzoveel-problemen-a4200792,ja 
165,Tijdens de eerste twee dagen van festival Best Kept Secret was het de New Yorkse St.,1,IND wist na de val van het kabinet al dat het aantal nareizigers beperkt was - NRC,ja 
168,Vijf jaar na de stikstofuitspraak van de Raad van State is een oplossing van het probleem nog lang niet in zicht.,1,https://www.nrc.nl/nieuws/2024/05/31/omdat-scheiden-niet-mag-trouwen-jonge-filippijnse-vrouwen-dan-maar-liever-niet-a4200293,ja 
176,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. „Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.”,1,Column | Graag meer voorkauwen - NRC,ja 
179,"Een jong meisje werd door drie jongens meegenomen naar een huis en daar de hele nacht misbruikt. Maar het beeld van deze zaak, die eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.",1,"Wel of niet naar Brussel? De een is dolblij met ‘twee fucking zetels’, de andere partij verwerkt de exitpoll gelaten - NRC",ja 
184,"Het rioolwater van huishoudens en bedrijven is een complexe cocktail van medicijnresten, cosmetische producten en chemische stoffen. Zuiveringsinstallaties krijgen het moeilijk weer schoon. Daarom moet het systeem op de schop, vindt de Europese Unie.",1,"https://www.nrc.nl/nieuws/2024/06/08/universiteiten-verbreken-banden-met-israelische-universiteiten-niet-omwille-van-academische-vrijheid-a4855767#:~:text=Universitaire%20banden%20met%20Isra%C3%ABl%20De,universiteiten%20niet%20te%20willen%20verbreken.",nee 
187,Een wetsvoorstel moet gegevensuitwisselingen tussen de overheidsdiensten en onder meer banken legaliseren. Tegenstanders van het voorstel vrezen een herhaling van de Toeslagenaffaire. Dinsdag buigt de Eerste Kamer zich erover.,1,https://www.nrc.nl/nieuws/2024/05/31/oekraine-mag-nu-ook-met-amerikaanse-wapens-beperkte-aanvallen-uitvoeren-in-rusland-zelf-a4200591,ja 
191,"Voor het eerst in de geschiedenis is er tijdens het aardbeienfeest geen koningin, maar een koning. Hein Gommers (22) is de trotse koning tijdens de veertigste editie van het aardbeienfeest in Zundert. ,,Ik heb het altijd heel leuk gevonden.”",1,In zijn lab bouwt Cees Dekker van losse moleculen een levende cel die kan evolueren - NRC,ja 
201,Ook op studie- en schoolboeken gaat de btw omhoog. Scholen en universiteiten reageren teleurgesteld,1,‘En dan gaat er een lampje branden: ahá zo werkt de wereld’ - NRC,ja 
204,"Als het aan Componist des Vaderlands Anne-Maartje Lemereis ligt, wordt muziekonderwijs toegankelijk voor elk kind in Nederland: ‘Onderwijs in muziek kan een kind creatiever, slimmer en gelukkiger maken.",1,https://www.nrc.nl/nieuws/2024/06/03/verminderen-van-hulp-laat-afghaanse-vrouw-meer-lijden-a4252689,ja 
207,"Lieke Martens kon met een overwinning afscheid van het thuispubliek. Maar ze laat een kwetsbaar team achter, waarvan niemand vooralsnog kan inschatten waartoe het in staat is.",1,Column | Hoe serieus is de ‘serieuze belofte’ van het kabinet in spe? - NRC,ja 
209,Planbureau voor de Leefomgeving Het PBL roept provincies en Rijk op meer samen te werken om het ‘nieuwe nationaal omgevingsbeleid’ van de grond te krijgen. En daarnaast „schiet” de uitvoeringscapaciteit „enorm tekort”.,1,Elke groep Surinamers heeft z’n eigen koloniale pijn - NRC,ja 
210,"Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het Westen wat uit de gratie geraakt, maar is door de oorlog in Oekraïne weer terug.",1,"Twee vergisbommenleggers bekennen een beetje, de derde weet nergens van - NRC",ja 
218,"India zucht onder de extreme hitte. Maar klimaatverandering was nauwelijks een thema bij de verkiezingen, waarvan dinsdag de uitslag wordt verwacht.",1,https://www.nrc.nl/nieuws/2024/06/03/in-het-zicht-van-de-verkiezingen-liet-de-europese-commissie-haar-vastberadenheid-en-ambities-steeds-meer-varen-a4326284,ja 
220,Musicalactrice Bettina Holwerda moest leren dat afzeggen niet zwak is en overstemt het geadem van haar man met het gezoem van een ventilator.,1,"Ruim 1,6 miljoen patiënten geraakt door geneesmiddelentekort - NRC",ja 
223,"De kandidaat van regeringspartij Morena kan, op basis van de eerste resultaten, rekenen op zo’n 60 procent van de stemmen. Sheinbaum lijkt daarmee de eerste vrouwelijke president van Mexico te worden.",1,‘Mdma en therapie mogelijk goed voor post-traumatische stress’ - NRC,ja 
226,"NS-personeel krijgt steeds vaker met scheldpartijen en geweld te maken. Vooral reizigers ‘zonder-zonder’ (geen kaartje, geen ID) zijn berucht. Na de recente mishandeling van een conducteur staat het ov zaterdag drie minuten stil.",1,"Steekspel van wantrouwen en gedoe over wie verantwoordelijk is: ‘Laat me mijn werk doen!’, zegt de gefrustreerde psychiater - NRC",ja 
234,Vier grote zonnepanelenbedrijven van Booking.com-miljonair Kees Koolen zijn failliet. Dat heeft grote gevolgen voor duizenden klanten. Hoe heeft dit kunnen gebeuren?,1,https://www.nrc.nl/nieuws/2024/06/10/aan-datadeelwet-kleven-nogal-wat-risicos-voor-de-burger-a4855990,ja 
242,"Uit vrees voor escalatie verbood Washington Kyiv de inzet van zijn wapens tegen doelen in Rusland. Nu krijgt het de vrije hand, althans in de belegerde regio rond de stad Charkiv.",1,https://www.nrc.nl/nieuws/2024/06/03/de-hitte-in-new-delhi-beheerst-het-dagelijks-leven-maar-een-verkiezingsitem-was-het-klimaat-in-india-nauwelijks-a4200793,ja 
245,"Met eenderde van het aantal lidstaten en eenvijfde deel van het electoraat, oefenen de Centraal- en Oost-Europese lidstaten een aanmerkelijke invloed uit op de uitkomst van de Europese verkiezingen.",1,Zuid-Afrikaanse schoolmeisjes vertalen Anne Franks werk in muziek: 'Zij voelen verwantschap met haar in de uitsluiting en de vooroordelen' - NRC,ja 
246,Het Belgische cordon sanitaire staat al meer dan dertig jaar als een huis. Is dat bij de komende verkiezingen – de extreem-rechtse partij Vlaams Belang is grootste in de peilingen – nog wel vol te houden? ‘Ze halen hun neus op voor de wens van het volk.’,1,https://www.nrc.nl/nieuws/2024/05/27/china-wil-niet-afhankelijk-zijn-van-de-vs-en-steekt-daarom-opnieuw-tientallen-miljarden-in-zijn-chipsector-a4200097,ja 
250,Amsterdammers mogen donderdag behalve voor het Europees Parlement ook stemmen over groen in hun stad.,1,"Het onderzoek naar sociale veiligheid deugde niet, toch raakten de onderzochte docenten hun baan kwijt - NRC",ja 
252,Shona Shukrula is voorbestemd om de eerste vrouwelijke scheidsrechter in het betaald mannenvoetbal te worden. Ze deelt die ambitie met de KNVB en vindt het ‘heel mooi’ om uithangbord te zijn.,1,Zorgen bij toezichthouder om verkeerslichten die data weggebruikers verzamelen - NRC,ja 
254,"De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een rij Roland Garros. Voor de 23-jarige Swiatek, vooraf de grote favoriete voor de eindzege, is het haar vijfde grandslamtitel.",1,"‘Impasse’ in wonen, natuur en landbouw: geld noch visie - NRC",ja 
255,"Armoedebestrijding loopt vaak stuk op verkeerde aannames van mensen met geld, zegt Tim ‘S Jongers, zelf opgegroeid in armoede.",1,"Het migratiedilemma in Veghel-Zuid: ook de kiezers die tegen de PVV zijn, willen grip op migratie - NRC",nee 
265,"De voetbalwereld rolde over haar heen en ze kreeg doodsbedreigingen, toen ze zich uitliet over de situatie bij Ajax. Toch zet psycholoog Annemieke Griffin-Zijerveld haar werk in de sport voort. Ook tijdens het EK zal ze individuele profs begeleiden, onder wie spelers van Oranje.",1,https://www.nrc.nl/nieuws/2024/06/03/nederland-heeft-een-inspirerende-rol-daar-willen-we-graag-van-leren-a4200751,ja 
267,"Musicalactrice Bettina Holwerda moest leren dat afzeggen niet zwak is en overstemt het geadem van haar man met het gezoem van een ventilator. ‘Ik heb misofonie, ben heel gevoelig voor geluid.’ In de Mezza-rubriek Hemd van het Lijf vertellen BNérs over hun gezondheid.",1,Onverbloemd vertellen over het slavernijverleden in het Zeeuws Museum. ‘Veel mensen moet je nog uit de onwetendheid halen’ - NRC,ja 
272,"Huisfeestje, de samenwerking tussen Roxy Dekker en jongensgroep Bankzitters, is anderhalve dag na lancering al een hit op de streamingdiensten. Op Spotify kwam het nummer zelfs dicht bij een record.",1,https://www.nrc.nl/nieuws/2024/05/31/hoe-kenia-amerikas-beste-vriend-in-afrika-moet-worden-a4200607,ja 
273,Shona Shukrula is voorbestemd om de eerste vrouwelijke scheidsrechter in het betaald mannenvoetbal te worden. Ze deelt die ambitie met de KNVB en vindt het ‘heel mooi’ om uithangbord te zijn.,1,https://www.nrc.nl/nieuws/2024/05/27/er-mankeerde-veel-aan-het-nationaal-groeifonds-maar-de-richting-was-goed-zegt-de-wrr-a4200122,ja 
