Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq10-0,large,en | Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en het gebruiksgemak te verbeteren. Voor meer informatie klik hier.X,en | Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en <extra_id_0> verbeteren. Voor <extra_id_1> hier.X,en | Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en advertenties te verbeteren. Voor meer informatie klik hier.X,"['het gebruiksgemak te', 'meer informatie klik']","['advertenties te', 'meer informatie klik']",6,25.0,8,"[0.7, 0.0]",0.35
seq11-0,large,) FD Persoonlijk (1) Internationale economie (27514) Multinationals (18103) Investeringen (16375) Aandelen (14436) Verenigde Staten (13850) Omzetcijfers (13455) Arbeidsmarkt (12921) EU (11642) Jaarverslag (11233),) FD <extra_id_0> economie (27514) <extra_id_1> (16375) Aandelen (14436) Verenigde Staten (13850) Omzetcijfers (13455) Arbeidsmarkt (12921) EU (11642) Jaarverslag (11233),) FD economie (27514) Economie (16375) Aandelen (14436) Verenigde Staten (13850) Omzetcijfers (13455) Arbeidsmarkt (12921) EU (11642) Jaarverslag (11233),"['Persoonlijk (1) Internationale', 'Multinationals (18103) Investeringen']","['', 'Economie']",6,25.0,8,"[1.0, 0.8888888888888888]",0.94
seq12-0,large,Welk gesprek zette je aan het denken of in beweging? In de serie Het gesprek van je leven deze keer,Welk gesprek zette je aan het denken of in beweging? In de <extra_id_0> gesprek van <extra_id_1> keer,Welk gesprek zette je aan het denken of in beweging? In de eerste plaats het gesprek van de eerste keer,"['serie Het', 'je leven deze']","['eerste plaats het', 'de eerste']",5,25.0,7,"[0.6470588235294118, 0.6153846153846154]",0.63
seq13-0,large,) Internationale economie (27514) Multinationals (18114) Investeringen (16493) Aandelen (14560) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12968) EU (11755) Jaarverslag (11238),) Internationale economie (27514) <extra_id_0> (16493) Aandelen (14560) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12968) EU (11755) <extra_id_1>,) Internationale economie (27514) Economie (16493) Aandelen (14560) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12968) EU (11755) Economie (11661),"['Multinationals (18114) Investeringen', 'Jaarverslag (11238)']","['Economie', '(11661)']",5,25.0,7,"[0.8888888888888888, 0.7894736842105263]",0.84
seq14-0,large,(1) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) Omzetcijfers (13588) Arbeidsmarkt (13008) EU (11888) Jaarverslag (11247),(1) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten <extra_id_0> Arbeidsmarkt <extra_id_1> (11888) Jaarverslag (11247),(1) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13644) Arbeidsmarkt (12844) Economie (11888) Jaarverslag (11247),"['(13862) Omzetcijfers (13588)', '(13008) EU']","['(13644)', '(12844) Economie']",5,25.0,7,"[0.8214285714285714, 0.6875]",0.75
seq15-0,large,g | Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en het gebruiksgemak te verbeteren. Voor meer informatie klik hier.X,g | Het Financieele <extra_id_0> gebruik van cookies om de website en het gebruiksgemak te verbeteren. <extra_id_1> klik hier.X,g | Het Financieele Dagblad g g g g g g g g g g g g g g g gebruik van cookies om de website en het gebruiksgemak te verbeteren. Voor meer informatie klik hier.X,"['Dagblad FD.nl maakt', 'Voor meer informatie']","['Dagblad g g g g g g g g g g g g g g g', 'Voor meer informatie']",6,25.0,7,"[0.7567567567567568, 0.0]",0.38
seq16-0,large,) Internationale economie (27514) Multinationals (18118) Investeringen (16523) Aandelen (14598) Verenigde Staten (13861) Omzetcijfers (13488) Arbeidsmarkt (12979) EU (11793) Jaarverslag (11240),) Internationale economie (27514) Multinationals (18118) Investeringen (16523) Aandelen (14598) <extra_id_0> (13861) <extra_id_1> (12979) EU (11793) Jaarverslag (11240),) Internationale economie (27514) Multinationals (18118) Investeringen (16523) Aandelen (14598) Economie (13861) IMF (12979) EU (11793) Jaarverslag (11240),"['Verenigde Staten', 'Omzetcijfers (13488) Arbeidsmarkt']","['Economie', 'IMF']",5,25.0,7,"[0.875, 1.0]",0.94
seq17-0,large,"Lees meer in FD Persoonlijk , het weekend magazine van Het Financieele Dagblad over ... mensen, cultuur, lifestyle, reizen, carrire en personal finance.","Lees meer in FD Persoonlijk , het weekend magazine van Het Financieele <extra_id_0> mensen, <extra_id_1> carrire en personal finance.","Lees meer in FD Persoonlijk , het weekend magazine van Het Financieele Dagblad over mensen, hun carrire en personal finance.","['Dagblad over ...', 'cultuur', 'lifestyle', 'reizen,']","['Dagblad over', 'hun']",6,25.0,7,"[0.25, 0.8571428571428571]",0.55
seq18-0,large,) Internationale economie (27514) Multinationals (18100) Investeringen (16357) Aandelen (14416) Verenigde Staten (13847) Omzetcijfers (13453) Arbeidsmarkt (12910) EU (1162,<extra_id_0> economie (27514) Multinationals (18100) Investeringen (16357) Aandelen (14416) Verenigde Staten (13847) <extra_id_1> (12910) EU (1162,Amerikaanse economie (27514) Multinationals (18100) Investeringen (16357) Aandelen (14416) Verenigde Staten (13847) Amerikaanse economie (12910) EU (1162,"[') Internationale', 'Omzetcijfers (13453) Arbeidsmarkt']","['Amerikaanse', 'Amerikaanse economie']",5,25.0,6,"[0.75, 0.8181818181818182]",0.78
seq19-0,large,(1) Internationale economie (27514) Multinationals (18114) Investeringen (16494) Aandelen (14562) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12969) EU (11762) Jaarverslag (11238),(1) Internationale economie (27514) <extra_id_0> Investeringen (16494) Aandelen (14562) <extra_id_1> Omzetcijfers (13477) Arbeidsmarkt (12969) EU (11762) Jaarverslag (11238),(1) Internationale economie (27514) Economie (26511) Investeringen (16494) Aandelen (14562) Economie (14502) Omzetcijfers (13477) Arbeidsmarkt (12969) EU (11762) Jaarverslag (11238),"['Multinationals (18114)', 'Verenigde Staten (13860)']","['Economie (26511)', 'Economie (14502)']",5,25.0,6,"[0.7272727272727273, 0.75]",0.74
seq20-0,large,e serie 'Coronakronieken' vertellen mensen over de impact van corona op hun professionele en persoonlijke leven. Vandaag:,e serie 'Coronakronieken' vertellen mensen <extra_id_0> corona op hun professionele en persoonlijke leven. Vandaag:,e serie 'Coronakronieken' vertellen mensen over de impact van corona op hun professionele en persoonlijke leven. Vandaag:,['over de impact van'],['over de impact van'],4,25.0,6,[0.0],0.0
seq21-0,large,(1) Internationale economie (27514) Multinationals (18103) Investeringen (16376) Aandelen (14436) Verenigde Staten (13850) Omzetcijfers (13455) Arbeidsmarkt (12923) EU (11642) Jaarverslag (11233),(1) Internationale economie (27514) <extra_id_0> (16376) Aandelen (14436) Verenigde Staten <extra_id_1> (13455) Arbeidsmarkt (12923) EU (11642) Jaarverslag (11233),(1) Internationale economie (27514) Economie (16376) Aandelen (14436) Verenigde Staten van Amerika (13455) Arbeidsmarkt (12923) EU (11642) Jaarverslag (11233),"['Multinationals (18103) Investeringen', '(13850) Omzetcijfers']","['Economie', 'van Amerika']",5,25.0,6,"[0.8888888888888888, 0.8]",0.84
seq22-0,large,) Internationale economie (27514) Multinationals (18114) Investeringen (16494) Aandelen (14562) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12969) EU (11762) Jaarverslag (11238),) Internationale economie <extra_id_0> Investeringen (16494) Aandelen (14562) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12969) <extra_id_1> Jaarverslag (11238),) Internationale economie (17411) Investeringen (16494) Aandelen (14562) Verenigde Staten (13860) Omzetcijfers (13477) Arbeidsmarkt (12969) Economie (12844) Jaarverslag (11238),"['(27514) Multinationals (18114)', 'EU (11762)']","['(17411)', 'Economie (12844)']",5,25.0,6,"[0.8, 0.6875]",0.74
seq23-0,large,20 Annemiek Leclaire Welk gesprek zette je aan het denken of in beweging? Welke conversatie had grote invloed? In de serie Het gesprek van je leven vraagt journalist Annemiek Leclaire mensen naar dat gesprek. In deze,20 Annemiek Leclaire Welk gesprek zette je aan het denken of in beweging? Welke conversatie had grote invloed? In <extra_id_0> gesprek <extra_id_1> vraagt <extra_id_2> mensen naar dat gesprek. In deze,20 Annemiek Leclaire Welk gesprek zette je aan het denken of in beweging? Welke conversatie had grote invloed? In het gesprek vraagt u mensen naar dat gesprek. In deze,"['de serie Het', 'van je leven', 'journalist Annemiek Leclaire']","['het', '', 'u']",9,25.0,6,"[0.8333333333333334, 1.0, 0.9642857142857143]",0.93
seq24-0,large,gen (1) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11788) Jaarverslag (11240),gen (1) Internationale economie (27514) Multinationals (18118) <extra_id_0> (14591) Verenigde Staten (13860) Omzetcijfers <extra_id_1> EU (11788) Jaarverslag (11240),gen (1) Internationale economie (27514) Multinationals (18118) Economie (14591) Verenigde Staten (13860) Omzetcijfers (12811) EU (11788) Jaarverslag (11240),"['Investeringen (16522) Aandelen', '(13485) Arbeidsmarkt (12979)']","['Economie', '(12811)']",6,25.0,6,"[0.9333333333333333, 0.8214285714285714]",0.88
seq25-0,large, Iedere week bespreekt FD Persoonlijk een woning die op zoek is naar een nieuwe eigenaar. Deze week een,Iedere <extra_id_0> een woning die op zoek is naar een nieuwe eigenaar. Deze week een,Iedere week een woning die op zoek is naar een nieuwe eigenaar. Deze week een,['week bespreekt FD Persoonlijk'],['week'],4,25.0,6,[0.8620689655172413],0.86
seq26-0,large,) Internationale economie (27514) Multinationals (18134) Investeringen (16629) Aandelen (14715) Verenigde Staten (13862) Omzetcijfers (13596) Arbeidsmarkt (13011) EU (11889) Jaarverslag (11247),) Internationale economie (27514) Multinationals (18134) Investeringen (16629) Aandelen (14715) Verenigde <extra_id_0> (13596) Arbeidsmarkt (13011) <extra_id_1> Jaarverslag (11247),) Internationale economie (27514) Multinationals (18134) Investeringen (16629) Aandelen (14715) Verenigde Staten (13596) Arbeidsmarkt (13011) Economie (12756) Jaarverslag (11247),"['Staten (13862) Omzetcijfers', 'EU (11889)']","['Staten', 'Economie (12756)']",5,25.0,6,"[0.7777777777777778, 0.6875]",0.73
seq27-0,large,) Internationale economie (27514) Multinationals (18134) Investeringen (16634) Aandelen (14723) Verenigde Staten (13862) Omzetcijfers (13,) Internationale <extra_id_0> Investeringen (16634) Aandelen (14723) Verenigde Staten (13862) Omzetcijfers (13,) Internationale economie (6644) Investeringen (16634) Aandelen (14723) Verenigde Staten (13862) Omzetcijfers (13,['economie (27514) Multinationals (18134)'],['economie (6644)'],4,25.0,6,[0.6666666666666666],0.67
seq28-0,large,u graag via ons gratis telefoonnummer 0800 666 6667 (ma t/m vrij 07.30  18.00 / za 07.30 - 11.30).,u graag via ons gratis <extra_id_0> 666 6667 (ma t/m vrij 07.30 18.00 / za <extra_id_1>,u graag via ons gratis nummer 0800 666 6667 (ma t/m vrij 07.30 18.00 / za 09.00 13.00,"['telefoonnummer 0800', '07.30 - 11.30).']","['nummer 0800', '13.00']",5,25.0,6,"[0.42105263157894735, 0.8]",0.61
