Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq15-0,small,". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en Bruun Kuijt (Echte Mannen).",". Pijnlijke <extra_id_0> het rookkamertje van een ziekenhuis, door <extra_id_1> Bruun Kuijt (Echte Mannen).",". Pijnlijke beelden van het rookkamertje van een ziekenhuis, door de Bruun Kuijt (Echte Mannen).","['grappen in', 'Rik Hoogendoorn en']","['beelden van', 'de']",5,30.0,11,"[0.6363636363636364, 0.8888888888888888]",0.76
seq16-0,small,". Vera Mann schittert in een eenpersoonsmusical over de verongelukte prinses, al hadden de liedjes puntiger gekund.",". <extra_id_0> schittert in een eenpersoonsmusical <extra_id_1> prinses, al hadden de liedjes puntiger gekund.",". schittert in een eenpersoonsmusical als prinses, al hadden de liedjes puntiger gekund.","['Vera Mann', 'over de verongelukte']","['', 'als']",5,30.0,11,"[1.0, 0.95]",0.97
seq17-0,small,"van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin we de mooiste foto's uit Londen selecteren.","van de Olympische Spelen, net als op <extra_id_0> live <extra_id_1> we de mooiste foto's uit Londen selecteren.","van de Olympische Spelen, net als op de live beelden kunnen we de mooiste foto's uit Londen selecteren.","['alle andere wedstrijddagen', 'een', 'fotoblog bij waarin']","['de', 'beelden kunnen']",7,30.0,11,"[0.9230769230769231, 0.7857142857142857]",0.85
seq18-0,small,- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun stempel drukten. Deze week,<extra_id_0> op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun <extra_id_1> week,kunstenaars op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun leven. De week,"['- NRC Kunst', 'stempel drukten. Deze']","['kunstenaars', 'leven. De']",6,30.0,11,"[1.0, 0.6666666666666666]",0.83
seq19-0,small,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Deze week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover <extra_id_0> zich <extra_id_1> week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover het zich spreekt. Deze week:,"['de rechter', 'onlangs uitsprak. Deze']","['het', 'spreekt. Deze']",5,30.0,11,"[0.8, 0.6363636363636364]",0.72
seq20-0,small,. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,<extra_id_0> blijkt uit cijfers die het Centraal Bureau voor <extra_id_1> vandaag heeft gepubliceerd.,blijkt uit cijfers die het Centraal Bureau voor de Statistiek vandaag heeft gepubliceerd.,"['. Dat', 'de Statistiek (CBS)']","['', 'de Statistiek']",5,30.0,10,"[1.0, 0.3157894736842105]",0.66
seq21-0,small,"De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont en werkt Arnon Grunberg <extra_id_0> Amsterdam, <extra_id_1> kunstenaars. Hij schrijft daar dagelijks over.","De hele maand mei woont en werkt Arnon Grunberg in Amsterdam, een van de meest bekende kunstenaars. Hij schrijft daar dagelijks over.","['in het Stedelijk Museum', 'met een groep']","['in', 'een van de meest bekende']",7,30.0,10,"[0.9130434782608695, 0.75]",0.83
seq22-0,small,"Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","<extra_id_0> ALS, een zeldzame neurologische ziekte waarbij <extra_id_1> verlamd raakt. <extra_id_2> verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","ALS is ALS, een zeldzame neurologische ziekte waarbij de ALS verlamd raakt. In ALS verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","['Pieter Steinz heeft', 'je in toenemend tempo', 'In deze serie']","['ALS is', 'de ALS', 'In ALS']",10,30.0,10,"[0.8947368421052632, 0.9047619047619048, 0.7692307692307693]",0.86
seq23-0,small,Redacteur Merlijn Kerkhof (28) laat iedere dinsdag zien wat de schoonheid van klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof <extra_id_0> dinsdag zien wat de <extra_id_1> klassieke muziek is. Vandaag:,Redacteur Merlijn Kerkhof laat dinsdag zien wat de beste klassieke muziek is. Vandaag:,"['(28) laat iedere', 'schoonheid van']","['laat', 'beste']",5,30.0,10,"[0.75, 0.9285714285714286]",0.84
seq24-0,small,Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige en onzinnige vakantiefabels. Vandaag:,Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige <extra_id_0>,Tijdens de zomermaanden gaat de Achterpagina op zoek naar zinnige resultaten.,['en onzinnige vakantiefabels. Vandaag:'],['resultaten.'],4,30.0,10,[0.8648648648648649],0.86
seq25-0,small,". Justin Sullivan/Getty Images/AFP == FOR NEWSPAPERS, INTERNET, TELCOS & TELEVISION USE ONLY == AFP",". Justin Sullivan/Getty <extra_id_0> INTERNET, TELCOS & TELEVISION USE ONLY == AFP",". Justin Sullivan/Getty Images == INTERNET, TELCOS & TELEVISION USE ONLY == AFP","['Images/AFP == FOR NEWSPAPERS,']",['Images =='],4,30.0,10,[0.6896551724137931],0.69
seq26-0,small,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke <extra_id_0> hoogte van de campagne. <extra_id_1> kan ook.,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Dat kan ook.,"['ochtend op de', 'Inschrijven voor de nieuwsbrief']","['dag op de', 'Dat']",7,30.0,10,"[0.5384615384615384, 1.0]",0.77
seq27-0,small,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. <extra_id_0> d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. <extra_id_1> Dd1-d2,1. e2-e4 c7-c5 2. Pf3xd4 d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 d7-d6 6. Pf3xd4 Dd1-d2,"['Pg1-f3 Pb8-c6 3.', 'Lc1-g5 e7-e6 7.']","['Pf3xd4', 'Pf3xd4']",6,30.0,10,"[0.8125, 1.0]",0.91
seq28-0,small,". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch geladen drama van het Nationale Toneel.",". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch <extra_id_0> het <extra_id_1>",". Indrukwekkend spelende Anne-Wil Blankers tiranniseert haar zeven dochters in grimmig, erotisch geheim, het","['geladen drama van', 'Nationale Toneel.']","['geheim,', '']",5,30.0,10,"[0.7647058823529411, 1.0]",0.88
seq29-0,small,". Hans Liberg verbindt muziek uit alle tijden en windstreken aan een spervuur van grappen, en speelt ook op verzoek.",. Hans Liberg verbindt muziek uit alle tijden en windstreken <extra_id_0> van <extra_id_1> ook op verzoek.,. Hans Liberg verbindt muziek uit alle tijden en windstreken De luisteraars van onze vereniging zijn ook op verzoek.,"['aan een spervuur', 'grappen', 'en speelt']","['De luisteraars', 'onze vereniging zijn']",6,30.0,10,"[0.75, 0.9]",0.82
seq30-0,small,- NRC De laatste bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent is overleden.,- <extra_id_0> bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent <extra_id_1>,- Deze bladzijde In deze rubriek elk weekeinde een necrologie van iemand die recent werkt.,"['NRC De laatste', 'is overleden.']","['Deze', 'werkt.']",5,30.0,10,"[0.7857142857142857, 0.7692307692307693]",0.78
seq31-0,small,". Die ene leraar die je interesse wekte, de eerste baas die je de kneepjes van het vak bijbracht of de wijsgeer die je inspireerde met zijn boeken. Elke carrire kent wel zon leermeester (m/v). Voor",". Die ene leraar die je interesse wekte, de eerste baas die je <extra_id_0> van <extra_id_1> of de wijsgeer <extra_id_2> met zijn boeken. Elke carrire kent <extra_id_3> (m/v). Voor",". Die ene leraar die je interesse wekte, de eerste baas die je vertelde van zijn boeken of de wijsgeer die je vertelde met zijn boeken. Elke carrire kent een aantal dingen (m/v). Voor","['de kneepjes', 'het vak bijbracht', 'die je inspireerde', 'wel zon leermeester']","['vertelde', 'zijn boeken', 'die je vertelde', 'een aantal dingen']",11,30.0,10,"[0.7272727272727273, 0.8823529411764706, 0.3888888888888889, 0.7894736842105263]",0.7
seq32-0,small,". Veelzijdige cabaret-solo van Lenette van Dongen over de keus tussen vrije expressie en de dwang van de discipline, trefzeker opgedist in confrences, verhalen en liedjes.",". Veelzijdige <extra_id_0> Lenette van Dongen over de keus <extra_id_1> en <extra_id_2> de discipline, trefzeker opgedist in confrences, verhalen en liedjes.",". Veelzijdige verhalen van Lenette van Dongen over de keus de verhalen en de verhalen, de discipline, trefzeker opgedist in confrences, verhalen en liedjes.","['cabaret-solo van', 'tussen vrije expressie', 'de dwang van']","['verhalen van', 'de verhalen', 'de verhalen,']",8,30.0,10,"[0.6875, 0.7727272727272727, 0.75]",0.74
seq33-0,small,"Fotograaf Kadir van Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt de vele migranten die langs de route leven en werken. Deel","<extra_id_0> Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt <extra_id_1> die langs <extra_id_2> werken. Deel","Lohuizen (1963) reist in veertig weken van het zuiden van Vuurland, over de Pan-American Highway, naar Alaska. Hij bezoekt kantoren die langs werken. Deel","['Fotograaf Kadir van', 'de vele migranten', 'de route leven en']","['', 'kantoren', '']",10,30.0,9,"[1.0, 0.8235294117647058, 1.0]",0.94
seq34-0,small," Tot 8 november voelt NRC in Kort Amerikaans iedere dag een kiezer aan de tand. Van Latino tot Afro-Amerikaan, van jong tot oud, wie kiezen de Amerikanen tot president?","Tot 8 november voelt NRC <extra_id_0> iedere dag een kiezer aan de tand. Van Latino tot <extra_id_1> tot oud, wie <extra_id_2> tot president?","Tot 8 november voelt NRC zich iedere dag een kiezer aan de tand. Van Latino tot oud, van jong tot oud, wie weet tot president?","['in Kort Amerikaans', 'Afro-Amerikaan', 'van jong', 'kiezen de Amerikanen']","['zich', 'oud, van jong', 'weet']",9,30.0,9,"[0.9444444444444444, 1.0, 1.0]",0.98
seq35-0,small,- NRC Ophef Iedere week bespreekt de redactie wetenschap hier ophef in de wetenschap. Deze week: een,- NRC Ophef Iedere week bespreekt <extra_id_0> hier ophef <extra_id_1> wetenschap. Deze week: een,- NRC Ophef Iedere week bespreekt u hier ophef en wetenschap. Deze week: een,"['de redactie wetenschap', 'in de']","['u', 'en']",5,30.0,9,"[1.0, 0.8]",0.9
seq36-0,small,"? In de rubriek De Wrap bespreken we wekelijks trends, recepten, restaurants en al het andere wat voedsel en drankjes zo smakelijk kan maken.",? In de rubriek De Wrap bespreken <extra_id_0> restaurants en al het <extra_id_1> en drankjes zo smakelijk kan maken.,? In de rubriek De Wrap bespreken we hoe restaurants en al het weekend lekkers en drankjes zo smakelijk kan maken.,"['we wekelijks trends', 'recepten,', 'andere wat voedsel']","['we hoe', 'weekend lekkers']",7,30.0,9,"[0.7894736842105263, 0.8]",0.79
seq37-0,small,. GRIDLOCK'D Verbazend genuanceerd en realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na de opnamen vermoorde gangstarapper Tupac Shakur een sympathiek personage. In verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door bureaucratische hindernissen belemmerde medische hulp voor aan overdosis bezweken vriendin.,. GRIDLOCK'D <extra_id_0> realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na <extra_id_1> gangstarapper Tupac Shakur een <extra_id_2> verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door <extra_id_3> medische <extra_id_4> overdosis bezweken vriendin.,. GRIDLOCK'D - Het realistisch regiedebuut van zwarte acteur Vondie Curtis Hall maakt zelfs van de kort na gangstarapper Tupac Shakur een nieuwe verkommerd Detroit zoekt Shakur met neurotische junkie Tim Roth naar door de medische problemen van overdosis bezweken vriendin.,"['Verbazend genuanceerd en', 'de opnamen vermoorde', 'sympathiek personage. In', 'bureaucratische hindernissen belemmerde', 'hulp voor aan']","['- Het', '', 'nieuwe', 'de', 'problemen van']",15,30.0,9,"[0.9166666666666666, 1.0, 0.875, 0.9487179487179487, 0.7692307692307693]",0.9
seq38-0,small,". Engelse musical over de rock-carrire van Buddy Holly, waarin de vrolijke muziek de boventoon voert.",". Engelse musical over de <extra_id_0> Buddy Holly, waarin de vrolijke muziek <extra_id_1>",". Engelse musical over de bekende Buddy Holly, waarin de vrolijke muziek","['rock-carrire van', 'de boventoon voert.']","['bekende', '']",5,30.0,9,"[0.875, 1.0]",0.94
seq39-0,small," Op de plaats van de rubriek Jong! deze zomer elke week de rubriek Oud! waarin ouderen vertellen over zichzelf, hun liefdes en de lessen van het leven. Deze week:",Op de plaats van de <extra_id_0> zomer elke <extra_id_1> Oud! waarin ouderen <extra_id_2> hun liefdes en de lessen van het leven. Deze week:,Op de plaats van de kinderen is deze zomer elke week Oud! waarin ouderen leren van hun liefdes en de lessen van het leven. Deze week:,"['rubriek Jong! deze', 'week de rubriek', 'vertellen over zichzelf,']","['kinderen is deze', 'week', 'leren van']",9,30.0,9,"[0.6666666666666666, 0.7333333333333333, 0.75]",0.72
seq40-0,small,Bert Pol is verbonden aan de afdeling Communicatiewetenschap van de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol <extra_id_0> de <extra_id_1> de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,Bert Pol de directeur de Universiteit Twente en vennoot van Tabula Rasa Den Haag.,"['is verbonden aan', 'afdeling Communicatiewetenschap van']","['', 'directeur']",6,30.0,9,"[1.0, 0.8571428571428571]",0.93
seq41-0,small,"- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte waarbij je in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte met de boeken die hij (her)leest. Vandaag:","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte <extra_id_0> toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn <extra_id_1> die <extra_id_2>","- NRC Pieter Steinz heeft ALS, een zeldzame neurologische ziekte die in toenemend tempo verlamd raakt. In deze serie verbindt hij het verloop van zijn ziekte, die ALS","['waarbij je in', 'ziekte met de boeken', 'hij (her)leest. Vandaag:']","['die in', 'ziekte,', 'ALS']",10,30.0,9,"[0.6153846153846154, 0.7, 1.0]",0.77
seq42-0,small, - NRC Dit ben ik Iedereen heeft verschillende identiteiten. Hoe worden we wie we zijn? Deze week:,- <extra_id_0> ik Iedereen heeft verschillende identiteiten. Hoe <extra_id_1> wie we zijn? Deze week:,- hoe ik Iedereen heeft verschillende identiteiten. Hoe weet je wie we zijn? Deze week:,"['NRC Dit ben', 'worden we']","['hoe', 'weet je']",5,30.0,9,"[0.9090909090909091, 0.5555555555555556]",0.73
seq43-0,small,"De volkse Resedabuurt en de gegoede Gaspeldoornbuurt in Eindhoven zijn elkaars buren. Buurten met zulke grote inkomensverschillen, pal naast elkaar  dat komt in het opgedeelde Nederland anno 2012 nog maar zelden voor. Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de mensen die er wonen. Aflevering",<extra_id_0> de gegoede Gaspeldoornbuurt <extra_id_1> elkaars buren. Buurten met <extra_id_2> pal naast elkaar dat komt in het opgedeelde Nederland anno 2012 nog <extra_id_3> Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de <extra_id_4> wonen. Aflevering,in de gegoede Gaspeldoornbuurt Ze hebben elkaars buren. Buurten met een pal naast elkaar dat komt in het opgedeelde Nederland anno 2012 nog Waarin verschillen ze? Wat hebben ze gemeen? Verslaggevers Sheila Kamerman en Dick Wittenberg vroegen het aan de buren die wonen. Aflevering,"['De volkse Resedabuurt en', 'in Eindhoven zijn', 'zulke grote inkomensverschillen,', 'maar zelden voor.', 'mensen die er']","['in', 'Ze hebben', 'een', '', 'buren die']",16,30.0,9,"[0.9583333333333334, 0.7647058823529411, 0.90625, 1.0, 0.5384615384615384]",0.83
seq44-0,small,"; De waker, de slaper & de dromer Youp van 't Hek, grof en potisch tegelijk, over de verburgerlijking van een groep studenten die had gezworen nooit in de rat race verzeild te zullen raken.","; De waker, de slaper & de dromer Youp van 't Hek, <extra_id_0> tegelijk, over de <extra_id_1> groep studenten die had gezworen nooit in de <extra_id_2> zullen raken.","; De waker, de slaper & de dromer Youp van 't Hek, 't Hek tegelijk, over de enige groep studenten die had gezworen nooit in de gaten zullen raken.","['grof en potisch', 'verburgerlijking van een', 'rat race verzeild te']","[""'t Hek"", 'enige', 'gaten']",10,30.0,9,"[0.9333333333333333, 0.8333333333333334, 0.85]",0.87
seq45-0,small,"Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter vertellen onze correspondenten, elke",Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter <extra_id_0>,Cijfers over de wereldeconomie zijn er dagelijks. Het verhaal daar achter,"['vertellen onze correspondenten', 'elke']",[''],4,30.0,9,[1.0],1.0
seq46-0,small,is genoemd in het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van de grafiek om een overzicht te zien van de artikelen en om door te klikken naar het oorspronkelijke artikel. Themas,is <extra_id_0> webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van <extra_id_1> een overzicht te zien <extra_id_2> en <extra_id_3> klikken naar het <extra_id_4> Themas,is het webnieuws in de afgelopen week. De grafiek wordt meerdere malen per dag geupdate. U kunt klikken op alle gekleurde onderdelen van de grafiek om een overzicht te zien te zien en te klikken naar het overzicht. Themas,"['genoemd in het', 'de grafiek om', 'van de artikelen', 'om door te', 'oorspronkelijke artikel.']","['het', 'de grafiek om', 'te zien', 'te', 'overzicht.']",14,30.0,9,"[0.7857142857142857, 0.0, 0.6875, 0.8, 0.7916666666666666]",0.61
seq47-0,small,. Ellen Vogel en Roos Ouwehand houden elkaar mooi in evenwicht in een stuk van Donald Margulies over een jonge schrijfster die in de leer wil bij haar grote voorbeeld.,. Ellen Vogel en Roos Ouwehand houden elkaar mooi in evenwicht in een stuk van Donald <extra_id_0> jonge schrijfster <extra_id_1> leer <extra_id_2> grote voorbeeld.,. Ellen Vogel en Roos Ouwehand houden elkaar mooi in evenwicht in een stuk van Donald J. Die jonge schrijfster is een leer grote voorbeeld.,"['Margulies over een', 'die in de', 'wil bij haar']","['J. Die', 'is een', '']",9,30.0,8,"[0.8888888888888888, 0.7777777777777778, 1.0]",0.89
seq48-0,small,kenniscentrum Raam op Rusland. Hij schrijft om de week met redacteur geopolitiek Michel Kerres over de kantelende wereldorde.,kenniscentrum Raam <extra_id_0> Hij schrijft om de week met <extra_id_1> Kerres over de kantelende wereldorde.,kenniscentrum Raam Hij schrijft om de week met de Kerres over de kantelende wereldorde.,"['op Rusland.', 'redacteur geopolitiek Michel']","['', 'de']",5,30.0,8,"[1.0, 0.9285714285714286]",0.96
