Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"Terwijl de pest op de deur klopte, vertelden de Florentijnse jongeren van Giovanni Boccaccio elkaar sterke verhalen over verliefdheid, waanzin en bedrog om de verveling van hun quarantaine te doorbreken. Nu, zevenhonderd jaar later, kunnen we die traditie voortzetten. Verteller nummer","Terwijl de pest op de deur klopte, vertelden de Florentijnse jongeren van Giovanni Boccaccio elkaar sterke verhalen <extra_id_0> en bedrog om de verveling <extra_id_1> doorbreken. <extra_id_2> later, kunnen we die traditie voortzetten. Verteller nummer","['over verliefdheid, waanzin', 'van hun quarantaine te', 'Nu, zevenhonderd jaar']",10,25.0,8
Groene-redacteur Casper Thomas schrijft de komende tijd regelmatig vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft de komende tijd regelmatig vanuit Washington over <extra_id_0> Trump. In aflevering,['het Amerika van Donald'],4,25.0,8
De komende maanden onderzoeken journalisten Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te zetten naar een milieuvriendelijkere toekomst. Deze week:,De komende maanden onderzoeken journalisten Hidde Boersma en Janno Lanjouw hoe de Nederlandse landbouw de stap probeert te <extra_id_0> milieuvriendelijkere <extra_id_1>,"['zetten naar een', 'toekomst. Deze week:']",6,25.0,8
"getelde doden en vermisten op de Middellandse Zee was deze week, volgens het Missing Migrants Project (IOM):","getelde doden en vermisten op de Middellandse Zee was deze week, <extra_id_0> Project (IOM):",['volgens het Missing Migrants'],4,25.0,7
Ter gelegenheid van het verschijnen van het volledige vertaalde oeuvre van Sigmund Freud in Nederland herleest Hans Driessen,Ter gelegenheid <extra_id_0> het volledige vertaalde oeuvre van Sigmund Freud in Nederland herleest Hans Driessen,['van het verschijnen van'],4,25.0,7
"de aflevering van Boeken FM, de literatuurpodcast van De Groene en uitgeverij Das Mag, bespreken Joost de Vries en Ellen Deckwitz onder leiding van Peter Buurman","de aflevering van Boeken FM, de literatuurpodcast van De Groene en <extra_id_0> bespreken Joost de <extra_id_1> Deckwitz onder leiding van Peter Buurman","['uitgeverij Das Mag,', 'Vries en Ellen']",6,25.0,7
"Voor de blog Terug naar Welkom reist journalist Margalith Kleijwegt terug naar het Zuid-Afrikaanse Welkom, een mijnstadje dat ze 27 jaar geleden voor het eerst bezocht samen met fotograaf Ad van Denderen. In deel","Voor de blog Terug naar Welkom reist journalist Margalith Kleijwegt terug naar het Zuid-Afrikaanse Welkom, een mijnstadje dat ze <extra_id_0> voor het eerst bezocht <extra_id_1> fotograaf <extra_id_2> In deel","['27 jaar geleden', 'samen met', 'Ad van Denderen.']",8,25.0,7
cultuurtips voor dit weekend (en de komende week)  De Groene Amsterdammer Kunst & Cultuur Aanbevolen,cultuurtips <extra_id_0> de komende week) De Groene Amsterdammer Kunst & Cultuur Aanbevolen,['voor dit weekend (en'],4,25.0,6
"zit vol problemen die niemand lijkt te kunnen oplossen. Wie niet goed begrijpt hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, chaotischer en moeilijker te besturen dan voorheen. In een serie interviews laat De Groene","<extra_id_0> niemand lijkt te kunnen oplossen. Wie niet goed begrijpt hoe die wereld werkt, is niet gek of dom. Want de wereld s ook complexer, chaotischer en moeilijker te besturen <extra_id_1> een serie <extra_id_2> Groene","['zit vol problemen die', 'dan voorheen. In', 'interviews laat De']",10,25.0,6
"In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar zowel alle landelijke politieke partijen als vele nieuwkomers aan deelnemen, bloggen Guido van Eijck en Saskia Naafs over de belangrijkste verkiezingsthemas in de Maasstad.","In aanloop naar de gemeenteraadsverkiezingen in Rotterdam, waar zowel alle landelijke politieke partijen als vele nieuwkomers aan deelnemen, bloggen Guido van <extra_id_0> Naafs <extra_id_1> verkiezingsthemas in <extra_id_2>","['Eijck en Saskia', 'over de belangrijkste', 'de Maasstad.']",8,25.0,6
"virtuele rondleidingen door musea, spontane optredens op Instagram en een enkele all-time favourite van een van onze kunstcritici.","virtuele rondleidingen door musea, spontane optredens op Instagram en een <extra_id_0> een van onze kunstcritici.",['enkele all-time favourite van'],4,25.0,6
"Iedere maand selecteert de boekenredactie van De Groene, uit alle in de voorafgaande maand besproken boeken, d","Iedere maand selecteert de boekenredactie van De Groene, uit alle <extra_id_0> besproken boeken, d",['in de voorafgaande maand'],4,25.0,6
Marja Pruis leest altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,Marja Pruis leest altijd <extra_id_0> kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken <extra_id_1> week:,"['meer dan ze', 'die ze leest. Deze']",7,25.0,6
"- ZEER GEHEIM. MINISTERRAAD NR. 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie van Defensie, aangevangen s avonds om half acht. pag.",- ZEER GEHEIM. MINISTERRAAD NR. 15616. Notulen van de vergadering gehouden dinsdag 11 juli 1995 op het ministerie <extra_id_0> s avonds <extra_id_1>,"['van Defensie, aangevangen', 'om half acht. pag.']",7,25.0,6
