Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"di t/m zo 10-17u. Tel. 0900-8212132 (www.groningermuseum.nl). Haarlem, De Hallen (Grote Markt 16):",di t/m zo 10-17u. Tel. <extra_id_0> De Hallen (Grote Markt 16):,"['0900-8212132 (www.groningermuseum.nl). Haarlem,']",3,25.0,9
van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de dagelijkse 4 Uur Nieuwsbreak. In <extra_id_0> we met een <extra_id_1> het nieuws van de dag door.,"['deze rubriek nemen', 'interessant persoon']",5,25.0,9
".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) gaat voor V in gesprek met bekende en minder bekende Nederlanders over de rol die hun afkomst speelt in hun leven. Hij spreekt onder anderen nog met",".' Schrijver <extra_id_0> maar nette mensen, Beste vriend) gaat voor V in gesprek met bekende en minder bekende Nederlanders over de rol die hun <extra_id_1> hun leven. Hij spreekt onder <extra_id_2>","['Robert Vuijsje (Alleen', 'afkomst speelt in', 'anderen nog met']",9,25.0,9
"; di t/m vr 11-17u za zo 14-17u. Tel. 0475-333496 (www.museum.roermond.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):","<extra_id_0> 11-17u za zo 14-17u. Tel. 0475-333496 (www.museum.roermond.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):",['; di t/m vr'],4,25.0,9
"? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:","? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of <extra_id_0> de <extra_id_1> onzin te scheiden. Deze week:","['niet. Wij proberen', 'zin van de']",6,25.0,9
"Groningen, Groninger Museum (Museumeiland): Van Kirchner tot Kandinsky. Duits expressionisme uit de Nederlandse musea, 1919-1964","<extra_id_0> Van Kirchner tot Kandinsky. Duits expressionisme uit de Nederlandse musea, 1919-1964","['Groningen, Groninger Museum (Museumeiland):']",4,25.0,9
en Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,<extra_id_0> hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['en Denkfouten in het'],4,25.0,9
" Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu <extra_id_0> Wij proberen de zin van <extra_id_1> scheiden. Vandaag:","['kloppen of niet.', 'de onzin te']",6,25.0,9
Houd moed. In het verleden wisten wetenschappers gigantische gezondheidscrises te bezweren. Deze week:,Houd moed. In het verleden wisten <extra_id_0> te bezweren. Deze week:,['wetenschappers gigantische gezondheidscrises'],3,25.0,9
"De Ombudsclown behandelt vragen, klachten en opmerkingen over zaken waaraan eigenlijk niets te doen is. '",De <extra_id_0> en opmerkingen over zaken waaraan eigenlijk niets te doen is. ',"['Ombudsclown behandelt vragen, klachten']",4,25.0,9
Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Dit moet u vandaag zien.,Elke dag tipt de redactie van de Volkskrant de beste programma's en <extra_id_0> Dit moet <extra_id_1> zien.,"['films op televisie.', 'u vandaag']",5,25.0,8
De Volkskrant checkt in aanloop naar de verkiezingen op 15 maart politieke uitspraken op waarheidsgehalte. Vandaag:,De Volkskrant checkt in aanloop <extra_id_0> 15 maart politieke uitspraken op waarheidsgehalte. Vandaag:,['naar de verkiezingen op'],4,25.0,8
"Het leven door de ogen van de Posthuma de Boers - een foto uit het rijke naoorlogse archief van vader Eddy, met een tekst van dochter Eva.",Het leven door de ogen van de Posthuma de Boers - een foto uit het rijke naoorlogse archief van <extra_id_0> een <extra_id_1>,"['vader Eddy, met', 'tekst van dochter Eva.']",7,25.0,8
"Mannen komen van Mars, vrouwen van Venus van John Gray. Regie Peter de Baan. Met Huub Stapel als psychiater die de verschillen tussen mannen en vrouwen voorlegt aan het publiek. Tournee",Mannen <extra_id_0> vrouwen van Venus van John Gray. Regie Peter de Baan. Met Huub Stapel als psychiater die de verschillen <extra_id_1> en vrouwen <extra_id_2> publiek. Tournee,"['komen van Mars,', 'tussen mannen', 'voorlegt aan het']",8,25.0,8
Reisjournalist Sander Groen verkent om de week een onvermoede bestemming in Nederland of net over de grens.,Reisjournalist Sander Groen verkent om de week een onvermoede bestemming <extra_id_0> over de grens.,['in Nederland of net'],4,25.0,8
"- klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:","- klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de <extra_id_0> onzin te <extra_id_1>","['zin van de', 'scheiden. Deze week:']",6,25.0,8
"- Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? Berichten verspreiden zich razendsnel, of ze nu kloppen of niet. <extra_id_0> zin van de <extra_id_1> Vandaag:","['Wij proberen de', 'onzin te scheiden.']",6,25.0,8
"? | De Volkskrant Antwoord op lezersvragen over gezondheid, voeding, leefstijl en psyche. Deze week:",? | De Volkskrant Antwoord op lezersvragen over <extra_id_0> psyche. Deze week:,"['gezondheid, voeding, leefstijl en']",4,25.0,8
"Miss Saigon, de musicalklassieker over een Amerikaanse soldaat die verliefd wordt op een Vietnamees meisje is na vijftien jaar weer te zien in Nederland. Met Stanley Burleson, Na-Young Jeon e.a. T/m","Miss Saigon, de musicalklassieker over <extra_id_0> soldaat die verliefd <extra_id_1> Vietnamees meisje is na vijftien jaar weer te zien in Nederland. Met Stanley Burleson, <extra_id_2> T/m","['een Amerikaanse', 'wordt op een', 'Na-Young Jeon e.a.']",8,25.0,8
"Raging Bull (Martin Scorsese). Meesterwerk uit 1983 opnieuw in de bioscoop te zien in het Filmmuseum in Amsterdam, dat een zomerprogr",Raging Bull (Martin Scorsese). Meesterwerk uit 1983 opnieuw in de bioscoop te zien <extra_id_0> Filmmuseum in <extra_id_1> zomerprogr,"['in het', 'Amsterdam, dat een']",5,25.0,8
".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. Mede gebaseerd op deze serie verscheen vorig jaar zijn boek Kaaskoppen. Hij spreekt onder anderen nog met","<extra_id_0> Vuijsje (Alleen maar nette mensen, Beste vriend) interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. <extra_id_1> serie verscheen vorig <extra_id_2> Kaaskoppen. Hij spreekt onder anderen nog met","["".' Schrijver Robert"", 'Mede gebaseerd op deze', 'jaar zijn boek']",10,25.0,8
? De Volkskrant checkt in aanloop naar de verkiezingen op 15 maart politieke uitspraken op waarheidsgehalte. Vandaag:,? De Volkskrant checkt in aanloop naar de verkiezingen op <extra_id_0> op waarheidsgehalte. Vandaag:,['15 maart politieke uitspraken'],4,25.0,8
Jaarlijks publiceren Nederlandse wetenschappers 172 duizend onderzoeken. In deze rubriek een greep uit de ontdekkingen die bijna onopgemerkt waren gebleven.,Jaarlijks publiceren Nederlandse wetenschappers 172 duizend onderzoeken. In <extra_id_0> een greep uit de ontdekkingen die bijna <extra_id_1>,"['deze rubriek', 'onopgemerkt waren gebleven.']",5,25.0,8
en De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week:,en De rubriek Beeldvormers onderzoekt hoe een <extra_id_0> de werkelijkheid bepaalt. Deze week:,['foto onze kijk op'],4,25.0,8
"; di t/m zo 11-17u. Tel. 013-5438300 (www.depont.nl). Utrecht, Centraal Museum (Nicolaaskerkhof 10):","; di t/m zo 11-17u. Tel. 013-5438300 (www.depont.nl). Utrecht, <extra_id_0> 10):",['Centraal Museum (Nicolaaskerkhof'],3,25.0,8
van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de dagelijkse 4 uur Nieuwsbreak. <extra_id_0> rubriek nemen we <extra_id_1> persoon het nieuws van de dag door.,"['In deze', 'met een interessant']",5,25.0,8
Sportverslaggevers Marije Randewijk en Mark Misrus reizen mee in de wielerkaravaan en voorspellen dagelijks de uitkomst van de volgende etappe.,Sportverslaggevers Marije Randewijk <extra_id_0> reizen mee in de wielerkaravaan en voorspellen dagelijks de uitkomst van <extra_id_1> etappe.,"['en Mark Misrus', 'de volgende']",5,25.0,8
Met het ontslag van directeur James Comey heeft Donald Trump de oorlog verklaard aan de FBI. En dat zal hij weten ook. De organisatie slaat altijd meteen terug.,Met het ontslag van directeur James Comey heeft Donald Trump de oorlog verklaard aan de FBI. En dat zal <extra_id_0> De <extra_id_1> terug.,"['hij weten ook.', 'organisatie slaat altijd meteen']",7,25.0,8
| De Volkskrant Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,| De Volkskrant Denkfouten in het hedendaags ontwerp gefileerd door <extra_id_0> van Kuijk. Deze week:,['innovatie-expert (en cabaretier) Jasper'],4,25.0,8
"7 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","7 van de dagelijkse <extra_id_0> In deze rubriek nemen we <extra_id_1> een interessant, bekend persoon het nieuws van de dag door.","['4 Uur Nieuwsbreak.', 'iedere dag met']",6,25.0,8
"en Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","en Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een <extra_id_0> restjes op <extra_id_1> week:","['recept om de', 'te maken. Deze']",6,25.0,8
Deze zomer kiest de Volkskrant voor u. We selecteren iedere week 10 onmisbare attributen. Deze week:,<extra_id_0> Volkskrant voor u. We selecteren iedere week 10 onmisbare attributen. Deze week:,['Deze zomer kiest de'],4,25.0,8
"Mamma Mia!, reisproductie van Van den Ende-musical met liedjes in de vertaling van Coot van Doesburg.","Mamma Mia!, reisproductie van Van den <extra_id_0> de vertaling van Coot van Doesburg.",['Ende-musical met liedjes in'],4,25.0,7
"is gemaakt volgens het collodiumproced. Bij die methode, daterend uit de periode 1850- 1880, wordt ter plekke een aluminiumplaat of glasplaat gecoat met een laagje zilver. Daarop wordt de foto genomen. Het is een bewerkelijk en moeilijk proced dat de laatste jaren weer in opkomst is.","is gemaakt volgens het collodiumproced. Bij die methode, daterend uit de periode 1850- 1880, wordt ter plekke een <extra_id_0> gecoat met een laagje zilver. Daarop wordt de foto <extra_id_1> een bewerkelijk en moeilijk <extra_id_2> laatste jaren weer <extra_id_3>","['aluminiumplaat of glasplaat', 'genomen. Het is', 'proced dat de', 'in opkomst is.']",12,25.0,7
"5 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","5 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek <extra_id_0> dag met een interessant, <extra_id_1> nieuws van de dag door.","['nemen we iedere', 'bekend persoon het']",6,25.0,7
"NL2025, een maatschappelijk initiatief van kopstukken uit het bedrijfsleven, cultuur, sport en wetenschap dat ideen en mensen bijeen wil brengen voor een 'een betere toekomst van Nederland'.","NL2025, een maatschappelijk initiatief van kopstukken uit het bedrijfsleven, cultuur, sport en wetenschap dat ideen en <extra_id_0> voor een 'een <extra_id_1> Nederland'.","['mensen bijeen wil brengen', 'betere toekomst van']",7,25.0,7
Erik van den Berg deelt dagelijks een opmerkelijk fragment uit zijn verzameling historische dagboeken.,Erik van den Berg deelt dagelijks een <extra_id_0> verzameling historische dagboeken.,['opmerkelijk fragment uit zijn'],4,25.0,7
Beeld Adriaan van der Ploeg Elke week een portret van een kind in haar of zijn slaapkamer. Vandaag:,Beeld <extra_id_0> Elke week een portret van een kind in haar of zijn slaapkamer. Vandaag:,['Adriaan van der Ploeg'],4,25.0,7
"Caspar Janssen loopt een jaar lang door Nederland en brengt al doende het landschap in kaart, en daarmee de planten, dieren, mensen en kwesties van het Nederlandse land.","Caspar Janssen loopt een jaar lang door Nederland en brengt al doende het landschap in kaart, <extra_id_0> dieren, <extra_id_1> van het Nederlandse land.","['en daarmee de planten,', 'mensen en kwesties']",7,25.0,7
zijn de modeshows met de wintermode voor 2018-2019 in volle gang. Moderedacteur Bregje Lampe blogt dagelijks over de Show van de Dag. Vandaag:,zijn de modeshows met de wintermode voor 2018-2019 in volle <extra_id_0> Lampe blogt dagelijks over de Show <extra_id_1> Vandaag:,"['gang. Moderedacteur Bregje', 'van de Dag.']",6,25.0,7
aangehouden omdat de politie de grootte van zijn auto in combinatie met zijn huidskleur verdacht vond.,aangehouden omdat de politie <extra_id_0> auto in combinatie met zijn huidskleur verdacht vond.,['de grootte van zijn'],4,25.0,7
"van de dagelijkse rubriek 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","van <extra_id_0> 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend <extra_id_1> van de dag door.","['de dagelijkse rubriek', 'persoon het nieuws']",6,25.0,7
"s Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","s Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept <extra_id_0> om de restjes <extra_id_1> Deze week:","['plus een recept', 'op te maken.']",6,25.0,7
"? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",? Berichten verspreiden zich vaak <extra_id_0> nu kloppen of <extra_id_1> de zin van de onzin te scheiden. Vandaag:,"['razendsnel, of ze', 'niet. Wij proberen']",6,25.0,7
en Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,en Denkfouten <extra_id_0> door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['in hedendaags ontwerp gefileerd'],4,25.0,7
"et werken van Hans Holbein de Jonge, Quinten Massys en Albrecht Drer, t/m 8 februari; Uit de collectie Ploos van Amstel Knoef, selectie Nederlandse tekeningen 1780-1860","et werken van Hans Holbein de Jonge, Quinten Massys en <extra_id_0> 8 februari; Uit de collectie Ploos van Amstel <extra_id_1> tekeningen 1780-1860","['Albrecht Drer, t/m', 'Knoef, selectie Nederlandse']",6,25.0,7
De beste films en interessantste programma's uit het televisieaanbod van dit weekeinde. Met onder meer,De beste films en interessantste programma's uit <extra_id_0> weekeinde. Met onder meer,['het televisieaanbod van dit'],4,25.0,7
"resultaten van het schilderijenonderzoek naar Rotsen bij Villerville-sur-mer van Charles-Franois Daubigny, t/m 23/1",resultaten van het schilderijenonderzoek naar Rotsen bij Villerville-sur-mer <extra_id_0> t/m 23/1,"['van Charles-Franois Daubigny,']",3,25.0,7
Schrijver Henk van Straten stapt elke week in de auto bij een min of meer bekende Nederlander. Een enkele keer neemt hij de tram. Deze week:,Schrijver Henk van Straten <extra_id_0> in de auto bij een min of meer bekende Nederlander. <extra_id_1> neemt hij de tram. Deze week:,"['stapt elke week', 'Een enkele keer']",6,25.0,7
Aan een nieuwe woning toe? Of wil je juist gunstig verkopen? Bekijk hier hoeveel het modale huis in jouw woonplaats kostte in het,Aan een nieuwe woning toe? Of wil je juist gunstig verkopen? Bekijk hier hoeveel <extra_id_0> in jouw woonplaats <extra_id_1>,"['het modale huis', 'kostte in het']",6,25.0,7
' (+) Welke rol speelt afkomst in Nederland? Dat onderzoekt Robert Vuijsje in een reeks interviews.,' (+) <extra_id_0> in Nederland? Dat onderzoekt Robert Vuijsje in een reeks interviews.,['Welke rol speelt afkomst'],4,25.0,7
